date,code,action,reason,price,shares,pnl_pct
2020-09-10,300089.SZ,卖出,止损,5.1,100,-6.934306569343073
2020-09-10,300370.SZ,卖出,止损,3.25,300,-14.24802110817942
2020-09-10,300091.SZ,卖出,止损,4.66,200,-8.627450980392148
2020-09-10,300228.SZ,卖出,止损,5.82,100,-5.36585365853659
2020-09-10,300320.SZ,卖出,止损,6.06,100,-13.552068473609136
2020-09-10,300076.SZ,卖出,止损,5.57,100,-16.36636636636637
2020-09-10,300067.SZ,卖出,止损,5.36,100,-13.826366559485525
2020-09-10,002759.SZ,卖出,止损,7.56,100,-10.426540284360186
2020-09-10,300103.SZ,卖出,止损,11.71,100,-10.610687022900755
2020-09-10,300117.SZ,卖出,止损,3.52,300,-16.58767772511848
2020-09-10,300213.SZ,卖出,止损,9.43,100,-8.976833976833976
2020-09-10,300063.SZ,卖出,止损,6.12,100,-19.685039370078737
2020-09-10,300110.SZ,卖出,止损,5.13,100,-9.363957597173144
2020-09-10,300240.SZ,买入,金叉,7.46,100,0.0
2020-09-10,300176.SZ,买入,金叉,8.03,100,0.0
2020-09-10,300129.SZ,买入,金叉,6.21,200,0.0
2020-09-10,300210.SZ,买入,金叉,4.95,200,0.0
2020-09-10,300172.SZ,买入,金叉,6.91,100,0.0
2020-09-10,000633.SZ,买入,金叉,5.42,200,0.0
2020-09-10,300005.SZ,买入,金叉,5.97,200,0.0
2020-09-10,300178.SZ,买入,金叉,4.8,200,0.0
2020-09-10,300108.SZ,买入,金叉,3.93,200,0.0
2020-09-11,002429.SZ,卖出,死叉,6.48,100,-0.3076923076922977
2020-09-11,600077.SH,卖出,止损,3.81,200,-5.223880597014919
2020-09-11,300307.SZ,卖出,止损,7.18,100,-7.235142118863058
2020-09-11,000633.SZ,卖出,止损,4.92,200,-9.225092250922506
2020-09-11,300056.SZ,买入,金叉,8.27,100,0.0
2020-09-11,300230.SZ,买入,金叉,6.08,200,0.0
2020-09-11,300343.SZ,买入,金叉,3.39,300,0.0
2020-09-11,300022.SZ,买入,金叉,6.25,100,0.0
2020-09-11,002487.SZ,买入,金叉,9.01,100,0.0
2020-09-11,002228.SZ,买入,金叉,5.76,100,0.0
2020-09-11,300375.SZ,买入,金叉,5.27,200,0.0
2020-09-11,300179.SZ,买入,金叉,7.37,100,0.0
2020-09-11,600889.SH,买入,金叉,9.1,100,0.0
2020-09-11,300296.SZ,买入,金叉,8.65,100,0.0
2020-09-14,600889.SH,卖出,止损,8.3,100,-8.791208791208781
2020-09-14,300359.SZ,买入,金叉,8.76,100,0.0
2020-09-14,600515.SH,买入,金叉,9.5,100,0.0
2020-09-14,300208.SZ,买入,金叉,8.9,100,0.0
2020-09-15,002585.SZ,卖出,死叉,9.23,100,38.173652694610794
2020-09-15,002726.SZ,卖出,死叉,10.97,100,0.0
2020-09-15,002278.SZ,卖出,止损,6.91,100,-6.873315363881394
2020-09-15,600751.SH,卖出,止损,3.92,200,-5.5421686746988
2020-09-15,300297.SZ,买入,金叉,5.64,200,0.0
2020-09-15,300335.SZ,买入,金叉,6.66,100,0.0
2020-09-15,300466.SZ,买入,金叉,7.8,100,0.0
2020-09-16,300240.SZ,卖出,止损,7.07,100,-5.2278820375335044
2020-09-16,300359.SZ,卖出,止损,8.2,100,-6.392694063926951
2020-09-16,300287.SZ,买入,金叉,5.75,200,0.0
2020-09-16,600751.SH,买入,金叉,4.31,200,0.0
2020-09-16,300197.SZ,买入,金叉,3.84,200,0.0
2020-09-16,300261.SZ,买入,金叉,8.02,100,0.0
2020-09-16,300528.SZ,买入,金叉,9.61,100,0.0
2020-09-17,300148.SZ,卖出,死叉,5.31,200,2.7079303675048294
2020-09-17,300335.SZ,卖出,止损,6.25,100,-6.156156156156156
2020-09-17,300063.SZ,买入,金叉,7.65,100,0.0
2020-09-17,300410.SZ,买入,金叉,9.97,100,0.0
2020-09-17,300419.SZ,买入,金叉,7.95,100,0.0
2020-09-18,300528.SZ,卖出,止损,9.04,100,-5.93132154006244
2020-09-21,300323.SZ,卖出,死叉,11.15,100,18.365180467091303
2020-09-21,300261.SZ,卖出,止损,7.6,100,-5.2369077306733125
2020-09-22,300082.SZ,卖出,死叉,8.84,100,4.988123515439424
2020-09-22,300021.SZ,卖出,止损,5.66,100,-7.516339869281041
2020-09-22,300230.SZ,卖出,止损,5.63,200,-7.401315789473683
2020-09-22,300297.SZ,卖出,止损,5.18,200,-8.15602836879432
2020-09-22,300410.SZ,卖出,止损,9.09,100,-8.82647943831495
2020-09-22,300355.SZ,买入,金叉,4.43,200,0.0
2020-09-22,300152.SZ,买入,金叉,4.67,200,0.0
2020-09-22,300004.SZ,买入,金叉,7.92,100,0.0
2020-09-22,300247.SZ,买入,金叉,4.01,200,0.0
2020-09-23,000566.SZ,卖出,死叉,9.94,100,7.692307692307687
2020-09-23,002064.SZ,卖出,死叉,7.72,100,5.608755129958953
2020-09-23,300350.SZ,卖出,死叉,5.49,200,-2.313167259786475
2020-09-23,600751.SH,卖出,止损,4.09,200,-5.1044083526682105
2020-09-23,300419.SZ,卖出,止损,7.54,100,-5.157232704402515
2020-09-23,300117.SZ,买入,金叉,4.58,200,0.0
2020-09-23,603128.SH,买入,金叉,7.7,100,0.0
2020-09-23,300116.SZ,买入,金叉,3.95,200,0.0
2020-09-24,002228.SZ,卖出,止损,5.36,100,-6.94444444444443
2020-09-24,300375.SZ,卖出,止损,4.96,200,-5.88235294117646
2020-09-24,300296.SZ,卖出,止损,7.83,100,-9.479768786127174
2020-09-24,300287.SZ,卖出,止损,5.14,200,-10.608695652173916
2020-09-24,300063.SZ,卖出,止损,7.04,100,-7.973856209150332
2020-09-24,300355.SZ,卖出,止损,4.19,200,-5.417607223476284
2020-09-24,300152.SZ,卖出,止损,4.24,200,-9.207708779443246
2020-09-24,300004.SZ,卖出,止损,7.38,100,-6.818181818181824
2020-09-24,300247.SZ,卖出,止损,3.5,200,-12.718204488778051
2020-09-24,300117.SZ,卖出,止损,4.31,200,-5.895196506550226
2020-09-24,300116.SZ,卖出,止损,3.49,200,-11.64556962025316
2020-09-24,300337.SZ,买入,金叉,6.43,200,0.0
2020-09-24,002006.SZ,买入,金叉,6.93,100,0.0
2020-09-24,300091.SZ,买入,金叉,5.95,200,0.0
2020-09-24,601566.SH,买入,金叉,12.1,100,0.0
2020-09-25,603758.SH,卖出,止损,8.75,100,-12.5
2020-09-25,300176.SZ,卖出,死叉,7.65,100,-4.732254047322526
2020-09-25,300022.SZ,卖出,止损,5.92,100,-5.279999999999996
2020-09-25,002487.SZ,卖出,止损,8.54,100,-5.216426193118762
2020-09-25,300466.SZ,卖出,止损,7.33,100,-6.025641025641026
2020-09-25,603128.SH,卖出,止损,7.3,100,-5.1948051948051965
2020-09-25,002006.SZ,卖出,止损,6.24,100,-9.956709956709952
2020-09-25,300185.SZ,买入,金叉,4.63,300,0.0
2020-09-25,300139.SZ,买入,金叉,12.8,100,0.0
2020-09-25,002610.SZ,买入,金叉,2.59,400,0.0
2020-09-28,002472.SZ,卖出,止损,6.58,100,-6.401137980085347
2020-09-28,300005.SZ,卖出,止损,5.54,200,-7.2026800670016655
2020-09-28,300091.SZ,卖出,止损,5.54,200,-6.890756302521006
2020-09-28,300185.SZ,卖出,止损,4.39,300,-5.183585313174954
2020-09-28,002863.SZ,买入,金叉,8.57,100,0.0
2020-09-28,002488.SZ,买入,金叉,8.73,100,0.0
2020-09-28,300218.SZ,买入,金叉,12.26,100,0.0
2020-09-28,300117.SZ,买入,金叉,4.46,200,0.0
2020-09-28,300091.SZ,买入,金叉,5.54,200,0.0
2020-09-28,002245.SZ,买入,金叉,6.19,100,0.0
2020-09-29,002610.SZ,卖出,止损,2.45,400,-5.405405405405395
2020-09-29,002132.SZ,买入,金叉,3.54,300,0.0
2020-09-30,300111.SZ,卖出,死叉,3.86,200,-2.0304568527918843
2020-09-30,300210.SZ,卖出,死叉,5.12,200,3.4343434343434343
2020-09-30,300172.SZ,卖出,死叉,6.82,100,-1.302460202604916
2020-09-30,300343.SZ,卖出,死叉,3.3,300,-2.6548672566371723
2020-09-30,600515.SH,卖出,止损,8.89,100,-6.421052631578938
2020-09-30,300337.SZ,卖出,死叉,6.45,200,0.3110419906687367
2020-09-30,300185.SZ,买入,金叉,4.74,200,0.0
2020-09-30,600515.SH,买入,金叉,8.89,100,0.0
2020-09-30,300412.SZ,买入,金叉,12.85,100,0.0
2020-09-30,603063.SH,买入,金叉,11.1,100,0.0
2020-10-09,300189.SZ,卖出,死叉,6.19,200,19.267822736030826
2020-10-09,002863.SZ,卖出,止损,8.08,100,-5.7176196032672095
2020-10-09,600537.SH,买入,金叉,4.79,200,0.0
2020-10-09,300102.SZ,买入,金叉,9.3,100,0.0
2020-10-09,000638.SZ,买入,金叉,6.83,100,0.0
2020-10-09,002218.SZ,买入,金叉,4.92,200,0.0
2020-10-09,002617.SZ,买入,金叉,8.0,100,0.0
2020-10-13,300459.SZ,卖出,死叉,4.96,200,22.16748768472907
2020-10-13,603128.SH,买入,金叉,8.26,100,0.0
2020-10-13,601218.SH,买入,金叉,3.94,300,0.0
2020-10-13,300312.SZ,买入,金叉,9.27,100,0.0
2020-10-13,300289.SZ,买入,金叉,9.52,100,0.0
2020-10-14,300182.SZ,卖出,死叉,6.04,100,7.4733096085409345
2020-10-14,300056.SZ,卖出,死叉,8.62,100,4.232164449818621
2020-10-14,002488.SZ,卖出,止损,8.19,100,-6.18556701030929
2020-10-14,600515.SH,卖出,止损,8.15,100,-8.323959505061874
2020-10-14,000880.SZ,买入,金叉,12.5,100,0.0
2020-10-14,002096.SZ,买入,金叉,10.8,100,0.0
2020-10-14,002487.SZ,买入,金叉,11.64,100,0.0
2020-10-15,300108.SZ,卖出,死叉,4.69,200,19.338422391857502
2020-10-15,300312.SZ,卖出,止损,8.52,100,-8.090614886731395
2020-10-15,300289.SZ,卖出,止损,8.68,100,-8.823529411764708
2020-10-15,300591.SZ,买入,金叉,12.41,100,0.0
2020-10-15,300035.SZ,买入,金叉,11.76,100,0.0
2020-10-15,601339.SH,买入,金叉,4.94,200,0.0
2020-10-16,300197.SZ,卖出,死叉,3.94,200,2.604166666666674
2020-10-16,300139.SZ,卖出,死叉,13.79,100,7.734374999999982
2020-10-16,002617.SZ,卖出,死叉,8.12,100,1.4999999999999902
2020-10-16,000880.SZ,卖出,止损,11.41,100,-8.719999999999995
2020-10-16,300332.SZ,买入,金叉,6.6,100,0.0
2020-10-16,300155.SZ,买入,金叉,9.38,100,0.0
2020-10-16,600409.SH,买入,金叉,7.77,100,0.0
2020-10-19,002487.SZ,卖出,止损,10.89,100,-6.443298969072164
2020-10-19,300421.SZ,买入,金叉,10.28,100,0.0
2020-10-19,300080.SZ,买入,金叉,7.11,100,0.0
2020-10-20,600537.SH,卖出,止损,4.53,200,-5.427974947807934
2020-10-20,002027.SZ,买入,金叉,9.35,100,0.0
2020-10-20,300466.SZ,买入,金叉,8.35,100,0.0
2020-10-21,300178.SZ,卖出,死叉,5.62,200,17.08333333333334
2020-10-21,002096.SZ,卖出,止损,10.24,100,-5.185185185185192
2020-10-21,300421.SZ,卖出,止损,9.73,100,-5.3501945525291745
2020-10-21,300018.SZ,买入,金叉,9.06,100,0.0
2020-10-22,002218.SZ,卖出,止损,4.63,200,-5.894308943089433
2020-10-22,600409.SH,卖出,止损,7.3,100,-6.048906048906044
2020-10-22,300466.SZ,卖出,止损,7.9,100,-5.3892215568862145
2020-10-22,300392.SZ,买入,金叉,12.2,100,0.0
2020-10-23,300185.SZ,卖出,死叉,4.55,200,-4.008438818565407
2020-10-23,300102.SZ,卖出,死叉,8.85,100,-4.838709677419361
2020-10-23,603128.SH,卖出,止损,7.5,100,-9.200968523002418
2020-10-23,300591.SZ,卖出,止损,11.36,100,-8.460918614020951
2020-10-23,300332.SZ,卖出,止损,6.07,100,-8.03030303030302
2020-10-23,300155.SZ,卖出,止损,8.87,100,-5.437100213219637
2020-10-23,300018.SZ,卖出,止损,8.48,100,-6.401766004415011
2020-10-23,002196.SZ,买入,金叉,6.92,100,0.0
2020-10-23,002042.SZ,买入,金叉,7.08,100,0.0
2020-10-23,600573.SH,买入,金叉,9.03,100,0.0
2020-10-23,002139.SZ,买入,金叉,8.65,100,0.0
2020-10-23,300385.SZ,买入,金叉,10.46,100,0.0
2020-10-23,300312.SZ,买入,金叉,8.69,100,0.0
2020-10-23,300018.SZ,买入,金叉,8.48,100,0.0
2020-10-26,601339.SH,卖出,止损,4.53,200,-8.299595141700411
2020-10-26,600573.SH,卖出,止损,8.13,100,-9.966777408637862
2020-10-26,600203.SH,买入,金叉,8.93,100,0.0
2020-10-26,300155.SZ,买入,金叉,10.07,100,0.0
2020-10-26,300335.SZ,买入,金叉,7.76,100,0.0
2020-10-26,300279.SZ,买入,金叉,8.06,100,0.0
2020-10-27,002196.SZ,卖出,止损,6.32,100,-8.670520231213864
2020-10-27,300350.SZ,买入,金叉,7.33,100,0.0
2020-10-28,000088.SZ,卖出,死叉,6.42,100,12.23776223776225
2020-10-28,300080.SZ,卖出,止损,6.64,100,-6.610407876230672
2020-10-28,300320.SZ,买入,金叉,8.0,100,0.0
2020-10-28,300269.SZ,买入,金叉,6.63,100,0.0
2020-10-29,300279.SZ,卖出,止损,7.49,100,-7.071960297766755
2020-10-29,300350.SZ,卖出,止损,6.69,100,-8.731241473396988
2020-10-29,300112.SZ,买入,金叉,12.17,100,0.0
2020-10-29,300410.SZ,买入,金叉,11.72,100,0.0
2020-10-30,002651.SZ,卖出,死叉,10.32,100,68.62745098039215
2020-10-30,000638.SZ,卖出,死叉,6.3,100,-7.759882869692536
2020-10-30,300035.SZ,卖出,止损,11.1,100,-5.612244897959185
2020-10-30,300392.SZ,卖出,止损,11.5,100,-5.737704918032782
2020-10-30,300335.SZ,卖出,止损,6.7,100,-13.659793814432986
2020-10-30,300269.SZ,卖出,止损,5.69,100,-14.17797888386123
2020-10-30,300112.SZ,卖出,止损,11.08,100,-8.956450287592443
2020-10-30,300410.SZ,卖出,止损,10.49,100,-10.494880546075091
2020-10-30,002196.SZ,买入,金叉,6.91,100,0.0
2020-10-30,600006.SH,买入,金叉,6.22,200,0.0
2020-10-30,300539.SZ,买入,金叉,11.22,100,0.0
2020-10-30,600166.SH,买入,金叉,3.11,300,0.0
2020-10-30,300283.SZ,买入,金叉,7.61,100,0.0
2020-10-30,300591.SZ,买入,金叉,10.19,100,0.0
2020-11-02,601566.SH,卖出,死叉,11.45,100,-5.371900826446286
2020-11-02,600110.SH,买入,金叉,6.77,100,0.0
2020-11-02,300210.SZ,买入,金叉,6.49,100,0.0
2020-11-02,002164.SZ,买入,金叉,6.38,100,0.0
2020-11-03,300091.SZ,卖出,死叉,5.58,200,0.7220216606498298
2020-11-03,300407.SZ,买入,金叉,11.0,100,0.0
2020-11-03,300061.SZ,买入,金叉,7.32,100,0.0
2020-11-04,300208.SZ,卖出,死叉,12.88,100,44.719101123595514
2020-11-04,601218.SH,卖出,止损,3.71,300,-5.837563451776651
2020-11-04,300210.SZ,卖出,止损,6.15,100,-5.238828967642528
2020-11-04,300626.SZ,买入,金叉,12.45,100,0.0
2020-11-04,300221.SZ,买入,金叉,7.73,100,0.0
2020-11-04,300421.SZ,买入,金叉,9.49,100,0.0
2020-11-05,002132.SZ,卖出,死叉,3.7,300,4.519774011299438
2020-11-05,300173.SZ,买入,金叉,9.02,100,0.0
2020-11-06,300155.SZ,卖出,止损,9.03,100,-10.327706057596831
2020-11-06,300320.SZ,卖出,止损,7.48,100,-6.499999999999995
2020-11-06,300539.SZ,卖出,止损,10.02,100,-10.69518716577541
2020-11-06,300407.SZ,卖出,止损,10.0,100,-9.090909090909093
2020-11-06,300173.SZ,卖出,止损,8.35,100,-7.427937915742788
2020-11-06,000922.SZ,买入,金叉,8.75,100,0.0
2020-11-06,300444.SZ,买入,金叉,7.03,100,0.0
2020-11-06,000301.SZ,买入,金叉,8.23,100,0.0
2020-11-06,300297.SZ,买入,金叉,6.38,100,0.0
2020-11-06,300304.SZ,买入,金叉,7.03,100,0.0
2020-11-06,300641.SZ,买入,金叉,7.58,100,0.0
2020-11-09,300117.SZ,卖出,死叉,4.77,200,6.950672645739897
2020-11-09,600019.SH,买入,金叉,6.54,100,0.0
2020-11-09,600740.SH,买入,金叉,6.16,100,0.0
2020-11-09,600507.SH,买入,金叉,7.1,100,0.0
2020-11-09,600189.SH,买入,金叉,7.63,100,0.0
2020-11-10,300412.SZ,卖出,死叉,13.3,100,3.5019455252918386
2020-11-10,600166.SH,卖出,止损,2.94,300,-5.466237942122188
2020-11-10,300283.SZ,卖出,止损,6.8,100,-10.643889618922476
2020-11-10,300626.SZ,卖出,止损,11.8,100,-5.220883534136533
2020-11-10,300221.SZ,卖出,止损,7.23,100,-6.468305304010347
2020-11-10,300304.SZ,卖出,止损,6.41,100,-8.819345661450928
2020-11-10,300641.SZ,卖出,止损,6.95,100,-8.311345646437996
2020-11-10,600189.SH,卖出,止损,7.19,100,-5.766710353866311
2020-11-10,600586.SH,买入,金叉,4.61,200,0.0
2020-11-10,000626.SZ,买入,金叉,9.01,100,0.0
2020-11-10,000830.SZ,买入,金叉,11.62,100,0.0
2020-11-10,601636.SH,买入,金叉,11.46,100,0.0
2020-11-10,000030.SZ,买入,金叉,8.98,100,0.0
2020-11-11,002196.SZ,卖出,止损,6.37,100,-7.814761215629518
2020-11-11,300591.SZ,卖出,死叉,9.31,100,-8.635917566241403
2020-11-11,002164.SZ,卖出,止损,6.04,100,-5.3291536050156685
2020-11-11,300061.SZ,卖出,止损,6.88,100,-6.0109289617486406
2020-11-11,300421.SZ,卖出,止损,8.85,100,-6.743940990516339
2020-11-11,000922.SZ,卖出,止损,8.3,100,-5.142857142857138
2020-11-11,300444.SZ,卖出,止损,6.32,100,-10.099573257467998
2020-11-11,000933.SZ,买入,金叉,6.33,200,0.0
2020-11-11,300131.SZ,买入,金叉,10.07,100,0.0
2020-11-11,600686.SH,买入,金叉,8.21,100,0.0
2020-11-12,300129.SZ,卖出,死叉,7.83,200,26.086956521739136
2020-11-12,300218.SZ,卖出,死叉,12.54,100,2.2838499184339334
2020-11-12,300018.SZ,卖出,死叉,8.03,100,-5.306603773584917
2020-11-12,600686.SH,卖出,止损,7.62,100,-7.186358099878209
2020-11-12,603100.SH,买入,金叉,13.06,100,0.0
2020-11-12,600616.SH,买入,金叉,5.91,200,0.0
2020-11-12,300329.SZ,买入,金叉,10.4,100,0.0
2020-11-12,300126.SZ,买入,金叉,10.83,100,0.0
2020-11-12,000012.SZ,买入,金叉,7.69,100,0.0
2020-11-13,300385.SZ,卖出,止损,9.92,100,-5.162523900573623
2020-11-13,000030.SZ,卖出,止损,8.22,100,-8.463251670378613
2020-11-13,600616.SH,卖出,止损,5.32,200,-9.983079526226735
2020-11-13,300329.SZ,卖出,止损,9.2,100,-11.538461538461553
2020-11-13,601866.SH,买入,金叉,2.73,400,0.0
2020-11-13,600810.SH,买入,金叉,10.1,100,0.0
2020-11-16,300312.SZ,卖出,死叉,8.6,100,-1.0356731875719172
2020-11-16,300126.SZ,卖出,止损,10.27,100,-5.170821791320412
2020-11-16,002149.SZ,买入,金叉,10.9,100,0.0
2020-11-16,000829.SZ,买入,金叉,8.8,100,0.0
2020-11-16,002064.SZ,买入,金叉,10.64,100,0.0
2020-11-16,600616.SH,买入,金叉,5.77,200,0.0
2020-11-17,300297.SZ,卖出,死叉,6.23,100,-2.351097178683381
2020-11-17,002149.SZ,卖出,止损,10.35,100,-5.045871559633031
2020-11-17,000829.SZ,卖出,止损,7.92,100,-10.000000000000009
2020-11-17,600336.SH,买入,金叉,9.5,100,0.0
2020-11-17,000811.SZ,买入,金叉,8.76,100,0.0
2020-11-17,601388.SH,买入,金叉,3.08,300,0.0
2020-11-17,601058.SH,买入,金叉,6.24,100,0.0
2020-11-18,300217.SZ,卖出,死叉,4.14,300,18.285714285714285
2020-11-18,300179.SZ,卖出,死叉,8.69,100,17.910447761194014
2020-11-18,600336.SH,卖出,止损,8.55,100,-9.999999999999998
2020-11-18,000811.SZ,卖出,止损,7.88,100,-10.045662100456621
2020-11-18,000516.SZ,买入,金叉,8.59,100,0.0
2020-11-18,002571.SZ,买入,金叉,9.54,100,0.0
2020-11-18,002532.SZ,买入,金叉,9.01,100,0.0
2020-11-19,600409.SH,买入,金叉,9.43,100,0.0
2020-11-19,000615.SZ,买入,金叉,5.1,200,0.0
2020-11-19,300032.SZ,买入,金叉,6.34,100,0.0
2020-11-19,000751.SZ,买入,金叉,3.56,300,0.0
2020-11-20,000615.SZ,卖出,止损,4.83,200,-5.294117647058815
2020-11-20,601899.SH,买入,金叉,8.98,100,0.0
2020-11-23,300350.SZ,买入,金叉,7.93,100,0.0
2020-11-23,600733.SH,买入,金叉,8.51,100,0.0
2020-11-23,600381.SH,买入,金叉,6.44,100,0.0
2020-11-23,600686.SH,买入,金叉,8.36,100,0.0
2020-11-23,600738.SH,买入,金叉,7.99,100,0.0
2020-11-24,002027.SZ,卖出,死叉,9.25,100,-1.0695187165775333
2020-11-24,000612.SZ,买入,金叉,8.51,100,0.0
2020-11-24,600418.SH,买入,金叉,10.31,100,0.0
2020-11-24,600497.SH,买入,金叉,5.04,100,0.0
2020-11-25,002139.SZ,卖出,死叉,8.33,100,-3.6994219653179172
2020-11-25,000012.SZ,卖出,止损,7.11,100,-7.542262678803646
2020-11-25,002064.SZ,卖出,止损,9.88,100,-7.14285714285714
2020-11-25,600381.SH,卖出,止损,5.78,100,-10.248447204968947
2020-11-25,600738.SH,卖出,止损,7.25,100,-9.261576971214025
2020-11-25,600497.SH,卖出,止损,4.77,100,-5.357142857142872
2020-11-26,300032.SZ,卖出,止损,5.87,100,-7.413249211356465
2020-11-26,300350.SZ,卖出,止损,6.56,100,-17.276166456494323
2020-11-26,600686.SH,卖出,止损,7.73,100,-7.535885167464107
2020-11-26,000612.SZ,卖出,止损,7.94,100,-6.698002350176258
2020-11-26,600418.SH,卖出,止损,9.58,100,-7.080504364694473
2020-11-26,600707.SH,买入,金叉,5.34,200,0.0
2020-11-26,000488.SZ,买入,金叉,6.99,100,0.0
2020-11-26,002249.SZ,买入,金叉,5.01,200,0.0
2020-11-26,600798.SH,买入,金叉,3.93,200,0.0
2020-11-27,300131.SZ,卖出,死叉,10.01,100,-0.5958291956305928
2020-11-27,002249.SZ,卖出,止损,4.66,200,-6.986027944111772
2020-11-27,002750.SZ,买入,金叉,9.86,100,0.0
2020-11-27,002068.SZ,买入,金叉,7.1,100,0.0
2020-11-27,600257.SH,买入,金叉,4.86,200,0.0
2020-11-27,300005.SZ,买入,金叉,7.39,100,0.0
2020-11-27,002553.SZ,买入,金叉,8.93,100,0.0
2020-11-30,600019.SH,卖出,止损,6.21,100,-5.045871559633031
2020-11-30,601058.SH,卖出,止损,5.73,100,-8.173076923076916
2020-11-30,603011.SH,买入,金叉,6.85,100,0.0
2020-11-30,000798.SZ,买入,金叉,7.37,100,0.0
2020-11-30,000615.SZ,买入,金叉,5.11,200,0.0
2020-12-01,603100.SH,卖出,止损,12.02,100,-7.963246554364478
2020-12-01,600798.SH,卖出,止损,3.69,200,-6.106870229007644
2020-12-01,000957.SZ,买入,金叉,8.91,100,0.0
2020-12-01,000157.SZ,买入,金叉,9.42,100,0.0
2020-12-02,600433.SH,买入,金叉,4.57,200,0.0
2020-12-02,002272.SZ,买入,金叉,6.94,100,0.0
2020-12-03,600203.SH,卖出,死叉,9.59,100,7.3908174692049355
2020-12-03,002532.SZ,卖出,止损,8.44,100,-6.326304106548286
2020-12-03,600409.SH,卖出,止损,8.78,100,-6.892895015906686
2020-12-03,000488.SZ,卖出,止损,6.6,100,-5.579399141630914
2020-12-03,002068.SZ,卖出,止损,6.34,100,-10.704225352112672
2020-12-03,603011.SH,卖出,止损,6.2,100,-9.489051094890499
2020-12-03,002652.SZ,买入,金叉,4.75,200,0.0
2020-12-03,000851.SZ,买入,金叉,8.03,100,0.0
2020-12-04,000957.SZ,卖出,止损,8.34,100,-6.3973063973064015
2020-12-04,002272.SZ,卖出,止损,6.5,100,-6.340057636887608
2020-12-04,601600.SH,买入,金叉,3.99,200,0.0
2020-12-04,600333.SH,买入,金叉,5.65,100,0.0
2020-12-07,600110.SH,卖出,死叉,7.23,100,6.794682422452003
2020-12-07,002652.SZ,卖出,止损,4.41,200,-7.157894736842108
2020-12-07,000851.SZ,卖出,止损,7.36,100,-8.3437110834371
2020-12-07,600392.SH,买入,金叉,9.22,100,0.0
2020-12-07,600117.SH,买入,金叉,4.01,200,0.0
2020-12-07,000633.SZ,买入,金叉,5.15,200,0.0
2020-12-07,002069.SZ,买入,金叉,4.73,200,0.0
2020-12-08,600006.SH,卖出,死叉,6.12,200,-1.6077170418006381
2020-12-08,601388.SH,卖出,止损,2.91,300,-5.519480519480513
2020-12-08,600117.SH,卖出,止损,3.77,200,-5.985037406483784
2020-12-08,000702.SZ,买入,金叉,6.85,100,0.0
2020-12-08,002172.SZ,买入,金叉,3.55,300,0.0
2020-12-09,600810.SH,卖出,止损,9.53,100,-5.643564356435649
2020-12-09,600433.SH,卖出,止损,4.29,200,-6.126914660831517
2020-12-09,601600.SH,卖出,止损,3.79,200,-5.012531328320802
2020-12-09,600392.SH,卖出,止损,8.69,100,-5.748373101952287
2020-12-09,000702.SZ,卖出,止损,6.38,100,-6.86131386861314
2020-12-09,002172.SZ,卖出,止损,3.35,300,-5.633802816901401
2020-12-09,300221.SZ,买入,金叉,9.02,100,0.0
2020-12-09,000545.SZ,买入,金叉,3.53,300,0.0
2020-12-09,600543.SH,买入,金叉,9.61,100,0.0
2020-12-10,600507.SH,卖出,死叉,6.76,100,-4.788732394366191
2020-12-10,601636.SH,卖出,死叉,11.09,100,-3.22862129144853
2020-12-10,002571.SZ,卖出,止损,8.77,100,-8.071278825995797
2020-12-10,002069.SZ,卖出,止损,4.32,200,-8.668076109936573
2020-12-10,300221.SZ,卖出,止损,8.46,100,-6.208425720620825
2020-12-10,601015.SH,买入,金叉,4.42,200,0.0
2020-12-10,600418.SH,买入,金叉,11.13,100,0.0
2020-12-10,600381.SH,买入,金叉,6.86,100,0.0
2020-12-10,601908.SH,买入,金叉,7.35,100,0.0
2020-12-10,002172.SZ,买入,金叉,3.38,300,0.0
2020-12-11,002042.SZ,卖出,死叉,6.27,100,-11.440677966101697
2020-12-11,601899.SH,卖出,止损,8.43,100,-6.124721603563477
2020-12-11,600733.SH,卖出,止损,7.81,100,-8.225616921269097
2020-12-11,002750.SZ,卖出,止损,8.93,100,-9.432048681541582
2020-12-11,000633.SZ,卖出,止损,4.55,200,-11.65048543689321
2020-12-11,600381.SH,卖出,止损,6.17,100,-10.05830903790088
2020-12-11,600382.SH,买入,金叉,6.44,100,0.0
2020-12-11,600746.SH,买入,金叉,8.29,100,0.0
2020-12-11,300301.SZ,买入,金叉,5.95,100,0.0
2020-12-11,002453.SZ,买入,金叉,6.2,100,0.0
2020-12-11,600313.SH,买入,金叉,5.14,200,0.0
2020-12-14,600740.SH,卖出,止损,5.46,100,-11.363636363636365
2020-12-14,600746.SH,卖出,止损,7.69,100,-7.237635705669465
2020-12-14,002162.SZ,买入,金叉,4.35,200,0.0
2020-12-14,300094.SZ,买入,金叉,5.68,100,0.0
2020-12-14,600381.SH,买入,金叉,6.79,100,0.0
2020-12-14,600499.SH,买入,金叉,6.01,100,0.0
2020-12-15,601866.SH,卖出,死叉,2.82,400,3.296703296703285
2020-12-15,000751.SZ,卖出,止损,3.34,300,-6.17977528089888
2020-12-15,002553.SZ,卖出,止损,8.4,100,-5.9350503919372795
2020-12-15,000545.SZ,卖出,死叉,3.46,300,-1.9830028328611804
2020-12-15,601015.SH,卖出,止损,3.97,200,-10.18099547511312
