date,code,action,reason,price,shares,pnl_pct
2022-04-12,000897.SZ,买入,金叉,3.38,300,0.0
2022-04-12,600502.SH,买入,金叉,6.2,100,0.0
2022-04-12,600359.SH,买入,金叉,10.29,100,0.0
2022-04-12,600712.SH,买入,金叉,5.12,200,0.0
2022-04-13,600769.SH,卖出,死叉,7.89,100,2.2020725388601115
2022-04-13,600077.SH,卖出,死叉,4.37,300,18.1081081081081
2022-04-13,600736.SH,卖出,止损,5.66,100,-5.033557046979864
2022-04-13,300026.SZ,卖出,止损,6.99,100,-8.746736292428192
2022-04-13,000517.SZ,卖出,止损,3.08,300,-9.677419354838712
2022-04-13,600708.SH,卖出,止损,2.97,300,-6.6037735849056585
2022-04-13,002424.SZ,卖出,止损,7.22,100,-9.750000000000004
2022-04-13,600784.SH,卖出,止损,6.94,100,-7.095046854082987
2022-04-13,600173.SH,卖出,止损,6.39,100,-7.1220930232558155
2022-04-13,600376.SH,卖出,止损,6.43,100,-5.580029368575623
2022-04-13,000897.SZ,卖出,止损,3.04,300,-10.059171597633132
2022-04-13,600502.SH,卖出,止损,5.72,100,-7.741935483870977
2022-04-13,000665.SZ,买入,金叉,8.03,100,0.0
2022-04-13,601116.SH,买入,金叉,10.52,100,0.0
2022-04-13,600397.SH,买入,金叉,4.15,200,0.0
2022-04-13,000014.SZ,买入,金叉,11.09,100,0.0
2022-04-13,002561.SZ,买入,金叉,8.85,100,0.0
2022-04-13,601872.SH,买入,金叉,5.29,200,0.0
2022-04-13,300011.SZ,买入,金叉,8.16,100,0.0
2022-04-14,600359.SH,卖出,止损,9.73,100,-5.442176870748283
2022-04-14,600712.SH,卖出,止损,4.77,200,-6.835937500000011
2022-04-14,601116.SH,卖出,止损,9.5,100,-9.695817490494296
2022-04-14,600712.SH,买入,金叉,4.77,200,0.0
2022-04-14,002905.SZ,买入,金叉,7.99,100,0.0
2022-04-14,000069.SZ,买入,金叉,7.55,100,0.0
2022-04-14,000759.SZ,买入,金叉,5.73,100,0.0
2022-04-14,600266.SH,买入,金叉,5.2,200,0.0
2022-04-14,000656.SZ,买入,金叉,4.94,200,0.0
2022-04-15,002761.SZ,卖出,死叉,24.4,100,157.65575501583947
2022-04-15,002561.SZ,卖出,止损,8.25,100,-6.779661016949145
2022-04-15,920263.BJ,买入,金叉,7.25,100,0.0
2022-04-15,002146.SZ,买入,金叉,4.47,200,0.0
2022-04-15,600708.SH,买入,金叉,3.07,300,0.0
2022-04-15,000620.SZ,买入,金叉,3.54,200,0.0
2022-04-15,000961.SZ,买入,金叉,4.3,200,0.0
2022-04-18,000582.SZ,卖出,止损,8.86,100,-6.24338624338624
2022-04-18,600397.SH,卖出,止损,3.89,200,-6.2650602409638605
2022-04-18,600712.SH,卖出,止损,4.51,200,-5.45073375262054
2022-04-18,000069.SZ,卖出,止损,7.13,100,-5.562913907284772
2022-04-18,000620.SZ,卖出,止损,3.19,200,-9.887005649717517
2022-04-18,600758.SH,买入,金叉,4.62,200,0.0
2022-04-18,002314.SZ,买入,金叉,4.63,200,0.0
2022-04-18,000975.SZ,买入,金叉,10.55,100,0.0
2022-04-18,600606.SH,买入,金叉,5.14,200,0.0
2022-04-19,920263.BJ,卖出,止损,6.66,100,-8.13793103448276
2022-04-19,002146.SZ,卖出,止损,3.94,200,-11.85682326621924
2022-04-19,600603.SH,买入,金叉,4.58,200,0.0
2022-04-19,600936.SH,买入,金叉,4.15,200,0.0
2022-04-19,600665.SH,买入,金叉,4.64,200,0.0
2022-04-20,000656.SZ,卖出,止损,4.33,200,-12.348178137651821
2022-04-20,000961.SZ,卖出,止损,4.07,200,-5.3488372093023155
2022-04-20,000975.SZ,卖出,止损,9.91,100,-6.0663507109004815
2022-04-20,600606.SH,卖出,止损,4.85,200,-5.642023346303504
2022-04-20,600936.SH,卖出,止损,3.93,200,-5.301204819277117
2022-04-20,600665.SH,卖出,止损,4.34,200,-6.465517241379304
2022-04-20,600180.SH,买入,金叉,9.09,100,0.0
2022-04-20,600354.SH,买入,金叉,7.7,100,0.0
2022-04-20,600581.SH,买入,金叉,7.2,100,0.0
2022-04-20,000056.SZ,买入,金叉,8.72,100,0.0
2022-04-20,601898.SH,买入,金叉,9.25,100,0.0
2022-04-21,002305.SZ,卖出,止损,2.48,400,-6.41509433962264
2022-04-21,000797.SZ,卖出,止损,3.23,200,-8.757062146892657
2022-04-21,600322.SH,卖出,止损,2.26,400,-12.062256809338523
2022-04-21,000833.SZ,卖出,止损,7.34,100,-14.452214452214452
2022-04-21,000014.SZ,卖出,止损,9.74,100,-12.173128944995494
2022-04-21,300011.SZ,卖出,止损,7.34,100,-10.049019607843146
2022-04-21,002905.SZ,卖出,止损,7.4,100,-7.384230287859827
2022-04-21,000759.SZ,卖出,止损,5.0,100,-12.73996509598605
2022-04-21,600266.SH,卖出,止损,4.81,200,-7.500000000000007
2022-04-21,600708.SH,卖出,止损,2.87,300,-6.514657980456018
2022-04-21,002314.SZ,卖出,止损,4.15,200,-10.367170626349886
2022-04-21,600354.SH,卖出,止损,6.93,100,-10.000000000000009
2022-04-21,600581.SH,卖出,止损,6.8,100,-5.555555555555558
2022-04-21,600470.SH,买入,金叉,8.47,100,0.0
2022-04-21,300532.SZ,买入,金叉,11.96,100,0.0
2022-04-21,000713.SZ,买入,金叉,11.77,100,0.0
2022-04-21,600858.SH,买入,金叉,6.12,100,0.0
2022-04-21,600063.SH,买入,金叉,6.35,100,0.0
2022-04-21,000615.SZ,买入,金叉,10.15,100,0.0
2022-04-21,603227.SH,买入,金叉,7.38,100,0.0
2022-04-21,002877.SZ,买入,金叉,8.17,100,0.0
2022-04-22,600603.SH,卖出,止损,4.14,200,-9.60698689956333
2022-04-22,600470.SH,卖出,止损,7.7,100,-9.090909090909093
2022-04-22,000713.SZ,卖出,止损,10.59,100,-10.02548853016143
2022-04-22,000615.SZ,卖出,止损,9.39,100,-7.487684729064037
2022-04-22,002877.SZ,卖出,止损,7.59,100,-7.099143206854341
2022-04-22,000416.SZ,买入,金叉,5.08,200,0.0
2022-04-22,603299.SH,买入,金叉,10.76,100,0.0
2022-04-22,600630.SH,买入,金叉,6.66,100,0.0
2022-04-22,000514.SZ,买入,金叉,5.4,200,0.0
2022-04-22,600892.SH,买入,金叉,4.28,200,0.0
2022-04-22,300240.SZ,买入,金叉,8.99,100,0.0
2022-04-25,600622.SH,卖出,止损,3.67,200,-5.897435897435899
2022-04-25,002124.SZ,卖出,止损,7.33,100,-11.36638452237001
2022-04-25,601007.SH,卖出,止损,7.65,100,-9.893992932862183
2022-04-25,000665.SZ,卖出,止损,7.45,100,-7.222914072229136
2022-04-25,600758.SH,卖出,止损,3.96,200,-14.28571428571429
2022-04-25,600180.SH,卖出,止损,7.88,100,-13.311331133113313
2022-04-25,000056.SZ,卖出,止损,8.14,100,-6.65137614678899
2022-04-25,601898.SH,卖出,止损,8.46,100,-8.540540540540531
2022-04-25,600858.SH,卖出,止损,5.79,100,-5.392156862745101
2022-04-25,600063.SH,卖出,止损,5.62,100,-11.496062992125978
2022-04-25,603227.SH,卖出,止损,6.55,100,-11.246612466124661
2022-04-25,000514.SZ,卖出,止损,4.86,200,-9.999999999999998
2022-04-25,600892.SH,卖出,止损,3.85,200,-10.046728971962615
2022-04-25,600448.SH,买入,金叉,4.55,200,0.0
2022-04-25,600792.SH,买入,金叉,5.52,200,0.0
2022-04-25,600665.SH,买入,金叉,4.8,200,0.0
2022-04-25,002205.SZ,买入,金叉,11.07,100,0.0
2022-04-25,002187.SZ,买入,金叉,10.15,100,0.0
2022-04-25,601116.SH,买入,金叉,9.94,100,0.0
2022-04-25,601086.SH,买入,金叉,5.23,200,0.0
2022-04-25,600101.SH,买入,金叉,8.22,100,0.0
2022-04-26,601872.SH,卖出,止损,4.78,200,-9.640831758034018
2022-04-26,600630.SH,卖出,止损,5.86,100,-12.012012012012008
2022-04-26,600448.SH,卖出,止损,4.1,200,-9.8901098901099
2022-04-26,601116.SH,卖出,止损,8.95,100,-9.959758551307852
2022-04-26,601086.SH,卖出,止损,4.71,200,-9.942638623326971
2022-04-26,600101.SH,卖出,止损,7.4,100,-9.97566909975669
2022-04-26,603696.SH,买入,金叉,10.77,100,0.0
2022-04-26,000722.SZ,买入,金叉,11.35,100,0.0
2022-04-26,601872.SH,买入,金叉,4.78,200,0.0
2022-04-26,600313.SH,买入,金叉,7.51,100,0.0
2022-04-26,600026.SH,买入,金叉,6.92,100,0.0
2022-04-26,603066.SH,买入,金叉,9.81,100,0.0
2022-04-26,000839.SZ,买入,金叉,2.73,300,0.0
2022-04-27,000416.SZ,卖出,止损,4.61,200,-9.251968503937002
2022-04-27,600792.SH,卖出,止损,5.21,200,-5.615942028985499
2022-04-27,600665.SH,卖出,止损,4.19,200,-12.708333333333321
2022-04-27,603696.SH,卖出,止损,9.69,100,-10.027855153203348
2022-04-27,601579.SH,买入,金叉,11.83,100,0.0
2022-04-27,000498.SZ,买入,金叉,10.37,100,0.0
2022-04-27,002561.SZ,买入,金叉,9.38,100,0.0
2022-04-27,600854.SH,买入,金叉,6.12,100,0.0
2022-04-27,600792.SH,买入,金叉,5.21,100,0.0
2022-04-27,300284.SZ,买入,金叉,7.72,100,0.0
2022-04-28,000965.SZ,卖出,死叉,6.97,200,76.90355329949239
2022-04-28,002187.SZ,卖出,止损,9.05,100,-10.837438423645319
2022-04-28,600792.SH,卖出,止损,4.69,100,-9.980806142034538
2022-04-28,002403.SZ,买入,金叉,9.23,100,0.0
2022-04-28,600892.SH,买入,金叉,4.26,200,0.0
2022-04-28,600180.SH,买入,金叉,8.52,100,0.0
2022-04-28,600795.SH,买入,金叉,3.0,300,0.0
2022-04-29,601666.SH,卖出,死叉,14.42,100,32.05128205128205
2022-04-29,600546.SH,卖出,死叉,14.05,100,31.18580765639589
2022-04-29,600381.SH,卖出,死叉,15.93,100,50.567107750472594
2022-04-29,600657.SH,卖出,死叉,6.61,200,26.14503816793894
2022-04-29,600502.SH,买入,金叉,6.28,100,0.0
2022-04-29,601116.SH,买入,金叉,10.44,100,0.0
2022-04-29,600243.SH,买入,金叉,5.04,200,0.0
2022-04-29,601007.SH,买入,金叉,8.59,100,0.0
2022-04-29,603227.SH,买入,金叉,7.31,100,0.0
2022-05-05,002205.SZ,卖出,死叉,13.71,100,23.848238482384822
2022-05-05,000715.SZ,买入,金叉,6.82,100,0.0
2022-05-05,600780.SH,买入,金叉,4.87,200,0.0
2022-05-05,002062.SZ,买入,金叉,6.48,100,0.0
2022-05-05,000553.SZ,买入,金叉,9.93,100,0.0
2022-05-06,002403.SZ,卖出,止损,8.23,100,-10.834236186348868
2022-05-06,000715.SZ,卖出,止损,6.37,100,-6.598240469208216
2022-05-06,600863.SH,买入,金叉,3.74,200,0.0
2022-05-06,600336.SH,买入,金叉,7.19,100,0.0
2022-05-10,600101.SH,买入,金叉,9.27,100,0.0
2022-05-10,601368.SH,买入,金叉,7.22,100,0.0
2022-05-11,600101.SH,卖出,止损,8.57,100,-7.5512405609492905
2022-05-11,601975.SH,买入,金叉,2.5,400,0.0
2022-05-11,300100.SZ,买入,金叉,9.37,100,0.0
2022-05-12,300239.SZ,买入,金叉,8.1,100,0.0
2022-05-13,600975.SH,卖出,止损,8.01,100,-5.094786729857814
2022-05-13,601368.SH,卖出,止损,6.8,100,-5.8171745152354575
2022-05-16,600628.SH,买入,金叉,9.66,100,0.0
2022-05-17,300239.SZ,卖出,止损,7.31,100,-9.753086419753087
2022-05-17,600628.SH,卖出,止损,9.16,100,-5.175983436853004
2022-05-17,600228.SH,买入,金叉,8.55,100,0.0
2022-05-18,000498.SZ,卖出,止损,9.48,100,-8.582449373191892
2022-05-18,300284.SZ,卖出,止损,7.18,100,-6.994818652849744
2022-05-18,600628.SH,买入,金叉,9.38,100,0.0
2022-05-18,002489.SZ,买入,金叉,4.31,200,0.0
2022-05-19,600228.SH,卖出,止损,7.97,100,-6.783625730994158
2022-05-19,600770.SH,买入,金叉,9.77,100,0.0
2022-05-20,300100.SZ,卖出,止损,8.9,100,-5.016008537886862
2022-05-20,600628.SH,卖出,止损,8.69,100,-7.356076759061847
2022-05-20,000909.SZ,买入,金叉,9.47,100,0.0
2022-05-20,600778.SH,买入,金叉,6.55,100,0.0
2022-05-23,000682.SZ,买入,金叉,6.74,100,0.0
2022-05-24,300240.SZ,卖出,死叉,8.74,100,-2.7808676307007785
2022-05-24,601116.SH,卖出,止损,9.8,100,-6.130268199233702
2022-05-24,600863.SH,卖出,止损,3.51,200,-6.149732620320869
2022-05-24,002489.SZ,卖出,止损,3.91,200,-9.280742459396741
2022-05-24,600770.SH,卖出,止损,8.84,100,-9.518935516888426
2022-05-24,600778.SH,卖出,止损,6.06,100,-7.480916030534357
2022-05-24,000682.SZ,卖出,止损,6.35,100,-5.7863501483679585
2022-05-24,002693.SZ,买入,金叉,5.44,200,0.0
2022-05-24,000632.SZ,买入,金叉,5.01,200,0.0
2022-05-24,000595.SZ,买入,金叉,4.05,200,0.0
2022-05-25,000736.SZ,卖出,死叉,18.3,100,89.63730569948187
2022-05-25,000632.SZ,卖出,止损,4.74,200,-5.3892215568862145
2022-05-25,603166.SH,买入,金叉,9.33,100,0.0
2022-05-25,000682.SZ,买入,金叉,6.56,100,0.0
2022-05-25,002305.SZ,买入,金叉,3.02,300,0.0
2022-05-26,603166.SH,卖出,止损,8.4,100,-9.967845659163988
2022-05-26,002476.SZ,买入,金叉,6.03,100,0.0
2022-05-26,000010.SZ,买入,金叉,3.7,200,0.0
2022-05-26,600617.SH,买入,金叉,5.05,100,0.0
2022-05-27,600243.SH,卖出,止损,4.66,200,-7.539682539682535
2022-05-27,000016.SZ,买入,金叉,5.55,100,0.0
2022-05-27,600354.SH,买入,金叉,6.68,100,0.0
2022-05-30,002693.SZ,卖出,死叉,5.7,200,4.779411764705888
2022-05-30,002480.SZ,买入,金叉,5.42,100,0.0
2022-05-30,600609.SH,买入,金叉,6.07,100,0.0
2022-05-31,601579.SH,卖出,死叉,13.22,100,11.749788672865602
2022-05-31,600180.SH,卖出,死叉,8.27,100,-2.934272300469487
2022-05-31,002510.SZ,买入,金叉,3.69,200,0.0
2022-05-31,601279.SH,买入,金叉,6.08,100,0.0
2022-05-31,002243.SZ,买入,金叉,9.23,100,0.0
2022-06-01,600854.SH,卖出,止损,5.78,100,-5.555555555555558
2022-06-01,600892.SH,卖出,死叉,4.17,200,-2.1126760563380254
2022-06-01,000665.SZ,买入,金叉,9.81,100,0.0
2022-06-01,601199.SH,买入,金叉,7.52,100,0.0
2022-06-02,002305.SZ,卖出,止损,2.85,300,-5.629139072847678
2022-06-02,000665.SZ,卖出,止损,9.08,100,-7.441386340468914
2022-06-02,300129.SZ,买入,金叉,7.6,100,0.0
2022-06-02,002296.SZ,买入,金叉,7.57,100,0.0
2022-06-06,002244.SZ,卖出,死叉,7.51,200,37.79816513761467
2022-06-06,002062.SZ,卖出,死叉,6.46,100,-0.30864197530865445
2022-06-06,600609.SH,卖出,止损,5.64,100,-7.084019769357508
2022-06-06,002296.SZ,卖出,止损,7.19,100,-5.019815059445176
2022-06-06,600127.SH,买入,金叉,10.03,100,0.0
2022-06-06,300345.SZ,买入,金叉,5.85,100,0.0
2022-06-06,300105.SZ,买入,金叉,5.72,100,0.0
2022-06-07,300532.SZ,卖出,死叉,13.04,100,9.030100334448154
2022-06-07,600127.SH,卖出,止损,9.44,100,-5.882352941176472
2022-06-07,002492.SZ,买入,金叉,6.55,100,0.0
2022-06-07,300360.SZ,买入,金叉,10.37,100,0.0
2022-06-07,600469.SH,买入,金叉,4.84,200,0.0
2022-06-08,000722.SZ,卖出,死叉,15.59,100,37.35682819383259
2022-06-08,000899.SZ,买入,金叉,6.81,100,0.0
2022-06-08,001896.SZ,买入,金叉,6.53,100,0.0
2022-06-08,600777.SH,买入,金叉,2.7,300,0.0
2022-06-09,600336.SH,卖出,止损,6.82,100,-5.1460361613351875
2022-06-09,300129.SZ,卖出,止损,7.19,100,-5.394736842105252
2022-06-09,002999.SZ,买入,金叉,8.72,100,0.0
2022-06-09,600725.SH,买入,金叉,4.4,200,0.0
2022-06-10,002229.SZ,买入,金叉,6.07,100,0.0
2022-06-13,000899.SZ,卖出,止损,6.2,100,-8.957415565345073
2022-06-13,001896.SZ,卖出,止损,5.96,100,-8.728943338437977
2022-06-13,002999.SZ,卖出,止损,8.12,100,-6.880733944954143
2022-06-13,000937.SZ,买入,金叉,8.88,100,0.0
2022-06-14,002561.SZ,卖出,死叉,11.88,100,26.65245202558635
2022-06-14,601519.SH,买入,金叉,6.72,100,0.0
2022-06-14,603993.SH,买入,金叉,5.79,100,0.0
2022-06-15,300360.SZ,卖出,止损,9.74,100,-6.075216972034703
2022-06-15,000601.SZ,买入,金叉,5.83,100,0.0
2022-06-15,001896.SZ,买入,金叉,6.52,100,0.0
2022-06-16,600502.SH,卖出,死叉,6.73,100,7.165605095541405
2022-06-16,000937.SZ,卖出,止损,8.36,100,-5.855855855855873
2022-06-16,002567.SZ,买入,金叉,9.7,100,0.0
2022-06-16,002659.SZ,买入,金叉,4.78,200,0.0
2022-06-17,002659.SZ,卖出,止损,4.43,200,-7.322175732217584
2022-06-17,600986.SH,买入,金叉,6.37,100,0.0
2022-06-17,601015.SH,买入,金叉,6.55,100,0.0
2022-06-20,600617.SH,卖出,止损,4.72,100,-6.5346534653465405
2022-06-20,002492.SZ,卖出,止损,6.14,100,-6.259541984732831
2022-06-20,600777.SH,卖出,止损,2.55,300,-5.55555555555557
2022-06-20,600725.SH,卖出,止损,4.14,200,-5.909090909090919
2022-06-20,601015.SH,卖出,止损,6.09,100,-7.022900763358775
2022-06-20,002571.SZ,买入,金叉,7.03,100,0.0
2022-06-20,600173.SH,买入,金叉,6.73,100,0.0
2022-06-20,600491.SH,买入,金叉,6.99,100,0.0
2022-06-21,600469.SH,卖出,止损,4.51,200,-6.818181818181824
2022-06-21,601519.SH,卖出,止损,6.36,100,-5.357142857142849
2022-06-21,000601.SZ,卖出,止损,5.24,100,-10.120068610634647
2022-06-21,600173.SH,卖出,止损,6.36,100,-5.4977711738484425
2022-06-21,002239.SZ,买入,金叉,3.33,300,0.0
2022-06-21,002204.SZ,买入,金叉,4.66,200,0.0
2022-06-22,601872.SH,卖出,死叉,5.78,200,20.920502092050206
2022-06-22,600491.SH,卖出,止损,6.44,100,-7.868383404864088
2022-06-22,300217.SZ,买入,金叉,5.3,200,0.0
2022-06-22,600603.SH,买入,金叉,6.23,100,0.0
2022-06-22,002753.SZ,买入,金叉,9.43,100,0.0
2022-06-23,600215.SH,买入,金叉,8.36,100,0.0
2022-06-24,600313.SH,卖出,死叉,12.35,100,64.4474034620506
2022-06-24,603227.SH,卖出,死叉,7.92,100,8.344733242134073
2022-06-24,600780.SH,卖出,死叉,5.17,200,6.160164271047219
2022-06-24,600577.SH,买入,金叉,6.05,100,0.0
2022-06-27,000909.SZ,卖出,死叉,9.76,100,3.062302006335793
2022-06-27,000678.SZ,买入,金叉,5.85,100,0.0
2022-06-27,300353.SZ,买入,金叉,9.29,100,0.0
2022-06-27,603015.SH,买入,金叉,7.84,100,0.0
2022-06-28,000595.SZ,卖出,死叉,4.76,200,17.53086419753087
2022-06-28,600354.SH,卖出,死叉,7.18,100,7.4850299401197695
2022-06-28,002567.SZ,卖出,止损,9.05,100,-6.701030927835038
2022-06-28,000530.SZ,买入,金叉,5.16,200,0.0
2022-06-28,002363.SZ,买入,金叉,7.61,100,0.0
2022-06-28,002340.SZ,买入,金叉,9.45,100,0.0
2022-06-29,600986.SH,卖出,止损,6.05,100,-5.023547880690737
2022-06-29,002239.SZ,卖出,止损,3.15,300,-5.405405405405405
2022-06-29,002204.SZ,卖出,止损,4.38,200,-6.008583690987135
2022-06-29,600577.SH,卖出,止损,5.63,100,-6.94214876033058
2022-06-29,000678.SZ,卖出,止损,5.26,100,-10.085470085470083
2022-06-29,000530.SZ,卖出,止损,4.87,200,-5.620155038759689
2022-06-29,002363.SZ,卖出,止损,6.87,100,-9.724047306176086
2022-06-29,300026.SZ,买入,金叉,7.28,100,0.0
2022-06-29,000428.SZ,买入,金叉,4.88,200,0.0
2022-06-30,603299.SH,卖出,死叉,12.53,100,16.44981412639406
2022-06-30,600121.SH,买入,金叉,5.88,100,0.0
2022-07-01,600026.SH,卖出,死叉,9.88,100,42.77456647398845
2022-07-01,600215.SH,卖出,止损,7.8,100,-6.698564593301426
2022-07-01,300353.SZ,卖出,止损,8.81,100,-5.166846071044118
2022-07-01,603015.SH,卖出,止损,7.35,100,-6.25
2022-07-01,300332.SZ,买入,金叉,11.82,100,0.0
2022-07-01,002528.SZ,买入,金叉,4.33,200,0.0
2022-07-04,000428.SZ,卖出,止损,4.58,200,-6.147540983606559
2022-07-04,002567.SZ,买入,金叉,9.82,100,0.0
2022-07-04,300097.SZ,买入,金叉,7.08,100,0.0
2022-07-04,300209.SZ,买入,金叉,8.1,100,0.0
2022-07-05,300097.SZ,卖出,止损,6.65,100,-6.073446327683607
2022-07-05,000037.SZ,买入,金叉,8.6,100,0.0
2022-07-05,002160.SZ,买入,金叉,5.42,200,0.0
2022-07-05,002348.SZ,买入,金叉,2.61,300,0.0
2022-07-06,603066.SH,卖出,止损,9.2,100,-6.218144750254851
2022-07-06,603993.SH,卖出,止损,5.27,100,-8.981001727115723
2022-07-06,002528.SZ,卖出,止损,3.85,200,-11.085450346420323
2022-07-06,002527.SZ,买入,金叉,7.68,100,0.0
2022-07-07,000010.SZ,卖出,死叉,3.7,200,0.0
2022-07-07,002527.SZ,卖出,止损,7.27,100,-5.338541666666674
2022-07-07,603758.SH,买入,金叉,9.5,100,0.0
2022-07-07,002689.SZ,买入,金叉,3.91,200,0.0
2022-07-07,002388.SZ,买入,金叉,6.01,100,0.0
2022-07-08,002480.SZ,卖出,死叉,5.39,100,-0.5535055350553542
2022-07-08,002753.SZ,卖出,止损,8.87,100,-5.938494167550379
2022-07-08,600121.SH,卖出,止损,5.47,100,-6.972789115646261
2022-07-08,000037.SZ,卖出,止损,8.13,100,-5.465116279069759
2022-07-08,002077.SZ,买入,金叉,7.61,100,0.0
2022-07-08,000868.SZ,买入,金叉,6.72,100,0.0
2022-07-08,000017.SZ,买入,金叉,4.27,200,0.0
2022-07-08,000600.SZ,买入,金叉,5.83,100,0.0
2022-07-11,000553.SZ,卖出,死叉,11.38,100,14.602215508559935
2022-07-11,601975.SH,卖出,死叉,3.33,400,33.20000000000001
2022-07-11,002243.SZ,卖出,死叉,9.12,100,-1.1917659804983827
2022-07-11,601199.SH,卖出,死叉,7.82,100,3.9893617021276695
2022-07-11,002340.SZ,卖出,止损,8.88,100,-6.031746031746021
2022-07-11,601908.SH,买入,金叉,8.77,100,0.0
2022-07-11,600027.SH,买入,金叉,4.89,200,0.0
2022-07-11,002337.SZ,买入,金叉,4.4,200,0.0
2022-07-11,600187.SH,买入,金叉,2.83,300,0.0
2022-07-11,000633.SZ,买入,金叉,8.18,100,0.0
2022-07-12,601007.SH,卖出,死叉,8.93,100,3.958090803259595
2022-07-12,601279.SH,卖出,死叉,6.25,100,2.796052631578938
2022-07-12,002348.SZ,卖出,止损,2.45,300,-6.130268199233702
2022-07-12,002047.SZ,买入,金叉,3.91,200,0.0
2022-07-12,002502.SZ,买入,金叉,3.53,300,0.0
2022-07-12,300080.SZ,买入,金叉,6.31,100,0.0
2022-07-12,300006.SZ,买入,金叉,5.12,200,0.0
2022-07-13,000016.SZ,卖出,死叉,5.67,100,2.1621621621621623
2022-07-13,002160.SZ,卖出,死叉,5.32,200,-1.845018450184499
2022-07-13,002077.SZ,卖出,止损,7.22,100,-5.124835742444156
2022-07-13,300006.SZ,卖出,止损,4.77,200,-6.835937500000011
2022-07-13,600152.SH,买入,金叉,7.34,100,0.0
2022-07-13,300025.SZ,买入,金叉,5.43,200,0.0
2022-07-13,002073.SZ,买入,金叉,7.25,100,0.0
2022-07-13,000709.SZ,买入,金叉,3.02,300,0.0
2022-07-14,300026.SZ,卖出,止损,6.9,100,-5.219780219780223
2022-07-14,002388.SZ,卖出,止损,5.68,100,-5.490848585690522
2022-07-14,000600.SZ,卖出,止损,5.42,100,-7.032590051457976
2022-07-14,600187.SH,卖出,止损,2.67,300,-5.65371024734983
2022-07-14,002589.SZ,买入,金叉,5.08,200,0.0
2022-07-14,600361.SH,买入,金叉,7.17,100,0.0
2022-07-15,001896.SZ,卖出,止损,6.09,100,-6.5950920245398725
2022-07-15,002571.SZ,卖出,死叉,6.49,100,-7.681365576102417
2022-07-15,300209.SZ,卖出,止损,7.54,100,-6.913580246913575
2022-07-15,000868.SZ,卖出,止损,6.08,100,-9.523809523809524
2022-07-15,000017.SZ,卖出,死叉,4.03,200,-5.620608899297408
2022-07-15,002502.SZ,卖出,止损,3.31,300,-6.232294617563728
2022-07-15,002589.SZ,卖出,止损,4.58,200,-9.842519685039374
2022-07-15,002526.SZ,买入,金叉,2.75,400,0.0
2022-07-18,603227.SH,买入,金叉,10.62,100,0.0
2022-07-18,002289.SZ,买入,金叉,7.58,100,0.0
2022-07-19,002033.SZ,买入,金叉,9.06,100,0.0
2022-07-19,300209.SZ,买入,金叉,8.39,100,0.0
2022-07-19,000404.SZ,买入,金叉,6.72,100,0.0
2022-07-19,600929.SH,买入,金叉,9.62,100,0.0
2022-07-20,002172.SZ,买入,金叉,4.37,200,0.0
2022-07-20,600769.SH,买入,金叉,9.7,100,0.0
2022-07-21,000533.SZ,买入,金叉,4.7,200,0.0
2022-07-22,002567.SZ,卖出,止损,9.25,100,-5.804480651731159
2022-07-22,603300.SH,买入,金叉,9.45,100,0.0
2022-07-25,600027.SH,卖出,止损,4.58,200,-6.33946830265848
2022-07-25,300080.SZ,卖出,止损,5.92,100,-6.180665610142622
2022-07-25,000709.SZ,卖出,止损,2.86,300,-5.298013245033117
2022-07-25,600769.SH,卖出,止损,8.97,100,-7.525773195876273
2022-07-25,000533.SZ,卖出,止损,4.43,200,-5.744680851063844
2022-07-25,000856.SZ,买入,金叉,9.89,100,0.0
2022-07-25,600630.SH,买入,金叉,7.48,100,0.0
2022-07-25,603421.SH,买入,金叉,9.39,100,0.0
2022-07-26,002689.SZ,卖出,死叉,3.79,200,-3.069053708439895
2022-07-26,002374.SZ,买入,金叉,5.45,100,0.0
2022-07-26,000601.SZ,买入,金叉,6.56,100,0.0
2022-07-28,600795.SH,卖出,死叉,3.82,300,27.33333333333332
2022-07-28,603300.SH,卖出,止损,8.41,100,-11.005291005290996
2022-07-28,600630.SH,卖出,止损,7.09,100,-5.213903743315518
2022-07-28,603421.SH,卖出,止损,8.87,100,-5.537806176783821
2022-07-28,000601.SZ,卖出,止损,6.22,100,-5.182926829268286
2022-07-28,002621.SZ,买入,金叉,5.1,200,0.0
2022-07-28,300066.SZ,买入,金叉,6.88,100,0.0
2022-07-28,002379.SZ,买入,金叉,4.84,200,0.0
2022-07-29,002374.SZ,卖出,止损,5.16,100,-5.321100917431199
2022-07-29,300066.SZ,卖出,止损,6.25,100,-9.156976744186041
2022-07-29,600477.SH,买入,金叉,6.06,100,0.0
2022-08-01,002621.SZ,卖出,止损,4.79,200,-6.078431372549009
2022-08-01,300062.SZ,买入,金叉,9.13,100,0.0
2022-08-01,002796.SZ,买入,金叉,10.36,100,0.0
2022-08-01,002766.SZ,买入,金叉,7.14,100,0.0
2022-08-02,600361.SH,卖出,止损,6.49,100,-9.483960948396087
2022-08-02,002526.SZ,卖出,止损,2.51,400,-8.727272727272739
2022-08-02,002289.SZ,卖出,止损,7.11,100,-6.200527704485481
2022-08-02,002033.SZ,卖出,止损,8.15,100,-10.044150110375272
2022-08-02,000404.SZ,卖出,止损,6.38,100,-5.059523809523803
2022-08-02,002172.SZ,卖出,止损,3.9,200,-10.755148741418763
