date,code,entry_price,exit_price,loss_pct
2020-12-10,002069.SZ,4.73,4.32,-8.668076109936573
2020-12-10,300221.SZ,9.02,8.46,-6.208425720620825
2020-12-11,601899.SH,8.98,8.43,-6.124721603563477
2020-12-11,600733.SH,8.51,7.81,-8.225616921269097
2020-12-11,002750.SZ,9.86,8.93,-9.432048681541582
2020-12-11,000633.SZ,5.15,4.55,-11.65048543689321
2020-12-11,600381.SH,6.86,6.17,-10.05830903790088
2020-12-14,600740.SH,6.16,5.46,-11.363636363636365
2020-12-14,600746.SH,8.29,7.69,-7.237635705669465
2020-12-15,000751.SZ,3.56,3.34,-6.17977528089888
2020-12-15,002553.SZ,8.93,8.4,-5.9350503919372795
2020-12-15,601015.SH,4.42,3.97,-10.18099547511312
2020-12-15,002172.SZ,3.38,3.18,-5.917159763313606
2020-12-15,300301.SZ,5.95,5.0,-15.966386554621847
2020-12-16,300071.SZ,2.87,2.71,-5.574912891986072
2020-12-16,300005.SZ,7.39,6.92,-6.359945872801076
2020-12-16,600333.SH,5.65,5.33,-5.663716814159292
2020-12-16,600117.SH,4.23,4.0,-5.437352245862892
2020-12-17,002162.SZ,4.35,4.08,-6.206896551724128
2020-12-21,600381.SH,6.79,6.37,-6.185567010309279
2020-12-22,002610.SZ,2.75,2.61,-5.09090909090909
2020-12-22,000812.SZ,4.0,3.55,-11.250000000000004
2020-12-22,600844.SH,3.74,3.43,-8.288770053475936
2020-12-23,600117.SH,4.2,3.95,-5.952380952380953
2020-12-23,000936.SZ,9.53,8.59,-9.863588667366209
2020-12-24,600382.SH,6.44,5.86,-9.006211180124224
2020-12-24,600220.SH,3.2,2.79,-12.812500000000004
2020-12-24,600300.SH,5.09,4.58,-10.019646365422396
2020-12-25,600336.SH,10.86,10.05,-7.458563535911589
2020-12-29,300094.SZ,5.68,5.1,-10.2112676056338
2020-12-29,300189.SZ,6.82,6.28,-7.917888563049857
2020-12-29,300221.SZ,8.77,8.0,-8.779931584948686
2020-12-29,600864.SH,8.7,8.01,-7.931034482758614
2020-12-29,600546.SH,9.74,8.77,-9.95893223819303
2020-12-31,002453.SZ,6.2,5.79,-6.612903225806455
2020-12-31,002686.SZ,7.87,7.35,-6.607369758576875
2021-01-04,000530.SZ,4.81,4.51,-6.237006237006238
2021-01-05,000993.SZ,8.17,7.35,-10.036719706242359
2021-01-05,600982.SH,3.9,3.62,-7.179487179487176
2021-01-06,600543.SH,9.61,9.06,-5.7232049947970705
2021-01-06,601015.SH,4.42,4.12,-6.7873303167420795
2021-01-07,600006.SH,8.9,8.43,-5.280898876404505
2021-01-08,000791.SZ,4.91,4.51,-8.146639511201636
2021-01-11,000659.SZ,3.29,3.03,-7.902735562310037
2021-01-11,600537.SH,5.06,4.61,-8.893280632411049
2021-01-11,600151.SH,9.59,8.79,-8.342022940563098
2021-01-11,600089.SH,10.48,9.8,-6.488549618320604
2021-01-11,600403.SH,5.07,4.5,-11.24260355029586
2021-01-11,600333.SH,7.68,6.8,-11.458333333333337
2021-01-12,002585.SZ,10.69,9.62,-10.009354536950422
2021-01-13,601579.SH,12.19,11.4,-6.480721903199338
2021-01-13,000821.SZ,8.93,8.37,-6.270996640537518
2021-01-13,600509.SH,5.05,4.65,-7.920792079207906
2021-01-13,600711.SH,8.55,7.69,-10.058479532163744
2021-01-13,002288.SZ,9.35,8.85,-5.3475935828877
2021-01-14,600313.SH,5.14,4.66,-9.338521400778198
2021-01-14,601222.SH,8.88,8.26,-6.981981981981988
2021-01-14,601311.SH,11.26,10.14,-9.94671403197157
2021-01-14,002617.SZ,8.98,8.19,-8.797327394209365
2021-01-19,300159.SZ,4.9,4.45,-9.183673469387754
2021-01-19,601016.SH,3.57,3.37,-5.602240896358534
2021-01-20,000584.SZ,7.44,6.62,-11.021505376344088
2021-01-22,601766.SH,6.94,6.56,-5.475504322766578
2021-01-22,002342.SZ,4.95,4.58,-7.4747474747474785
2021-01-22,002375.SZ,10.13,9.56,-5.626850937808491
2021-01-22,600379.SH,6.91,6.44,-6.80173661360347
2021-01-25,002263.SZ,3.33,3.08,-7.507507507507505
2021-01-25,000881.SZ,11.22,10.44,-6.951871657754016
2021-01-25,002305.SZ,2.54,2.29,-9.842519685039374
2021-01-26,000488.SZ,8.07,7.63,-5.4522924411400275
2021-01-26,002472.SZ,9.05,8.45,-6.629834254143663
2021-01-26,600219.SH,3.61,3.36,-6.9252077562326875
2021-01-26,600798.SH,4.74,4.25,-10.33755274261604
2021-01-26,002342.SZ,4.63,4.32,-6.6954643628509665
2021-01-28,601899.SH,10.68,9.68,-9.363295880149813
2021-01-28,000725.SZ,6.8,6.38,-6.176470588235294
2021-01-28,002045.SZ,10.01,9.41,-5.994005994005991
2021-01-28,600428.SH,5.48,5.09,-7.116788321167888
2021-01-28,002177.SZ,5.71,5.16,-9.632224168126092
2021-01-29,300064.SZ,2.91,2.72,-6.529209621993126
2021-01-29,000100.SZ,9.24,8.59,-7.034632034632038
2021-01-29,600773.SH,9.19,8.1,-11.86071817192601
2021-01-29,600516.SH,8.57,7.57,-11.668611435239207
2021-01-29,000691.SZ,5.9,5.31,-10.000000000000009
2021-02-03,300152.SZ,3.68,3.35,-8.967391304347828
2021-02-03,002375.SZ,9.28,8.36,-9.913793103448276
2021-02-03,000930.SZ,10.89,10.01,-8.080808080808088
2021-02-05,002340.SZ,7.92,7.33,-7.44949494949495
2021-02-05,600970.SH,9.08,8.62,-5.066079295154191
2021-02-05,600746.SH,8.16,7.62,-6.617647058823528
2021-02-05,601216.SH,5.94,5.48,-7.744107744107742
2021-02-05,000100.SZ,9.4,8.46,-9.999999999999998
2021-02-05,000584.SZ,7.61,7.06,-7.227332457293045
2021-02-22,002139.SZ,10.52,9.71,-7.699619771863109
2021-02-23,002488.SZ,8.05,7.41,-7.950310559006213
2021-02-25,000723.SZ,7.73,7.24,-6.338939197930149
2021-02-25,603758.SH,10.92,10.35,-5.219780219780223
2021-02-25,600160.SH,9.8,9.25,-5.6122448979591955
2021-02-25,002360.SZ,9.49,8.66,-8.746048472075874
2021-02-25,002068.SZ,9.02,8.3,-7.982261640798216
2021-02-25,600075.SH,7.62,7.22,-5.249343832021003
2021-02-26,002054.SZ,10.66,9.89,-7.223264540337704
2021-02-26,601388.SH,3.39,3.19,-5.899705014749268
2021-02-26,000683.SZ,2.71,2.54,-6.273062730627299
2021-02-26,000932.SZ,6.2,5.84,-5.8064516129032295
2021-02-26,600328.SH,8.44,8.0,-5.213270142180093
2021-03-01,600337.SH,5.95,5.59,-6.050420168067228
2021-03-02,000009.SZ,9.99,9.43,-5.6056056056056125
2021-03-02,000933.SZ,9.18,8.66,-5.664488017429193
2021-03-03,603958.SH,6.59,5.99,-9.104704097116834
2021-03-04,000425.SZ,7.25,6.81,-6.068965517241387
2021-03-05,000892.SZ,2.85,2.7,-5.263157894736836
2021-03-05,600507.SH,8.51,7.72,-9.283196239717984
2021-03-08,601949.SH,7.65,7.18,-6.1437908496732145
2021-03-08,000584.SZ,8.46,7.98,-5.673758865248235
2021-03-08,601015.SH,8.12,7.5,-7.635467980295562
2021-03-08,600151.SH,9.8,9.24,-5.714285714285716
2021-03-09,600908.SH,7.35,6.56,-10.748299319727895
2021-03-09,600096.SH,8.32,7.72,-7.211538461538469
2021-03-09,300140.SZ,6.49,5.92,-8.782742681047772
2021-03-09,600481.SH,4.64,4.31,-7.112068965517249
2021-03-09,300296.SZ,7.72,7.32,-5.181347150259064
2021-03-09,002712.SZ,5.28,5.01,-5.113636363636376
2021-03-10,601658.SH,6.1,5.74,-5.901639344262288
2021-03-10,002006.SZ,6.75,6.26,-7.259259259259265
2021-03-10,002514.SZ,4.51,4.01,-11.086474501108645
2021-03-10,000732.SZ,3.39,3.17,-6.4896755162241915
2021-03-10,300117.SZ,4.36,3.87,-11.238532110091748
2021-03-12,002620.SZ,6.6,6.22,-5.757575757575761
2021-03-15,600169.SH,2.84,2.68,-5.633802816901401
2021-03-16,002863.SZ,6.3,5.87,-6.825396825396823
2021-03-18,603958.SH,6.36,5.98,-5.974842767295597
2021-03-18,600121.SH,6.63,6.2,-6.485671191553544
2021-03-18,600695.SH,4.38,4.12,-5.936073059360725
2021-03-18,300495.SZ,6.37,6.04,-5.180533751962324
2021-03-19,000889.SZ,6.54,6.19,-5.351681957186538
2021-03-19,600022.SH,1.69,1.59,-5.917159763313606
2021-03-19,300798.SZ,11.14,10.28,-7.719928186714553
2021-03-22,002776.SZ,3.82,3.54,-7.329842931937169
2021-03-23,000630.SZ,2.96,2.78,-6.081081081081086
2021-03-23,002781.SZ,9.47,8.39,-11.404435058078144
2021-03-23,002379.SZ,3.38,3.17,-6.213017751479288
2021-03-23,002842.SZ,10.52,9.87,-6.178707224334601
2021-03-23,600172.SH,3.29,3.12,-5.167173252279634
2021-03-23,603169.SH,4.54,4.23,-6.828193832599105
2021-03-23,600507.SH,9.65,8.74,-9.430051813471508
2021-03-23,600726.SH,2.57,2.44,-5.0583657587548565
2021-03-23,000565.SZ,5.75,5.4,-6.086956521739129
2021-03-24,002164.SZ,8.81,8.36,-5.107832009080604
2021-03-24,600798.SH,4.66,4.24,-9.01287553648068
2021-03-24,600782.SH,5.75,5.36,-6.78260869565217
2021-03-24,000007.SZ,4.14,3.75,-9.420289855072461
2021-03-25,000766.SZ,3.9,3.63,-6.923076923076921
2021-03-25,600277.SH,3.32,3.06,-7.831325301204817
2021-03-25,002096.SZ,9.23,8.67,-6.067172264355369
2021-03-25,000767.SZ,3.93,3.69,-6.106870229007644
2021-03-25,002272.SZ,6.07,5.75,-5.271828665568378
2021-03-25,002642.SZ,5.4,4.99,-7.592592592592595
2021-03-26,601068.SH,3.64,3.42,-6.043956043956045
2021-03-29,000695.SZ,6.71,6.18,-7.898658718330854
2021-03-29,600983.SH,8.75,8.18,-6.514285714285717
2021-03-30,300056.SZ,6.76,6.2,-8.284023668639051
2021-03-30,600890.SH,3.89,3.61,-7.197943444730082
2021-03-30,002602.SZ,7.62,7.12,-6.5616797900262425
2021-03-30,300178.SZ,4.52,4.0,-11.504424778761058
2021-03-30,300205.SZ,10.35,9.61,-7.149758454106281
2021-03-30,300140.SZ,7.63,6.78,-11.140235910878104
2021-03-31,002514.SZ,4.47,4.15,-7.158836689038017
2021-03-31,002272.SZ,6.2,5.78,-6.774193548387098
2021-03-31,601991.SH,3.0,2.83,-5.666666666666664
2021-04-01,002667.SZ,8.02,7.6,-5.2369077306733125
2021-04-01,600333.SH,6.05,5.7,-5.785123966942141
2021-04-02,300385.SZ,8.43,7.91,-6.1684460260972624
2021-04-02,601886.SH,8.02,7.46,-6.982543640897754
2021-04-02,002235.SZ,4.91,4.64,-5.498981670061109
2021-04-02,002630.SZ,2.93,2.67,-8.87372013651878
2021-04-02,000791.SZ,5.56,5.25,-5.575539568345322
2021-04-02,000692.SZ,3.37,3.18,-5.637982195845693
2021-04-06,002096.SZ,9.39,8.9,-5.218317358892444
2021-04-08,603557.SH,9.12,8.62,-5.482456140350878
2021-04-08,300055.SZ,7.35,6.94,-5.578231292517
2021-04-08,600499.SH,10.19,9.64,-5.397448478900868
2021-04-08,000605.SZ,6.73,6.21,-7.726597325408624
2021-04-08,002060.SZ,3.91,3.61,-7.672634271099755
2021-04-08,600578.SH,3.8,3.56,-6.315789473684208
2021-04-08,603778.SH,5.61,5.31,-5.347593582887711
2021-04-08,600715.SH,2.85,2.7,-5.263157894736836
2021-04-09,002178.SZ,3.69,3.44,-6.77506775067751
2021-04-09,603196.SH,6.68,6.34,-5.089820359281438
2021-04-12,601369.SH,9.1,8.2,-9.8901098901099
2021-04-12,600166.SH,4.42,4.13,-6.561085972850678
2021-04-13,300421.SZ,10.92,10.3,-5.677655677655668
2021-04-13,000608.SZ,4.06,3.73,-8.128078817733986
2021-04-13,002542.SZ,3.6,3.41,-5.277777777777781
2021-04-13,002355.SZ,6.97,6.12,-12.195121951219512
2021-04-13,300086.SZ,6.68,6.28,-5.9880239520958
2021-04-13,600509.SH,6.97,6.47,-7.173601147776187
2021-04-13,600780.SH,4.52,4.23,-6.415929203539806
2021-04-14,300094.SZ,5.28,4.97,-5.871212121212133
2021-04-15,002316.SZ,4.52,4.12,-8.849557522123884
2021-04-15,300228.SZ,7.46,7.06,-5.36193029490617
2021-04-15,000565.SZ,5.65,5.24,-7.2566371681416
2021-04-15,002161.SZ,5.87,5.05,-13.969335604770016
2021-04-15,000862.SZ,5.92,5.45,-7.939189189189189
2021-04-15,002103.SZ,5.12,4.85,-5.273437500000011
2021-04-15,001896.SZ,9.14,8.59,-6.017505470459527
2021-04-16,603817.SH,7.41,6.76,-8.771929824561408
2021-04-19,000069.SZ,10.3,9.68,-6.0194174757281615
2021-04-19,600200.SH,6.44,5.86,-9.006211180124224
2021-04-19,300272.SZ,6.09,5.62,-7.717569786535295
2021-04-20,600814.SH,7.3,6.75,-7.534246575342463
2021-04-21,000993.SZ,8.24,7.73,-6.189320388349517
2021-04-22,600540.SH,5.83,5.46,-6.34648370497427
2021-04-22,000793.SZ,2.86,2.63,-8.041958041958042
2021-04-23,600715.SH,2.86,2.71,-5.24475524475524
2021-04-23,000862.SZ,5.97,5.66,-5.192629815745386
2021-04-26,600185.SH,7.55,7.02,-7.019867549668879
2021-04-26,002248.SZ,6.17,5.78,-6.320907617504046
2021-04-27,000966.SZ,10.89,9.59,-11.93755739210285
2021-04-27,600405.SH,6.66,6.16,-7.507507507507505
2021-04-27,600152.SH,8.03,7.23,-9.962640099626386
2021-04-30,002198.SZ,6.82,5.8,-14.956011730205287
2021-05-07,002748.SZ,6.79,6.44,-5.154639175257724
2021-05-10,002285.SZ,5.7,5.37,-5.789473684210522
2021-05-11,300086.SZ,6.66,6.31,-5.255255255255264
2021-05-11,600348.SH,6.54,6.21,-5.045871559633031
2021-05-13,600123.SH,7.29,6.91,-5.212620027434845
2021-05-14,601015.SH,8.99,8.32,-7.45272525027808
2021-05-17,600623.SH,9.05,8.51,-5.966850828729287
2021-05-19,603998.SH,6.66,6.29,-5.555555555555558
2021-05-20,601339.SH,5.9,5.45,-7.6271186440677985
2021-05-20,000822.SZ,6.62,6.1,-7.854984894259831
2021-05-20,000766.SZ,4.9,4.61,-5.91836734693878
2021-05-20,601015.SH,8.45,7.71,-8.757396449704135
2021-05-21,600613.SH,5.93,5.57,-6.07082630691399
2021-05-21,600439.SH,3.54,3.25,-8.192090395480223
2021-05-24,300420.SZ,7.0,6.33,-9.571428571428575
2021-05-24,300108.SZ,3.81,3.5,-8.13648293963255
2021-05-26,300157.SZ,4.43,4.15,-6.320541760722332
2021-05-27,000911.SZ,10.34,9.76,-5.609284332688591
2021-05-28,600576.SH,4.98,4.71,-5.421686746987964
2021-05-28,600581.SH,6.0,5.63,-6.166666666666664
2021-05-31,603900.SH,8.7,8.15,-6.321839080459757
2021-06-02,600825.SH,5.9,5.18,-12.203389830508481
2021-06-02,300102.SZ,7.9,7.38,-6.5822784810126596
2021-06-02,600281.SH,4.86,4.48,-7.818930041152261
2021-06-04,000056.SZ,3.45,3.23,-6.376811594202902
2021-06-04,600321.SH,2.58,2.44,-5.4263565891472965
2021-06-04,300158.SZ,6.85,6.16,-10.072992700729921
2021-06-07,601005.SH,2.87,2.72,-5.226480836236935
2021-06-08,600684.SH,4.33,4.07,-6.004618937644334
2021-06-08,002127.SZ,10.29,9.76,-5.150631681243922
2021-06-09,300230.SZ,5.57,5.08,-8.797127468581689
2021-06-10,300108.SZ,3.77,3.55,-5.835543766578255
2021-06-11,600439.SH,3.34,3.11,-6.886227544910184
2021-06-11,600381.SH,8.38,7.68,-8.35322195704058
2021-06-11,600992.SH,8.59,7.98,-7.101280558789281
2021-06-15,300309.SZ,2.83,2.62,-7.420494699646641
2021-06-15,603168.SH,11.47,10.84,-5.49258936355711
2021-06-15,002137.SZ,7.21,6.65,-7.7669902912621325
2021-06-16,000822.SZ,7.66,7.24,-5.483028720626626
2021-06-18,600738.SH,7.92,7.31,-7.7020202020202095
2021-06-23,600410.SH,8.27,7.81,-5.562273276904472
2021-06-25,300279.SZ,6.77,6.3,-6.9423929098966
2021-06-25,300297.SZ,4.41,4.11,-6.802721088435371
2021-06-25,000793.SZ,2.96,2.75,-7.094594594594595
2021-06-25,002261.SZ,9.0,8.39,-6.7777777777777715
2021-06-28,600173.SH,6.57,6.19,-5.78386605783866
2021-06-28,002167.SZ,7.31,6.91,-5.471956224350194
2021-06-29,300096.SZ,10.47,9.62,-8.118433619866295
2021-06-29,300221.SZ,7.89,7.4,-6.210392902408102
2021-06-29,002010.SZ,7.94,7.54,-5.037783375314864
2021-06-29,300301.SZ,3.88,3.66,-5.670103092783496
2021-06-29,600509.SH,8.22,7.64,-7.055961070559624
2021-06-30,300131.SZ,8.25,7.64,-7.393939393939397
2021-07-01,002387.SZ,10.56,9.98,-5.492424242424243
2021-07-01,600714.SH,7.92,7.43,-6.186868686868685
2021-07-01,600992.SH,8.45,7.8,-7.692307692307687
2021-07-01,300376.SZ,8.16,7.6,-6.862745098039225
2021-07-01,300317.SZ,7.5,6.82,-9.066666666666666
2021-07-07,601106.SH,3.58,3.36,-6.145251396648055
2021-07-08,600203.SH,9.98,9.43,-5.511022044088188
2021-07-08,002261.SZ,10.52,9.81,-6.7490494296577825
2021-07-08,300264.SZ,6.76,6.26,-7.396449704142016
2021-07-09,601126.SH,8.51,8.06,-5.287896592244412
2021-07-09,002530.SZ,9.68,9.05,-6.50826446280991
2021-07-12,600172.SH,7.98,7.39,-7.393483709273196
2021-07-13,002765.SZ,8.37,7.84,-6.332138590203096
2021-07-14,300283.SZ,6.9,6.28,-8.985507246376812
2021-07-14,600869.SH,5.8,5.38,-7.241379310344831
2021-07-16,603958.SH,8.5,7.69,-9.529411764705875
2021-07-19,002763.SZ,10.61,9.8,-7.6343072573044175
2021-07-23,600252.SH,3.73,3.43,-8.042895442359244
2021-07-27,002416.SZ,10.67,9.94,-6.8416119962511734
2021-07-27,002109.SZ,6.11,5.79,-5.237315875613757
2021-07-27,601678.SH,8.4,7.89,-6.071428571428584
2021-07-27,002564.SZ,4.98,4.52,-9.236947791164674
2021-07-27,600152.SH,9.77,8.93,-8.597748208802457
2021-07-28,300350.SZ,10.81,9.33,-13.691026827012031
2021-07-28,002011.SZ,5.69,5.27,-7.381370826010558
2021-08-03,603993.SH,6.73,6.2,-7.875185735512636
2021-08-03,600497.SH,5.47,5.09,-6.946983546617913
2021-08-03,300360.SZ,10.11,9.53,-5.736894164193873
2021-08-05,000711.SZ,3.38,3.13,-7.396449704142016
2021-08-05,300116.SZ,2.7,2.56,-5.185185185185192
2021-08-06,000507.SZ,7.76,7.35,-5.283505154639179
2021-08-10,601068.SH,4.5,4.16,-7.555555555555548
2021-08-16,300198.SZ,4.86,4.46,-8.230452674897126
2021-08-16,603015.SH,9.05,8.34,-7.845303867403319
2021-08-17,000056.SZ,3.53,3.24,-8.215297450424918
2021-08-17,300048.SZ,6.29,5.65,-10.174880763116057
2021-08-17,600010.SH,2.78,2.64,-5.035971223021574
2021-08-18,002130.SZ,8.65,8.19,-5.317919075144517
2021-08-19,000825.SZ,9.08,8.52,-6.167400881057272
2021-08-19,601399.SH,4.11,3.68,-10.46228710462287
2021-08-20,300284.SZ,7.7,7.29,-5.3246753246753205
2021-08-20,002060.SZ,4.57,4.15,-9.19037199124726
2021-08-20,300057.SZ,8.92,8.29,-7.062780269058299
2021-08-26,600210.SH,9.09,8.06,-11.33113311331132
2021-08-26,601608.SH,4.56,4.3,-5.701754385964907
2021-08-26,300105.SZ,6.54,6.1,-6.727828746177378
2021-08-27,600758.SH,4.09,3.84,-6.112469437652813
2021-08-31,300006.SZ,10.19,9.39,-7.8508341511285495
2021-09-01,300167.SZ,6.42,5.88,-8.41121495327103
2021-09-01,002300.SZ,7.4,7.02,-5.135135135135149
2021-09-01,300084.SZ,5.37,4.83,-10.05586592178771
2021-09-01,002506.SZ,5.53,5.05,-8.67992766726945
2021-09-01,000758.SZ,7.21,6.67,-7.4895977808599135
2021-09-03,300338.SZ,6.39,5.8,-9.233176838810643
2021-09-03,000676.SZ,7.13,6.74,-5.469845722300137
2021-09-06,600602.SH,6.85,6.41,-6.423357664233564
2021-09-09,000591.SZ,9.2,8.68,-5.6521739130434785
2021-09-13,002369.SZ,7.29,6.92,-5.075445816186564
2021-09-13,000430.SZ,6.59,6.19,-6.069802731411222
2021-09-14,000060.SZ,6.89,6.36,-7.692307692307687
2021-09-14,601598.SH,6.11,5.75,-5.8919803600654745
2021-09-16,000040.SZ,4.25,4.0,-5.882352941176472
2021-09-17,000839.SZ,3.04,2.8,-7.8947368421052655
2021-09-22,000978.SZ,5.94,5.49,-7.57575757575758
2021-09-22,002611.SZ,6.66,6.11,-8.258258258258255
2021-09-23,002211.SZ,4.99,4.64,-7.014028056112231
2021-09-24,002341.SZ,6.65,6.29,-5.41353383458647
2021-09-27,002011.SZ,6.84,6.43,-5.994152046783629
2021-09-27,603527.SH,10.02,9.42,-5.9880239520958
2021-09-27,000815.SZ,6.56,6.18,-5.792682926829262
2021-09-27,601618.SH,5.01,4.52,-9.78043912175649
2021-09-27,002392.SZ,5.4,4.82,-10.74074074074074
2021-09-27,603002.SH,8.93,8.28,-7.278835386338189
2021-09-27,002226.SZ,7.52,6.7,-10.904255319148925
2021-09-27,002377.SZ,3.8,3.5,-7.894736842105255
2021-09-28,000931.SZ,8.07,7.37,-8.674101610904582
2021-09-29,600063.SH,7.18,6.42,-10.584958217270191
2021-09-29,601515.SH,7.98,7.1,-11.027568922305775
2021-09-30,600871.SH,2.72,2.53,-6.985294117647067
2021-10-08,300172.SZ,6.49,6.1,-6.009244992295848
2021-10-08,002350.SZ,9.42,8.48,-9.97876857749469
2021-10-08,600505.SH,8.9,8.31,-6.629213483146068
2021-10-08,600312.SH,10.01,9.29,-7.192807192807205
2021-10-11,601777.SH,7.19,6.75,-6.1196105702364445
2021-10-11,002366.SZ,5.08,4.8,-5.511811023622048
2021-10-11,000958.SZ,5.76,5.16,-10.416666666666663
2021-10-11,601991.SH,3.49,3.24,-7.163323782234954
2021-10-11,600025.SH,7.69,7.3,-5.071521456436933
2021-10-11,601199.SH,5.06,4.59,-9.288537549407106
2021-10-12,601872.SH,5.36,4.91,-8.395522388059707
2021-10-12,003816.SZ,3.35,3.01,-10.149253731343288
2021-10-12,600905.SH,7.14,6.73,-5.742296918767497
2021-10-12,600688.SH,4.37,4.13,-5.491990846681927
2021-10-13,600644.SH,7.5,6.97,-7.0666666666666655
2021-10-13,001896.SZ,8.29,7.67,-7.4788902291917925
2021-10-13,600759.SH,3.53,3.21,-9.065155807365432
2021-10-13,300157.SZ,5.66,4.92,-13.07420494699647
2021-10-13,300164.SZ,5.66,5.03,-11.130742049469966
2021-10-13,600163.SH,8.17,7.25,-11.260709914320689
2021-10-13,000692.SZ,4.21,3.79,-9.97624703087886
2021-10-14,600222.SH,7.98,7.53,-5.6390977443609
2021-10-14,600571.SH,10.89,10.09,-7.346189164370987
2021-10-15,600026.SH,6.86,6.26,-8.746355685131203
2021-10-15,002433.SZ,6.62,5.8,-12.38670694864049
2021-10-15,002502.SZ,6.31,5.97,-5.38827258320127
2021-10-18,600881.SH,4.14,3.93,-5.072463768115931
2021-10-20,000631.SZ,3.9,3.68,-5.641025641025632
2021-10-21,603766.SH,4.9,4.62,-5.714285714285716
2021-10-21,603088.SH,9.85,9.26,-5.98984771573604
2021-10-22,600540.SH,6.3,5.76,-8.571428571428575
2021-10-22,000558.SZ,3.85,3.6,-6.493506493506496
2021-10-22,000591.SZ,10.69,9.92,-7.202993451824136
2021-10-22,002434.SZ,12.54,11.29,-9.968102073365237
2021-10-25,000899.SZ,6.3,5.86,-6.9841269841269815
2021-10-25,000056.SZ,4.35,4.11,-5.517241379310334
2021-10-26,000150.SZ,4.0,3.74,-6.499999999999995
2021-10-26,000897.SZ,2.64,2.4,-9.090909090909093
2021-10-26,000056.SZ,4.11,3.7,-9.97566909975669
2021-10-27,600661.SH,12.23,11.2,-8.421913327882269
2021-10-27,300514.SZ,12.5,11.5,-7.9999999999999964
2021-10-27,000416.SZ,4.85,4.37,-9.896907216494832
2021-10-28,002840.SZ,11.03,10.26,-6.980961015412513
2021-10-28,603363.SH,10.6,9.98,-5.8490566037735725
2021-10-28,300506.SZ,7.88,7.41,-5.964467005076135
2021-10-28,603687.SH,11.52,10.58,-8.159722222222221
2021-10-28,300317.SZ,7.73,7.28,-5.821474773609314
2021-11-01,000695.SZ,11.2,10.13,-9.553571428571416
2021-11-02,000150.SZ,3.74,3.53,-5.6149732620320965
2021-11-02,300162.SZ,12.48,11.6,-7.05128205128206
2021-11-03,300444.SZ,8.1,7.66,-5.432098765432092
2021-11-03,002108.SZ,9.88,9.37,-5.16194331983807
2021-11-03,002610.SZ,5.69,5.19,-8.787346221441128
2021-11-03,002270.SZ,8.98,8.29,-7.683741648106923
2021-11-03,300179.SZ,11.28,10.48,-7.092198581560272
2021-11-04,600673.SH,11.12,10.45,-6.025179856115104
2021-11-05,600277.SH,5.02,4.48,-10.756972111553765
2021-11-05,002454.SZ,10.27,9.53,-7.205452775073029
2021-11-08,002283.SZ,10.99,10.42,-5.186533212010924
2021-11-09,300159.SZ,6.02,5.0,-16.943521594684373
2021-11-10,002108.SZ,9.15,8.61,-5.9016393442623
2021-11-11,600683.SH,7.74,7.26,-6.2015503875969
2021-11-15,603336.SH,8.86,8.1,-8.577878103837467
2021-11-15,002491.SZ,5.64,5.27,-6.560283687943269
2021-11-17,002330.SZ,6.85,6.47,-5.5474452554744484
2021-11-17,002425.SZ,8.81,8.24,-6.469920544835417
2021-11-18,300336.SZ,3.61,3.28,-9.141274238227147
2021-11-18,002510.SZ,5.42,4.79,-11.62361623616236
2021-11-22,603363.SH,11.95,11.19,-6.359832635983265
2021-11-22,000416.SZ,4.8,4.3,-10.416666666666663
2021-11-24,002385.SZ,9.58,9.0,-6.054279749478075
2021-11-25,002650.SZ,5.71,5.32,-6.8301225919439545
2021-11-26,002517.SZ,5.34,5.07,-5.056179775280889
2021-11-29,002446.SZ,7.0,6.64,-5.1428571428571495
2021-12-02,002701.SZ,7.36,6.86,-6.793478260869568
2021-12-02,002047.SZ,3.47,3.23,-6.91642651296831
2021-12-02,002559.SZ,9.39,8.76,-6.709265175718859
2021-12-06,002454.SZ,9.85,9.23,-6.29441624365481
2021-12-06,002474.SZ,7.47,6.8,-8.969210174029453
2021-12-06,002193.SZ,6.71,6.23,-7.153502235469444
2021-12-06,000810.SZ,9.12,8.53,-6.469298245614031
2021-12-06,300152.SZ,4.51,4.28,-5.099778270509969
2021-12-06,002753.SZ,10.49,9.71,-7.4356530028598655
2021-12-07,002276.SZ,9.11,8.48,-6.9154774972557504
2021-12-07,002057.SZ,8.77,8.27,-5.701254275940704
2021-12-07,002536.SZ,9.17,8.59,-6.324972737186474
2021-12-07,300228.SZ,10.4,9.6,-7.692307692307699
2021-12-08,600805.SH,4.9,4.64,-5.3061224489796
2021-12-09,600973.SH,6.47,6.03,-6.800618238021627
2021-12-13,002446.SZ,6.81,6.19,-9.104258443465485
2021-12-13,002490.SZ,5.31,5.0,-5.838041431261765
2021-12-13,600212.SH,4.65,4.37,-6.021505376344094
2021-12-14,002170.SZ,7.9,7.5,-5.063291139240511
2021-12-14,000959.SZ,6.99,6.54,-6.4377682403433445
2021-12-15,000909.SZ,8.42,7.95,-5.58194774346793
2021-12-17,002584.SZ,7.83,7.31,-6.641123882503197
2021-12-20,002418.SZ,4.23,3.81,-9.9290780141844
2021-12-20,002300.SZ,8.88,8.05,-9.346846846846846
2021-12-20,600807.SH,4.11,3.87,-5.839416058394164
2021-12-20,600281.SH,6.7,6.09,-9.104477611940299
2021-12-22,000757.SZ,5.6,5.3,-5.357142857142849
