rebal_date,exit_date,sell_date,sold_code,entry_price,sell_price,loss_pct
2018-07-31,2018-10-08,2018-08-06,002501.SZ,4.67,3.73,-0.20128479657387577
2018-07-31,2018-10-08,2018-08-17,603117.SH,4.94,4.2,-0.1497975708502025
2018-07-31,2018-10-08,2018-08-20,002077.SZ,5.3,4.59,-0.13396226415094337
2018-07-31,2018-10-08,2018-08-20,300158.SZ,4.45,3.89,-0.12584269662921344
2018-07-31,2018-10-08,2018-08-23,300145.SZ,4.9,4.23,-0.136734693877551
2018-07-31,2018-10-08,2018-08-31,002775.SZ,7.9,7.06,-0.10632911392405076
2018-07-31,2018-10-08,2018-09-03,000030.SZ,4.88,4.28,-0.12295081967213106
2018-07-31,2018-10-08,2018-09-03,000553.SZ,14.65,12.41,-0.15290102389078497
2018-07-31,2018-10-08,2018-09-04,603116.SH,8.93,7.93,-0.11198208286674127
2018-07-31,2018-10-08,2018-09-06,000521.SZ,3.71,3.27,-0.1185983827493261
2018-07-31,2018-10-08,2018-09-11,300444.SZ,8.55,7.4,-0.13450292397660824
2018-07-31,2018-10-08,2018-09-18,002133.SZ,4.26,3.8,-0.107981220657277
2018-07-31,2018-10-08,2018-09-21,002627.SZ,9.73,8.64,-0.11202466598150052
2018-09-28,2018-12-03,2018-10-12,002100.SZ,4.42,3.83,-0.13348416289592757
2018-09-28,2018-12-03,2018-10-15,600382.SH,9.1,7.5,-0.17582417582417575
2018-09-28,2018-12-03,2018-10-15,002377.SZ,4.98,4.3,-0.13654618473895597
2018-09-28,2018-12-03,2018-10-15,000600.SZ,4.99,4.14,-0.1703406813627255
2018-09-28,2018-12-03,2018-10-15,000980.SZ,5.13,4.28,-0.1656920077972709
2018-09-28,2018-12-03,2018-10-16,000926.SZ,6.84,5.77,-0.1564327485380117
2018-09-28,2018-12-03,2018-10-17,002133.SZ,3.76,3.32,-0.11702127659574468
2018-09-28,2018-12-03,2018-10-17,000850.SZ,3.34,2.95,-0.11676646706586813
2018-09-28,2018-12-03,2018-10-17,000665.SZ,7.41,6.54,-0.11740890688259109
2018-09-28,2018-12-03,2018-10-17,000537.SZ,7.55,6.68,-0.11523178807947021
2018-09-28,2018-12-03,2018-10-17,000591.SZ,3.2,2.82,-0.11875000000000013
2018-09-28,2018-12-03,2018-10-17,600854.SH,3.86,3.39,-0.12176165803108807
2018-09-28,2018-12-03,2018-10-19,000552.SZ,2.84,2.52,-0.11267605633802813
