date,portfolio_value,period_return,n_stocks,n_sl_events
2018-10-08,0.8807368541887328,-0.12586314581126717,20,13
2018-12-03,0.8998438259510441,0.014894302527979436,20,14
2019-01-02,0.7998894901621977,-0.11567964838587935,19,3
2019-02-01,0.8321626072880732,0.03614696982870889,20,1
2019-04-01,1.1045673544482908,0.3233455749807779,20,0
2019-06-03,0.9638082232706358,-0.13403372381122142,20,13
2019-08-01,0.931953924820985,-0.03705045306788801,20,0
2019-10-08,0.9264182658431727,-0.009939841906750565,20,0
2019-12-02,0.9370923693502983,0.00752190527829311,20,0
2020-01-02,1.0000786252547595,0.06321456492931499,20,0
2020-02-03,0.8570122890863556,-0.14705508842563175,20,0
2020-04-01,0.8737109698181426,0.015484762289218915,20,0
2020-06-01,0.8851280501944725,0.008467342371478219,20,3
2020-08-03,0.9818330411038727,0.10505536806584435,20,1
2020-10-09,0.9433224584168096,-0.04362314800464011,20,2
2020-12-01,0.9783766643481602,0.03256036400764011,20,3
2021-01-04,0.9927727642190439,0.010314271502453525,20,2
2021-02-01,0.915954084985083,-0.08237790761654273,20,5
2021-04-01,1.022224436384017,0.11182148310814587,20,1
2021-06-01,0.9936354660987877,-0.03196741035301298,19,0
2021-08-02,0.9393898961729479,-0.060193029110382774,20,8
2021-10-08,1.1513532092185277,0.2216393366685263,20,0
2021-12-01,1.0994210971014609,-0.05130528281092418,20,11
2022-01-04,1.1974192163341517,0.08513610944073702,20,0
2022-02-07,1.1802204685708615,-0.019163180019729026,20,4
2022-04-01,1.2240276512932322,0.03231779611432875,20,4
2022-06-01,1.2003531650490555,-0.025941463584718556,20,13
2022-08-01,1.1945984822528712,-0.009394158055932751,20,3
2022-10-10,1.1427167318458316,-0.04823028321046993,20,4
2022-12-01,1.2202641688672589,0.0636623449366711,20,1
2023-01-03,1.2071417181204052,-0.014953778633879719,20,1
2023-02-01,1.2658463498806098,0.04463110178282248,20,0
2023-04-03,1.2542134458692291,-0.013589823087516035,20,2
2023-06-01,1.186305167732019,-0.059144115868688056,20,5
2023-08-01,1.2791093722188946,0.0742296216953171,20,0
2023-10-09,1.1959275211826694,-0.0690310699326111,20,0
2023-12-01,1.180582284976741,-0.016831242641488383,20,0
2024-01-02,1.158866183496006,-0.02239439889711947,20,0
2024-02-01,1.0945232248053822,-0.059722336924628604,20,1
2024-04-01,1.1908956382746334,0.08244967431037137,20,8
2024-06-03,1.1704217312773477,-0.021392024505982897,20,1
2024-08-01,1.1010754606608903,-0.06504896023656012,20,9
2024-10-08,1.3505519722405488,0.22157530795384084,20,5
2024-12-02,1.3664681130718075,0.006984915470416157,20,4
2025-01-02,1.2895123748040775,-0.0603172587282218,20,0
2025-02-05,1.2604853782510637,-0.02651005660757932,20,0
2025-04-01,1.2926739222605568,0.021536626259128114,20,0
2025-06-03,1.3233424551645432,0.01912487939600032,20,3
2025-08-01,1.3450396397345505,0.012195744340651052,20,1
2025-10-09,1.352016415964693,0.0011870413510781698,20,0
2025-12-01,1.3711859377312436,0.010178468205116257,20,0
2026-01-05,1.3398333029878735,-0.027065341512505635,20,1
2026-02-02,1.3737757394280894,0.021333327933051874,20,0
2026-04-01,1.374025423447498,-0.00401824979707934,20,1
2026-06-01,1.3117739466286624,-0.050305913381605054,20,5
