date,code,strategy,reason,pnl
2020-04-07,000088.SZ,红利低波,调仓,-2.9598308668076223
2020-04-07,000893.SZ,红利低波,调仓,16.38513513513513
2020-04-07,600863.SH,红利低波,调仓,-2.6819923371647403
2020-04-07,000933.SZ,红利低波,调仓,3.45679012345681
2020-04-07,603115.SH,红利低波,调仓,2.1362586605080836
2020-04-07,603379.SH,红利低波,调仓,4.418212478920758
2020-04-07,000807.SZ,红利低波,调仓,1.2953367875647714
2020-04-07,600389.SH,红利低波,调仓,0.10373443983402453
2020-04-07,002478.SZ,红利低波,调仓,3.9525691699604737
2020-04-07,603040.SH,红利低波,买入,0.0
2020-04-07,002379.SZ,红利低波,买入,0.0
2020-04-07,002749.SZ,红利低波,买入,0.0
2020-04-07,300124.SZ,红利低波,买入,0.0
2020-04-07,600338.SH,红利低波,买入,0.0
2020-04-07,603515.SH,红利低波,买入,0.0
2020-04-07,002014.SZ,红利低波,买入,0.0
2020-04-07,600549.SH,红利低波,买入,0.0
2020-04-07,000020.SZ,红利低波,买入,0.0
2020-04-07,603198.SH,红利低波,买入,0.0
2020-04-07,603856.SH,红利低波,买入,0.0
2020-04-07,002517.SZ,红利低波,买入,0.0
2020-04-07,600642.SH,红利低波,买入,0.0
2020-04-13,000963.SZ,红利低波,调仓,18.885448916408663
2020-04-13,002749.SZ,红利低波,调仓,2.2241992882562345
2020-04-13,002580.SZ,红利低波,买入,0.0
2020-04-13,603939.SH,红利低波,买入,0.0
2020-04-20,603040.SH,红利低波,调仓,-4.668304668304668
2020-04-20,002379.SZ,红利低波,调仓,-6.358381502890165
2020-04-20,300124.SZ,红利低波,调仓,7.6785714285714235
2020-04-20,603515.SH,红利低波,调仓,-0.576131687242798
2020-04-20,600549.SH,红利低波,调仓,1.668129938542573
2020-04-20,000020.SZ,红利低波,调仓,-4.887983706720977
2020-04-20,603856.SH,红利低波,调仓,6.079295154185016
2020-04-20,600642.SH,红利低波,调仓,-1.3011152416356975
2020-04-20,603939.SH,红利低波,调仓,4.407826982492269
2020-04-20,603297.SH,红利低波,买入,0.0
2020-04-20,000963.SZ,红利低波,买入,0.0
2020-04-20,600763.SH,红利低波,买入,0.0
2020-04-20,603115.SH,红利低波,买入,0.0
2020-04-20,603379.SH,红利低波,买入,0.0
2020-04-20,000088.SZ,红利低波,买入,0.0
2020-04-20,600863.SH,红利低波,买入,0.0
2020-04-20,000933.SZ,红利低波,买入,0.0
2020-04-20,000807.SZ,红利低波,买入,0.0
2020-04-20,600389.SH,红利低波,买入,0.0
2020-04-20,000568.SZ,红利低波,买入,0.0
2020-04-20,002478.SZ,红利低波,买入,0.0
2020-04-27,002517.SZ,红利低波,止损,-13.44827586206897
2020-04-27,002357.SZ,红利低波,买入,0.0
2020-05-06,000963.SZ,红利低波,调仓,12.936124530327419
2020-05-06,300181.SZ,红利低波,买入,0.0
2020-05-18,300660.SZ,红利低波,调仓,29.528366370471627
2020-05-18,600338.SH,红利低波,调仓,-0.9708737864077666
2020-05-18,603198.SH,红利低波,调仓,7.230392156862742
2020-05-18,600763.SH,红利低波,调仓,15.11226252158895
2020-05-18,603115.SH,红利低波,调仓,1.319563970166393
2020-05-18,603379.SH,红利低波,调仓,-3.4650259067357525
2020-05-18,000088.SZ,红利低波,调仓,-2.6726057906458767
2020-05-18,600863.SH,红利低波,调仓,0.0
2020-05-18,000933.SZ,红利低波,调仓,-7.142857142857151
2020-05-18,000807.SZ,红利低波,调仓,0.2481389578163684
2020-05-18,600389.SH,红利低波,调仓,-1.8087855297157729
2020-05-18,000568.SZ,红利低波,调仓,14.670083279948765
2020-05-18,002478.SZ,红利低波,调仓,-8.411214953271017
2020-05-18,002379.SZ,红利低波,买入,0.0
2020-05-18,300124.SZ,红利低波,买入,0.0
2020-05-18,002508.SZ,红利低波,买入,0.0
2020-05-18,300308.SZ,红利低波,买入,0.0
2020-05-18,600549.SH,红利低波,买入,0.0
2020-05-18,603515.SH,红利低波,买入,0.0
2020-05-18,600753.SH,红利低波,买入,0.0
2020-05-18,000020.SZ,红利低波,买入,0.0
2020-05-18,600642.SH,红利低波,买入,0.0
2020-05-18,002267.SZ,红利低波,买入,0.0
2020-05-18,002867.SZ,红利低波,买入,0.0
2020-05-25,603868.SH,红利低波,调仓,17.604456824512525
2020-05-25,600753.SH,红利低波,调仓,12.967382657120119
2020-05-27,600776.SH,红利低波,止损,-12.067988668555241
2020-06-01,603277.SH,红利低波,调仓,15.194346289752648
2020-06-01,603297.SH,红利低波,调仓,20.563112938943373
2020-06-01,002508.SZ,红利低波,调仓,10.025624599615647
2020-06-01,300308.SZ,红利低波,调仓,-6.669850366125429
2020-06-01,603040.SH,红利低波,买入,0.0
2020-06-01,603369.SH,红利低波,买入,0.0
2020-06-08,000506.SZ,红利低波,买入,0.0
2020-06-08,300325.SZ,红利低波,买入,0.0
2020-06-08,300308.SZ,红利低波,买入,0.0
2020-06-09,603040.SH,红利低波,止损,-17.34453781512605
2020-06-15,300124.SZ,红利低波,调仓,-3.585657370517925
2020-06-22,300705.SZ,红利低波,调仓,21.250000000000014
2020-06-22,002014.SZ,红利低波,调仓,3.514376996805102
2020-06-22,603515.SH,红利低波,调仓,12.9955046996322
2020-06-22,002867.SZ,红利低波,调仓,1.9345238095238138
2020-06-22,603939.SH,红利低波,买入,0.0
2020-06-22,002570.SZ,红利低波,买入,0.0
2020-06-22,300660.SZ,红利低波,买入,0.0
2020-06-29,000020.SZ,红利低波,调仓,16.276477146042346
2020-06-29,002508.SZ,红利低波,买入,0.0
2020-07-06,603369.SH,红利低波,调仓,9.636315370321192
2020-07-06,603939.SH,红利低波,调仓,-3.7641453245979672
2020-07-06,002508.SZ,红利低波,调仓,17.277486910994778
2020-07-06,600506.SH,红利低波,买入,0.0
2020-07-06,002749.SZ,红利低波,买入,0.0
2020-07-06,300124.SZ,红利低波,买入,0.0
2020-07-06,300783.SZ,红利低波,买入,0.0
2020-07-06,603856.SH,红利低波,买入,0.0
2020-07-13,600549.SH,红利低波,调仓,34.39065108514192
2020-07-13,600506.SH,红利低波,调仓,8.9952153110048
2020-07-13,300124.SZ,红利低波,调仓,26.958762886597953
2020-07-13,603856.SH,红利低波,调仓,12.278397898883785
2020-07-13,603040.SH,红利低波,买入,0.0
2020-07-13,002264.SZ,红利低波,买入,0.0
2020-07-13,002027.SZ,红利低波,买入,0.0
2020-07-13,300684.SZ,红利低波,买入,0.0
2020-07-20,000506.SZ,红利低波,调仓,14.406779661016955
2020-07-20,002570.SZ,红利低波,调仓,21.381578947368407
2020-07-20,603040.SH,红利低波,调仓,-7.643312101910826
2020-07-20,603277.SH,红利低波,买入,0.0
2020-07-20,300124.SZ,红利低波,买入,0.0
2020-07-20,002508.SZ,红利低波,买入,0.0
2020-07-20,603515.SH,红利低波,买入,0.0
2020-07-24,300325.SZ,红利低波,止损,-15.807560137457044
2020-07-24,300783.SZ,红利低波,止损,-14.768314781258107
2020-07-24,300684.SZ,红利低波,止损,-13.570150779453105
2020-07-27,300308.SZ,红利低波,调仓,-7.408035260213608
2020-07-27,300124.SZ,红利低波,调仓,-7.3292402148887215
2020-07-27,300325.SZ,红利低波,买入,0.0
2020-07-27,002014.SZ,红利低波,买入,0.0
2020-07-27,300783.SZ,红利低波,买入,0.0
2020-07-27,600753.SH,红利低波,买入,0.0
2020-08-03,300181.SZ,红利低波,调仓,32.61648745519714
2020-08-03,300325.SZ,红利低波,调仓,11.934156378600825
2020-08-03,600753.SH,红利低波,调仓,12.734452122408669
2020-08-03,603040.SH,红利低波,买入,0.0
2020-08-03,603939.SH,红利低波,买入,0.0
2020-08-07,002264.SZ,红利低波,止损,-12.207357859531776
2020-08-10,002357.SZ,红利低波,调仓,19.52983725135624
2020-08-10,002379.SZ,红利低波,调仓,4.436860068259385
2020-08-10,002749.SZ,红利低波,调仓,14.318706697459582
2020-08-10,002508.SZ,红利低波,调仓,12.672998643147903
2020-08-10,600506.SH,红利低波,买入,0.0
2020-08-10,300124.SZ,红利低波,买入,0.0
2020-08-10,002264.SZ,红利低波,买入,0.0
2020-08-10,300684.SZ,红利低波,买入,0.0
2020-08-10,603369.SH,红利低波,买入,0.0
2020-08-17,002580.SZ,红利低波,调仓,16.831683168316847
2020-08-17,002027.SZ,红利低波,调仓,11.423841059602658
2020-08-17,002014.SZ,红利低波,调仓,25.225225225225213
2020-08-17,600506.SH,红利低波,调仓,8.356039963669382
2020-08-17,300124.SZ,红利低波,调仓,6.223669092301809
2020-08-17,603369.SH,红利低波,调仓,11.589861751152085
2020-08-17,600549.SH,红利低波,买入,0.0
2020-08-17,603198.SH,红利低波,买入,0.0
2020-08-17,600517.SH,红利低波,买入,0.0
2020-08-17,002867.SZ,红利低波,买入,0.0
2020-08-17,002825.SZ,红利低波,买入,0.0
2020-08-17,300529.SZ,红利低波,买入,0.0
2020-08-24,002825.SZ,红利低波,调仓,3.1211750305997654
2020-08-24,002897.SZ,红利低波,买入,0.0
2020-08-24,300308.SZ,红利低波,买入,0.0
2020-08-24,688080.SH,红利低波,买入,0.0
2020-08-31,603040.SH,红利低波,调仓,10.50632911392404
2020-08-31,300684.SZ,红利低波,调仓,-2.5810324129651896
2020-08-31,300502.SZ,红利低波,买入,0.0
2020-08-31,300604.SZ,红利低波,买入,0.0
2020-08-31,002014.SZ,红利低波,买入,0.0
2020-09-07,300783.SZ,红利低波,调仓,-11.978361669242654
2020-09-07,603939.SH,红利低波,调仓,16.44043997191671
2020-09-07,603198.SH,红利低波,调仓,4.986149584487531
2020-09-07,300529.SZ,红利低波,调仓,5.292236115149751
2020-09-07,300604.SZ,红利低波,调仓,0.47201618341199403
2020-09-07,002749.SZ,红利低波,买入,0.0
2020-09-07,002508.SZ,红利低波,买入,0.0
2020-09-07,002357.SZ,红利低波,买入,0.0
2020-09-09,300308.SZ,红利低波,止损,-12.416666666666675
2020-09-10,603515.SH,红利低波,止损,-12.693082605775697
2020-09-10,600517.SH,红利低波,止损,-12.565445026178013
2020-09-10,300502.SZ,红利低波,止损,-14.562527947533166
2020-09-14,300660.SZ,红利低波,调仓,24.855491329479772
2020-09-14,603277.SH,红利低波,调仓,6.171735241502674
2020-09-14,600506.SH,红利低波,买入,0.0
2020-09-14,300124.SZ,红利低波,买入,0.0
2020-09-14,600338.SH,红利低波,买入,0.0
2020-09-14,300308.SZ,红利低波,买入,0.0
2020-09-14,603515.SH,红利低波,买入,0.0
2020-09-14,002980.SZ,红利低波,买入,0.0
2020-09-14,603369.SH,红利低波,买入,0.0
2020-09-21,688080.SH,红利低波,调仓,2.286564740901098
2020-09-21,002357.SZ,红利低波,调仓,-8.827785817655576
2020-09-21,600338.SH,红利低波,调仓,3.8293216630196802
2020-09-21,002980.SZ,红利低波,调仓,4.621848739495804
2020-09-21,603369.SH,红利低波,调仓,-5.742615162156572
2020-09-21,000506.SZ,红利低波,买入,0.0
2020-09-21,002580.SZ,红利低波,买入,0.0
2020-09-21,300136.SZ,红利低波,买入,0.0
2020-09-21,603939.SH,红利低波,买入,0.0
2020-09-21,300783.SZ,红利低波,买入,0.0
2020-09-24,600549.SH,红利低波,止损,-14.46015424164524
2020-09-28,600506.SH,红利低波,调仓,-10.009624639076042
2020-09-28,603040.SH,红利低波,买入,0.0
2020-10-09,002897.SZ,红利低波,调仓,5.055381993751773
2020-10-09,002580.SZ,红利低波,调仓,-2.265372168284785
2020-10-09,300136.SZ,红利低波,调仓,1.4690451206715638
2020-10-09,002357.SZ,红利低波,买入,0.0
2020-10-09,600549.SH,红利低波,买入,0.0
2020-10-12,002580.SZ,红利低波,买入,0.0
2020-10-19,002508.SZ,红利低波,调仓,-9.602829162132753
2020-10-19,002379.SZ,红利低波,买入,0.0
2020-10-26,002867.SZ,红利低波,止损,-13.02063789868667
2020-10-26,300783.SZ,红利低波,调仓,-1.3585038814396655
2020-10-26,603040.SH,红利低波,调仓,-2.2669220945083057
2020-10-26,002508.SZ,红利低波,买入,0.0
2020-10-27,002014.SZ,红利低波,止损,-13.476394849785411
2020-10-28,000506.SZ,红利低波,止损,-13.214285714285701
2020-11-02,300124.SZ,红利低波,调仓,48.22149586617959
2020-11-02,603515.SH,红利低波,调仓,15.984703632887198
2020-11-02,603939.SH,红利低波,调仓,2.3018156563151093
2020-11-02,002508.SZ,红利低波,调仓,17.892768079800515
2020-11-02,000506.SZ,红利低波,买入,0.0
2020-11-02,300604.SZ,红利低波,买入,0.0
2020-11-02,002014.SZ,红利低波,买入,0.0
2020-11-02,688080.SH,红利低波,买入,0.0
2020-11-02,600753.SH,红利低波,买入,0.0
2020-11-02,002570.SZ,红利低波,买入,0.0
2020-11-02,000975.SZ,红利低波,买入,0.0
2020-11-02,600517.SH,红利低波,买入,0.0
2020-11-09,300604.SZ,红利低波,调仓,12.050739957716704
2020-11-09,600753.SH,红利低波,调仓,13.884555382215291
2020-11-09,688513.SH,红利低波,买入,0.0
2020-11-09,600506.SH,红利低波,买入,0.0
2020-11-09,603040.SH,红利低波,买入,0.0
2020-11-09,603939.SH,红利低波,买入,0.0
2020-11-16,300308.SZ,红利低波,调仓,1.42522452167122
2020-11-16,600549.SH,红利低波,调仓,12.609329446064121
2020-11-16,002379.SZ,红利低波,调仓,7.3943661971831
2020-11-16,000975.SZ,红利低波,调仓,-1.7716535433070835
2020-11-23,000506.SZ,红利低波,调仓,21.212121212121193
2020-11-23,603939.SH,红利低波,调仓,-6.534881489300437
2020-11-23,002897.SZ,红利低波,买入,0.0
2020-11-23,000020.SZ,红利低波,买入,0.0
2020-11-23,300684.SZ,红利低波,买入,0.0
2020-11-30,688513.SH,红利低波,调仓,-2.9753265602322165
2020-11-30,002508.SZ,红利低波,买入,0.0
2020-11-30,300783.SZ,红利低波,买入,0.0
2020-11-30,603939.SH,红利低波,买入,0.0
2020-12-07,600642.SH,红利低波,调仓,3.969754253308122
2020-12-07,002267.SZ,红利低波,调仓,8.15999999999999
2020-12-07,002749.SZ,红利低波,调仓,-7.380073800738007
2020-12-07,688080.SH,红利低波,调仓,-3.492537313432842
2020-12-07,600517.SH,红利低波,调仓,-4.482225656877903
2020-12-07,603040.SH,红利低波,调仓,-3.953488372093017
2020-12-07,000020.SZ,红利低波,调仓,1.8793273986152492
2020-12-07,300684.SZ,红利低波,调仓,-0.8604564160119677
2020-12-07,002508.SZ,红利低波,调仓,2.4018013510132663
2020-12-07,603939.SH,红利低波,调仓,1.4155612749950475
2020-12-07,300181.SZ,红利低波,买入,0.0
2020-12-07,300660.SZ,红利低波,买入,0.0
2020-12-07,002043.SZ,红利低波,买入,0.0
2020-12-07,300251.SZ,红利低波,买入,0.0
2020-12-07,603297.SH,红利低波,买入,0.0
2020-12-07,600776.SH,红利低波,买入,0.0
2020-12-07,601567.SH,红利低波,买入,0.0
2020-12-07,300096.SZ,红利低波,买入,0.0
2020-12-07,603066.SH,红利低波,买入,0.0
2020-12-07,603379.SH,红利低波,买入,0.0
2020-12-07,600863.SH,红利低波,买入,0.0
2020-12-11,002897.SZ,红利低波,止损,-12.802768166089962
2020-12-14,300251.SZ,红利低波,调仓,-8.134328358208954
2020-12-14,688513.SH,红利低波,买入,0.0
2020-12-14,002897.SZ,红利低波,买入,0.0
2020-12-16,002264.SZ,红利低波,止损,-12.075471698113205
2020-12-21,002570.SZ,红利低波,调仓,2.6936026936026813
2020-12-21,600506.SH,红利低波,调仓,-3.665987780040725
2020-12-21,300783.SZ,红利低波,调仓,-10.487667106006404
2020-12-21,603297.SH,红利低波,调仓,-2.8805496828752775
2020-12-21,600776.SH,红利低波,调仓,-5.82750582750583
2020-12-21,601567.SH,红利低波,调仓,-1.8624641833810962
2020-12-21,300096.SZ,红利低波,调仓,-9.502762430939239
2020-12-21,603066.SH,红利低波,调仓,-8.057395143487867
2020-12-21,603379.SH,红利低波,调仓,10.625986322987902
2020-12-21,600863.SH,红利低波,调仓,-0.3861003861003742
2020-12-21,000506.SZ,红利低波,买入,0.0
2020-12-21,603040.SH,红利低波,买入,0.0
2020-12-21,002749.SZ,红利低波,买入,0.0
2020-12-21,300502.SZ,红利低波,买入,0.0
2020-12-21,300136.SZ,红利低波,买入,0.0
2020-12-21,002508.SZ,红利低波,买入,0.0
2020-12-21,002264.SZ,红利低波,买入,0.0
2020-12-21,603939.SH,红利低波,买入,0.0
2020-12-21,300308.SZ,红利低波,买入,0.0
2020-12-21,300398.SZ,红利低波,买入,0.0
2020-12-21,688080.SH,红利低波,买入,0.0
2020-12-21,000020.SZ,红利低波,买入,0.0
2020-12-23,002043.SZ,红利低波,止损,-12.568306010928964
2020-12-28,300308.SZ,红利低波,止损,-14.067888909057903
2020-12-28,002897.SZ,红利低波,调仓,5.150214592274671
2020-12-28,000506.SZ,红利低波,调仓,-1.6000000000000014
2020-12-28,603040.SH,红利低波,调仓,-9.70842678628645
2020-12-28,002749.SZ,红利低波,调仓,-7.269653423499578
2020-12-28,300502.SZ,红利低波,调仓,-4.45098399852859
2020-12-28,300136.SZ,红利低波,调仓,-7.611749680715185
2020-12-28,002508.SZ,红利低波,调仓,-5.968388770936539
2020-12-28,603939.SH,红利低波,调仓,6.24229519219992
2020-12-28,300398.SZ,红利低波,调仓,-10.603588907014682
2020-12-28,688080.SH,红利低波,调仓,-11.729729729729721
2020-12-28,000020.SZ,红利低波,调仓,2.694300518134707
2020-12-28,300697.SZ,红利低波,买入,0.0
2020-12-28,300251.SZ,红利低波,买入,0.0
2020-12-28,300529.SZ,红利低波,买入,0.0
2020-12-28,603297.SH,红利低波,买入,0.0
2020-12-28,603551.SH,红利低波,买入,0.0
2020-12-28,600776.SH,红利低波,买入,0.0
2020-12-28,601567.SH,红利低波,买入,0.0
2020-12-28,300096.SZ,红利低波,买入,0.0
2020-12-28,000088.SZ,红利低波,买入,0.0
2020-12-28,600863.SH,红利低波,买入,0.0
2020-12-28,300015.SZ,红利低波,买入,0.0
2020-12-28,600389.SH,红利低波,买入,0.0
2021-01-04,300251.SZ,红利低波,调仓,13.027522935779823
2021-01-04,603297.SH,红利低波,调仓,8.977209560867161
2021-01-04,603551.SH,红利低波,调仓,5.36585365853659
2021-01-04,600776.SH,红利低波,调仓,9.107635694572224
2021-01-04,601567.SH,红利低波,调仓,3.3232628398791597
2021-01-04,300096.SZ,红利低波,调仓,1.6393442622950838
2021-01-04,000088.SZ,红利低波,调仓,4.448105436573302
2021-01-04,600863.SH,红利低波,调仓,-3.759398496240607
2021-01-04,300015.SZ,红利低波,调仓,-5.289462723865057
2021-01-04,600389.SH,红利低波,调仓,-1.339712918660274
2021-01-04,000506.SZ,红利低波,买入,0.0
2021-01-04,603040.SH,红利低波,买入,0.0
2021-01-04,002749.SZ,红利低波,买入,0.0
2021-01-04,300136.SZ,红利低波,买入,0.0
2021-01-04,002508.SZ,红利低波,买入,0.0
2021-01-04,002847.SZ,红利低波,买入,0.0
2021-01-04,603939.SH,红利低波,买入,0.0
2021-01-04,300398.SZ,红利低波,买入,0.0
2021-01-04,603515.SH,红利低波,买入,0.0
2021-01-04,000020.SZ,红利低波,买入,0.0
2021-01-04,603856.SH,红利低波,买入,0.0
2021-01-07,300181.SZ,红利低波,止损,-18.305597579425115
2021-01-07,300660.SZ,红利低波,止损,-12.066286897980316
2021-01-07,688513.SH,红利低波,止损,-12.656494522691709
2021-01-07,000020.SZ,红利低波,止损,-12.813102119460495
2021-01-11,002357.SZ,红利低波,止损,-14.864864864864868
2021-01-11,002847.SZ,红利低波,止损,-12.381951731374608
2021-01-11,002580.SZ,红利低波,调仓,18.019480519480503
2021-01-11,300529.SZ,红利低波,调仓,6.965944272445834
2021-01-11,300136.SZ,红利低波,调仓,5.6400331766657485
2021-01-11,002508.SZ,红利低波,调仓,10.120772946859912
2021-01-11,300398.SZ,红利低波,调仓,-1.114206128133699
2021-01-11,688513.SH,红利低波,买入,0.0
2021-01-11,300705.SZ,红利低波,买入,0.0
2021-01-11,002379.SZ,红利低波,买入,0.0
2021-01-11,603277.SH,红利低波,买入,0.0
2021-01-11,002357.SZ,红利低波,买入,0.0
2021-01-11,002897.SZ,红利低波,买入,0.0
2021-01-11,000020.SZ,红利低波,买入,0.0
2021-01-11,300684.SZ,红利低波,买入,0.0
2021-01-11,002980.SZ,红利低波,买入,0.0
2021-01-13,000506.SZ,红利低波,止损,-13.93442622950819
2021-01-18,603040.SH,红利低波,调仓,-8.026179813985534
2021-01-18,002749.SZ,红利低波,调仓,-2.7598896044158105
2021-01-18,603939.SH,红利低波,调仓,9.424201529464682
2021-01-18,603515.SH,红利低波,调仓,0.36219953901877044
2021-01-18,002379.SZ,红利低波,调仓,5.363984674329503
2021-01-18,000020.SZ,红利低波,调仓,11.412429378531064
2021-01-18,300684.SZ,红利低波,调仓,1.7281644091545978
2021-01-18,002980.SZ,红利低波,调仓,5.9248554913294615
2021-01-18,300660.SZ,红利低波,买入,0.0
2021-01-18,603297.SH,红利低波,买入,0.0
2021-01-18,000963.SZ,红利低波,买入,0.0
2021-01-18,603551.SH,红利低波,买入,0.0
2021-01-18,601567.SH,红利低波,买入,0.0
2021-01-18,300096.SZ,红利低波,买入,0.0
2021-01-18,603115.SH,红利低波,买入,0.0
2021-01-18,603379.SH,红利低波,买入,0.0
2021-01-18,000088.SZ,红利低波,买入,0.0
2021-01-18,600863.SH,红利低波,买入,0.0
2021-01-18,000893.SZ,红利低波,买入,0.0
2021-01-18,600389.SH,红利低波,买入,0.0
2021-01-25,300705.SZ,红利低波,调仓,15.35934291581109
2021-01-25,603297.SH,红利低波,调仓,2.254050246536732
2021-01-25,601567.SH,红利低波,调仓,-4.99219968798752
2021-01-25,300096.SZ,红利低波,调仓,8.764940239043817
2021-01-25,603115.SH,红利低波,调仓,-5.331510594668498
2021-01-25,603379.SH,红利低波,调仓,-0.9216589861751112
2021-01-25,000088.SZ,红利低波,调仓,-3.5541195476575194
2021-01-25,600863.SH,红利低波,调仓,-2.429149797570851
2021-01-25,000893.SZ,红利低波,调仓,6.857855361596021
2021-01-25,600389.SH,红利低波,调仓,-8.913043478260875
2021-01-25,000506.SZ,红利低波,买入,0.0
2021-01-25,603040.SH,红利低波,买入,0.0
2021-01-25,002379.SZ,红利低波,买入,0.0
2021-01-25,002749.SZ,红利低波,买入,0.0
2021-01-25,603515.SH,红利低波,买入,0.0
2021-01-25,002027.SZ,红利低波,买入,0.0
2021-01-25,300684.SZ,红利低波,买入,0.0
2021-01-25,002980.SZ,红利低波,买入,0.0
2021-02-01,603856.SH,红利低波,调仓,14.620797498045345
2021-02-01,603515.SH,红利低波,调仓,2.8380102040816313
2021-02-01,002027.SZ,红利低波,调仓,-6.075533661740562
2021-02-01,002980.SZ,红利低波,调仓,6.341348420556336
2021-02-01,300308.SZ,红利低波,买入,0.0
2021-02-01,300398.SZ,红利低波,买入,0.0
2021-02-02,002357.SZ,红利低波,止损,-13.492063492063489
2021-02-04,002264.SZ,红利低波,止损,-13.28976034858388
2021-02-04,603551.SH,红利低波,止损,-13.390092879256965
2021-02-05,002897.SZ,红利低波,止损,-13.220870929776375
2021-02-05,300684.SZ,红利低波,止损,-12.881679389312971
2021-02-08,300697.SZ,红利低波,止损,-12.215320910973082
2021-02-08,603277.SH,红利低波,调仓,4.855195911413968
2021-02-08,000506.SZ,红利低波,调仓,-3.3333333333333437
2021-02-08,600506.SH,红利低波,买入,0.0
2021-02-08,002508.SZ,红利低波,买入,0.0
2021-02-08,002264.SZ,红利低波,买入,0.0
2021-02-08,002357.SZ,红利低波,买入,0.0
2021-02-08,002897.SZ,红利低波,买入,0.0
2021-02-08,300181.SZ,红利低波,买入,0.0
2021-02-08,300684.SZ,红利低波,买入,0.0
2021-02-08,002570.SZ,红利低波,买入,0.0
2021-02-08,600642.SH,红利低波,买入,0.0
2021-02-18,000963.SZ,红利低波,调仓,21.22328666175386
2021-02-18,300308.SZ,红利低波,调仓,-3.2342986084994307
2021-02-18,002580.SZ,红利低波,买入,0.0
2021-02-22,002379.SZ,红利低波,调仓,19.850187265917608
2021-02-22,002570.SZ,红利低波,调仓,20.833333333333325
2021-02-22,603939.SH,红利低波,买入,0.0
2021-02-22,300308.SZ,红利低波,买入,0.0
2021-03-01,600506.SH,红利低波,调仓,31.886227544910195
2021-03-01,000506.SZ,红利低波,买入,0.0
2021-03-02,603939.SH,红利低波,止损,-12.867346938775515
2021-03-04,300308.SZ,红利低波,止损,-13.08467741935484
2021-03-08,300308.SZ,红利低波,买入,0.0
2021-03-09,002508.SZ,红利低波,止损,-12.375000000000004
2021-03-15,300181.SZ,红利低波,调仓,23.188405797101463
2021-03-15,300684.SZ,红利低波,调仓,1.830282861896837
2021-03-15,002508.SZ,红利低波,买入,0.0
2021-03-15,300783.SZ,红利低波,买入,0.0
2021-03-24,300308.SZ,红利低波,止损,-15.641088502083855
2021-03-29,002749.SZ,红利低波,调仓,5.089538171536301
2021-03-29,300398.SZ,红利低波,调仓,6.170355466130117
2021-03-29,300783.SZ,红利低波,调仓,13.244263723496964
2021-03-29,603515.SH,红利低波,买入,0.0
2021-03-29,688080.SH,红利低波,买入,0.0
2021-03-29,000020.SZ,红利低波,买入,0.0
2021-03-29,002570.SZ,红利低波,买入,0.0
2021-03-29,603856.SH,红利低波,买入,0.0
2021-03-29,002517.SZ,红利低波,买入,0.0
2021-04-06,600642.SH,红利低波,调仓,17.8714859437751
2021-04-06,002580.SZ,红利低波,调仓,19.460500963391137
2021-04-12,002264.SZ,红利低波,调仓,15.136476426798984
2021-04-12,002570.SZ,红利低波,调仓,-8.984375
2021-04-12,603856.SH,红利低波,调仓,-8.784676354029063
2021-04-12,002749.SZ,红利低波,买入,0.0
2021-04-12,300181.SZ,红利低波,买入,0.0
2021-04-19,603040.SH,红利低波,调仓,3.819969742813911
2021-04-19,000506.SZ,红利低波,调仓,-3.5555555555555562
2021-04-19,002508.SZ,红利低波,调仓,2.1595162683558877
2021-04-19,603515.SH,红利低波,调仓,2.544169611307412
2021-04-19,688080.SH,红利低波,调仓,4.778941988244312
2021-04-19,000020.SZ,红利低波,调仓,4.575892857142838
2021-04-19,002749.SZ,红利低波,调仓,-0.37700282752120007
2021-04-19,300251.SZ,红利低波,买入,0.0
2021-04-19,603551.SH,红利低波,买入,0.0
2021-04-19,600776.SH,红利低波,买入,0.0
2021-04-19,603868.SH,红利低波,买入,0.0
2021-04-19,601567.SH,红利低波,买入,0.0
2021-04-19,300096.SZ,红利低波,买入,0.0
2021-04-19,603066.SH,红利低波,买入,0.0
2021-04-19,603379.SH,红利低波,买入,0.0
2021-04-19,000088.SZ,红利低波,买入,0.0
2021-04-19,300628.SZ,红利低波,买入,0.0
2021-04-19,300488.SZ,红利低波,买入,0.0
2021-04-26,002014.SZ,红利低波,调仓,-7.403751233958533
2021-04-26,002897.SZ,红利低波,调仓,8.761467889908259
2021-05-06,000888.SZ,红利低波,调仓,-1.7973856209150374
2021-05-06,601567.SH,红利低波,调仓,26.726726726726714
2021-05-06,300096.SZ,红利低波,调仓,-3.293807641633728
2021-05-06,603066.SH,红利低波,调仓,-4.523227383863082
2021-05-06,603379.SH,红利低波,调仓,-5.9869590989923065
2021-05-06,000088.SZ,红利低波,调仓,-3.806228373702436
2021-05-06,300628.SZ,红利低波,调仓,0.5211267605633951
2021-05-06,300488.SZ,红利低波,调仓,2.4278215223097144
2021-05-06,000506.SZ,红利低波,买入,0.0
2021-05-06,603040.SH,红利低波,买入,0.0
2021-05-06,002379.SZ,红利低波,买入,0.0
2021-05-06,300502.SZ,红利低波,买入,0.0
2021-05-06,300136.SZ,红利低波,买入,0.0
2021-05-06,002014.SZ,红利低波,买入,0.0
2021-05-06,300308.SZ,红利低波,买入,0.0
2021-05-06,300398.SZ,红利低波,买入,0.0
2021-05-06,600549.SH,红利低波,买入,0.0
2021-05-06,603515.SH,红利低波,买入,0.0
