ts_code,model_prob,score_total,SC_F1,SC_F2,SC_F3,SC_F4,SC_F5,SC_F6,combo,trade_date
001260.SZ,0.6352,66.5,7.0,4.0,7.0,10.0,8.0,4.0,0.6471,20260814
002237.SZ,0.6282,67.5,8.0,4.0,7.0,5.0,8.0,10.0,0.6469,20260814
000737.SZ,0.6303,65.5,8.0,4.0,7.0,5.0,6.0,10.0,0.6402,20260814
603230.SH,0.5778,72.0,8.0,6.0,7.0,10.0,4.0,7.0,0.6347,20260814
300818.SZ,0.6171,65.5,8.0,6.0,7.0,5.0,8.0,4.0,0.6323,20260814
300916.SZ,0.5703,72.0,8.0,4.0,7.0,10.0,8.0,7.0,0.6302,20260814
000539.SZ,0.5824,69.5,8.0,8.0,7.0,5.0,5.0,7.0,0.6275,20260814
300201.SZ,0.5866,68.5,8.0,6.0,7.0,5.0,8.0,7.0,0.626,20260814
