ts_code,model_prob,score_total,SC_F1,SC_F2,SC_F3,SC_F4,SC_F5,SC_F6,combo,trade_date
003018.SZ,0.5543,71.5,9.0,4.0,7.0,10.0,8.0,4.0,0.6186,20260827
600522.SH,0.55,72.0,8.0,4.0,7.0,10.0,8.0,7.0,0.618,20260827
603039.SH,0.6177,61.5,8.0,4.0,7.0,3.0,8.0,7.0,0.6166,20260827
002845.SZ,0.5478,71.0,9.0,6.0,7.0,7.0,8.0,4.0,0.6127,20260827
301086.SZ,0.5814,64.5,8.0,4.0,7.0,7.0,8.0,4.0,0.6068,20260827
