entry_date,exit_date,stocks,n_stocks,period_return,n_sl_events
2018-08-01,2018-10-08,000926.SZ;600533.SH;000698.SZ;002501.SZ;002775.SZ...(20),20,-0.11578631204469171,21
2018-10-08,2018-12-03,002521.SZ;000809.SZ;002133.SZ;000850.SZ;002100.SZ...(20),20,0.0012482445991234999,22
2018-12-03,2019-01-02,002110.SZ;600738.SH;000791.SZ;002394.SZ;000552.SZ...(19),19,-0.11574249833527067,8
2019-01-02,2019-02-01,600525.SH;000900.SZ;000698.SZ;002110.SZ;600322.SH...(20),20,0.034021137942134884,1
2019-02-01,2019-04-01,002247.SZ;300158.SZ;000900.SZ;600382.SH;000791.SZ...(20),20,0.3233455749807781,0
2019-04-01,2019-06-03,000736.SZ;001914.SZ;600382.SH;600322.SH;600665.SH...(20),20,-0.1417957694279025,25
2019-06-03,2019-08-01,002110.SZ;600327.SH;000926.SZ;002277.SZ;002818.SZ...(20),20,-0.037244234576366005,3
2019-08-01,2019-10-08,002543.SZ;000850.SZ;000926.SZ;002277.SZ;000042.SZ...(20),20,-0.01219933248268505,7
2019-10-08,2019-12-02,600533.SH;000959.SZ;000926.SZ;600382.SH;002277.SZ...(20),20,0.006237411367399951,1
2019-12-02,2020-01-02,600382.SH;000900.SZ;002936.SZ;000537.SZ;600533.SH...(20),20,0.06321456492931476,0
2020-01-02,2020-02-03,000791.SZ;000059.SZ;000926.SZ;000900.SZ;600382.SH...(20),20,-0.14705508842563142,0
2020-02-03,2020-04-01,000791.SZ;000900.SZ;000059.SZ;002133.SZ;000933.SZ...(20),20,0.015484762289218915,0
2020-04-01,2020-06-01,000900.SZ;002064.SZ;000543.SZ;000415.SZ;000937.SZ...(20),20,0.013558494986650186,5
2020-06-01,2020-08-03,000761.SZ;000552.SZ;000531.SZ;000937.SZ;000683.SZ...(20),20,0.10322983879228026,3
2020-08-03,2020-10-09,000543.SZ;002936.SZ;000900.SZ;002133.SZ;000778.SZ...(20),20,-0.03986836010763408,6
2020-10-09,2020-12-01,600382.SH;000778.SZ;000965.SZ;002344.SZ;000926.SZ...(20),20,0.030310116087868405,4
2020-12-01,2021-01-04,002582.SZ;300206.SZ;000539.SZ;000900.SZ;002838.SZ...(20),20,0.020662830729083773,7
2021-01-04,2021-02-01,002582.SZ;600491.SH;600665.SH;000778.SZ;002100.SZ...(20),20,-0.0808967215147507,11
2021-02-01,2021-04-01,000537.SZ;000937.SZ;000965.SZ;000543.SZ;000600.SZ...(20),20,0.11044708134105828,1
2021-04-01,2021-06-01,002582.SZ;000537.SZ;600491.SH;002244.SZ;600665.SH...(19),19,-0.037767669703478265,2
2021-06-01,2021-08-02,600512.SH;000778.SZ;002936.SZ;000719.SZ;002807.SZ...(20),20,-0.056915258504811335,13
2021-08-02,2021-10-08,600533.SH;000537.SZ;600491.SH;002146.SZ;000600.SZ...(20),20,0.22163933666852675,0
2021-10-08,2021-12-01,002966.SZ;002169.SZ;002936.SZ;000498.SZ;000949.SZ...(20),20,-0.05697954991419318,15
2021-12-01,2022-01-04,000877.SZ;002110.SZ;002936.SZ;000761.SZ;002966.SZ...(20),20,0.08513610944073702,0
2022-01-04,2022-02-07,002936.SZ;002110.SZ;002958.SZ;002966.SZ;002807.SZ...(20),20,-0.023549679692881326,9
2022-02-07,2022-04-01,000900.SZ;000685.SZ;000521.SZ;002966.SZ;600491.SH...(20),20,0.029501114706720438,16
2022-04-01,2022-06-01,000501.SZ;000900.SZ;000726.SZ;000598.SZ;002251.SZ...(20),20,-0.021761548872336493,20
2022-06-01,2022-08-01,002966.SZ;002839.SZ;002958.SZ;002948.SZ;000685.SZ...(20),20,-0.007965791933020579,4
2022-08-01,2022-10-10,002958.SZ;002948.SZ;002936.SZ;000059.SZ;002966.SZ...(20),20,-0.05355425294733147,8
2022-10-10,2022-12-01,600716.SH;000685.SZ;002932.SZ;300149.SZ;002936.SZ...(20),20,0.06474666792851883,4
2022-12-01,2023-01-03,002958.SZ;002936.SZ;000778.SZ;000528.SZ;000685.SZ...(20),20,-0.020503370221629732,5
2023-01-03,2023-02-01,300639.SZ;002958.SZ;000778.SZ;002061.SZ;002042.SZ...(20),20,0.044631101782823146,0
2023-02-01,2023-04-03,002958.SZ;000778.SZ;002936.SZ;000685.SZ;002042.SZ...(20),20,-0.014789172217595877,4
2023-04-03,2023-06-01,002839.SZ;002807.SZ;000552.SZ;002958.SZ;002948.SZ...(20),20,-0.06520787542911023,11
2023-06-01,2023-08-01,002061.SZ;002958.SZ;002839.SZ;000501.SZ;300729.SZ...(20),20,0.07169209444753716,3
2023-08-01,2023-10-09,002839.SZ;002807.SZ;000726.SZ;000900.SZ;000778.SZ...(20),20,-0.07692048948439009,14
2023-10-09,2023-12-01,000560.SZ;002958.SZ;000897.SZ;002936.SZ;000910.SZ...(20),20,-0.020533842286252987,5
2023-12-01,2024-01-02,002948.SZ;002839.SZ;002958.SZ;002807.SZ;000498.SZ...(20),20,-0.022776217078937865,1
2024-01-02,2024-02-01,002839.SZ;002958.SZ;002948.SZ;001227.SZ;002807.SZ...(20),20,-0.06116111766848486,10
2024-02-01,2024-04-01,002839.SZ;002958.SZ;000950.SZ;000498.SZ;002010.SZ...(20),20,0.0858461995641679,12
2024-04-01,2024-06-03,002807.SZ;002839.SZ;001227.SZ;002948.SZ;002958.SZ...(20),20,-0.02162031385543514,4
