run_id,date,code,volume,available_volume,cost_price,last_price,unrealized_pnl,holding_days
20260814_131447_9f0a8f,2020-01-03,300069.SZ,2500,0,33.23602,33.00051,-588.775,1
20260814_131447_9f0a8f,2020-01-03,002269.SZ,7200,0,11.558315,11.352869,-1479.2112,1
20260814_131447_9f0a8f,2020-01-03,002163.SZ,3100,0,26.178302,25.559816,-1917.3066,1
20260814_131447_9f0a8f,2020-01-03,000915.SZ,900,0,84.637417,84.957624,288.1863,1
20260814_131447_9f0a8f,2020-01-03,300526.SZ,700,0,107.002408,104.58702,-1690.7716,1
20260814_131447_9f0a8f,2020-01-03,002233.SZ,2400,0,33.482102,32.75342,-1748.8368,1
20260814_131447_9f0a8f,2020-01-03,300465.SZ,2400,0,33.394602,34.125216,1753.4736,1
20260814_131447_9f0a8f,2020-01-03,002367.SZ,1400,0,58.704943,58.279156,-596.1018,1
20260814_131447_9f0a8f,2020-01-03,002118.SZ,1000,0,78.235446,77.313978,-921.468,1
20260814_131447_9f0a8f,2020-01-03,300674.SZ,3000,0,27.752065,28.203269,1353.612,1
20260814_131447_9f0a8f,2020-01-03,002082.SZ,2900,0,28.276194,27.53151,-2159.5836,1
20260814_131447_9f0a8f,2020-01-03,300569.SZ,2000,0,41.674666,41.221677,-905.978,1
20260814_131447_9f0a8f,2020-01-06,300069.SZ,10100,2500,32.523202,33.96579,14570.1388,2
20260814_131447_9f0a8f,2020-01-06,000915.SZ,3800,900,84.978914,82.183107,-10624.0666,2
20260814_131447_9f0a8f,2020-01-06,002233.SZ,10000,2400,32.90468,32.20448,-7002.0,2
20260814_131447_9f0a8f,2020-01-07,300069.SZ,10100,10100,32.523202,34.95118,24522.5778,3
20260814_131447_9f0a8f,2020-01-07,000915.SZ,3800,3800,84.978914,82.214998,-10502.8808,3
20260814_131447_9f0a8f,2020-01-07,002233.SZ,10000,10000,32.90468,32.25676,-6479.2,3
20260814_131447_9f0a8f,2020-01-08,300069.SZ,10100,10100,32.523202,33.84513,13351.4728,4
20260814_131447_9f0a8f,2020-01-08,000915.SZ,3800,3800,84.978914,80.556666,-16804.5424,4
20260814_131447_9f0a8f,2020-01-08,002233.SZ,10000,10000,32.90468,31.34186,-15628.2,4
20260814_131447_9f0a8f,2020-01-09,300069.SZ,10100,10100,32.523202,34.14678,16398.1378,5
20260814_131447_9f0a8f,2020-01-09,000915.SZ,3800,3800,84.978914,81.130704,-14623.198,5
20260814_131447_9f0a8f,2020-01-09,002233.SZ,10000,10000,32.90468,31.70782,-11968.6,5
