entry_date,exit_date,stocks,n_stocks,period_return
2018-07-31,2018-08-31,002682.SZ;002627.SZ;002775.SZ;000926.SZ;300145.SZ...(20),20,-0.07481550625046765
2022-03-31,2022-04-29,002958.SZ;001872.SZ;002936.SZ;000709.SZ;002608.SZ...(20),20,-0.03794922706978386
2022-04-29,2022-05-31,300070.SZ;000990.SZ;002936.SZ;002521.SZ;002958.SZ...(19),19,0.07123293575112336
2022-05-31,2022-06-30,002966.SZ;002958.SZ;002948.SZ;002839.SZ;002936.SZ...(20),20,0.003323577514970094
2022-06-30,2022-07-29,002110.SZ;000761.SZ;000898.SZ;002958.SZ;002936.SZ...(20),20,-0.014999250365810957
2022-07-29,2022-08-31,000932.SZ;002958.SZ;002948.SZ;002110.SZ;002936.SZ...(20),20,-0.008914275429545504
2022-08-31,2022-09-30,002110.SZ;000932.SZ;002958.SZ;000898.SZ;002936.SZ...(20),20,-0.060532399673402314
2022-09-30,2022-10-31,000959.SZ;000932.SZ;000685.SZ;002432.SZ;002936.SZ...(20),20,-0.039256587245889506
2022-10-31,2022-11-30,002958.SZ;002110.SZ;000959.SZ;002948.SZ;002936.SZ...(20),20,0.16758873579375125
2022-11-30,2022-12-30,002958.SZ;002936.SZ;000778.SZ;000685.SZ;001872.SZ...(20),20,-0.00900875631951209
2022-12-30,2023-01-31,000778.SZ;002958.SZ;002936.SZ;000959.SZ;001872.SZ...(20),20,0.04641318362980194
2023-01-31,2023-02-28,002958.SZ;000685.SZ;001872.SZ;300070.SZ;000778.SZ...(20),20,0.03330643919828637
2023-02-28,2023-03-31,001872.SZ;002936.SZ;002958.SZ;000685.SZ;002966.SZ...(20),20,-0.02429751712361199
2023-03-31,2023-04-28,001227.SZ;002133.SZ;002936.SZ;002958.SZ;002948.SZ...(20),20,-0.00638260186349614
2023-04-28,2023-05-31,001227.SZ;002936.SZ;000726.SZ;002948.SZ;002958.SZ...(19),19,-0.018343441818312753
2023-05-31,2023-06-30,002958.SZ;002061.SZ;002966.SZ;001227.SZ;002807.SZ...(20),20,-0.005796760014086399
2023-06-30,2023-07-31,002807.SZ;002948.SZ;002958.SZ;002839.SZ;002966.SZ...(20),20,0.11328975550486717
2023-07-31,2023-08-31,000726.SZ;002807.SZ;002966.SZ;002958.SZ;000900.SZ...(20),20,-0.062328099943492955
2023-08-31,2023-09-28,002958.SZ;002948.SZ;002936.SZ;002807.SZ;002344.SZ...(20),20,0.018246888237155527
2023-09-28,2023-10-31,002958.SZ;000910.SZ;002936.SZ;000726.SZ;002966.SZ...(19),19,-0.01539067232755451
2023-10-31,2023-11-30,002966.SZ;002839.SZ;002948.SZ;002958.SZ;002807.SZ...(20),20,-0.012198357883772704
2023-11-30,2023-12-29,002948.SZ;002839.SZ;002958.SZ;002807.SZ;001227.SZ...(20),20,-0.026930928754311457
2023-12-29,2024-01-31,001227.SZ;002839.SZ;002948.SZ;002958.SZ;002807.SZ...(20),20,-0.04076442820926483
2024-01-31,2024-02-29,002382.SZ;000910.SZ;000990.SZ;002092.SZ;002394.SZ...(20),20,0.0095688878352708
2024-02-29,2024-03-29,002807.SZ;000900.SZ;001227.SZ;002958.SZ;000726.SZ...(20),20,0.007190989561991446
2024-03-29,2024-04-30,001227.SZ;002936.SZ;002958.SZ;002807.SZ;002948.SZ...(20),20,0.032716481505174914
2024-04-30,2024-05-31,002936.SZ;000778.SZ;002958.SZ;001227.SZ;002839.SZ...(20),20,-0.006913835041090399
2024-05-31,2024-06-28,002958.SZ;002936.SZ;000900.SZ;001227.SZ;002393.SZ...(20),20,-0.10274089042796856
2024-06-28,2024-07-31,000882.SZ;002110.SZ;002936.SZ;000709.SZ;002958.SZ...(20),20,0.018102602258547613
2024-07-31,2024-08-30,002958.SZ;001227.SZ;000726.SZ;000926.SZ;000709.SZ...(20),20,-0.04808919677302249
2024-08-30,2024-09-30,002958.SZ;000932.SZ;300070.SZ;000709.SZ;000900.SZ...(20),20,0.2224661551450006
2024-09-30,2024-10-31,002958.SZ;002948.SZ;002807.SZ;001227.SZ;000778.SZ...(20),20,0.003193744951908156
2024-10-31,2024-11-29,002839.SZ;002807.SZ;002948.SZ;002958.SZ;000900.SZ...(20),20,0.0633168366214672
2024-11-29,2024-12-31,002948.SZ;000778.SZ;002807.SZ;001227.SZ;000959.SZ...(20),20,-0.030887963358102226
2024-12-31,2025-01-27,000789.SZ;000726.SZ;000877.SZ;002382.SZ;002394.SZ...(20),20,-0.023457954192615427
2025-01-27,2025-02-28,000778.SZ;002382.SZ;001227.SZ;000877.SZ;000726.SZ...(20),20,0.018554874277046336
2025-02-28,2025-03-31,002807.SZ;001227.SZ;000726.SZ;002839.SZ;002958.SZ...(20),20,0.016082775497078355
2025-03-31,2025-04-30,000900.SZ;002936.SZ;001227.SZ;002382.SZ;000825.SZ...(20),20,0.02126569881049863
2025-04-30,2025-05-30,002807.SZ;002936.SZ;000900.SZ;002839.SZ;001227.SZ...(20),20,0.037520430773454336
2025-05-30,2025-06-30,000709.SZ;001227.SZ;000900.SZ;000726.SZ;002839.SZ...(20),20,0.004822778294058905
2025-06-30,2025-07-31,000932.SZ;002092.SZ;000726.SZ;000709.SZ;001227.SZ...(20),20,0.08825903023857092
2025-07-31,2025-08-29,002807.SZ;002839.SZ;002958.SZ;001227.SZ;002936.SZ...(20),20,0.020411624745759072
2025-08-29,2025-09-30,002958.SZ;002839.SZ;001227.SZ;002936.SZ;000726.SZ...(20),20,-0.03659405921941106
2025-09-30,2025-10-31,002958.SZ;002839.SZ;001227.SZ;002936.SZ;000900.SZ...(20),20,0.038443386257617486
2025-10-31,2025-11-28,001227.SZ;002936.SZ;002958.SZ;002839.SZ;300070.SZ...(20),20,-0.02310810886552451
2025-11-28,2025-12-31,002958.SZ;001227.SZ;000778.SZ;002936.SZ;000709.SZ...(20),20,-0.005162727809952183
2025-12-31,2026-01-30,002958.SZ;002936.SZ;300070.SZ;000900.SZ;001227.SZ...(20),20,0.04548962890392653
2026-01-30,2026-02-27,002807.SZ;002936.SZ;001227.SZ;002958.SZ;002839.SZ...(20),20,0.02239823506301399
2026-02-27,2026-03-31,001227.SZ;002807.SZ;002958.SZ;002936.SZ;002839.SZ...(20),20,-0.06277377549761878
2026-03-31,2026-04-30,002936.SZ;002958.SZ;000932.SZ;001227.SZ;000900.SZ...(19),19,-0.021276348607995415
2026-04-30,2026-05-29,002936.SZ;002958.SZ;001227.SZ;002839.SZ;000726.SZ...(20),20,-0.0668045655623412
