date,portfolio_value,period_return,n_stocks
2018-08-31,0.9251844937495324,-0.07481550625046765,20
2018-09-28,0.9324346461961883,0.007836439645970495,20
2018-10-31,0.8407940966604056,-0.09828093573058969,20
2018-11-30,0.9484968546343766,0.12809647261054924,20
2018-12-28,0.9053576717210675,-0.04548162991003085,20
2019-01-31,0.9063280497028529,0.0010718172630498901,20
2019-02-28,1.0760008698247878,0.18720905766688292,20
2019-03-29,1.1413508240676258,0.06073410912156533,20
2019-04-30,1.0989790486523041,-0.037124234303624604,20
2019-05-31,1.040763585059196,-0.052972314317091464,20
2019-06-28,1.0137080121833135,-0.025995887312240635,20
2019-07-31,0.9749538521757614,-0.03823010131298445,20
2019-08-30,0.939449309549044,-0.036416639154236305,20
2019-09-30,0.9372553059985664,-0.0023354145116470217,20
2019-10-31,0.9297264015436135,-0.008032928068549623,20
2019-11-29,0.9387556816141697,0.009711760422813704,20
2019-12-31,0.987522700307107,0.05194857367902528,20
2020-01-23,0.9492530355527858,-0.03875320004534551,20
2020-02-28,0.8845244103160825,-0.06818901052974713,20
2020-03-31,0.859780443798003,-0.027974317304863654,20
2020-04-30,0.8654850528784647,0.006634960264113582,20
2020-05-29,0.8462854080359943,-0.022183681599832826,20
2020-06-30,0.8655895878450367,0.022810484058613717,19
2020-07-31,0.9841686701921286,0.1369922697918597,20
2020-08-31,1.0088475808960218,0.02507589547539175,20
2020-09-30,0.9597044240414113,-0.048712171972463095,20
2020-10-30,0.9472275614512163,-0.013000734682094789,20
2020-11-30,1.0031278508219292,0.05901463560147041,20
2020-12-31,1.014156768396007,0.010994528329605374,20
2021-01-29,0.9458422788653018,-0.06736087719332746,20
2021-02-26,0.984085060733306,0.04043251472527001,18
2021-03-31,1.0551748190164563,0.07223944465753451,20
2021-04-30,1.0611892544595498,0.005699942165697009,20
2021-05-31,1.0950726016801742,0.031929598870543315,20
2021-06-30,1.0722696863065388,-0.020823199611284905,20
2021-07-30,1.0380696172779964,-0.03189502553816045,20
2021-08-31,1.100277859493616,0.05992684997249091,20
2021-09-30,1.1192617791215151,0.017253750463211398,20
2021-10-29,1.0662617549249487,-0.047352661535682086,20
2021-11-30,1.0687226566144588,0.002307971450859414,20
2021-12-31,1.1521345313502933,0.07804819540372629,20
2022-01-28,1.1229996820396144,-0.025287714687739625,20
2022-02-28,1.1613334728677078,0.03413517513956084,20
2022-03-31,1.1843479475822147,0.01981728353844526,20
2022-04-29,1.1394028583897848,-0.03794922706978386,20
2022-05-31,1.2205658689961107,0.07123293575112336,19
2022-06-30,1.224622514273846,0.003323577514970094,20
2022-07-29,1.2062540945786437,-0.014999250365810957,20
2022-08-31,1.1955012133415528,-0.008914275429545504,20
2022-09-30,1.1231346560855244,-0.060532399673402314,20
2022-10-31,1.079044222470021,-0.039256587245889506,20
2022-11-30,1.2598798795793231,0.16758873579375125,20
2022-12-30,1.2485299287523368,-0.00900875631951209,20
2023-01-31,1.3064781776028225,0.04641318362980194,20
2023-02-28,1.349992313589039,0.03330643919828637,20
2023-03-31,1.3171908522328648,-0.02429751712361199,20
2023-04-28,1.3087837474448232,-0.00638260186349614,20
2023-05-31,1.2847761489208158,-0.018343441818312753,19
2023-06-30,1.2773286099136998,-0.005796760014086399,20
2023-07-31,1.4220368558301946,0.11328975550486717,20
2023-08-31,1.3334040005566796,-0.062328099943492955,20
2023-09-28,1.3577344743298134,0.018246888237155527,20
2023-10-31,1.3368380279275787,-0.01539067232755451,19
2023-11-30,1.3205307992302813,-0.012198357883772704,20
2023-12-29,1.2849676783583366,-0.026930928754311457,20
2024-01-31,1.2325867056826725,-0.04076442820926483,20
2024-02-29,1.244381189616596,0.0095688878352708,20
2024-03-29,1.2533295217622675,0.007190989561991446,20
2024-04-30,1.2943340538808923,0.032716481505174914,20
2024-05-31,1.285385241744294,-0.006913835041090399,20
2024-06-28,1.1533236174645156,-0.10274089042796856,20
2024-07-31,1.174201776186865,0.018102602258547613,20
2024-08-30,1.1177353559205825,-0.04808919677302249,20
2024-09-30,1.3663936430218633,0.2224661551450006,20
2024-10-31,1.3707575558215837,0.003193744951908156,20
2024-11-29,1.4575495880311804,0.0633168366214672,20
2024-12-31,1.4125288497634563,-0.030887963358102226,20
2025-01-27,1.3793938127099574,-0.023457954192615427,20
2025-02-28,1.4049882914833263,0.018554874277046336,20
2025-03-31,1.427584402751276,0.016082775497078355,20
2025-04-30,1.4579429826867503,0.02126569881049863,20
2025-05-30,1.5126456314402918,0.037520430773454336,20
2025-06-30,1.519940785958205,0.004822778294058905,20
2025-07-31,1.6540892857469274,0.08825903023857092,20
2025-08-29,1.6878519355435744,0.020411624745759072,20
2025-09-30,1.6260865818606953,-0.03659405921941106,20
2025-10-31,1.688598856415495,0.038443386257617486,20
2025-11-28,1.6495785302112456,-0.02310810886552451,20
2025-12-31,1.641062205258624,-0.005162727809952183,20
2026-01-30,1.7157135159840982,0.04548962890392653,20
2026-02-27,1.7541424706159003,0.02239823506301399,20
2026-03-31,1.6440283249746195,-0.06277377549761878,20
2026-04-30,1.6090494052110407,-0.021276348607995415,19
2026-05-29,1.5015575587275736,-0.0668045655623412,20
