run_id,date,code,volume,available_volume,cost_price,last_price,unrealized_pnl,holding_days
20260816_120728_6aeded,2023-01-04,600229.SH,10900,0,11.368643,11.275488,-1015.3895,1
20260816_120728_6aeded,2023-01-04,300770.SZ,1700,0,72.145592,71.411136,-1248.5752,1
20260816_120728_6aeded,2023-01-04,300294.SZ,700,0,178.288827,179.7016,988.9411,1
20260816_120728_6aeded,2023-01-05,600229.SH,10900,10900,11.368643,11.070192,-3253.1159,2
20260816_120728_6aeded,2023-01-05,300770.SZ,1700,1700,72.145592,71.581704,-958.6096,2
20260816_120728_6aeded,2023-01-05,300294.SZ,700,700,178.288827,178.3067,12.5111,2
20260816_120728_6aeded,2023-01-05,601009.SH,1900,0,62.932423,62.56285,-702.1887,1
20260816_120728_6aeded,2023-01-05,601658.SH,22800,0,5.45415,5.41308,-936.396,1
20260816_120728_6aeded,2023-01-05,000972.SZ,12300,0,10.137259,10.67982,6673.5003,1
20260816_120728_6aeded,2023-01-05,300012.SZ,200,0,453.215024,452.6491,-113.1848,1
20260816_120728_6aeded,2023-01-06,600229.SH,10900,10900,11.368643,10.849104,-5662.9751,3
20260816_120728_6aeded,2023-01-06,300770.SZ,1700,1700,72.145592,70.747816,-2376.2192,3
20260816_120728_6aeded,2023-01-06,300294.SZ,700,700,178.288827,173.5448,-3320.8189,3
20260816_120728_6aeded,2023-01-06,601009.SH,1900,1900,62.932423,62.621048,-591.6125,2
20260816_120728_6aeded,2023-01-06,601658.SH,22800,22800,5.45415,5.40166,-1196.772,2
20260816_120728_6aeded,2023-01-06,000972.SZ,12300,12300,10.137259,10.7778,7878.6543,2
20260816_120728_6aeded,2023-01-06,300012.SZ,200,200,453.215024,452.6491,-113.1848,2
20260816_120728_6aeded,2023-01-06,002373.SZ,3000,0,40.905779,40.73152,-522.777,1
20260816_120728_6aeded,2023-01-09,600229.SH,10900,10900,11.368643,11.022816,-3769.5143,4
20260816_120728_6aeded,2023-01-09,300770.SZ,1700,1700,72.145592,70.349824,-3052.8056,4
20260816_120728_6aeded,2023-01-09,300294.SZ,700,700,178.288827,175.2283,-2142.3689,4
20260816_120728_6aeded,2023-01-09,601009.SH,1900,1900,62.932423,62.737444,-370.4601,3
20260816_120728_6aeded,2023-01-09,601658.SH,22800,22800,5.45415,5.43592,-415.644,3
20260816_120728_6aeded,2023-01-09,000972.SZ,12300,12300,10.137259,11.33302,14707.8603,3
20260816_120728_6aeded,2023-01-09,300012.SZ,200,200,453.215024,445.84965,-1473.0748,3
20260816_120728_6aeded,2023-01-09,002373.SZ,3000,3000,40.905779,40.77258,-399.597,2
20260816_120728_6aeded,2023-01-10,600229.SH,10900,10900,11.368643,10.959648,-4458.0455,5
20260816_120728_6aeded,2023-01-10,300770.SZ,1700,1700,72.145592,70.709912,-2440.656,5
20260816_120728_6aeded,2023-01-10,300294.SZ,700,700,178.288827,179.1725,618.5711,5
20260816_120728_6aeded,2023-01-10,601009.SH,1900,1900,62.932423,61.515286,-2692.5603,4
20260816_120728_6aeded,2023-01-10,601658.SH,22800,22800,5.45415,5.4245,-676.02,4
20260816_120728_6aeded,2023-01-10,000972.SZ,12300,12300,10.137259,11.88824,21537.0663,4
20260816_120728_6aeded,2023-01-10,300012.SZ,200,200,453.215024,444.48976,-1745.0528,4
20260816_120728_6aeded,2023-01-10,002373.SZ,3000,3000,40.905779,40.15668,-2247.297,3
20260816_120728_6aeded,2023-01-11,600229.SH,10900,10900,11.368643,10.81752,-6007.2407,6
20260816_120728_6aeded,2023-01-11,300770.SZ,1700,1700,72.145592,70.1224,-3439.4264,6
20260816_120728_6aeded,2023-01-11,300294.SZ,700,700,178.288827,177.7776,-357.8589,6
20260816_120728_6aeded,2023-01-11,601009.SH,1900,1900,62.932423,61.748078,-2250.2555,5
20260816_120728_6aeded,2023-01-11,601658.SH,22800,22800,5.45415,5.51586,1406.988,5
20260816_120728_6aeded,2023-01-11,000972.SZ,12300,12300,10.137259,11.69228,19126.7583,5
20260816_120728_6aeded,2023-01-11,300012.SZ,200,200,453.215024,441.38144,-2366.7168,5
20260816_120728_6aeded,2023-01-11,002373.SZ,3000,3000,40.905779,39.49972,-4218.177,4
20260816_120728_6aeded,2023-01-12,600229.SH,10900,10900,11.368643,10.785936,-6351.5063,7
20260816_120728_6aeded,2023-01-12,300770.SZ,1700,1700,72.145592,70.88048,-2150.6904,7
20260816_120728_6aeded,2023-01-12,300294.SZ,700,700,178.288827,175.9979,-1603.6489,7
20260816_120728_6aeded,2023-01-12,601009.SH,1900,1900,62.932423,62.504652,-812.7649,6
20260816_120728_6aeded,2023-01-12,601658.SH,22800,22800,5.45415,5.55012,2188.116,6
