,策略,中证转债,超额
2019,0.3098,0.2591,0.0507
2020,0.1167,0.0525,0.0641
2021,0.4774,0.1848,0.2925
2022,-0.0401,-0.1002,0.0601
2023,0.0658,-0.0047,0.0705
2024,0.0946,0.0608,0.0338
2025,0.2239,0.1866,0.0374
2026,0.0576,-0.0012,0.0587
