,策略,中证转债,超额
2019,0.4284,0.2591,0.1693
2020,0.1379,0.0525,0.0853
2021,0.3719,0.1848,0.1871
2022,-0.0565,-0.1002,0.0437
2023,0.0572,-0.0047,0.062
2024,0.1043,0.0608,0.0434
2025,0.2335,0.1866,0.0469
2026,-0.049,-0.0008,-0.0482
