,策略,中证转债,超额
2019,0.3511,0.2591,0.092
2020,0.1403,0.0525,0.0878
2021,0.4097,0.1848,0.2249
2022,-0.0244,-0.1002,0.0757
2023,0.0651,-0.0047,0.0699
2024,0.1148,0.0608,0.054
2025,0.254,0.1866,0.0675
2026,0.0112,-0.0008,0.012
