entry_date,exit_date,stocks,n_stocks,period_return
2018-07-31,2018-08-31,002627.SZ;002682.SZ;000030.SZ;002775.SZ;300145.SZ...(10),10,-0.1493119185283569
2018-08-31,2018-09-28,000980.SZ;002669.SZ;002245.SZ;002120.SZ;000546.SZ...(10),10,0.01615510678907443
2018-09-28,2018-10-31,002100.SZ;002712.SZ;002377.SZ;002094.SZ;300470.SZ...(10),10,-0.14610734936502046
2018-10-31,2018-11-30,002309.SZ;002712.SZ;600960.SH;002434.SZ;002488.SZ...(10),10,0.06809776940040227
2018-11-30,2018-12-28,002193.SZ;002110.SZ;300342.SZ;002258.SZ;002345.SZ...(10),10,-0.06022106865031053
2018-12-28,2019-01-31,000560.SZ;600525.SH;000545.SZ;300343.SZ;000889.SZ...(10),10,-0.10480631860240623
2019-01-31,2019-02-28,002717.SZ;002215.SZ;002364.SZ;300158.SZ;002672.SZ...(10),10,0.23005022416419035
2019-02-28,2019-03-29,000813.SZ;600858.SH;000726.SZ;000965.SZ;002215.SZ...(10),10,0.1466378976673959
2019-03-29,2019-04-30,603608.SH;002807.SZ;002521.SZ;000543.SZ;002110.SZ...(10),10,-0.05319516640442688
2019-04-30,2019-05-31,000791.SZ;002928.SZ;002807.SZ;300602.SZ;300623.SZ...(10),10,-0.07667479745818631
2019-05-31,2019-06-28,002818.SZ;002110.SZ;002749.SZ;002790.SZ;002788.SZ...(10),10,-0.02433505331296741
2019-06-28,2019-07-31,603458.SH;300506.SZ;603980.SH;300410.SZ;002757.SZ...(10),10,-0.0568765267688814
2019-07-31,2019-08-30,000665.SZ;002543.SZ;300472.SZ;002867.SZ;000676.SZ...(10),10,-0.044934093514613346
2019-08-30,2019-09-30,000488.SZ;601113.SH;002029.SZ;300307.SZ;000059.SZ...(10),10,-0.00602110448790036
2019-09-30,2019-10-31,300444.SZ;000715.SZ;000597.SZ;000716.SZ;002536.SZ...(9),9,-0.03529468904871916
2019-10-31,2019-11-29,603909.SH;000525.SZ;603001.SH;000902.SZ;000715.SZ...(9),9,-0.04070527998594832
2019-11-29,2019-12-31,300201.SZ;002328.SZ;603648.SH;300332.SZ;300222.SZ...(10),10,0.08855030964074902
2019-12-31,2020-01-23,000620.SZ;002479.SZ;600738.SH;603030.SH;002047.SZ...(10),10,-0.025516330453029964
2020-01-23,2020-02-28,000501.SZ;000926.SZ;000791.SZ;000042.SZ;000539.SZ...(10),10,-0.0694392752788361
2020-02-28,2020-03-31,000926.SZ;600858.SH;000039.SZ;001872.SZ;600382.SH...(10),10,-0.011920290756079251
2020-03-31,2020-04-30,000415.SZ;002042.SZ;002092.SZ;002685.SZ;000665.SZ...(10),10,-0.0024478090060913024
2020-04-30,2020-05-29,000683.SZ;000887.SZ;600960.SH;002051.SZ;000968.SZ...(10),10,-0.012782279256508463
2020-05-29,2020-06-30,300664.SZ;000708.SZ;603165.SH;002083.SZ;300559.SZ...(8),8,0.1047951355384706
2020-06-30,2020-07-31,300569.SZ;603878.SH;002627.SZ;002833.SZ;603086.SH...(10),10,0.18330439463420672
2020-07-31,2020-08-31,600382.SH;603458.SH;000042.SZ;603797.SH;000900.SZ...(10),10,0.0198568705700307
2020-08-31,2020-09-30,000421.SZ;000006.SZ;002364.SZ;002798.SZ;000153.SZ...(10),10,-0.0834976761400493
2020-09-30,2020-10-30,002375.SZ;002726.SZ;603326.SH;603167.SH;002335.SZ...(10),10,-0.008061605591660467
2020-10-30,2020-11-30,600067.SH;600684.SH;002329.SZ;002307.SZ;000676.SZ...(10),10,0.06151238120131712
2020-11-30,2020-12-31,600491.SH;000903.SZ;300639.SZ;300770.SZ;300326.SZ...(10),10,0.027383987198866856
2020-12-31,2021-01-29,002659.SZ;600731.SH;000813.SZ;603900.SH;603326.SH...(10),10,-0.04791289567821472
2021-01-29,2021-02-26,600960.SH;000937.SZ;000968.SZ;000903.SZ;000965.SZ...(10),10,0.048297879338291314
2021-02-26,2021-03-31,300869.SZ;300552.SZ;002416.SZ;000901.SZ;002959.SZ...(10),10,0.038481687320050556
2021-03-31,2021-04-30,002798.SZ;300258.SZ;002254.SZ;002782.SZ;300600.SZ...(9),9,-0.021750602133981854
2021-04-30,2021-05-31,000600.SZ;000791.SZ;000531.SZ;000065.SZ;000539.SZ...(10),10,0.016250922415624407
2021-05-31,2021-06-30,002124.SZ;300692.SZ;002320.SZ;000049.SZ;002799.SZ...(10),10,-0.020900253812547884
2021-06-30,2021-07-30,002746.SZ;002986.SZ;603506.SH;300569.SZ;300815.SZ...(10),10,0.0246220858075669
2021-07-30,2021-08-31,603458.SH;603359.SH;600491.SH;002146.SZ;000537.SZ...(10),10,0.10127095128014622
2021-08-31,2021-09-30,603385.SH;002932.SZ;300463.SZ;300482.SZ;002641.SZ...(10),10,-0.034000678559221925
2021-09-30,2021-10-29,000951.SZ;002285.SZ;603378.SH;000426.SZ;300193.SZ...(10),10,-0.036392817993387505
2021-10-29,2021-11-30,002110.SZ;000059.SZ;000951.SZ;000761.SZ;300981.SZ...(10),10,0.06943043717313167
2021-11-30,2021-12-31,000402.SZ;002966.SZ;002936.SZ;000761.SZ;002048.SZ...(10),10,0.03060261561476241
2021-12-31,2022-01-28,300631.SZ;002936.SZ;000720.SZ;600215.SH;300409.SZ...(10),10,-0.11488904967418685
2022-01-28,2022-02-28,300725.SZ;000635.SZ;300423.SZ;002009.SZ;300790.SZ...(10),10,0.052473143576876144
2022-02-28,2022-03-31,002146.SZ;002516.SZ;002918.SZ;002382.SZ;000910.SZ...(10),10,-0.07586988132081592
2022-03-31,2022-04-29,001872.SZ;603727.SH;002221.SZ;002876.SZ;000407.SZ...(10),10,-0.14795460567632285
2022-04-29,2022-05-31,000589.SZ;000990.SZ;603601.SH;002191.SZ;000803.SZ...(9),9,0.09262612362483919
2022-05-31,2022-06-30,002966.SZ;002839.SZ;002913.SZ;300677.SZ;300768.SZ...(10),10,0.08857746887228643
2022-06-30,2022-07-29,603689.SH;603086.SH;000761.SZ;300762.SZ;300738.SZ...(10),10,0.016158438109327457
2022-07-29,2022-08-31,002386.SZ;002110.SZ;002958.SZ;002948.SZ;000401.SZ...(10),10,-0.021343154503938398
2022-08-31,2022-09-30,002651.SZ;002110.SZ;300177.SZ;000877.SZ;002048.SZ...(10),10,-0.06747182183808137
2022-09-30,2022-10-31,600716.SH;300070.SZ;301060.SZ;300149.SZ;603096.SH...(10),10,0.02538279105260668
2022-10-31,2022-11-30,002110.SZ;600622.SH;002807.SZ;002092.SZ;002839.SZ...(10),10,0.2493968341502173
2022-11-30,2022-12-30,603315.SH;002940.SZ;000700.SZ;300761.SZ;002757.SZ...(10),10,-0.057842874243492284
2022-12-30,2023-01-31,000059.SZ;000159.SZ;002462.SZ;300639.SZ;300190.SZ...(10),10,0.054873682680195546
2023-01-31,2023-02-28,002277.SZ;001227.SZ;002330.SZ;600467.SH;002016.SZ...(10),10,0.03702018158190348
2023-02-28,2023-03-31,002936.SZ;001227.SZ;300095.SZ;300057.SZ;002091.SZ...(10),10,-0.06968559444895006
2023-03-31,2023-04-28,001227.SZ;000965.SZ;002053.SZ;002478.SZ;000517.SZ...(10),10,0.018727412939436475
2023-04-28,2023-05-31,300796.SZ;300586.SZ;603898.SH;002585.SZ;002010.SZ...(10),10,0.028182776520395043
2023-05-31,2023-06-30,002061.SZ;300575.SZ;300639.SZ;002960.SZ;300729.SZ...(10),10,0.0306457278267883
2023-06-30,2023-07-31,301216.SZ;002932.SZ;301071.SZ;000567.SZ;300888.SZ...(10),10,-0.023601489522405403
2023-07-31,2023-08-31,002986.SZ;300797.SZ;300887.SZ;300034.SZ;002829.SZ...(10),10,-0.04006384961572691
2023-08-31,2023-09-28,002344.SZ;002958.SZ;000885.SZ;603633.SH;300026.SZ...(10),10,0.026889690567145446
2023-09-28,2023-10-31,000560.SZ;002850.SZ;002254.SZ;000514.SZ;300140.SZ...(10),10,-0.04960904900245745
2023-10-31,2023-11-30,000090.SZ;000417.SZ;003012.SZ;000498.SZ;000928.SZ...(10),10,-0.024531109169299344
2023-11-30,2023-12-29,002948.SZ;001227.SZ;002096.SZ;002839.SZ;300332.SZ...(10),10,-0.009712911596138038
2023-12-29,2024-01-31,000951.SZ;000917.SZ;000915.SZ;301039.SZ;603916.SH...(10),10,-0.10128471278230218
2024-01-31,2024-02-29,002399.SZ;300569.SZ;002324.SZ;300639.SZ;300443.SZ...(10),10,0.09121938514072889
2024-02-29,2024-03-29,600638.SH;000850.SZ;601113.SH;002067.SZ;000514.SZ...(10),10,0.03055814176090867
2024-03-29,2024-04-30,001227.SZ;000718.SZ;002936.SZ;300332.SZ;000935.SZ...(10),10,0.015315888761233337
2024-04-30,2024-05-31,002911.SZ;300138.SZ;300244.SZ;000719.SZ;603421.SH...(10),10,-0.0825760536721054
2024-05-31,2024-06-28,002393.SZ;002847.SZ;300705.SZ;300856.SZ;301367.SZ...(10),10,-0.028769542472312313
2024-06-28,2024-07-31,600168.SH;000882.SZ;000567.SZ;605266.SH;300833.SZ...(10),10,-0.03601528635364966
2024-07-31,2024-08-30,000926.SZ;603922.SH;301127.SZ;000552.SZ;603970.SH...(10),10,-0.08243270749079282
2024-08-30,2024-09-30,300070.SZ;002327.SZ;002154.SZ;600512.SH;000690.SZ...(10),10,0.24717878057186582
2024-09-30,2024-10-31,000429.SZ;600759.SH;000949.SZ;301050.SZ;002039.SZ...(10),10,0.0034699497389486227
2024-10-31,2024-11-29,002839.SZ;002807.SZ;002948.SZ;002958.SZ;000900.SZ...(10),10,0.04348877718066328
2024-11-29,2024-12-31,000603.SZ;000612.SZ;000791.SZ;002053.SZ;000528.SZ...(10),10,-0.02632233327257117
2024-12-31,2025-01-27,002029.SZ;600759.SH;600180.SH;000965.SZ;300705.SZ...(10),10,-0.05859952378188715
2025-01-27,2025-02-28,002004.SZ;000028.SZ;000501.SZ;002373.SZ;002302.SZ...(10),10,0.04515319408630246
2025-02-28,2025-03-31,002807.SZ;002839.SZ;000726.SZ;001227.SZ;002936.SZ...(10),10,0.01730325175614912
2025-03-31,2025-04-30,002208.SZ;301358.SZ;300284.SZ;300751.SZ;000090.SZ...(10),10,-0.09992576738972238
2025-04-30,2025-05-30,002984.SZ;002538.SZ;000923.SZ;002563.SZ;000589.SZ...(10),10,0.03386915461015863
2025-05-30,2025-06-30,300573.SZ;000672.SZ;003012.SZ;300727.SZ;301004.SZ...(10),10,0.0524884353561592
2025-06-30,2025-07-31,603095.SH;300893.SZ;300492.SZ;300856.SZ;002960.SZ...(9),9,0.027812902189679408
2025-07-31,2025-08-29,600668.SH;000551.SZ;002807.SZ;301093.SZ;002839.SZ...(10),10,0.047379967542908505
2025-08-29,2025-09-30,002958.SZ;002081.SZ;002375.SZ;002839.SZ;001227.SZ...(10),10,-0.03930444397155049
2025-09-30,2025-10-31,002958.SZ;002807.SZ;000990.SZ;002948.SZ;002839.SZ...(10),10,0.03818785412163049
2025-10-31,2025-11-28,000036.SZ;000560.SZ;002015.SZ;000910.SZ;301551.SZ...(10),10,-0.02312763320631411
2025-11-28,2025-12-31,000778.SZ;000048.SZ;000690.SZ;002948.SZ;300926.SZ...(10),10,0.018002135252723286
2025-12-31,2026-01-30,002948.SZ;300070.SZ;000900.SZ;002958.SZ;002936.SZ...(10),10,0.02500534217441847
2026-01-30,2026-02-27,002936.SZ;001227.SZ;002839.SZ;600668.SH;002807.SZ...(10),10,0.0036408367853336156
2026-02-27,2026-03-31,000623.SZ;000501.SZ;002038.SZ;002543.SZ;300284.SZ...(10),10,-0.04546987790256107
2026-03-31,2026-04-30,000528.SZ;002110.SZ;000050.SZ;000061.SZ;000923.SZ...(10),10,-0.014143859304739777
2026-04-30,2026-05-29,002393.SZ;000028.SZ;002101.SZ;000521.SZ;000507.SZ...(10),10,-0.046205342311239475
2026-05-29,2026-06-18,002233.SZ;301367.SZ;002839.SZ;002572.SZ;002749.SZ...(10),10,-0.07887744702516816
