ts_code,prob,total_new,SC_F1,SC_F2,SC_F3,SC_F4,SC_F5,SC_F6,trade_date
300005.SZ,0.5871,67.5,8.0,6.0,9.0,5.0,5.0,5.0,20260904
000062.SZ,0.6201,64.5,8.0,2.0,10.0,7.0,5.0,5.0,20260904
