ts_code,prob,total_new,SC_F1,SC_F2,SC_F3,SC_F4,SC_F5,SC_F6,trade_date
300005.SZ,0.6439,70.5,8.0,6.0,9.0,7.0,5.0,5.0,20260828
001336.SZ,0.5949,65.0,8.0,6.0,4.0,10.0,5.0,5.0,20260828
