ts_code,prob,total_new,SC_F1,SC_F2,SC_F3,SC_F4,SC_F5,SC_F6,trade_date
603551.SH,0.6237,69.5,9.0,6.0,5.0,10.0,5.0,5.0,20260907
300373.SZ,0.5758,69.5,8.0,6.0,10.0,5.0,5.0,5.0,20260907
