ts_code,prob,total_new,SC_F1,SC_F2,SC_F3,SC_F4,SC_F5,SC_F6,trade_date
300201.SZ,0.6479,73.0,9.0,6.0,9.0,7.0,5.0,5.0,20260817
300919.SZ,0.626,72.5,8.0,6.0,10.0,7.0,5.0,5.0,20260817
