ts_code,prob,total_new,SC_F1,SC_F2,SC_F3,SC_F4,SC_F5,SC_F6,trade_date
600262.SH,0.6268,62.5,8.0,6.0,5.0,7.0,5.0,5.0,20260901
300964.SZ,0.6107,62.5,8.0,2.0,9.0,7.0,5.0,5.0,20260901
