ts_code,prob,total_new,SC_F1,SC_F2,SC_F3,SC_F4,SC_F5,SC_F6,trade_date
603985.SH,0.6434,70.5,8.0,6.0,9.0,7.0,5.0,5.0,20260827
001266.SZ,0.6151,70.5,8.0,6.0,9.0,7.0,5.0,5.0,20260827
