ts_code,prob,total_new,SC_F1,SC_F2,SC_F3,SC_F4,SC_F5,SC_F6,trade_date
603155.SH,0.6092,67.0,8.0,6.0,5.0,10.0,5.0,5.0,20260818
300201.SZ,0.6409,65.0,9.0,2.0,9.0,7.0,5.0,5.0,20260818
