ts_code,prob,total_new,SC_F1,SC_F2,SC_F3,SC_F4,SC_F5,SC_F6,trade_date
001266.SZ,0.6358,67.5,8.0,6.0,9.0,5.0,5.0,5.0,20260824
002137.SZ,0.6904,64.5,8.0,6.0,9.0,3.0,5.0,5.0,20260824
