ts_code,prob,total_new,SC_F1,SC_F2,SC_F3,SC_F4,SC_F5,SC_F6,trade_date
002845.SZ,0.7589,62.0,9.0,2.0,9.0,5.0,5.0,5.0,20260819
002725.SZ,0.777,60.5,8.0,6.0,7.0,3.0,5.0,5.0,20260819
