entry_date,exit_date,stocks,n_stocks,period_return
2018-07-31,2018-08-31,002627.SZ;002682.SZ;000030.SZ;002775.SZ;300145.SZ...(30),30,-0.1555277593794595
2018-08-31,2018-09-28,000980.SZ;002669.SZ;002245.SZ;002120.SZ;000546.SZ...(30),30,0.007018157923171816
2018-09-28,2018-10-31,002100.SZ;002712.SZ;002377.SZ;002094.SZ;300470.SZ...(30),30,-0.13370384504410565
2018-10-31,2018-11-30,002309.SZ;002712.SZ;600960.SH;002434.SZ;002488.SZ...(30),30,0.06795275357960744
2018-11-30,2018-12-28,002193.SZ;002110.SZ;300342.SZ;002258.SZ;002345.SZ...(30),30,-0.03486617036651252
2018-12-28,2019-01-31,000560.SZ;600525.SH;000545.SZ;300343.SZ;000889.SZ...(30),30,-0.05838174029826086
2019-01-31,2019-02-28,002717.SZ;002215.SZ;002364.SZ;300158.SZ;002672.SZ...(30),30,0.22071623884219216
2019-02-28,2019-03-29,000813.SZ;600858.SH;000726.SZ;000965.SZ;002215.SZ...(30),30,0.09642640425303627
2019-03-29,2019-04-30,603608.SH;002807.SZ;002521.SZ;000543.SZ;002110.SZ...(30),30,-0.03332019347775072
2019-04-30,2019-05-31,000791.SZ;002928.SZ;002807.SZ;300602.SZ;300623.SZ...(30),30,-0.08288187631479112
2019-05-31,2019-06-28,002818.SZ;002110.SZ;002749.SZ;002790.SZ;002788.SZ...(30),30,0.00577385019570417
2019-06-28,2019-07-31,603458.SH;300506.SZ;603980.SH;300410.SZ;002757.SZ...(30),30,-0.01839008166388008
2019-07-31,2019-08-30,000665.SZ;002543.SZ;300472.SZ;002867.SZ;000676.SZ...(30),30,-0.014404920318560306
2019-08-30,2019-09-30,000488.SZ;601113.SH;002029.SZ;300307.SZ;000059.SZ...(30),30,-0.01215533911000667
2019-09-30,2019-10-31,300444.SZ;000715.SZ;000597.SZ;000716.SZ;002536.SZ...(29),29,-0.01514320607067285
2019-10-31,2019-11-29,603909.SH;000525.SZ;603001.SH;000902.SZ;000715.SZ...(29),29,-0.02534023478666463
2019-11-29,2019-12-31,300201.SZ;002328.SZ;603648.SH;300332.SZ;300222.SZ...(30),30,0.08541849488737065
2019-12-31,2020-01-23,000620.SZ;002479.SZ;600738.SH;603030.SH;002047.SZ...(30),30,-0.02265235685026096
2020-01-23,2020-02-28,000501.SZ;000926.SZ;000791.SZ;000042.SZ;000539.SZ...(30),30,-0.051304800158382666
2020-02-28,2020-03-31,000926.SZ;600858.SH;000039.SZ;001872.SZ;600382.SH...(30),30,-0.019041776582828587
2020-03-31,2020-04-30,000415.SZ;002042.SZ;002092.SZ;002685.SZ;000665.SZ...(30),30,0.05038306161910423
2020-04-30,2020-05-29,000683.SZ;000887.SZ;600960.SH;002051.SZ;000968.SZ...(30),30,0.005506225371640005
2020-05-29,2020-06-30,300664.SZ;000708.SZ;603165.SH;002083.SZ;300559.SZ...(28),28,0.1501363561120874
2020-06-30,2020-07-31,300569.SZ;603878.SH;002627.SZ;002833.SZ;603086.SH...(30),30,0.13365091433164816
2020-07-31,2020-08-31,600382.SH;603458.SH;000042.SZ;603797.SH;000900.SZ...(30),30,0.014969798312582168
2020-08-31,2020-09-30,000421.SZ;000006.SZ;002364.SZ;002798.SZ;000153.SZ...(30),30,-0.08160790865428261
2020-09-30,2020-10-30,002375.SZ;002726.SZ;603326.SH;603167.SH;002335.SZ...(30),30,-0.004743744680797298
2020-10-30,2020-11-30,600067.SH;600684.SH;002329.SZ;002307.SZ;000676.SZ...(30),30,0.03620894776351628
2020-11-30,2020-12-31,600491.SH;000903.SZ;300639.SZ;300770.SZ;300326.SZ...(30),30,0.00547226731998484
2020-12-31,2021-01-29,002659.SZ;600731.SH;000813.SZ;603900.SH;603326.SH...(30),30,-0.0838958589996489
2021-01-29,2021-02-26,600960.SH;000937.SZ;000968.SZ;000903.SZ;000965.SZ...(30),30,0.04224922404405118
2021-02-26,2021-03-31,300869.SZ;300552.SZ;002416.SZ;000901.SZ;002959.SZ...(30),30,0.00846809534508723
