open,close,open_next,up_limit_next,vol_next,limit_up_t,oneword_next,ts_code,trade_date,overnight_gap,open2open
12.4,12.33,12.44,13.56,2769.48,False,False,605259.SH,2024-08-19,0.008921330089213253,0.003225806451612856
11.27,11.04,11.0,13.25,8894.0,False,False,300651.SZ,2024-08-20,-0.0036231884057970065,-0.02395740905057675
27.92,27.32,27.2,32.78,12445.85,False,False,301509.SZ,2024-08-20,-0.004392386530014725,-0.025787965616045905
11.0,11.06,11.05,13.27,13115.0,False,False,300651.SZ,2024-08-21,-0.000904159132007254,0.00454545454545463
18.03,17.75,17.76,21.3,4645.43,False,False,301276.SZ,2024-08-21,0.0005633802816902289,-0.014975041597337757
22.35,21.63,21.36,25.96,22726.0,False,False,301258.SZ,2024-08-22,-0.012482662968099856,-0.04429530201342291
17.76,17.65,17.6,21.18,5837.9,False,False,301276.SZ,2024-08-22,-0.0028328611898015277,-0.009009009009009028
21.75,21.76,21.57,23.94,10744.52,False,False,603031.SH,2024-08-23,-0.008731617647058876,-0.008275862068965467
5.04,5.0,5.01,5.5,37134.5,False,False,000529.SZ,2024-08-23,0.0020000000000000018,-0.005952380952381042
18.67,18.67,19.9,20.54,1496615.02,True,False,000062.SZ,2024-08-26,0.06588109266202435,0.06588109266202435
20.23,20.2,20.12,24.24,71803.87,False,False,301030.SZ,2024-08-26,-0.003960396039603853,-0.005437469105289194
10.35,10.21,10.06,11.23,15120.96,False,False,603303.SH,2024-08-27,-0.014691478942213565,-0.02801932367149751
12.48,12.34,12.42,13.57,12269.8,False,False,603282.SH,2024-08-27,0.006482982171799101,-0.004807692307692402
10.06,10.17,10.1,11.19,11935.65,False,False,603303.SH,2024-08-28,-0.0068829891838742,0.00397614314115291
10.18,10.04,10.01,11.04,94639.0,False,False,603885.SH,2024-08-28,-0.0029880478087648266,-0.016699410609037346
6.65,6.7,6.69,7.37,46660.73,False,False,601512.SH,2024-08-29,-0.0014925373134327957,0.006015037593984918
10.98,11.04,11.03,12.14,257011.35,False,False,600372.SH,2024-08-29,-0.0009057971014492239,0.004553734061930603
14.88,15.2,15.12,18.24,9164.0,False,False,301227.SZ,2024-08-30,-0.0052631578947368585,0.016129032258064502
28.27,28.4,28.42,31.24,3319.0,False,False,603307.SH,2024-08-30,0.0007042253521127861,0.005305978068623984
5.37,5.32,5.31,5.85,139152.13,False,False,600125.SH,2024-09-02,-0.001879699248120481,-0.011173184357541999
28.42,28.11,28.11,30.92,2888.0,False,False,603307.SH,2024-09-02,0.0,-0.010907811400422296
28.11,28.16,28.15,30.98,2151.01,False,False,603307.SH,2024-09-03,-0.00035511363636364646,0.0014229811454997687
14.87,15.04,14.9,18.05,5086.65,False,False,301227.SZ,2024-09-03,-0.00930851063829774,0.0020174848688636615
25.5,25.35,25.35,27.89,225278.46,False,False,600547.SH,2024-09-04,0.0,-0.00588235294117645
28.15,28.2,28.2,31.02,2572.5,False,False,603307.SH,2024-09-04,0.0,0.001776198934280604
14.9,14.97,14.98,17.96,7343.84,False,False,301227.SZ,2024-09-05,0.0006680026720107257,0.005369127516778427
30.0,30.39,30.39,36.47,11493.29,False,False,301391.SZ,2024-09-05,0.0,0.013000000000000123
11.44,11.44,12.58,12.58,1744501.0,True,True,600611.SH,2024-09-06,0.0996503496503498,0.0996503496503498
17.92,17.92,19.71,19.71,1327165.18,True,True,603883.SH,2024-09-06,0.0998883928571428,0.0998883928571428
7.99,7.82,7.85,8.6,1255346.5,False,False,601857.SH,2024-09-09,0.0038363171355497716,-0.017521902377972576
7.45,7.27,7.27,8.0,284995.09,False,False,601800.SH,2024-09-09,0.0,-0.024161073825503476
6.5,6.47,6.39,7.12,575818.17,False,False,601872.SH,2024-09-10,-0.012364760432766575,-0.01692307692307693
7.71,7.56,7.56,8.32,252697.34,False,False,000543.SZ,2024-09-10,0.0,-0.01945525291828798
3.03,2.96,2.96,3.26,260198.49,False,False,600578.SH,2024-09-11,0.0,-0.02310231023102305
3.27,3.19,3.17,3.51,210063.0,False,False,600575.SH,2024-09-11,-0.006269592476489061,-0.030581039755351758
9.18,9.13,9.13,10.04,131283.43,False,False,600479.SH,2024-09-12,0.0,-0.005446623093681824
4.81,4.84,4.82,5.32,721084.99,False,False,600795.SH,2024-09-12,-0.004132231404958553,0.0020790020790022457
36.86,36.41,36.37,40.05,109552.07,False,False,000999.SZ,2024-09-13,-0.0010985992859104954,-0.013293543136191022
16.49,16.13,16.1,17.74,153831.0,False,False,600079.SH,2024-09-13,-0.0018598884066954868,-0.02365069739235881
9.96,9.88,9.98,10.87,56277.0,False,False,603998.SH,2024-09-18,0.010121457489878471,0.002008032128514081
13.9,13.46,13.5,16.15,12082.0,False,False,300980.SZ,2024-09-18,0.002971768202080227,-0.02877697841726623
26.21,26.07,26.22,31.28,10726.77,False,False,301387.SZ,2024-09-19,0.005753739930955071,0.00038153376573824005
13.5,13.63,13.8,16.36,8998.5,False,False,300980.SZ,2024-09-19,0.01247248716067495,0.022222222222222365
17.92,18.54,20.03,20.39,1454970.26,True,False,000948.SZ,2024-09-20,0.08036677454153196,0.11774553571428559
13.8,13.54,13.46,16.25,9985.02,False,False,300980.SZ,2024-09-20,-0.005908419497784201,-0.024637681159420333
13.46,13.36,13.53,16.03,16201.0,False,False,300980.SZ,2024-09-23,0.01272455089820368,0.005200594353640398
27.18,27.14,27.2,29.85,4870.0,False,False,603307.SH,2024-09-23,0.002210759027265974,0.0007358351729211954
13.22,13.86,15.25,15.25,474899.9,True,True,603988.SH,2024-09-24,0.10028860028860032,0.15355521936459904
18.81,19.33,19.56,23.2,13533.0,False,False,301170.SZ,2024-09-24,0.01189860320744951,0.03987240829346095
5.53,5.53,6.08,6.08,58035.6,True,True,002208.SZ,2024-09-25,0.09945750452079571,0.09945750452079571
27.75,27.85,27.73,30.64,6968.0,False,False,603307.SH,2024-09-25,-0.004308797127468567,-0.0007207207207207134
6.08,6.08,6.69,6.69,26345.73,True,True,002208.SZ,2024-09-26,0.10032894736842102,0.10032894736842102
18.6,19.16,19.4,22.99,29495.8,False,False,301456.SZ,2024-09-26,0.012526096033402823,0.04301075268817178
6.69,6.69,7.36,7.36,56063.66,True,True,002208.SZ,2024-09-27,0.1001494768310911,0.1001494768310911
54.43,54.43,59.87,59.87,17910.66,True,True,600702.SH,2024-09-27,0.0999448833363954,0.0999448833363954
11.88,11.88,13.07,13.07,2552244.94,True,True,002423.SZ,2024-09-30,0.10016835016835013,0.10016835016835013
4.83,4.83,5.31,5.31,518432.81,True,True,000750.SZ,2024-09-30,0.0993788819875776,0.0993788819875776
7.57,7.57,8.08,8.33,550999.31,True,False,600826.SH,2024-10-08,0.06737120211360637,0.06737120211360637
5.31,5.31,5.84,5.84,14639534.69,True,True,000750.SZ,2024-10-08,0.09981167608286268,0.09981167608286268
35.0,36.95,37.66,40.65,38010.96,False,False,605128.SH,2024-10-09,0.019215155615696755,0.07599999999999985
8.08,8.15,8.33,8.97,575506.35,False,False,600826.SH,2024-10-09,0.02208588957055202,0.030940594059405857
14.2,14.03,14.03,15.43,35078.86,False,False,603172.SH,2024-10-10,0.0,-0.011971830985915477
6.45,6.64,6.57,7.3,270924.42,False,False,603378.SH,2024-10-10,-0.010542168674698704,0.018604651162790642
17.79,17.79,19.57,19.57,5833594.81,True,True,601211.SH,2024-10-11,0.10005621135469367,0.10005621135469367
31.26,30.06,30.2,33.07,3060.0,False,False,001225.SZ,2024-10-11,0.004657351962741307,-0.03390914907229692
18.55,18.48,18.39,20.33,38084.88,False,False,603173.SH,2024-10-14,-0.004870129870129913,-0.008625336927223781
23.31,23.69,23.69,26.06,13142.25,False,False,603163.SH,2024-10-14,0.0,0.016302016302016442
8.7,8.62,8.6,9.48,18399.1,False,False,603819.SH,2024-10-15,-0.002320185614849146,-0.011494252873563204
11.71,11.44,11.37,12.58,9143.58,False,False,603578.SH,2024-10-15,-0.006118881118881148,-0.029035012809564664
12.1,12.1,13.31,13.31,25886.66,True,True,603038.SH,2024-10-16,0.10000000000000009,0.10000000000000009
18.03,18.13,18.23,19.94,11881.03,False,False,603075.SH,2024-10-16,0.005515719801434171,0.011092623405435376
13.31,13.31,14.64,14.64,502485.45,True,True,603038.SH,2024-10-17,0.09992486851990989,0.09992486851990989
23.77,23.36,24.87,25.7,22785.04,False,False,603163.SH,2024-10-17,0.06464041095890427,0.04627681952040397
29.98,29.98,35.98,35.98,8784.17,True,True,301297.SZ,2024-10-18,0.20013342228152098,0.20013342228152098
33.86,33.86,37.25,37.25,17490.06,True,True,002851.SZ,2024-10-18,0.10011813349084475,0.10011813349084475
37.25,37.25,40.98,40.98,60323.84,True,True,002851.SZ,2024-10-21,0.1001342281879194,0.1001342281879194
8.92,8.92,9.81,9.81,258910.96,True,True,600839.SH,2024-10-21,0.09977578475336335,0.09977578475336335
43.18,43.18,51.82,51.82,30206.15,True,True,301297.SZ,2024-10-22,0.2000926354793886,0.2000926354793886
17.71,17.71,18.7,19.48,926029.78,True,False,603038.SH,2024-10-22,0.05590062111801242,0.05590062111801242
5.45,5.45,6.0,6.0,53965.54,True,True,000958.SZ,2024-10-23,0.10091743119266061,0.10091743119266061
15.85,15.85,17.44,17.44,14247.32,True,True,603656.SH,2024-10-23,0.10031545741324921,0.10031545741324921
6.0,6.0,6.6,6.6,186416.49,True,True,000958.SZ,2024-10-24,0.09999999999999987,0.09999999999999987
17.44,17.44,19.18,19.18,41615.4,True,True,603656.SH,2024-10-24,0.09977064220183474,0.09977064220183474
8.73,8.73,9.6,9.6,22938.61,True,True,600292.SH,2024-10-25,0.09965635738831602,0.09965635738831602
12.78,12.94,13.18,14.23,54757.0,False,False,603886.SH,2024-10-25,0.018547140649149974,0.031298904538341166
13.81,13.81,15.19,15.19,44935.6,True,True,600843.SH,2024-10-28,0.09992758870383778,0.09992758870383778
5.3,5.3,5.83,5.83,4410581.53,True,True,002183.SZ,2024-10-28,0.10000000000000009,0.10000000000000009
15.19,15.19,15.19,16.71,1299600.18,True,False,600843.SH,2024-10-29,0.0,0.0
79.82,79.82,83.8,95.78,284932.74,True,False,300781.SZ,2024-10-29,0.0498621899273366,0.0498621899273366
17.16,17.16,18.88,18.88,1604274.81,True,True,002312.SZ,2024-10-30,0.10023310023310006,0.10023310023310006
13.29,13.29,14.62,14.62,2097335.0,True,True,002416.SZ,2024-10-30,0.10007524454477057,0.10007524454477057
46.73,46.73,51.4,51.4,828192.37,True,True,600363.SH,2024-10-31,0.09993580141236902,0.09993580141236902
8.88,8.95,8.96,9.85,51431.61,False,False,603135.SH,2024-10-31,0.0011173184357544663,0.009009009009008917
14.48,14.48,17.38,17.38,47035.22,True,True,300121.SZ,2024-11-01,0.20027624309392245,0.20027624309392245
8.23,8.23,9.05,9.05,130041.76,True,True,000795.SZ,2024-11-01,0.09963547995139743,0.09963547995139743
9.05,9.05,9.96,9.96,115723.8,True,True,000795.SZ,2024-11-04,0.10055248618784529,0.10055248618784529
17.38,17.38,20.78,20.86,1367190.9,True,False,300121.SZ,2024-11-04,0.19562715765247418,0.19562715765247418
56.16,56.16,61.78,61.78,48493.28,True,True,600363.SH,2024-11-05,0.10007122507122523,0.10007122507122523
9.96,9.96,10.96,10.96,57576.8,True,True,000795.SZ,2024-11-05,0.10040160642570273,0.10040160642570273
30.13,30.13,31.59,33.14,609154.57,True,False,603859.SH,2024-11-06,0.04845668768669098,0.04845668768669098
10.96,10.96,12.06,12.06,2220970.42,True,True,000795.SZ,2024-11-06,0.10036496350364965,0.10036496350364965
28.51,28.51,31.36,31.36,297681.74,True,True,603922.SH,2024-11-07,0.09996492458786377,0.09996492458786377
7.15,7.15,7.87,7.87,2713878.95,True,True,000716.SZ,2024-11-07,0.10069930069930066,0.10069930069930066
6.74,6.74,7.01,7.41,4178455.06,True,False,002510.SZ,2024-11-08,0.0400593471810089,0.0400593471810089
7.17,7.17,7.17,7.89,1393218.89,True,False,603366.SH,2024-11-08,0.0,0.0
24.68,24.68,25.25,27.15,3043023.42,True,False,601698.SH,2024-11-11,0.02309562398703413,0.02309562398703413
14.42,14.42,17.3,17.3,21593.55,True,True,300277.SZ,2024-11-11,0.19972260748959791,0.19972260748959791
5.4,5.4,5.45,5.94,3109275.87,True,False,002165.SZ,2024-11-12,0.0092592592592593,0.0092592592592593
14.63,14.63,16.09,16.09,453704.65,True,True,002838.SZ,2024-11-12,0.09979494190020488,0.09979494190020488
9.02,9.53,10.48,10.48,80608.68,True,True,000833.SZ,2024-11-13,0.09968520461699915,0.16186252771618626
17.08,17.08,18.79,18.79,4036053.49,True,True,002402.SZ,2024-11-13,0.10011709601873542,0.10011709601873542
10.48,10.48,11.14,11.53,469253.94,True,False,000833.SZ,2024-11-14,0.06297709923664119,0.06297709923664119
18.19,17.43,17.5,19.17,21825.3,False,False,605016.SH,2024-11-14,0.004016064257028162,-0.03793293018141841
6.27,6.27,6.9,6.9,18943.52,True,True,000973.SZ,2024-11-15,0.10047846889952172,0.10047846889952172
4.58,4.48,4.52,4.93,101979.67,False,False,002666.SZ,2024-11-15,0.008928571428571175,-0.013100436681222849
6.9,6.9,7.59,7.59,92803.74,True,True,000973.SZ,2024-11-18,0.09999999999999987,0.09999999999999987
10.63,10.63,11.69,11.69,2240371.49,True,True,603366.SH,2024-11-18,0.09971777986829711,0.09971777986829711
7.59,7.59,8.35,8.35,181220.02,True,True,000973.SZ,2024-11-19,0.10013175230566529,0.10013175230566529
22.44,22.44,23.99,24.68,549114.13,True,False,002824.SZ,2024-11-19,0.06907308377896593,0.06907308377896593
24.88,24.88,26.0,27.37,266375.45,True,False,605028.SH,2024-11-20,0.045016077170418,0.045016077170418
15.35,15.35,16.89,16.89,35749.7,True,True,000833.SZ,2024-11-20,0.1003257328990228,0.1003257328990228
11.04,11.04,12.14,12.14,1484886.97,True,True,002469.SZ,2024-11-21,0.0996376811594204,0.0996376811594204
16.89,16.89,18.5,18.58,855079.92,True,False,000833.SZ,2024-11-21,0.09532267613972767,0.09532267613972767
11.68,11.68,12.85,12.85,43530.0,True,True,603015.SH,2024-11-22,0.10017123287671237,0.10017123287671237
12.38,12.38,13.62,13.62,315216.0,True,True,003036.SZ,2024-11-22,0.10016155088852985,0.10016155088852985
10.38,10.38,11.42,11.42,990570.7,True,True,002117.SZ,2024-11-25,0.10019267822736011,0.10019267822736011
12.85,12.85,14.14,14.14,1054110.14,True,True,603015.SH,2024-11-25,0.10038910505836585,0.10038910505836585
22.26,22.26,22.04,24.49,887275.41,True,False,002155.SZ,2024-11-26,-0.009883198562443907,-0.009883198562443907
7.61,7.61,7.25,8.37,734825.07,True,False,002054.SZ,2024-11-26,-0.04730617608409993,-0.04730617608409993
6.6,6.6,7.26,7.26,126227.83,True,True,600327.SH,2024-11-27,0.10000000000000009,0.10000000000000009
13.13,13.13,14.44,14.44,112903.0,True,True,002820.SZ,2024-11-27,0.0997715156130996,0.0997715156130996
8.22,8.22,9.04,9.04,1605393.87,True,True,002301.SZ,2024-11-28,0.09975669099756668,0.09975669099756668
7.26,7.26,7.27,7.99,2989643.57,True,False,600327.SH,2024-11-28,0.0013774104683195176,0.0013774104683195176
18.9,18.9,20.79,20.79,11857.0,True,True,605199.SH,2024-11-29,0.10000000000000009,0.10000000000000009
15.88,15.88,17.47,17.47,15901.57,True,True,002820.SZ,2024-11-29,0.10012594458438273,0.10012594458438273
17.47,17.47,19.22,19.22,331335.37,True,True,002820.SZ,2024-12-02,0.10017172295363475,0.10017172295363475
20.79,20.79,22.87,22.87,13931.02,True,True,605199.SH,2024-12-02,0.10004810004810016,0.10004810004810016
22.87,22.87,24.1,25.16,366973.97,True,False,605199.SH,2024-12-03,0.05378224748578919,0.05378224748578919
4.36,4.36,4.8,4.8,256596.65,True,True,002526.SZ,2024-12-03,0.10091743119266039,0.10091743119266039
4.8,4.8,5.28,5.28,274797.8,True,True,002526.SZ,2024-12-04,0.10000000000000009,0.10000000000000009
24.34,24.34,26.77,26.77,40820.8,True,True,603667.SH,2024-12-04,0.09983566146261302,0.09983566146261302
26.77,26.77,29.45,29.45,1341479.89,True,True,603667.SH,2024-12-05,0.10011206574523723,0.10011206574523723
5.28,5.28,5.81,5.81,3525731.35,True,True,002526.SZ,2024-12-05,0.10037878787878785,0.10037878787878785
3.48,3.48,3.75,3.83,3843374.63,True,False,600503.SH,2024-12-06,0.07758620689655182,0.07758620689655182
72.92,71.92,72.21,86.3,38291.76,False,False,300979.SZ,2024-12-06,0.004032258064516014,-0.009736697750960088
2.85,2.85,3.14,3.14,95157.79,True,True,600527.SH,2024-12-09,0.10175438596491237,0.10175438596491237
18.81,18.6,19.04,20.46,1259986.27,False,False,600206.SH,2024-12-09,0.023655913978494425,0.012227538543328142
28.84,28.84,28.84,31.72,369953.61,True,False,605179.SH,2024-12-10,0.0,0.0
3.14,3.14,3.45,3.45,3901749.69,True,True,600527.SH,2024-12-10,0.09872611464968162,0.09872611464968162
13.4,13.53,12.5,14.88,860618.41,True,False,603088.SH,2024-12-11,-0.07612712490761264,-0.06716417910447758
75.38,76.77,76.85,92.12,22971.66,False,False,300979.SZ,2024-12-11,0.001042073726716053,0.019501193950649975
3.77,3.77,4.13,4.15,3749158.6,True,False,601010.SH,2024-12-12,0.0954907161803713,0.0954907161803713
17.99,18.17,18.17,19.99,269331.61,True,False,605336.SH,2024-12-12,0.0,0.010005558643691126
4.47,4.47,4.92,4.92,18542.04,True,True,002277.SZ,2024-12-13,0.10067114093959728,0.10067114093959728
6.8,6.8,7.48,7.48,84222.27,True,True,000530.SZ,2024-12-13,0.10000000000000009,0.10000000000000009
4.92,4.92,5.41,5.41,45767.58,True,True,002277.SZ,2024-12-16,0.09959349593495936,0.09959349593495936
17.74,17.74,17.56,19.51,632503.68,True,False,600272.SH,2024-12-16,-0.01014656144306647,-0.01014656144306647
5.41,5.41,5.95,5.95,59929.04,True,True,002277.SZ,2024-12-17,0.09981515711645095,0.09981515711645095
21.45,20.24,20.1,22.26,17166.61,False,False,001368.SZ,2024-12-17,-0.006916996047430679,-0.0629370629370628
5.61,5.61,6.17,6.17,2804087.32,True,True,600982.SH,2024-12-18,0.09982174688057044,0.09982174688057044
5.95,5.95,6.55,6.55,103258.0,True,True,002277.SZ,2024-12-18,0.10084033613445365,0.10084033613445365
6.55,6.55,7.21,7.21,438490.43,True,True,002277.SZ,2024-12-19,0.10076335877862608,0.10076335877862608
9.9,9.65,9.68,10.62,207890.0,False,False,002561.SZ,2024-12-19,0.0031088082901553626,-0.022222222222222254
8.44,8.44,8.74,9.28,648856.0,True,False,002743.SZ,2024-12-20,0.035545023696682554,0.035545023696682554
26.17,27.39,27.38,30.13,219488.25,True,False,003010.SZ,2024-12-20,-0.0003650967506390046,0.04623614826136779
9.8,9.11,9.22,10.02,64328.42,False,False,002209.SZ,2024-12-23,0.012074643249176953,-0.0591836734693878
8.05,7.64,7.75,8.4,29658.81,False,False,603065.SH,2024-12-23,0.014397905759162333,-0.037267080745341685
10.78,10.78,11.86,11.86,947217.9,True,True,002730.SZ,2024-12-24,0.1001855287569573,0.1001855287569573
10.81,10.87,10.82,11.96,116558.19,False,False,603708.SH,2024-12-24,-0.004599816007359592,0.0009250693802034249
9.96,9.43,8.49,10.37,44854.0,False,False,603421.SH,2024-12-25,-0.09968186638388121,-0.1475903614457832
7.72,7.46,7.49,8.21,28389.56,False,False,603065.SH,2024-12-25,0.004021447721179738,-0.029792746113989632
13.17,13.17,14.48,14.49,1722082.85,True,False,603686.SH,2024-12-26,0.09946848899012917,0.09946848899012917
