date,code,en,current_ret,current_reason,current_hold,act8_ret,act8_reason,act8_hold,act8_floor_ret,act8_floor_reason,act8_floor_hold,act5_floor_ret,act5_floor_reason,act5_floor_hold,act8_floor_nb_ret,act8_floor_nb_reason,act8_floor_nb_hold
2024-07-31,603903.SH,3785,0.01941747572815533,MATURE,10,0.01941747572815533,MATURE,10,0.01941747572815533,MATURE,10,0.01941747572815533,MATURE,10,0.01941747572815533,MATURE,10
2024-08-01,603903.SH,3786,0.009836065573770592,MATURE,10,0.009836065573770592,MATURE,10,0.009836065573770592,MATURE,10,0.009836065573770592,MATURE,10,0.009836065573770592,MATURE,10
2024-08-01,605289.SH,3786,-0.07272727272727275,STOP,6,-0.07272727272727275,STOP,6,-0.07272727272727275,STOP,6,-0.07272727272727275,STOP,6,-0.07272727272727275,STOP,6
2024-08-02,003037.SZ,3787,-0.003780718336483968,TRAIL,9,-0.003780718336483968,TRAIL,9,-0.003780718336483968,TRAIL,9,-0.003780718336483968,TRAIL,9,-0.003780718336483968,TRAIL,9
2024-08-02,600183.SH,3787,-0.008060182697474438,MATURE,10,-0.008060182697474438,MATURE,10,-0.008060182697474438,MATURE,10,-0.008060182697474438,MATURE,10,-0.008060182697474438,MATURE,10
2024-08-05,002718.SZ,3788,0.00411522633744843,MATURE,10,0.00411522633744843,MATURE,10,0.00411522633744843,MATURE,10,0.00411522633744843,MATURE,10,0.00411522633744843,MATURE,10
2024-08-06,002718.SZ,3789,-0.028311425682507663,MATURE,10,-0.028311425682507663,MATURE,10,-0.028311425682507663,MATURE,10,-0.028311425682507663,MATURE,10,-0.028311425682507663,MATURE,10
2024-08-06,002918.SZ,3789,-0.07023809523809532,MATURE,10,-0.07023809523809532,MATURE,10,-0.07023809523809532,MATURE,10,-0.07023809523809532,MATURE,10,-0.07023809523809532,MATURE,10
2024-08-07,001322.SZ,3790,-0.055152394775036306,TRAIL,9,-0.0420899854862119,MATURE,10,-0.0420899854862119,MATURE,10,0.0,TRAIL,3,-0.0420899854862119,MATURE,10
2024-08-07,605366.SH,3790,-0.01883239171374762,TRAIL,9,-0.016949152542372836,MATURE,10,-0.016949152542372836,MATURE,10,-0.00941619585687381,TRAIL,5,-0.016949152542372836,MATURE,10
2024-08-08,603682.SH,3791,-0.06493506493506496,TRAIL,8,-0.08571428571428574,MATURE,10,-0.08571428571428574,MATURE,10,-0.08571428571428574,MATURE,10,-0.08571428571428574,MATURE,10
2024-08-08,605122.SH,3791,0.02114164904862581,TRAIL,7,0.02114164904862581,TRAIL,7,0.02114164904862581,TRAIL,7,0.02114164904862581,TRAIL,7,0.02114164904862581,TRAIL,7
2024-08-09,603903.SH,3792,-0.011475409836065431,TRAIL,5,-0.07377049180327855,STOP,9,-0.07377049180327855,STOP,9,-0.011475409836065431,TRAIL,5,-0.07377049180327855,STOP,9
2024-08-09,605122.SH,3792,0.020063357972544882,TRAIL,6,0.020063357972544882,TRAIL,6,0.020063357972544882,TRAIL,6,0.020063357972544882,TRAIL,6,0.020063357972544882,TRAIL,6
2024-08-12,301097.SZ,3793,-0.0199595024587792,TRAIL,9,-0.0199595024587792,TRAIL,9,-0.0199595024587792,TRAIL,9,-0.0199595024587792,TRAIL,9,-0.0199595024587792,TRAIL,9
2024-08-13,301115.SZ,3794,-0.009569377990430561,TRAIL,5,-0.009569377990430561,TRAIL,5,-0.009569377990430561,TRAIL,5,-0.009569377990430561,TRAIL,5,-0.009569377990430561,TRAIL,5
2024-08-13,300838.SZ,3794,-0.08602150537634412,STOP,8,-0.08602150537634412,STOP,8,-0.08602150537634412,STOP,8,-0.08602150537634412,STOP,8,-0.08602150537634412,STOP,8
2024-08-14,301030.SZ,3795,-0.07383136740934915,STOP,4,-0.07383136740934915,STOP,4,-0.07383136740934915,STOP,4,-0.07383136740934915,STOP,4,-0.07383136740934915,STOP,4
2024-08-14,002827.SZ,3795,-0.02034664657121321,TRAIL,1,-0.02034664657121321,TRAIL,1,-0.02034664657121321,TRAIL,1,-0.02034664657121321,TRAIL,1,-0.09645817633760356,STOP,8
2024-08-15,300838.SZ,3796,-0.0869140625,STOP,6,-0.0869140625,STOP,6,-0.0869140625,STOP,6,-0.0869140625,STOP,6,-0.0869140625,STOP,6
2024-08-15,605289.SH,3796,-0.07037565382786493,STOP,3,-0.07037565382786493,STOP,3,-0.07037565382786493,STOP,3,-0.07037565382786493,STOP,3,-0.07037565382786493,STOP,3
2024-08-16,301309.SZ,3797,-0.008636363636363664,MATURE,10,-0.008636363636363664,MATURE,10,-0.008636363636363664,MATURE,10,-0.008636363636363664,MATURE,10,-0.008636363636363664,MATURE,10
2024-08-16,002952.SZ,3797,-0.15555555555555556,STOP,2,-0.15555555555555556,STOP,2,-0.15555555555555556,STOP,2,-0.15555555555555556,STOP,2,-0.15555555555555556,STOP,2
2024-08-19,002409.SZ,3798,-0.013805970149253777,MATURE,10,-0.013805970149253777,MATURE,10,-0.013805970149253777,MATURE,10,-0.013805970149253777,MATURE,10,-0.013805970149253777,MATURE,10
2024-08-19,603162.SH,3798,-0.04572098475967157,MATURE,10,-0.04572098475967157,MATURE,10,-0.04572098475967157,MATURE,10,-0.04572098475967157,MATURE,10,-0.04572098475967157,MATURE,10
2024-08-21,301309.SZ,3800,0.014084507042253502,MATURE,10,0.014084507042253502,MATURE,10,0.014084507042253502,MATURE,10,0.014084507042253502,MATURE,10,0.014084507042253502,MATURE,10
2024-08-21,000812.SZ,3800,0.03142857142857136,MATURE,10,0.03142857142857136,MATURE,10,0.03142857142857136,MATURE,10,0.03142857142857136,MATURE,10,0.03142857142857136,MATURE,10
2024-08-26,301509.SZ,3803,0.00268507863444567,MATURE,10,0.00268507863444567,MATURE,10,0.00268507863444567,MATURE,10,0.00268507863444567,MATURE,10,0.00268507863444567,MATURE,10
2024-08-26,301030.SZ,3803,0.1630218687872762,TP,7,0.1630218687872762,TP,7,0.1630218687872762,TP,7,0.1630218687872762,TP,7,0.1630218687872762,TP,7
2024-08-28,001269.SZ,3805,0.03851146689744711,MATURE,10,0.03851146689744711,MATURE,10,0.03851146689744711,MATURE,10,0.03851146689744711,MATURE,10,0.03851146689744711,MATURE,10
2024-08-28,000625.SZ,3805,0.03571428571428581,MATURE,10,0.03571428571428581,MATURE,10,0.03571428571428581,MATURE,10,0.03571428571428581,MATURE,10,0.03571428571428581,MATURE,10
2024-08-29,300700.SZ,3806,-0.01538461538461533,MATURE,10,-0.01538461538461533,MATURE,10,-0.01538461538461533,MATURE,10,-0.011965811965811812,TRAIL,6,-0.01538461538461533,MATURE,10
2024-08-29,301227.SZ,3806,0.034946236559139754,TRAIL,8,0.034946236559139754,TRAIL,8,0.034946236559139754,TRAIL,8,-0.0006720430107527431,TRAIL,2,0.034946236559139754,TRAIL,8
2024-08-30,003015.SZ,3807,-0.11600587371512483,STOP,2,-0.11600587371512483,STOP,2,-0.11600587371512483,STOP,2,-0.11600587371512483,STOP,2,-0.11600587371512483,STOP,2
2024-08-30,301227.SZ,3807,0.0185185185185186,TRAIL,7,0.0185185185185186,TRAIL,7,0.0185185185185186,TRAIL,7,0.0185185185185186,TRAIL,7,0.0185185185185186,TRAIL,7
2024-09-03,603307.SH,3809,-0.020248667850799262,TRAIL,7,-0.02735346358792179,MATURE,10,-0.02735346358792179,MATURE,10,-0.005328596802841923,TRAIL,3,-0.02735346358792179,MATURE,10
2024-09-03,301227.SZ,3809,0.033557046979865834,TRAIL,5,0.033557046979865834,TRAIL,5,0.033557046979865834,TRAIL,5,0.033557046979865834,TRAIL,5,0.033557046979865834,TRAIL,5
2024-09-04,301227.SZ,3810,0.033557046979865834,TRAIL,4,0.033557046979865834,TRAIL,4,0.033557046979865834,TRAIL,4,0.033557046979865834,TRAIL,4,0.033557046979865834,TRAIL,4
2024-09-04,600489.SH,3810,0.04712460063897761,MATURE,10,0.04712460063897761,MATURE,10,0.04712460063897761,MATURE,10,0.04712460063897761,MATURE,10,0.04712460063897761,MATURE,10
2024-09-05,600547.SH,3811,0.04218749999999982,MATURE,10,0.04218749999999982,MATURE,10,0.04218749999999982,MATURE,10,0.04218749999999982,MATURE,10,0.04218749999999982,MATURE,10
2024-09-05,301391.SZ,3811,-0.07239223428759456,STOP,7,-0.07239223428759456,STOP,7,-0.07239223428759456,STOP,7,-0.07239223428759456,STOP,7,-0.07239223428759456,STOP,7
2024-09-10,001336.SZ,3814,0.05537669027688352,MATURE,10,0.05537669027688352,MATURE,10,0.05537669027688352,MATURE,10,0.05537669027688352,MATURE,10,0.05537669027688352,MATURE,10
2024-09-10,603307.SH,3814,0.028204212781149485,MATURE,10,0.028204212781149485,MATURE,10,0.028204212781149485,MATURE,10,0.028204212781149485,MATURE,10,0.028204212781149485,MATURE,10
2024-09-12,600795.SH,3816,0.24481327800829877,MATURE,10,0.24481327800829877,MATURE,10,0.24481327800829877,MATURE,10,0.24481327800829877,MATURE,10,0.24481327800829877,MATURE,10
2024-09-12,600575.SH,3816,0.3134796238244515,MATURE,10,0.3134796238244515,MATURE,10,0.3134796238244515,MATURE,10,0.3134796238244515,MATURE,10,0.3134796238244515,MATURE,10
2024-09-13,600795.SH,3817,0.23711340206185572,TP,9,0.23711340206185572,TP,9,0.23711340206185572,TP,9,0.23711340206185572,TP,9,0.23711340206185572,TP,9
2024-09-13,000999.SZ,3817,0.23590871597470464,TP,8,0.23590871597470464,TP,8,0.23590871597470464,TP,8,0.23590871597470464,TP,8,0.23590871597470464,TP,8
2024-09-19,600619.SH,3819,0.05722460658082973,TRAIL,4,0.05722460658082973,TRAIL,4,0.05722460658082973,TRAIL,4,0.05722460658082973,TRAIL,4,0.05722460658082973,TRAIL,4
2024-09-19,603307.SH,3819,0.30423666910153413,TP,7,0.30423666910153413,TP,7,0.30423666910153413,TP,7,0.30423666910153413,TP,7,0.30423666910153413,TP,7
2024-09-20,301276.SZ,3820,0.15317414094350612,TP,5,0.15317414094350612,TP,5,0.15317414094350612,TP,5,0.15317414094350612,TP,5,0.15317414094350612,TP,5
2024-09-23,001222.SZ,3821,0.15087040618955516,TP,4,0.15087040618955516,TP,4,0.15087040618955516,TP,4,0.15087040618955516,TP,4,0.15087040618955516,TP,4
2024-09-23,603307.SH,3821,0.31286764705882364,TP,5,0.31286764705882364,TP,5,0.31286764705882364,TP,5,0.31286764705882364,TP,5,0.31286764705882364,TP,5
2024-09-24,301518.SZ,3822,0.4409282700421939,TP,4,0.4409282700421939,TP,4,0.4409282700421939,TP,4,0.4409282700421939,TP,4,0.4409282700421939,TP,4
2024-09-24,603307.SH,3822,0.2868468468468468,TP,4,0.2868468468468468,TP,4,0.2868468468468468,TP,4,0.2868468468468468,TP,4,0.2868468468468468,TP,4
2024-09-25,001368.SZ,3823,0.26072234762979685,TP,3,0.26072234762979685,TP,3,0.26072234762979685,TP,3,0.26072234762979685,TP,3,0.26072234762979685,TP,3
2024-09-25,603163.SH,3823,0.273465703971119,TP,3,0.273465703971119,TP,3,0.273465703971119,TP,3,0.273465703971119,TP,3,0.273465703971119,TP,3
2024-09-26,603130.SH,3824,0.19444444444444442,TP,2,0.19444444444444442,TP,2,0.19444444444444442,TP,2,0.19444444444444442,TP,2,0.19444444444444442,TP,2
2024-09-26,300899.SZ,3824,0.3264753654574988,TP,2,0.3264753654574988,TP,2,0.3264753654574988,TP,2,0.3264753654574988,TP,2,0.3264753654574988,TP,2
2024-09-27,301233.SZ,3825,0.2841091492776886,TP,1,0.2841091492776886,TP,1,0.2841091492776886,TP,1,0.2841091492776886,TP,1,0.2841091492776886,TP,1
2024-09-27,300755.SZ,3825,0.3500000000000001,TP,1,0.3500000000000001,TP,1,0.3500000000000001,TP,1,0.3500000000000001,TP,1,0.3500000000000001,TP,1
2024-09-30,301000.SZ,3826,-0.11058201058201056,STOP,1,-0.11058201058201056,STOP,1,-0.11058201058201056,STOP,1,-0.11058201058201056,STOP,1,-0.11058201058201056,STOP,1
2024-10-08,600702.SH,3827,0.04767689037351963,TRAIL,2,0.04767689037351963,TRAIL,2,0.04767689037351963,TRAIL,2,0.04767689037351963,TRAIL,2,0.04767689037351963,TRAIL,2
2024-10-08,603383.SH,3827,-0.14612973233662896,STOP,3,-0.14612973233662896,STOP,3,-0.14612973233662896,STOP,3,-0.14612973233662896,STOP,3,-0.14612973233662896,STOP,3
2024-10-09,605128.SH,3828,-0.0971853425385023,STOP,4,-0.0971853425385023,STOP,4,-0.0971853425385023,STOP,4,-0.0971853425385023,STOP,4,-0.0971853425385023,STOP,4
2024-10-09,003002.SZ,3828,-0.050000000000000044,TRAIL,2,0.08499999999999996,MATURE,10,0.08499999999999996,MATURE,10,0.08499999999999996,MATURE,10,0.08499999999999996,MATURE,10
2024-10-10,300394.SZ,3829,-0.0786948176583494,STOP,3,-0.0786948176583494,STOP,3,-0.0786948176583494,STOP,3,-0.0786948176583494,STOP,3,-0.0786948176583494,STOP,3
2024-10-10,300984.SZ,3829,-0.04508856682769735,TRAIL,1,0.02938808373590973,MATURE,10,0.02938808373590973,MATURE,10,0.02938808373590973,MATURE,10,0.02938808373590973,MATURE,10
2024-10-14,000567.SZ,3831,-0.13813459268004735,STOP,1,-0.13813459268004735,STOP,1,-0.13813459268004735,STOP,1,-0.13813459268004735,STOP,1,-0.13813459268004735,STOP,1
2024-10-14,603819.SH,3831,0.0862068965517242,MATURE,10,0.0862068965517242,MATURE,10,0.0862068965517242,MATURE,10,0.0862068965517242,MATURE,10,0.0862068965517242,MATURE,10
2024-10-15,603137.SH,3832,0.055393586005831,MATURE,10,0.055393586005831,MATURE,10,0.055393586005831,MATURE,10,0.055393586005831,MATURE,10,0.055393586005831,MATURE,10
2024-10-17,003028.SZ,3834,-0.001842186060792228,MATURE,10,-0.001842186060792228,MATURE,10,-0.001842186060792228,MATURE,10,-0.008289837273564693,TRAIL,8,-0.001842186060792228,MATURE,10
2024-10-17,605389.SH,3834,0.0880667014069827,MATURE,10,0.0880667014069827,MATURE,10,0.0880667014069827,MATURE,10,0.0880667014069827,MATURE,10,0.0880667014069827,MATURE,10
2024-10-18,603137.SH,3835,0.013346043851286904,MATURE,10,0.013346043851286904,MATURE,10,0.013346043851286904,MATURE,10,0.013346043851286904,MATURE,10,0.013346043851286904,MATURE,10
2024-10-18,605177.SH,3835,0.0022038567493114503,MATURE,10,0.0022038567493114503,MATURE,10,0.0022038567493114503,MATURE,10,0.0022038567493114503,MATURE,10,0.0022038567493114503,MATURE,10
2024-10-22,603303.SH,3837,0.027347310847766648,MATURE,10,0.027347310847766648,MATURE,10,0.027347310847766648,MATURE,10,-0.004557885141294515,TRAIL,8,0.027347310847766648,MATURE,10
2024-10-22,603307.SH,3837,-0.00031756113051750745,MATURE,10,-0.00031756113051750745,MATURE,10,-0.00031756113051750745,MATURE,10,-0.00031756113051750745,MATURE,10,-0.00031756113051750745,MATURE,10
2024-10-23,603130.SH,3838,0.04703367183324425,MATURE,10,0.04703367183324425,MATURE,10,0.04703367183324425,MATURE,10,0.04703367183324425,MATURE,10,0.04703367183324425,MATURE,10
2024-10-23,601686.SH,3838,0.003603603603603789,MATURE,10,0.003603603603603789,MATURE,10,0.003603603603603789,MATURE,10,0.003603603603603789,MATURE,10,0.003603603603603789,MATURE,10
2024-10-24,603599.SH,3839,0.05494505494505497,MATURE,10,0.05494505494505497,MATURE,10,0.05494505494505497,MATURE,10,-0.003663003663003539,TRAIL,3,0.05494505494505497,MATURE,10
2024-10-25,605116.SH,3840,0.008849557522123908,MATURE,10,0.008849557522123908,MATURE,10,0.008849557522123908,MATURE,10,0.008849557522123908,MATURE,10,0.008849557522123908,MATURE,10
2024-10-25,600461.SH,3840,0.018750000000000044,MATURE,10,0.018750000000000044,MATURE,10,0.018750000000000044,MATURE,10,0.018750000000000044,MATURE,10,0.018750000000000044,MATURE,10
2024-10-28,605116.SH,3841,-0.012483857081360239,MATURE,10,-0.012483857081360239,MATURE,10,-0.012483857081360239,MATURE,10,-0.012483857081360239,MATURE,10,-0.012483857081360239,MATURE,10
2024-10-28,601702.SH,3841,0.022089552238806043,MATURE,10,0.022089552238806043,MATURE,10,0.022089552238806043,MATURE,10,0.022089552238806043,MATURE,10,0.022089552238806043,MATURE,10
2024-10-31,003028.SZ,3844,0.050446016610273814,MATURE,10,0.050446016610273814,MATURE,10,0.050446016610273814,MATURE,10,0.050446016610273814,MATURE,10,0.050446016610273814,MATURE,10
2024-10-31,001324.SZ,3844,0.03876923076923067,MATURE,10,0.03876923076923067,MATURE,10,0.03876923076923067,MATURE,10,0.03876923076923067,MATURE,10,0.03876923076923067,MATURE,10
2024-11-04,002836.SZ,3846,0.02688860435339313,TRAIL,8,0.02688860435339313,TRAIL,8,0.02688860435339313,TRAIL,8,0.02688860435339313,TRAIL,8,0.02688860435339313,TRAIL,8
2024-11-05,000045.SZ,3847,-0.02894736842105261,TRAIL,9,-0.03421052631578947,MATURE,10,-0.03421052631578947,MATURE,10,-0.0035087719298246833,TRAIL,1,-0.03421052631578947,MATURE,10
2024-11-13,002270.SZ,3853,-0.07417735638594525,STOP,2,-0.07417735638594525,STOP,2,-0.07417735638594525,STOP,2,-0.07417735638594525,STOP,2,-0.07417735638594525,STOP,2
2024-11-13,000426.SZ,3853,-0.010769230769230864,MATURE,10,-0.010769230769230864,MATURE,10,-0.010769230769230864,MATURE,10,-0.010769230769230864,MATURE,10,-0.010769230769230864,MATURE,10
2024-11-14,003000.SZ,3854,0.02483974358974339,MATURE,10,0.02483974358974339,MATURE,10,0.02483974358974339,MATURE,10,0.02483974358974339,MATURE,10,0.02483974358974339,MATURE,10
2024-11-14,000833.SZ,3854,0.2298025134649908,TP,2,0.2298025134649908,TP,2,0.2298025134649908,TP,2,0.2298025134649908,TP,2,0.2298025134649908,TP,2
2024-11-15,002666.SZ,3855,0.04646017699115057,MATURE,10,0.04646017699115057,MATURE,10,0.04646017699115057,MATURE,10,0.04646017699115057,MATURE,10,0.04646017699115057,MATURE,10
2024-11-19,000915.SZ,3857,0.023346303501945664,MATURE,10,0.023346303501945664,MATURE,10,0.023346303501945664,MATURE,10,0.023346303501945664,MATURE,10,0.023346303501945664,MATURE,10
2024-11-19,301053.SZ,3857,0.05835667600373484,MATURE,10,0.05835667600373484,MATURE,10,0.05835667600373484,MATURE,10,-0.012138188608776912,TRAIL,3,0.05835667600373484,MATURE,10
2024-11-20,600217.SH,3858,-0.014681892332789492,MATURE,10,-0.014681892332789492,MATURE,10,-0.014681892332789492,MATURE,10,-0.014681892332789492,MATURE,10,-0.014681892332789492,MATURE,10
2024-11-21,000833.SZ,3859,-0.05945945945945952,TRAIL,4,-0.05945945945945952,TRAIL,4,-0.05945945945945952,TRAIL,4,-0.05945945945945952,TRAIL,4,-0.05945945945945952,TRAIL,4
2024-11-22,603819.SH,3860,-0.11755952380952384,STOP,2,-0.11755952380952384,STOP,2,-0.11755952380952384,STOP,2,-0.11755952380952384,STOP,2,-0.11755952380952384,STOP,2
2024-11-25,601628.SH,3861,0.12087912087912067,MATURE,10,0.12087912087912067,MATURE,10,0.12087912087912067,MATURE,10,0.12087912087912067,MATURE,10,0.12087912087912067,MATURE,10
2024-11-25,601336.SH,3861,0.18739205526770286,MATURE,10,0.18739205526770286,MATURE,10,0.18739205526770286,MATURE,10,0.18739205526770286,MATURE,10,0.18739205526770286,MATURE,10
2024-11-26,002155.SZ,3862,-0.147005444646098,STOP,1,-0.147005444646098,STOP,1,-0.147005444646098,STOP,1,-0.147005444646098,STOP,1,-0.147005444646098,STOP,1
2024-11-26,003036.SZ,3862,-0.04805077062556662,TRAIL,2,-0.0072529465095194645,MATURE,10,-0.0072529465095194645,MATURE,10,-0.0072529465095194645,MATURE,10,-0.0072529465095194645,MATURE,10
2024-11-28,001209.SZ,3864,0.23517276946879817,TP,3,0.23517276946879817,TP,3,0.23517276946879817,TP,3,0.23517276946879817,TP,3,0.23517276946879817,TP,3
2024-11-29,001256.SZ,3865,0.042362768496419845,MATURE,10,0.042362768496419845,MATURE,10,0.042362768496419845,MATURE,10,0.042362768496419845,MATURE,10,0.042362768496419845,MATURE,10
2024-12-02,301000.SZ,3866,-0.01172413793103444,TRAIL,3,-0.01172413793103444,TRAIL,3,-0.01172413793103444,TRAIL,3,-0.01172413793103444,TRAIL,3,-0.01172413793103444,TRAIL,3
2024-12-02,600182.SH,3866,-0.008823529411764675,MATURE,10,-0.008823529411764675,MATURE,10,-0.008823529411764675,MATURE,10,-0.008823529411764675,MATURE,10,-0.008823529411764675,MATURE,10
2024-12-03,605155.SH,3867,-0.1530769230769231,STOP,1,-0.1530769230769231,STOP,1,-0.1530769230769231,STOP,1,-0.1530769230769231,STOP,1,-0.1530769230769231,STOP,1
2024-12-05,002756.SZ,3869,0.0,TRAIL,8,0.0,TRAIL,8,0.0,TRAIL,8,0.0,TRAIL,8,0.0,TRAIL,8
2024-12-05,300979.SZ,3869,0.025644541963796064,MATURE,10,0.025644541963796064,MATURE,10,0.025644541963796064,MATURE,10,0.025644541963796064,MATURE,10,0.025644541963796064,MATURE,10
