buy_date,sell_date,code,entry,exit,ret,total_new,prob,hold
2024-07-02,2024-07-16,002390.SZ,3.37,3.33,-0.011869436201780381,62.5,0.7382368447490774,10
2024-07-02,2024-07-16,300119.SZ,14.0,13.14,-0.06142857142857139,62.0,0.7309903532775567,10
2024-07-03,2024-07-17,600702.SH,57.47,54.5,-0.05167913694101267,64.5,0.6306414183812965,10
2024-07-03,2024-07-17,300979.SZ,60.33,60.0,-0.005469915464942798,60.00000000000001,0.6495660863998246,10
2024-07-04,2024-07-18,603195.SH,73.48,75.61,0.028987479586281895,60.00000000000001,0.6985756459277723,10
2024-07-05,2024-07-19,605098.SH,38.16,34.83,-0.08726415094339623,60.50000000000001,0.7016817484050207,10
2024-07-08,2024-07-22,300642.SZ,11.53,11.39,-0.012142237640936582,64.5,0.7281567878106592,10
2024-07-10,2024-07-24,001223.SZ,35.17,32.1,-0.08729030423656525,72.5,0.7174573724291908,10
2024-07-10,2024-07-24,300838.SZ,9.89,9.48,-0.04145601617795758,71.5,0.7582818691024371,10
2024-07-11,2024-07-25,603507.SH,21.82,21.63,-0.00870760769935841,66.0,0.7640922358122738,10
2024-07-12,2024-07-26,605122.SH,9.62,9.11,-0.053014553014553045,71.5,0.7469049542198696,10
2024-07-12,2024-07-26,001332.SZ,22.29,21.91,-0.01704800358905334,69.5,0.7220910309406109,10
2024-07-15,2024-07-29,301345.SZ,51.15,46.92,-0.0826979472140762,71.5,0.6456559574542231,10
2024-07-15,2024-07-29,002208.SZ,4.31,4.15,-0.03712296983758678,65.5,0.6751931268568292,10
2024-07-16,2024-07-30,000680.SZ,7.96,6.6,-0.170854271356784,61.00000000000001,0.6621792105050136,10
2024-07-16,2024-07-30,301345.SZ,50.45,46.79,-0.07254707631318147,60.50000000000001,0.6610745106883211,10
2024-07-17,2024-07-31,603617.SH,6.02,5.46,-0.09302325581395343,66.5,0.6840033073665436,10
2024-07-18,2024-08-01,603617.SH,5.6,5.65,0.008928571428571619,62.50000000000001,0.7062583494414566,10
2024-07-19,2024-08-02,605098.SH,34.83,32.03,-0.08039046798736715,66.5,0.7062795569572065,10
2024-07-19,2024-08-02,301345.SZ,48.12,47.49,-0.01309226932668317,62.50000000000001,0.6754032085980525,10
2024-07-22,2024-08-05,002853.SZ,6.57,6.95,0.05783866057838649,64.50000000000001,0.6841486818693568,10
2024-07-22,2024-08-05,603617.SH,5.52,5.42,-0.018115942028985477,63.5,0.7155707801657794,10
2024-07-23,2024-08-06,000573.SZ,2.11,2.18,0.0331753554502372,64.50000000000001,0.7058601346062406,10
2024-07-24,2024-08-07,601702.SH,16.7,16.01,-0.04131736526946095,66.0,0.7152194461722378,10
2024-07-24,2024-08-07,603320.SH,13.01,13.1,0.006917755572636519,60.00000000000001,0.7058667085625092,10
2024-07-25,2024-08-08,300893.SZ,25.45,25.83,0.014931237721021562,69.0,0.8432783268397831,10
2024-07-25,2024-08-08,600219.SH,3.49,3.48,-0.002865329512894088,69.0,0.8156989994378002,10
2024-07-26,2024-08-09,300893.SZ,25.76,25.88,0.004658385093167627,72.0,0.8064198049014799,10
2024-07-26,2024-08-09,600219.SH,3.49,3.57,0.022922636103151817,66.0,0.781065235423787,10
2024-07-29,2024-08-12,605377.SH,12.09,12.31,0.018196856906534276,74.0,0.7492667672183785,10
