open,close,open_next,up_limit_next,vol_next,limit_up_t,oneword_next,ts_code,trade_date,overnight_gap,open2open
2.35,2.47,2.45,2.72,378067.8,False,False,000785.SZ,2024-07-29,-0.0080971659919028,0.042553191489361764
22.68,25.06,26.5,27.57,70748.83,True,False,605198.SH,2024-07-30,0.05746209098164412,0.16843033509700178
13.75,13.98,14.88,16.78,287047.01,True,False,300826.SZ,2024-07-30,0.06437768240343344,0.08218181818181813
4.46,4.68,4.67,5.15,439802.32,False,False,600909.SH,2024-07-31,-0.002136752136752129,0.047085201793722
19.85,20.9,21.12,22.99,570339.78,False,False,002001.SZ,2024-07-31,0.010526315789473717,0.06397984886649866
8.9,9.76,9.97,10.74,266166.86,True,False,002898.SZ,2024-08-01,0.021516393442623016,0.12022471910112364
2.27,2.35,2.33,2.59,1374386.73,False,False,601778.SH,2024-08-01,-0.008510638297872353,0.026431718061673992
2.33,2.46,2.41,2.71,721361.95,False,False,601778.SH,2024-08-02,-0.020325203252032464,0.03433476394849788
15.71,16.19,16.1,17.81,144595.97,False,False,002603.SZ,2024-08-02,-0.005558987029030238,0.024824952259707267
5.02,5.52,5.72,6.07,230084.13,True,False,002658.SZ,2024-08-05,0.03623188405797095,0.1394422310756973
11.26,12.21,13.1,13.43,360834.26,True,False,002919.SZ,2024-08-05,0.07289107289107277,0.1634103019538189
6.65,6.99,6.98,7.69,179242.24,False,False,603227.SH,2024-08-06,-0.0014306151645206988,0.049624060150375904
68.32,70.88,70.57,85.06,206964.99,False,False,300274.SZ,2024-08-06,-0.004373589164785585,0.032933255269320894
130.5,137.64,136.36,151.4,10929.0,False,False,603129.SH,2024-08-07,-0.009299622202847857,0.04490421455938698
120.45,124.5,124.15,136.95,7699.45,False,False,601799.SH,2024-08-07,-0.0028112449799195804,0.030718140307181452
5.35,5.35,5.89,5.89,2481459.18,True,True,000597.SZ,2024-08-08,0.10093457943925244,0.10093457943925244
51.91,53.01,53.0,58.31,91522.44,False,False,000538.SZ,2024-08-08,-0.00018864365214110723,0.020997880947794423
7.19,7.9,8.69,8.69,73195.29,True,True,603065.SH,2024-08-09,0.09999999999999987,0.20862308762169657
9.56,9.56,9.6,10.52,207342.9,True,False,002871.SZ,2024-08-09,0.004184100418409997,0.004184100418409997
11.81,13.07,13.2,14.38,88430.0,True,False,605255.SH,2024-08-12,0.009946442234123776,0.11769686706181193
8.69,8.69,8.8,9.56,188493.63,True,False,603065.SH,2024-08-12,0.012658227848101333,0.012658227848101333
15.58,17.29,17.74,19.02,214606.0,True,False,605218.SH,2024-08-13,0.026026604973973466,0.1386392811296533
6.15,6.29,6.27,6.92,76064.86,False,False,000968.SZ,2024-08-13,-0.0031796502384738856,0.019512195121951015
15.51,16.4,16.65,18.04,68118.36,False,False,603515.SH,2024-08-14,0.015243902439024293,0.07350096711798826
19.01,18.87,18.49,20.76,558341.56,False,False,600438.SH,2024-08-14,-0.02013778484366735,-0.02735402419779076
5.29,5.51,5.46,6.06,238651.0,False,False,600821.SH,2024-08-15,-0.00907441016333932,0.032136105860113506
18.49,19.8,19.58,21.78,383118.89,False,False,600438.SH,2024-08-15,-0.011111111111111183,0.05895078420767974
13.18,13.39,13.28,14.73,85652.27,False,False,603056.SH,2024-08-16,-0.00821508588498887,0.007587253414264028
35.48,38.09,39.0,45.71,13392.0,False,False,301070.SZ,2024-08-16,0.023890784982935065,0.09921082299887263
7.79,8.02,8.0,8.82,865568.21,False,False,601766.SH,2024-08-19,-0.0024937655860348684,0.02695763799743256
6.48,6.62,6.63,7.28,95410.81,False,False,000156.SZ,2024-08-19,0.0015105740181269312,0.02314814814814814
23.39,24.65,24.63,29.58,136213.44,False,False,300765.SZ,2024-08-20,-0.0008113590263691961,0.05301410859341593
44.5,43.11,43.11,47.42,31096.65,False,False,603556.SH,2024-08-20,0.0,-0.03123595505617982
12.09,12.7,13.25,13.97,76459.52,False,False,603360.SH,2024-08-21,0.04330708661417337,0.09594706368899919
19.91,20.84,20.75,22.92,658078.16,False,False,002241.SZ,2024-08-21,-0.004318618042226441,0.04218985434455047
43.21,43.93,43.68,48.32,277508.8,False,False,600276.SH,2024-08-22,-0.005690871841566136,0.010877111779680648
29.05,29.55,30.5,32.51,145523.79,False,False,601567.SH,2024-08-22,0.0321489001692048,0.04991394148020656
30.5,31.13,31.11,34.24,96563.25,False,False,601567.SH,2024-08-23,-0.0006424670735624138,0.020000000000000018
42.04,43.35,43.46,47.69,475805.6,False,False,601318.SH,2024-08-23,0.0025374855824682463,0.03377735490009526
8.59,8.99,9.0,9.89,288838.8,False,False,600352.SH,2024-08-26,0.0011123470522802492,0.047729918509895164
69.47,71.44,70.92,85.73,163720.7,False,False,300274.SZ,2024-08-26,-0.007278835386338112,0.020872318986612903
28.2,29.34,29.34,32.27,65557.62,False,False,002294.SZ,2024-08-27,0.0,0.04042553191489362
3.94,4.02,4.02,4.42,732718.47,False,False,600968.SH,2024-08-27,0.0,0.02030456852791862
21.6,22.69,22.45,27.23,40037.94,False,False,301015.SZ,2024-08-28,-0.010577346848832159,0.03935185185185186
4.77,4.83,4.8,5.31,279902.1,False,False,601118.SH,2024-08-28,-0.006211180124223614,0.0062893081761006275
22.38,24.62,24.75,29.54,27882.93,False,False,300298.SZ,2024-08-29,0.005280259951259136,0.10589812332439674
3.67,3.78,3.78,4.16,115437.01,False,False,600488.SH,2024-08-29,0.0,0.029972752043596618
24.2,26.76,26.76,29.44,69786.8,True,False,603383.SH,2024-08-30,0.0,0.10578512396694228
9.39,10.36,10.23,11.4,764321.2,True,False,002410.SZ,2024-08-30,-0.012548262548262468,0.08945686900958472
7.2,7.37,7.34,8.11,205846.42,True,False,002950.SZ,2024-09-02,-0.004070556309362261,0.019444444444444375
10.7,11.86,12.27,13.05,368012.17,True,False,603988.SH,2024-09-02,0.03456998313659354,0.1467289719626168
15.09,15.26,15.17,16.79,99623.46,False,False,000739.SZ,2024-09-03,-0.005897771952817821,0.005301524188204176
10.95,11.52,11.36,12.67,152573.89,False,False,001318.SZ,2024-09-03,-0.01388888888888895,0.037442922374429255
11.42,12.63,12.48,13.89,177515.73,True,False,001216.SZ,2024-09-04,-0.01187648456057011,0.0928196147110334
5.3,5.52,5.56,6.07,70909.0,False,False,603815.SH,2024-09-04,0.007246376811594235,0.049056603773584895
48.51,56.12,53.0,67.34,91708.56,False,False,300779.SZ,2024-09-05,-0.05559515324305053,0.09255823541537822
10.18,11.88,12.77,14.26,137874.57,True,False,300997.SZ,2024-09-05,0.07491582491582482,0.2544204322200392
17.16,17.5,17.44,19.25,12124.15,False,False,603992.SH,2024-09-06,-0.0034285714285713365,0.01631701631701632
6.38,6.38,6.66,7.02,1157649.19,True,False,002104.SZ,2024-09-06,0.043887147335423204,0.043887147335423204
25.0,25.99,25.62,31.19,18950.77,False,False,300851.SZ,2024-09-09,-0.014236244709503576,0.024799999999999933
5.03,5.1,5.09,5.61,21976.52,False,False,601366.SH,2024-09-09,-0.0019607843137254832,0.011928429423459175
102.2,106.43,108.38,127.72,196116.07,False,False,300308.SZ,2024-09-10,0.018321901719439815,0.0604696673189824
4.15,4.54,4.84,4.99,142812.88,True,False,603421.SH,2024-09-10,0.06607929515418509,0.16626506024096366
4.84,4.99,5.49,5.49,796382.13,True,True,603421.SH,2024-09-11,0.1002004008016033,0.1342975206611572
138.36,147.3,146.42,162.03,12164.72,False,False,603129.SH,2024-09-11,-0.00597420230821466,0.05825383058687472
11.41,11.82,11.89,13.0,32041.38,False,False,603112.SH,2024-09-12,0.005922165820642977,0.04206836108676604
15.14,15.77,15.8,17.35,82648.11,False,False,601038.SH,2024-09-12,0.0019023462270133518,0.04359313077939242
9.25,10.12,10.25,11.13,230886.22,True,False,600449.SH,2024-09-13,0.012845849802371578,0.10810810810810811
4.07,4.17,4.1,4.59,61653.72,False,False,603176.SH,2024-09-13,-0.016786570743405393,0.007371007371007154
12.12,12.34,12.28,13.57,70404.44,False,False,600927.SH,2024-09-18,-0.004862236628849326,0.013201320132013139
16.88,17.71,17.81,19.48,84512.29,False,False,601126.SH,2024-09-18,0.005646527385657629,0.0550947867298579
4.76,4.95,4.95,5.45,633925.43,True,False,002686.SZ,2024-09-19,0.0,0.0399159663865547
12.81,13.4,13.38,14.74,148301.53,False,False,002572.SZ,2024-09-19,-0.0014925373134327957,0.04449648711943799
3.3,3.43,3.38,3.77,211422.29,False,False,600094.SH,2024-09-20,-0.014577259475218707,0.024242424242424176
52.45,54.39,54.0,65.27,23714.0,False,False,300969.SZ,2024-09-20,-0.007170435741864378,0.029551954242135414
9.52,9.97,9.77,11.96,76781.5,False,False,300522.SZ,2024-09-23,-0.02006018054162495,0.02626050420168058
10.79,11.9,11.76,13.09,74862.98,True,False,603836.SH,2024-09-23,-0.01176470588235301,0.08989805375347548
19.51,20.79,20.97,22.87,529428.42,False,False,002384.SZ,2024-09-24,0.008658008658008587,0.07483341875961025
3.5,3.7,3.76,4.07,1373800.68,False,False,601375.SH,2024-09-24,0.01621621621621605,0.07428571428571429
8.83,9.07,9.0,9.98,515375.45,False,False,600739.SH,2024-09-25,-0.007717750826901959,0.01925254813137034
3.76,3.79,3.77,4.17,1471454.11,False,False,601375.SH,2024-09-25,-0.00527704485488123,0.0026595744680850686
4.53,4.94,5.09,5.43,362493.36,False,False,002187.SZ,2024-09-26,0.030364372469635414,0.12362030905077259
7.47,8.15,8.17,8.97,91515.86,False,False,001322.SZ,2024-09-26,0.0024539877300613355,0.09370816599732268
11.36,12.23,12.66,13.45,190476.29,True,False,002849.SZ,2024-09-27,0.03515944399018811,0.11443661971830998
10.35,11.23,11.88,12.35,129540.43,True,False,605056.SH,2024-09-27,0.05788067675868214,0.14782608695652177
4.6,4.77,5.23,5.25,141807.03,False,False,603176.SH,2024-09-30,0.09643605870020977,0.13695652173913064
4.74,4.96,5.45,5.46,118811.0,False,False,605055.SH,2024-09-30,0.09879032258064524,0.14978902953586504
5.23,5.0,4.98,5.5,92754.0,False,False,603176.SH,2024-10-08,-0.0039999999999998925,-0.04780114722753348
13.5,12.41,12.0,14.89,69741.75,False,False,300994.SZ,2024-10-08,-0.033037872683319924,-0.11111111111111116
21.99,23.27,23.58,25.6,63923.0,False,False,603016.SH,2024-10-09,0.01332187365706905,0.07230559345156884
21.11,21.38,21.65,23.52,610309.78,False,False,000948.SZ,2024-10-09,0.012628624883068262,0.0255802936996683
9.54,10.03,9.12,11.03,127376.0,False,False,600099.SH,2024-10-10,-0.090727816550349,-0.04402515723270439
12.55,12.76,11.6,15.31,654062.5,False,False,300708.SZ,2024-10-10,-0.09090909090909094,-0.07569721115537853
17.79,17.79,19.57,19.57,5833594.81,True,True,601211.SH,2024-10-11,0.10005621135469367,0.10005621135469367
22.7,24.8,25.61,27.28,105733.75,False,False,603016.SH,2024-10-11,0.032661290322580694,0.12819383259911898
21.78,21.41,20.54,25.69,1443678.55,False,False,300773.SZ,2024-10-14,-0.04063521718822982,-0.05693296602387521
25.61,27.28,27.2,30.01,97125.14,True,False,603016.SH,2024-10-14,-0.0029325513196482023,0.062085122998828624
3.98,4.4,4.2,4.84,343399.99,True,False,600965.SH,2024-10-15,-0.045454545454545525,0.05527638190954787
20.54,22.59,21.4,27.11,909588.4,False,False,300773.SZ,2024-10-15,-0.05267817618415238,0.04186952288218104
12.32,13.46,13.3,16.15,334771.56,False,False,300407.SZ,2024-10-16,-0.011887072808320909,0.07954545454545459
9.05,9.22,9.27,10.14,136676.42,False,False,605158.SH,2024-10-16,0.005422993492407713,0.024309392265193353
9.27,9.39,9.32,10.33,146761.3,False,False,605158.SH,2024-10-17,-0.007454739084132078,0.005393743257821049
26.71,27.55,27.0,33.06,900001.78,False,False,300130.SZ,2024-10-17,-0.019963702359346636,0.010857356795207718
24.8,26.31,26.35,31.57,1532734.36,False,False,300674.SZ,2024-10-18,0.0015203344735843505,0.0625
22.06,23.51,24.0,28.21,1396104.69,False,False,300773.SZ,2024-10-18,0.020842194810718695,0.0879419764279239
6.4,6.4,6.99,7.04,2152018.93,True,False,600217.SH,2024-10-21,0.09218749999999987,0.09218749999999987
37.25,37.25,40.98,40.98,60323.84,True,True,002851.SZ,2024-10-21,0.1001342281879194,0.1001342281879194
6.56,6.56,7.22,7.22,35554.88,True,True,600292.SH,2024-10-22,0.10060975609756095,0.10060975609756095
43.18,43.18,51.82,51.82,30206.15,True,True,301297.SZ,2024-10-22,0.2000926354793886,0.2000926354793886
5.45,5.45,6.0,6.0,53965.54,True,True,000958.SZ,2024-10-23,0.10091743119266061,0.10091743119266061
51.82,51.82,62.18,62.18,820577.0,True,True,301297.SZ,2024-10-23,0.19992280972597443,0.19992280972597443
6.0,6.0,6.6,6.6,186416.49,True,True,000958.SZ,2024-10-24,0.09999999999999987,0.09999999999999987
7.94,7.94,8.73,8.73,40428.31,True,True,600292.SH,2024-10-24,0.09949622166246841,0.09949622166246841
6.6,6.6,7.26,7.26,174909.63,True,True,000958.SZ,2024-10-25,0.10000000000000009,0.10000000000000009
19.18,19.18,21.1,21.1,10918.76,True,True,603656.SH,2024-10-25,0.10010427528675714,0.10010427528675714
10.03,10.88,11.29,11.97,1894011.33,True,False,600619.SH,2024-10-28,0.037683823529411686,0.12562313060817543
14.21,15.65,16.1,18.78,1122605.39,False,False,300047.SZ,2024-10-28,0.028753993610223683,0.13300492610837433
10.56,10.56,11.62,11.62,42590.78,True,True,600292.SH,2024-10-29,0.10037878787878785,0.10037878787878785
8.0,8.09,8.12,8.9,369828.25,True,False,603697.SH,2024-10-29,0.003708281829418958,0.014999999999999902
11.62,11.62,12.78,12.78,1006326.91,True,True,600292.SH,2024-10-30,0.09982788296041312,0.09982788296041312
63.8,69.64,66.66,83.57,424769.87,False,False,300598.SZ,2024-10-30,-0.04279149913842628,0.04482758620689653
13.3,15.96,17.8,19.15,3171987.78,True,False,300377.SZ,2024-10-31,0.11528822055137833,0.33834586466165417
7.18,7.78,7.8,8.56,1665921.63,False,False,000987.SZ,2024-10-31,0.0025706940874035134,0.08635097493036215
8.9,9.48,9.48,10.43,120003.92,False,False,605268.SH,2024-11-01,0.0,0.06516853932584277
7.78,8.16,8.18,8.98,1062916.81,False,False,000425.SZ,2024-11-01,0.002450980392156854,0.05141388174807182
12.23,12.23,12.97,14.68,455506.95,True,False,300539.SZ,2024-11-04,0.06050695012264917,0.06050695012264917
16.02,17.62,17.8,19.38,220829.48,True,False,000819.SZ,2024-11-04,0.010215664018161208,0.11111111111111116
10.5,12.6,15.12,15.12,160666.65,True,True,300581.SZ,2024-11-05,0.19999999999999996,0.43999999999999995
44.64,51.86,53.0,62.23,50513.5,False,False,301023.SZ,2024-11-05,0.021982259930582337,0.18727598566308234
26.12,28.0,28.01,30.8,201162.93,False,False,002683.SZ,2024-11-06,0.0003571428571429447,0.0723583460949464
8.34,8.86,8.88,9.75,619774.45,False,False,002051.SZ,2024-11-06,0.0022573363431153126,0.06474820143884896
15.93,16.48,16.39,18.13,937759.02,False,False,600602.SH,2024-11-07,-0.005461165048543659,0.028876333961079803
14.24,15.71,16.83,17.28,99453.66,True,False,002942.SZ,2024-11-07,0.07129217059197956,0.18188202247191
211.01,234.49,245.0,281.39,126635.25,False,False,300757.SZ,2024-11-08,0.04482067465563566,0.16108241315577465
42.25,46.46,46.48,51.11,77536.94,True,False,603052.SH,2024-11-08,0.000430477830391629,0.10011834319526614
63.53,64.43,65.0,77.32,172441.62,False,False,301050.SZ,2024-11-11,0.008846810492006751,0.023138674641901336
19.0,20.25,19.95,24.3,1350610.09,False,False,300337.SZ,2024-11-11,-0.014814814814814836,0.050000000000000044
50.0,51.98,51.3,62.38,68392.66,False,False,301366.SZ,2024-11-12,-0.013081954597922274,0.026000000000000023
14.63,14.63,16.09,16.09,453704.65,True,True,002838.SZ,2024-11-12,0.09979494190020488,0.09979494190020488
76.48,79.97,78.35,95.96,146665.69,False,False,300570.SZ,2024-11-13,-0.020257596598724614,0.024450836820083532
13.0,13.63,13.58,14.99,54035.86,False,False,603685.SH,2024-11-13,-0.003668378576669129,0.04461538461538472
34.67,35.49,35.05,39.04,16429.78,False,False,001332.SZ,2024-11-14,-0.012397858551704832,0.010960484568791395
36.56,37.31,37.0,41.04,116862.33,False,False,603529.SH,2024-11-14,-0.008308764406325442,0.012035010940919078
6.27,6.27,6.9,6.9,18943.52,True,True,000973.SZ,2024-11-15,0.10047846889952172,0.10047846889952172
16.59,17.25,17.25,20.7,1203967.04,False,False,300047.SZ,2024-11-15,0.0,0.039783001808318286
5.18,5.34,5.36,5.87,285265.56,False,False,600269.SH,2024-11-18,0.0037453183520599342,0.0347490347490349
6.9,6.9,7.59,7.59,92803.74,True,True,000973.SZ,2024-11-18,0.09999999999999987,0.09999999999999987
26.94,29.07,28.78,34.88,26430.74,False,False,301108.SZ,2024-11-19,-0.009975920192638377,0.06829992576095023
13.13,14.64,14.94,16.1,1253644.96,True,False,600292.SH,2024-11-19,0.020491803278688492,0.1378522467631378
37.45,40.56,40.5,44.62,61705.81,True,False,600605.SH,2024-11-20,-0.0014792899408284654,0.08144192256341776
47.44,50.46,50.31,55.51,488474.93,False,False,600276.SH,2024-11-20,-0.0029726516052318575,0.06049747048903886
4.2,4.62,4.87,5.08,1230184.82,True,False,603333.SH,2024-11-21,0.054112554112554,0.1595238095238094
22.01,22.71,22.72,27.25,147134.0,False,False,300151.SZ,2024-11-21,0.0004403346543371267,0.032258064516129004
5.5,5.58,5.61,6.14,543958.82,False,False,000417.SZ,2024-11-22,0.005376344086021501,0.020000000000000018
4.07,4.11,4.07,4.52,738895.94,False,False,600425.SH,2024-11-22,-0.009732360097323589,0.0
19.4,21.19,21.27,23.31,116353.98,True,False,605080.SH,2024-11-25,0.003775365738555747,0.09639175257731969
13.69,15.03,14.83,16.53,350894.94,True,False,600449.SH,2024-11-25,-0.013306719893546148,0.08327246165084001
9.51,10.46,10.2,11.51,207272.9,True,False,605050.SH,2024-11-26,-0.024856596558317512,0.0725552050473186
7.61,7.61,7.25,8.37,734825.07,True,False,002054.SZ,2024-11-26,-0.04730617608409993,-0.04730617608409993
28.5,32.3,32.08,38.76,1792381.44,False,False,300377.SZ,2024-11-27,-0.0068111455108358365,0.1256140350877193
7.2,7.56,7.57,8.32,161503.56,False,False,002038.SZ,2024-11-27,0.001322751322751392,0.05138888888888893
17.82,19.29,19.02,23.15,79976.45,False,False,300720.SZ,2024-11-28,-0.013996889580093264,0.06734006734006726
12.1,13.15,12.8,14.47,1733748.35,True,False,002152.SZ,2024-11-28,-0.026615969581749055,0.05785123966942152
305.0,335.67,319.93,402.8,338955.29,False,False,300033.SZ,2024-11-29,-0.046891292042780086,0.04895081967213111
17.5,21.12,25.02,25.34,166618.07,True,False,301000.SZ,2024-11-29,0.18465909090909083,0.4297142857142857
5.8,6.3,6.55,6.93,1852064.81,True,False,601118.SH,2024-12-02,0.039682539682539764,0.1293103448275863
16.0,17.05,18.76,18.76,328349.0,True,True,600292.SH,2024-12-02,0.10029325513196485,0.1725000000000001
11.1,12.19,12.55,13.41,328046.14,True,False,603081.SH,2024-12-03,0.029532403609516145,0.13063063063063063
31.25,33.02,32.99,36.32,21155.0,False,False,603255.SH,2024-12-03,-0.0009085402786190855,0.055680000000000174
2.7,2.87,3.16,3.16,666377.95,True,True,600503.SH,2024-12-04,0.10104529616724744,0.17037037037037028
7.32,8.12,8.2,8.93,391534.9,True,False,605188.SH,2024-12-04,0.009852216748768461,0.12021857923497259
3.16,3.16,3.48,3.48,153106.33,True,True,600503.SH,2024-12-05,0.10126582278481,0.10126582278481
15.02,15.77,15.77,18.92,56418.8,False,False,301303.SZ,2024-12-05,0.0,0.049933422103861425
64.99,70.62,69.5,84.74,97677.2,False,False,300763.SZ,2024-12-06,-0.01585952987822148,0.0693952915833207
3.48,3.48,3.75,3.83,3843374.63,True,False,600503.SH,2024-12-06,0.07758620689655182,0.07758620689655182
6.58,7.24,7.8,7.96,593450.71,True,False,003037.SZ,2024-12-09,0.07734806629834257,0.18541033434650456
44.5,46.21,47.5,55.45,49901.49,False,False,301366.SZ,2024-12-09,0.027916035490153535,0.0674157303370786
12.61,13.45,13.64,14.8,284568.56,True,False,001318.SZ,2024-12-10,0.014126394052044633,0.08168120539254575
21.19,21.62,21.62,23.78,205726.42,False,False,000997.SZ,2024-12-10,0.0,0.020292590844738
49.84,53.22,52.8,63.86,47292.92,False,False,301121.SZ,2024-12-11,-0.007891770011273946,0.05939004815409299
8.99,9.37,9.44,10.31,349780.87,False,False,000848.SZ,2024-12-11,0.007470651013874008,0.05005561735261388
11.29,12.29,13.06,13.52,209479.41,True,False,603216.SH,2024-12-12,0.06265256305939793,0.1567759078830826
6.92,7.65,7.8,8.42,492499.48,True,False,603326.SH,2024-12-12,0.019607843137254832,0.12716763005780352
9.89,10.9,11.3,11.99,567487.4,True,False,603390.SH,2024-12-13,0.03669724770642202,0.14256825075834167
24.8,27.48,27.43,30.23,294794.4,True,False,605218.SH,2024-12-13,-0.00181950509461426,0.10604838709677411
4.92,4.92,5.41,5.41,45767.58,True,True,002277.SZ,2024-12-16,0.09959349593495936,0.09959349593495936
15.33,16.86,17.07,18.55,121071.89,True,False,603048.SH,2024-12-16,0.012455516014235002,0.11350293542074374
5.41,5.41,5.95,5.95,59929.04,True,True,002277.SZ,2024-12-17,0.09981515711645095,0.09981515711645095
25.01,25.73,24.7,28.3,72385.46,False,False,603530.SH,2024-12-17,-0.04003109211037703,-0.012395041983206845
45.0,53.99,54.07,64.79,475404.84,True,False,300622.SZ,2024-12-18,0.0014817558807185272,0.2015555555555555
89.0,94.48,93.48,113.38,84791.61,False,False,300870.SZ,2024-12-18,-0.010584250635055081,0.05033707865168546
40.1,41.6,41.51,45.76,160012.26,False,False,600085.SH,2024-12-19,-0.0021634615384615863,0.03516209476309218
66.09,72.94,72.94,87.53,97825.45,False,False,300567.SZ,2024-12-19,0.0,0.1036465425934332
15.61,16.42,16.1,18.06,499649.1,False,False,600621.SH,2024-12-20,-0.01948842874543244,0.03139013452914807
17.0,18.74,18.55,20.61,94504.77,True,False,001296.SZ,2024-12-20,-0.010138740661686074,0.09117647058823541
9.14,9.4,9.21,10.34,262977.66,False,False,002728.SZ,2024-12-23,-0.02021276595744681,0.007658643326039494
32.53,34.07,33.7,40.88,197512.84,False,False,300316.SZ,2024-12-23,-0.01085999412973282,0.03596679987703655
22.32,22.32,24.99,26.78,627038.79,True,False,300718.SZ,2024-12-24,0.1196236559139785,0.1196236559139785
66.03,71.33,71.65,85.6,25398.6,False,False,300832.SZ,2024-12-24,0.004486190943502111,0.08511282750265048
12.94,13.7,13.58,15.07,458441.85,False,False,002271.SZ,2024-12-25,-0.008759124087591164,0.04945904173106652
17.81,19.69,20.26,21.66,246070.21,True,False,605378.SH,2024-12-25,0.028948704926358593,0.13756316676024727
55.78,55.78,60.0,66.94,182316.51,True,False,301325.SZ,2024-12-26,0.07565435640014351,0.07565435640014351
23.15,25.0,24.99,27.5,573939.61,False,False,002050.SZ,2024-12-26,-0.00040000000000006697,0.07948164146868253
