open,close,open_next,open_next2,up_limit_next,vol_next,limit_up_t,oneword_next,ts_code,trade_date,T_intraday,overnight_gap,exec1
111.28,111.28,100.15,90.14,122.41,23147.0,True,False,605255.SH,2025-09-23,0.0,-0.10001797268152401,-0.0999500748876685
8.73,8.73,9.6,9.7,9.6,61899.59,True,True,600167.SH,2025-09-23,0.0,0.09965635738831602,0.01041666666666674
9.6,9.6,9.7,9.7,10.56,1419453.81,True,False,600167.SH,2025-09-24,0.0,0.01041666666666674,0.0
22.01,22.01,21.09,20.45,24.21,138936.59,False,False,603848.SH,2025-09-24,0.0,-0.04179918218991374,-0.030346135609293556
7.73,7.69,7.68,7.73,8.46,641662.59,False,False,601319.SH,2025-09-25,-0.005174644243208237,-0.0013003901170351995,0.006510416666666741
12.28,11.96,11.95,11.84,14.35,59554.79,False,False,300694.SZ,2025-09-25,-0.026058631921824005,-0.0008361204013379586,-0.009205020920502016
68.33,67.95,67.96,68.61,74.75,49188.97,False,False,002304.SZ,2025-09-26,-0.005561246890092186,0.00014716703458406144,0.00956444967628034
192.2,191.16,190.83,194.01,210.28,66337.99,False,False,600809.SH,2025-09-26,-0.005411030176899034,-0.0017263025737601634,0.01666404653356368
15.42,15.22,15.23,15.26,16.74,57913.61,False,False,000534.SZ,2025-09-29,-0.012970168612191912,0.0006570302233903647,0.001969796454366346
7.48,7.63,7.64,7.58,8.39,37733.87,False,False,002817.SZ,2025-09-29,0.020053475935828846,0.001310615989515096,-0.007853403141361182
7.96,7.91,7.98,7.97,8.7,71299.44,False,False,003037.SZ,2025-09-30,-0.006281407035175879,0.008849557522123908,-0.0012531328320802837
29.72,29.13,29.27,28.73,34.96,11911.0,False,False,301295.SZ,2025-09-30,-0.0198519515477793,0.004806041881222134,-0.018448923812777518
8.71,8.71,7.84,7.06,9.58,171651.0,False,False,603300.SH,2025-10-09,0.0,-0.0998851894374283,-0.09948979591836737
8.76,8.54,8.54,8.4,9.39,129486.69,False,False,002033.SZ,2025-10-09,-0.02511415525114158,0.0,-0.016393442622950727
7.84,7.84,7.06,7.55,8.62,4610557.06,False,False,603300.SH,2025-10-10,0.0,-0.09948979591836737,0.06940509915014159
20.03,18.55,17.8,18.18,22.26,214293.48,False,False,300650.SZ,2025-10-10,-0.07388916625062403,-0.040431266846361225,0.02134831460674147
8.4,8.45,8.47,8.53,9.3,138750.1,False,False,002033.SZ,2025-10-13,0.005952380952380931,0.002366863905325589,0.007083825265643329
14.53,14.63,14.74,14.62,16.09,21934.0,False,False,002159.SZ,2025-10-13,0.006882312456985673,0.007518796992481258,-0.008141112618724633
9.75,9.68,9.7,9.86,10.65,152080.92,False,False,002332.SZ,2025-10-14,-0.007179487179487243,0.0020661157024792765,0.016494845360824684
12.4,12.34,12.39,12.46,13.57,66179.52,False,False,000888.SZ,2025-10-14,-0.004838709677419395,0.004051863857374549,0.005649717514124353
38.76,39.02,38.88,37.9,42.92,46914.95,False,False,603031.SH,2025-10-15,0.00670794633642946,-0.0035879036391593955,-0.025205761316872577
17.59,17.73,17.57,17.25,21.28,203827.82,False,False,300446.SZ,2025-10-15,0.007959067652075102,-0.009024252679075029,-0.01821286283437684
38.88,37.88,37.9,37.0,41.67,53846.91,False,False,603031.SH,2025-10-16,-0.025720164609053464,0.000527983104540608,-0.0237467018469657
