date,code,reason,pnl
2020-10-12,603040.SH,买入,0.0
2020-10-12,002746.SZ,买入,0.0
2020-10-12,300816.SZ,买入,0.0
2020-10-19,603379.SH,调仓,-4.988123515439435
2020-10-19,688566.SH,调仓,-0.08955223880597885
2020-10-19,688310.SH,调仓,-2.0764119601328956
2020-10-19,300681.SZ,调仓,12.927756653992395
2020-10-19,603297.SH,调仓,6.358839050131926
2020-10-19,002150.SZ,调仓,6.5810593900481384
2020-10-19,300756.SZ,调仓,1.1857707509881577
2020-10-19,002887.SZ,调仓,4.199683042789237
2020-10-19,688222.SH,调仓,-7.541827541827539
2020-10-19,300809.SZ,调仓,5.260545905707215
2020-10-19,002864.SZ,调仓,1.490256018341607
2020-10-19,603663.SH,买入,0.0
2020-10-19,600389.SH,买入,0.0
2020-10-19,300371.SZ,买入,0.0
2020-10-19,603551.SH,买入,0.0
2020-10-19,002956.SZ,买入,0.0
2020-10-19,603979.SH,买入,0.0
2020-10-19,603256.SH,买入,0.0
2020-10-19,002379.SZ,买入,0.0
2020-10-19,002830.SZ,买入,0.0
2020-10-19,000893.SZ,买入,0.0
2020-10-19,000613.SZ,买入,0.0
2020-10-19,600961.SH,买入,0.0
2020-10-19,000020.SZ,买入,0.0
2020-10-19,688258.SH,买入,0.0
2020-10-19,300697.SZ,买入,0.0
2020-10-21,300816.SZ,止损,-13.01199366372483
2020-10-26,600096.SH,调仓,-5.703422053231932
2020-10-26,603066.SH,调仓,-2.8873917228104062
2020-10-26,002937.SZ,调仓,3.396226415094339
2020-10-26,002357.SZ,调仓,-0.33783783783782884
2020-10-26,603607.SH,调仓,2.1335168616655187
2020-10-26,002346.SZ,调仓,0.38387715930903177
2020-10-26,603040.SH,调仓,-5.815384615384622
2020-10-26,300371.SZ,调仓,-0.5836575875486361
2020-10-26,603979.SH,调仓,6.784386617100369
2020-10-26,300697.SZ,调仓,-2.727800348229825
2020-10-26,300816.SZ,买入,0.0
2020-10-26,603277.SH,买入,0.0
2020-10-26,603022.SH,买入,0.0
2020-10-26,300705.SZ,买入,0.0
2020-10-26,000888.SZ,买入,0.0
2020-10-26,688566.SH,买入,0.0
2020-10-30,002746.SZ,止损,-10.45597484276729
2020-10-30,002956.SZ,止损,-15.469107551487426
2020-10-30,000020.SZ,止损,-10.587188612099641
2020-11-02,000958.SZ,止损,-10.669456066945616
2020-11-02,000613.SZ,止损,-11.575562700964625
2020-11-02,688258.SH,止损,-15.483870967741941
2020-11-02,603016.SH,调仓,6.972715461238632
2020-11-02,002818.SZ,调仓,-3.9716312056737646
2020-11-02,603136.SH,调仓,2.2346368715083775
2020-11-02,000893.SZ,调仓,-5.321782178217815
2020-11-02,300816.SZ,调仓,12.665330661322649
2020-11-02,300705.SZ,调仓,-2.5352112676056304
2020-11-02,000613.SZ,买入,0.0
2020-11-02,000020.SZ,买入,0.0
2020-11-02,600753.SH,买入,0.0
2020-11-02,300592.SZ,买入,0.0
2020-11-02,603351.SH,买入,0.0
2020-11-02,000567.SZ,买入,0.0
2020-11-02,002997.SZ,买入,0.0
2020-11-02,603115.SH,买入,0.0
2020-11-02,688310.SH,买入,0.0
2020-11-02,603607.SH,买入,0.0
2020-11-02,002746.SZ,买入,0.0
2020-11-02,603379.SH,买入,0.0
2020-11-02,002014.SZ,买入,0.0
2020-11-02,002098.SZ,买入,0.0
2020-11-02,000680.SZ,买入,0.0
2020-11-02,002893.SZ,买入,0.0
2020-11-09,600389.SH,调仓,-4.205838693715991
2020-11-09,603551.SH,调仓,0.7495315427857419
2020-11-09,603256.SH,调仓,-2.8063610851262744
2020-11-09,600961.SH,调仓,9.195402298850563
2020-11-09,603277.SH,调仓,36.36363636363635
2020-11-09,000888.SZ,调仓,0.3436426116838476
2020-11-09,300592.SZ,调仓,11.347121296813878
2020-11-09,000567.SZ,调仓,4.984093319194072
2020-11-09,002997.SZ,调仓,6.139380530973471
2020-11-09,603115.SH,调仓,5.283259070655633
2020-11-09,603379.SH,调仓,7.107438016528933
2020-11-09,002098.SZ,调仓,6.048387096774199
2020-11-09,002956.SZ,买入,0.0
2020-11-09,603871.SH,买入,0.0
