date,value,n_pos
2020-07-20,1091364.6460000006,32
2020-07-21,1044428.6460000005,32
2020-07-22,1044897.6460000005,32
2020-07-23,1043651.6460000005,32
2020-07-24,1029741.6460000005,32
2020-07-27,1032383.775,29
2020-07-28,1040638.775,29
2020-07-29,1047765.775,29
2020-07-30,1046397.775,29
2020-07-31,1053391.775,29
2020-08-03,1064910.9249999998,30
2020-08-04,1062366.9249999998,30
2020-08-05,1063323.9249999998,30
2020-08-06,1065323.9249999998,30
2020-08-07,1058958.9249999998,30
2020-08-10,1066676.772,31
2020-08-11,1058018.772,31
2020-08-12,1054691.772,31
2020-08-13,1058573.772,31
2020-08-14,1064332.772,31
2020-08-17,1070339.224,27
2020-08-18,1073860.224,27
2020-08-19,1071873.224,27
2020-08-20,1068628.332,26
2020-08-21,1072127.332,26
2020-08-24,1075072.4219999998,28
2020-08-25,1076901.0699999998,27
2020-08-26,1069958.0699999998,27
2020-08-27,1072253.418,26
2020-08-28,1076031.418,26
2020-08-31,1076351.4679999999,26
2020-09-01,1075827.4679999999,26
2020-09-02,1076189.4679999999,26
2020-09-03,1070996.4679999999,26
2020-09-04,1069879.4679999999,26
2020-09-07,1063181.358,31
2020-09-08,1068616.358,31
2020-09-09,1054237.109,27
2020-09-10,1040605.807,24
2020-09-11,1044648.807,24
2020-09-14,1046987.7900000002,30
2020-09-15,1047655.7900000002,30
2020-09-16,1042738.7900000002,30
2020-09-17,1045397.7900000002,30
2020-09-18,1052157.79,30
2020-09-21,1048398.3700000002,29
2020-09-22,1043064.7400000002,28
2020-09-23,1046540.7400000002,28
2020-09-24,1035814.1900000002,27
2020-09-25,1032170.1900000002,27
2020-09-28,1024537.4860000001,31
2020-09-29,1029076.4860000001,31
2020-09-30,1029120.4860000001,31
2020-10-09,1040297.2530000001,29
2020-10-12,1052588.213,27
2020-10-13,1052594.213,27
2020-10-14,1048558.213,27
2020-10-15,1045162.213,27
2020-10-16,1045278.213,27
2020-10-19,1042817.4940000003,31
2020-10-20,1047627.4940000003,31
2020-10-21,1041946.4300000003,30
2020-10-22,1039286.4300000003,30
2020-10-23,1033774.4300000003,30
2020-10-26,1030459.9890000005,26
2020-10-27,1032586.9890000005,26
2020-10-28,1033337.9890000005,26
2020-10-29,1033691.9890000005,26
2020-10-30,1024767.5890000005,23
2020-11-02,1022211.4610000005,30
2020-11-03,1033959.4610000005,30
2020-11-04,1031636.4610000005,30
2020-11-05,1038311.4610000005,30
2020-11-06,1037167.4610000005,30
2020-11-09,1048072.9820000005,28
2020-11-10,1048869.9520000005,27
2020-11-11,1045795.9520000005,27
2020-11-12,1049542.9520000005,27
2020-11-13,1048732.9520000005,27
2020-11-16,1053378.8520000007,28
2020-11-17,1051009.8520000007,28
2020-11-18,1053963.8520000007,28
2020-11-19,1054133.8520000007,28
2020-11-20,1056513.8520000007,28
2020-11-23,1056164.5950000004,28
2020-11-24,1055930.5950000004,28
2020-11-25,1051453.7700000005,27
2020-11-26,1049866.7700000005,27
2020-11-27,1047323.7700000005,27
2020-11-30,1044388.7500000005,30
2020-12-01,1049936.7500000005,30
2020-12-02,1052276.0500000005,29
2020-12-03,1053528.0500000005,29
2020-12-04,1053966.0500000005,29
2020-12-07,1048906.5350000004,27
2020-12-08,1045425.5350000004,27
2020-12-09,1035781.1850000004,26
2020-12-10,1033042.1850000004,26
2020-12-11,1022860.2770000005,23
2020-12-14,1025335.7680000005,30
2020-12-15,1028803.7680000005,30
2020-12-16,1020000.7960000006,29
2020-12-17,1023109.7960000006,29
2020-12-18,1016584.4340000006,28
2020-12-21,1019199.0700000003,29
2020-12-22,1008020.5060000003,28
2020-12-23,1006390.0610000003,27
2020-12-24,997201.0940000003,23
2020-12-25,1000239.0940000003,23
2020-12-28,991968.2250000003,29
2020-12-29,993064.2250000003,29
2020-12-30,996851.2250000003,29
2020-12-31,1006501.2250000003,29
2021-01-04,1012352.9030000003,28
2021-01-05,1010672.9030000003,28
2021-01-06,1001768.6680000003,27
2021-01-07,980810.3820000002,25
2021-01-08,983148.3820000002,25
2021-01-11,972926.4050000004,30
2021-01-12,975222.4050000004,30
2021-01-13,962629.1590000003,28
2021-01-14,967121.1590000003,28
2021-01-15,977943.1590000003,28
2021-01-18,986438.4640000004,30
2021-01-19,994436.4640000004,30
2021-01-20,996925.4640000004,30
2021-01-21,999705.4640000004,30
2021-01-22,992018.4640000004,30
2021-01-25,979989.9130000004,31
2021-01-26,980561.9130000004,31
2021-01-27,979223.7880000004,30
2021-01-28,978223.7880000004,30
2021-01-29,974308.7880000004,30
2021-02-01,973718.7830000003,29
2021-02-02,970784.5310000003,28
2021-02-03,960445.5880000003,26
2021-02-04,953839.5830000004,19
2021-02-05,950272.5830000004,19
2021-02-08,948142.6160000005,27
2021-02-09,954650.6160000005,27
2021-02-10,959860.6160000005,27
2021-02-18,970613.5860000004,24
2021-02-19,981324.5860000004,24
2021-02-22,986212.3400000004,24
2021-02-23,982651.3400000004,24
2021-02-24,984186.3400000004,24
2021-02-25,979790.3400000004,24
2021-02-26,981691.3400000004,24
2021-03-01,989579.9100000006,29
2021-03-02,987563.9100000006,29
2021-03-03,991538.9100000006,29
2021-03-04,989452.9100000006,29
2021-03-05,994113.9100000006,29
2021-03-08,991361.5400000005,26
2021-03-09,983092.1120000005,25
2021-03-10,979414.1120000005,25
2021-03-11,983257.1120000005,25
2021-03-12,979432.1120000005,25
2021-03-15,976649.7520000008,29
2021-03-16,982789.7520000008,29
2021-03-17,989702.7520000008,29
2021-03-18,995096.7520000008,29
2021-03-19,997065.7520000008,29
2021-03-22,999689.9430000007,26
2021-03-23,997575.9430000007,26
2021-03-24,995007.9430000007,26
2021-03-25,994475.9430000007,26
2021-03-26,996761.9430000007,26
2021-03-29,997491.0010000005,31
2021-03-30,993258.0010000005,31
2021-03-31,993594.0010000005,31
2021-04-01,996737.0010000005,31
2021-04-02,1002208.0010000005,31
2021-04-06,1005066.5100000006,32
2021-04-07,1006662.5100000006,32
2021-04-08,1003495.5100000006,32
2021-04-09,1002382.5100000006,32
2021-04-12,998070.5900000003,26
2021-04-13,994872.5900000003,26
2021-04-14,1000044.5900000003,26
2021-04-15,1001820.5900000003,26
2021-04-16,1007521.5900000003,26
2021-04-19,1011510.0460000006,28
2021-04-20,1015308.0460000006,28
2021-04-21,1013506.0460000006,28
2021-04-22,1012928.0460000006,28
2021-04-23,1011300.0460000006,28
2021-04-26,1008818.9010000008,30
2021-04-27,1003694.9010000008,30
2021-04-28,1002603.2850000007,29
2021-04-29,1002248.2850000007,29
2021-04-30,994221.2850000007,29
2021-05-06,994449.1780000007,31
2021-05-07,993793.1780000007,31
2021-05-10,991348.9400000006,32
2021-05-11,994870.9400000006,32
2021-05-12,997846.9400000006,32
2021-05-13,996074.9400000006,32
2021-05-14,1001576.9400000006,32
2021-05-17,997864.0060000006,28
2021-05-18,998747.0060000006,28
2021-05-19,998318.0060000006,28
2021-05-20,994953.0060000006,28
2021-05-21,994634.1070000007,27
2021-05-24,996380.8340000006,30
2021-05-25,996891.8340000006,30
2021-05-26,1000176.8340000006,30
2021-05-27,1004963.8340000006,30
2021-05-28,999475.8340000006,30
2021-05-31,1002200.2010000005,25
2021-06-01,1005266.2010000005,25
2021-06-02,1005713.2010000005,25
2021-06-03,1004968.2010000005,25
2021-06-04,1005087.2010000005,25
2021-06-07,1006546.9710000005,30
2021-06-08,1007341.9710000005,30
2021-06-09,1009792.9710000005,30
2021-06-10,1013506.9710000005,30
2021-06-11,1014046.9710000005,30
2021-06-15,1006849.1760000006,30
2021-06-16,1000980.1760000006,30
2021-06-17,1003620.5860000006,29
2021-06-18,1005495.5860000006,29
2021-06-21,1008879.0770000005,29
2021-06-22,1012321.0770000005,29
2021-06-23,1013410.0770000005,29
2021-06-24,1012311.0770000005,29
2021-06-25,1011738.0770000005,29
2021-06-28,1015576.3070000006,30
2021-06-29,1012992.3070000006,30
2021-06-30,1014553.3070000006,30
2021-07-01,1010634.3070000006,30
2021-07-02,1008231.0040000007,29
2021-07-05,1011018.7770000007,30
2021-07-06,1011832.7770000007,30
2021-07-07,1014337.7770000007,30
2021-07-08,1009456.7770000007,30
2021-07-09,1010525.7770000007,30
2021-07-12,1013593.5150000007,29
2021-07-13,1012081.5150000007,29
2021-07-14,1009087.6450000007,28
2021-07-15,1002093.7300000007,27
2021-07-16,1000617.7300000007,27
2021-07-19,1000546.3980000006,29
2021-07-20,997937.2740000007,28
2021-07-21,1001172.2740000007,28
2021-07-22,1000338.2740000007,28
2021-07-23,991519.0820000006,26
2021-07-26,986971.7240000006,31
2021-07-27,984220.8160000006,28
2021-07-28,978578.2240000006,27
2021-07-29,986220.2240000006,27
2021-07-30,992492.2240000006,27
2021-08-02,999660.8020000007,30
2021-08-03,1007139.8020000007,30
2021-08-04,1007029.8020000007,30
2021-08-05,1009379.8020000007,30
2021-08-06,1006113.8020000007,30
2021-08-09,1013181.1880000007,30
2021-08-10,1017306.1880000007,30
2021-08-11,1020396.1880000007,30
2021-08-12,1020734.1880000007,30
2021-08-13,1020536.1880000007,30
2021-08-16,1023473.6350000006,31
2021-08-17,1012874.6350000006,31
2021-08-18,1014597.6350000006,31
2021-08-19,1013777.6350000006,31
2021-08-20,1008070.0850000005,30
2021-08-23,1018199.1120000005,30
2021-08-24,1019417.1120000005,30
2021-08-25,1019993.7920000006,29
2021-08-26,1015486.7920000006,29
2021-08-27,1015294.1760000006,28
2021-08-30,1014012.6920000006,28
2021-08-31,1012979.9530000007,25
2021-09-01,1017472.9720000006,24
2021-09-02,1019032.9720000006,24
2021-09-03,1026040.9720000006,24
2021-09-06,1028350.1940000004,31
2021-09-07,1029977.1940000004,31
2021-09-08,1032113.1940000004,31
2021-09-09,1028357.1940000004,31
2021-09-10,1024956.1940000004,31
2021-09-13,1020761.1220000003,28
2021-09-14,1016608.1220000003,28
2021-09-15,1013087.6380000003,27
2021-09-16,1007753.6080000002,24
2021-09-17,1008178.6080000002,24
2021-09-22,1004170.7140000004,31
2021-09-23,1007845.7140000004,31
2021-09-24,1001322.3320000004,30
2021-09-27,992211.1530000002,27
2021-09-28,990067.3030000002,26
2021-09-29,979868.4440000003,23
2021-09-30,986190.4440000003,23
2021-10-08,991976.3200000005,29
2021-10-11,992022.4060000007,26
2021-10-12,985548.4060000007,26
2021-10-13,991012.4060000007,26
2021-10-14,996761.4060000007,26
2021-10-15,993044.4060000007,26
2021-10-18,993219.3060000007,28
2021-10-19,992887.3060000007,28
2021-10-20,990357.3060000007,28
2021-10-21,985810.4520000006,27
2021-10-22,983971.4520000006,27
2021-10-25,987979.6940000007,27
2021-10-26,985568.6940000007,27
2021-10-27,978596.9060000007,24
2021-10-28,976431.9060000007,24
2021-10-29,979470.9060000007,24
2021-11-01,985842.5630000005,28
2021-11-02,977615.5630000005,28
2021-11-03,983170.5630000005,28
2021-11-04,989849.5630000005,28
2021-11-05,991842.5630000005,28
2021-11-08,994105.7540000005,27
2021-11-09,998017.7540000005,27
2021-11-10,1000780.7540000005,27
2021-11-11,1005481.7540000005,27
2021-11-12,1007719.7540000005,27
2021-11-15,1015370.8870000006,30
2021-11-16,1014103.8870000006,30
2021-11-17,1019130.8870000006,30
2021-11-18,1014613.8870000006,30
2021-11-19,1018313.8870000006,30
2021-11-22,1018499.1310000009,29
2021-11-23,1021520.1310000009,29
2021-11-24,1025733.1310000009,29
2021-11-25,1030720.1310000009,29
2021-11-26,1028343.1310000009,29
2021-11-29,1023766.4150000007,28
2021-11-30,1026009.4150000007,28
2021-12-01,1034229.4150000007,28
2021-12-02,1030810.4150000007,28
2021-12-03,1031729.4150000007,28
2021-12-06,1026936.8250000007,30
2021-12-07,1027831.8250000007,30
2021-12-08,1032565.8250000007,30
2021-12-09,1037143.8250000007,30
2021-12-10,1039853.8250000007,30
2021-12-13,1041368.5110000009,31
2021-12-14,1047304.5110000009,31
2021-12-15,1044920.5110000009,31
2021-12-16,1047245.5110000009,31
2021-12-17,1042381.5110000009,31
2021-12-20,1037374.7150000008,29
2021-12-21,1041690.7150000008,29
2021-12-22,1043212.7150000008,29
2021-12-23,1038666.6250000008,28
2021-12-24,1028802.1050000008,27
2021-12-27,1027927.4140000008,31
2021-12-28,1036456.4140000008,31
2021-12-29,1042667.4140000008,31
2021-12-30,1051672.4140000008,31
2021-12-31,1055881.4140000008,31
2022-01-04,1054656.0130000012,32
2022-01-05,1045938.0130000011,32
2022-01-06,1050915.0130000012,32
2022-01-07,1041898.0130000011,32
2022-01-10,1045439.9760000012,29
2022-01-11,1045846.9760000012,29
2022-01-12,1054997.9760000012,29
2022-01-13,1053849.9760000012,29
2022-01-14,1051283.9690000012,28
2022-01-17,1053737.4230000009,28
2022-01-18,1049924.9230000009,27
2022-01-19,1050205.299000001,26
2022-01-20,1037914.1310000011,23
2022-01-21,1034455.1310000011,23
2022-01-24,1031817.4590000011,29
2022-01-25,1016648.7580000011,22
2022-01-26,1020104.7580000011,22
2022-01-27,1011581.7020000011,20
2022-01-28,1016404.7020000011,20
2022-02-07,1018325.4870000015,29
2022-02-08,1021890.4870000015,29
2022-02-09,1027227.4870000015,29
2022-02-10,1020917.4870000015,29
2022-02-11,1006132.4900000015,27
2022-02-14,1004719.5570000017,31
2022-02-15,1008969.5570000017,31
2022-02-16,1012863.5570000017,31
2022-02-17,1010668.5570000017,31
2022-02-18,1011167.5410000017,30
2022-02-21,1012319.1120000018,29
2022-02-22,1004768.1120000018,29
2022-02-23,1016428.1120000018,29
2022-02-24,1007671.2250000018,27
2022-02-25,1013187.2250000018,27
2022-02-28,1011522.554000002,32
2022-03-01,1014164.554000002,32
2022-03-02,1014936.554000002,32
2022-03-03,1012426.604000002,30
2022-03-04,1011216.604000002,30
2022-03-07,1002331.8670000021,31
2022-03-08,988721.9910000021,29
2022-03-09,980806.2620000022,26
2022-03-10,984177.2620000022,26
2022-03-11,985435.2620000022,26
2022-03-14,973663.1180000021,29
2022-03-15,950698.6940000022,19
2022-03-16,955946.6940000022,19
2022-03-17,969102.6940000022,19
2022-03-18,972124.6940000022,19
2022-03-21,970572.3720000023,31
2022-03-22,967927.3720000023,31
2022-03-23,968731.3720000023,31
2022-03-24,965024.3720000023,31
2022-03-25,963282.5360000023,30
2022-03-28,957732.2450000023,27
2022-03-29,954721.2450000023,27
2022-03-30,958399.2450000023,27
2022-03-31,956738.2450000023,27
2022-04-01,956681.8550000023,26
2022-04-06,956063.101000002,29
2022-04-07,947278.8040000021,26
2022-04-08,941458.0330000021,25
2022-04-11,928598.5750000022,29
2022-04-12,933012.5750000022,29
2022-04-13,926428.9630000022,22
2022-04-14,929217.9630000022,22
2022-04-15,924440.0010000021,19
2022-04-18,930634.6250000023,27
2022-04-19,930474.6250000023,27
2022-04-20,930124.6250000023,27
2022-04-21,915997.5350000024,26
2022-04-22,915485.9550000024,25
2022-04-25,888667.472000002,21
2022-04-26,877428.472000002,21
2022-04-27,885999.472000002,21
2022-04-28,882255.472000002,21
2022-04-29,896289.472000002,21
2022-05-05,903581.3260000021,24
2022-05-06,902020.3260000021,24
2022-05-09,906465.6820000021,25
2022-05-10,912958.6820000021,25
2022-05-11,914371.6820000021,25
2022-05-12,918451.6820000021,25
2022-05-13,922604.6820000021,25
2022-05-16,920478.533000002,27
2022-05-17,918638.533000002,27
2022-05-18,925024.533000002,27
2022-05-19,925508.533000002,27
2022-05-20,928657.533000002,27
2022-05-23,937342.925000002,30
2022-05-24,922039.925000002,30
2022-05-25,929536.925000002,30
2022-05-26,927595.925000002,30
2022-05-27,929847.925000002,30
2022-05-30,933365.0830000018,28
2022-05-31,943284.0830000018,28
2022-06-01,949695.0830000018,28
2022-06-02,957372.0830000018,28
2022-06-06,964346.311000002,30
2022-06-07,963312.311000002,30
2022-06-08,961456.311000002,30
2022-06-09,952578.7830000019,29
2022-06-10,956005.7830000019,29
2022-06-13,954744.0740000024,29
2022-06-14,952114.0740000024,29
2022-06-15,953082.0740000024,29
2022-06-16,956008.0740000024,29
2022-06-17,954474.0740000024,29
2022-06-20,958675.1240000025,28
2022-06-21,959365.1240000025,28
2022-06-22,956674.1240000025,28
2022-06-23,962368.1240000025,28
2022-06-24,968066.1240000025,28
2022-06-27,969519.0090000024,26
2022-06-28,981164.0090000024,26
2022-06-29,976153.0090000024,26
2022-06-30,979823.0090000024,26
2022-07-01,980295.0090000024,26
2022-07-04,979468.8720000023,31
2022-07-05,977306.8720000023,31
2022-07-06,978690.8720000023,31
2022-07-07,981982.8720000023,31
2022-07-08,984091.8720000023,31
2022-07-11,976062.8600000023,31
2022-07-12,970108.8600000023,31
2022-07-13,974619.8600000023,31
2022-07-14,979115.8600000023,31
2022-07-15,974589.6180000023,30
2022-07-18,981468.2870000022,30
2022-07-19,987647.2870000022,30
2022-07-20,991889.5150000022,29
2022-07-21,991012.5150000022,29
2022-07-22,986522.5150000022,29
2022-07-25,983349.4600000025,30
2022-07-26,987007.4600000025,30
2022-07-27,991907.4600000025,30
2022-07-28,997228.4600000025,30
2022-07-29,996047.4600000025,30
2022-08-01,999041.2680000027,27
2022-08-02,982008.2680000027,27
2022-08-03,982372.2680000027,27
2022-08-04,991437.2680000027,27
2022-08-05,997421.2680000027,27
2022-08-08,999438.0150000027,30
2022-08-09,998638.0150000027,30
2022-08-10,999358.0150000027,30
2022-08-11,1008707.0150000027,30
2022-08-12,1009762.0150000027,30
2022-08-15,1008177.6730000031,30
2022-08-16,1012925.6730000031,30
2022-08-17,1014006.6730000031,30
2022-08-18,1012950.6730000031,30
2022-08-19,1009926.6730000031,30
2022-08-22,1010921.6050000031,26
2022-08-23,1011900.6050000031,26
2022-08-24,1001840.4880000032,25
2022-08-25,1002418.4880000032,25
2022-08-26,1001104.9880000032,24
2022-08-29,1001966.2560000035,29
2022-08-30,1002228.2560000035,29
2022-08-31,992375.2560000035,29
2022-09-01,989794.6480000035,27
2022-09-02,992755.6480000035,27
2022-09-05,988983.7530000035,24
2022-09-06,993720.7530000035,24
2022-09-07,997559.7530000035,24
2022-09-08,992225.7530000035,24
2022-09-09,989527.1070000036,23
2022-09-13,992037.4740000034,29
2022-09-14,987845.4740000034,29
2022-09-15,976243.2140000034,27
2022-09-16,968117.7220000034,24
2022-09-19,961282.7160000035,29
2022-09-20,971101.7160000035,29
2022-09-21,973659.7160000035,29
2022-09-22,972151.7160000035,29
2022-09-23,962126.0680000035,28
2022-09-26,954307.7050000035,30
2022-09-27,965611.7050000035,30
2022-09-28,955272.7050000035,30
2022-09-29,955862.3020000034,29
2022-09-30,948914.4850000035,27
2022-10-10,940432.8550000032,27
2022-10-11,945058.8550000032,27
2022-10-12,960797.8550000032,27
2022-10-13,966971.8550000032,27
2022-10-14,977193.8550000032,27
2022-10-17,989596.439000003,30
2022-10-18,992081.439000003,30
2022-10-19,987919.439000003,30
2022-10-20,989310.439000003,30
2022-10-21,987356.439000003,30
2022-10-24,981980.849000003,30
2022-10-25,981521.849000003,30
2022-10-26,992667.849000003,30
2022-10-27,991081.849000003,30
2022-10-28,977061.264000003,29
2022-10-31,983311.8690000027,31
2022-11-01,994448.8690000027,31
2022-11-02,1000204.8690000027,31
2022-11-03,1001248.8690000027,31
2022-11-04,1007315.8690000027,31
2022-11-07,1011049.7360000026,28
2022-11-08,1012181.7360000026,28
2022-11-09,1011539.7360000026,28
2022-11-10,1010367.7360000026,28
2022-11-11,1013224.7360000026,28
2022-11-14,1011961.2160000028,30
2022-11-15,1018960.2160000028,30
2022-11-16,1021875.2160000028,30
2022-11-17,1019804.2160000028,30
2022-11-18,1016240.2160000028,30
2022-11-21,1018922.2910000029,30
2022-11-22,1013164.2910000029,30
2022-11-23,1014209.2910000029,30
2022-11-24,1015887.2910000029,30
2022-11-25,1014798.2910000029,30
2022-11-28,1010454.0410000032,31
2022-11-29,1018588.0410000032,31
2022-11-30,1018199.0410000032,31
2022-12-01,1024260.0410000032,31
2022-12-02,1029712.0410000032,31
2022-12-05,1027780.2400000034,29
2022-12-06,1025432.2400000034,29
2022-12-07,1025119.2400000034,29
2022-12-08,1027365.2400000034,29
2022-12-09,1022101.2400000034,29
2022-12-12,1023363.4240000034,27
2022-12-13,1018135.0190000033,26
2022-12-14,1017795.0190000033,26
2022-12-15,1022423.0190000033,26
2022-12-16,1015076.1990000034,25
2022-12-19,1006882.5930000034,31
2022-12-20,1007250.5930000034,31
2022-12-21,1000241.4650000033,29
2022-12-22,991814.5200000033,27
2022-12-23,991443.5200000033,27
2022-12-26,1001457.2810000032,31
2022-12-27,1003015.2810000032,31
2022-12-28,997161.6810000032,30
2022-12-29,995832.6810000032,30
2022-12-30,998083.6810000032,30
2023-01-03,1006571.8400000032,29
2023-01-04,1008540.8400000032,29
2023-01-05,1012080.8400000032,29
2023-01-06,1011567.8400000032,29
2023-01-09,1012103.2840000031,25
2023-01-10,1013264.2840000031,25
2023-01-11,1007462.2840000031,25
2023-01-12,1008096.2840000031,25
2023-01-13,1008947.2840000031,25
2023-01-16,1014445.358000003,28
2023-01-17,1014783.358000003,28
2023-01-18,1017037.358000003,28
2023-01-19,1020909.358000003,28
2023-01-20,1024671.358000003,28
2023-01-30,1031010.1030000033,30
2023-01-31,1040602.1030000033,30
2023-02-01,1045642.1030000033,30
2023-02-02,1043567.1030000033,30
2023-02-03,1042890.1030000033,30
2023-02-06,1041939.9300000033,29
2023-02-07,1043833.9300000033,29
2023-02-08,1042544.9300000033,29
2023-02-09,1045624.9300000033,29
2023-02-10,1046358.9300000033,29
2023-02-13,1051744.2990000034,28
2023-02-14,1052042.2990000034,28
2023-02-15,1050950.2990000034,28
2023-02-16,1044946.2990000033,28
2023-02-17,1044150.2990000033,28
2023-02-20,1047043.0970000033,28
2023-02-21,1048745.0970000033,28
2023-02-22,1050936.0970000033,28
2023-02-23,1034981.0970000033,28
2023-02-24,1034109.0970000033,28
2023-02-27,1029341.1110000034,30
2023-02-28,1032978.1110000034,30
2023-03-01,1036363.1110000034,30
2023-03-02,1032927.1110000034,30
2023-03-03,1032156.1110000034,30
2023-03-06,1034934.1980000035,30
2023-03-07,1027551.1980000035,30
2023-03-08,1030248.1980000035,30
2023-03-09,1033279.1980000035,30
2023-03-10,1030379.1980000035,30
2023-03-13,1025021.4960000033,27
2023-03-14,1020783.9440000033,26
2023-03-15,1024991.9440000033,26
2023-03-16,1019930.4070000033,25
2023-03-17,1023095.4070000033,25
2023-03-20,1025176.1530000031,30
2023-03-21,1034460.1530000031,30
2023-03-22,1036546.1530000031,30
2023-03-23,1035898.1530000031,30
2023-03-24,1039785.1530000031,30
2023-03-27,1038472.5930000029,30
2023-03-28,1036837.5930000029,30
2023-03-29,1032699.5930000029,30
2023-03-30,1033420.5930000029,30
2023-03-31,1036467.5930000029,30
2023-04-03,1036560.3880000025,29
2023-04-04,1031338.3880000025,29
2023-04-06,1028039.7020000025,28
2023-04-07,1031161.7020000025,28
2023-04-10,1027239.4620000024,29
2023-04-11,1027415.4620000024,29
2023-04-12,1030955.4620000024,29
2023-04-13,1028652.4620000024,29
2023-04-14,1029520.4620000024,29
2023-04-17,1030256.7020000026,31
2023-04-18,1027503.7020000026,31
2023-04-19,1026375.9730000026,30
2023-04-20,1021282.9730000026,30
2023-04-21,999041.7630000026,29
2023-04-24,995043.8560000022,30
