run_id,date,code,side,volume,price,amount,slippage_amt,commission,tax,reason,layer,model
20260815_200150_9f5a13,2021-06-02,600479.SH,buy,1000,121.107587,121107.587,120.9866,30.276897,0.0,target_weight_new,,next_open
20260815_200150_9f5a13,2021-06-02,002347.SZ,buy,7600,16.42602,124837.752,124.713036,31.209438,0.0,target_weight_new,,next_open
20260815_200150_9f5a13,2021-06-02,600663.SH,buy,800,155.343989,124275.1912,124.15104,31.068798,0.0,target_weight_new,,next_open
20260815_200150_9f5a13,2021-06-02,000828.SZ,buy,2900,42.488946,123217.9434,123.09485,30.804486,0.0,target_weight_new,,next_open
20260815_200150_9f5a13,2021-06-02,603808.SH,buy,3500,34.878343,122074.2005,121.95225,30.51855,0.0,target_weight_new,,next_open
20260815_200150_9f5a13,2021-06-02,002191.SZ,buy,1700,72.890738,123914.2546,123.790464,30.978564,0.0,target_weight_new,,next_open
20260815_200150_9f5a13,2021-06-02,603001.SH,buy,10200,12.164853,124081.5006,123.95754,31.020375,0.0,target_weight_new,,next_open
20260815_200150_9f5a13,2021-06-02,000595.SZ,buy,10100,12.308136,124312.1736,124.187984,31.078043,0.0,target_weight_new,,next_open
20260815_200150_9f5a13,2021-06-17,000595.SZ,sell,500,12.97697,6488.485,6.49498,1.622121,3.244242,rebalance_reduce,confirm,next_open
20260815_200150_9f5a13,2021-06-17,002191.SZ,sell,1700,66.737306,113453.4202,113.566987,28.363355,56.72671,target_exit,confirm,next_open
20260815_200150_9f5a13,2021-06-17,603808.SH,buy,200,33.550267,6710.0534,6.70335,1.677513,0.0,rebalance_increase,,next_open
20260815_200150_9f5a13,2021-06-17,603001.SH,buy,600,11.444283,6866.5698,6.85971,1.716642,0.0,rebalance_increase,,next_open
20260815_200150_9f5a13,2021-06-17,600968.SH,buy,41700,2.997244,124985.0748,124.860225,31.246269,0.0,target_weight_new,,next_open
20260815_200150_9f5a13,2021-06-29,000595.SZ,sell,1100,15.3049,16835.39,16.852242,4.208848,8.417695,rebalance_reduce,confirm,next_open
20260815_200150_9f5a13,2021-06-29,600968.SH,sell,41700,2.666781,111204.7677,111.316065,27.801192,55.602384,target_exit,confirm,next_open
