week,ret
2023-02-13,-0.010876239131301712
2023-02-20,0.002609141893910572
2023-02-27,0.016472984077908915
2023-03-06,-0.04017631893038478
2023-03-13,-0.015425071073888356
2023-03-20,0.019470456824267714
2023-03-27,-0.00015523484512125311
2023-04-03,-0.036992612491629086
2023-04-10,0.026879428739064362
2023-04-17,0.0058066591196318535
2023-04-24,0.055259274374585915
2023-05-08,0.013194023213188657
2023-05-15,0.021161325947969
2023-05-22,0.0013504088171903401
2023-05-29,0.023331125860164146
2023-06-05,-0.01274394763279565
2023-06-12,0.01632027313490162
2023-06-19,0.016295393643653337
2023-06-26,0.06436882804160439
2023-07-03,-0.002213695968156371
2023-07-10,0.007340112687046463
2023-07-17,0.0037614505705911515
2023-07-24,0.024356932198616038
2023-07-31,-0.026466952348931684
2023-08-07,-0.0035914368669895612
2023-08-14,0.0039060772272808252
2023-08-21,-0.02092781243558114
2023-08-28,0.039225334759512245
2023-09-04,-0.016849034769192785
2023-09-11,0.004834341727502567
2023-09-18,-0.013326316604729584
2023-09-25,0.0018184561246790134
2023-10-09,-0.021045338943384066
2023-10-16,-0.03923041320999535
2023-10-23,0.0754481217623215
2023-10-30,0.014475661520925298
2023-11-06,0.020049259440137277
2023-11-13,0.013872591267597703
2023-11-20,-0.002424534300498271
2023-11-27,0.010586440549240395
2023-12-04,-0.03408759313886143
2023-12-11,0.00012154418850787328
2023-12-18,-0.017431398447762793
2023-12-25,0.021326437228096344
2024-01-08,0.013006848445208575
2024-01-15,-0.10536846667389736
2024-01-22,0.04046474404597731
2024-01-29,-0.2231630778980525
2024-02-05,0.09786985592651627
2024-02-19,0.14898253122515914
2024-02-26,-0.03174903972948347
2024-03-04,0.02766898824524678
2024-03-11,0.048472983604986745
2024-03-18,-0.016681709546171864
2024-03-25,0.05117061861557371
2024-04-01,-0.021034291038554347
2024-04-08,-0.04712312840789791
2024-04-15,0.0046805880117068
2024-04-22,0.09096440329732326
2024-04-29,0.029842655280534834
2024-05-06,-0.006623818943279215
2024-05-13,0.017166276355943137
2024-05-20,-0.029948191472639454
2024-05-27,-0.03497809849386117
2024-06-03,-0.05090720379863267
2024-06-17,-0.016359940436467813
2024-06-24,0.058635154803712536
2024-07-01,-0.05113473083349761
2024-07-08,-0.012341194120135006
2024-07-15,-0.013609040840144936
2024-07-22,0.0018771657798190458
2024-07-29,-0.004466943628871145
2024-08-05,0.028494373516820007
2024-08-12,-0.005568516364104381
2024-08-19,-0.008468708577130345
2024-08-26,-0.01378656762664998
2024-09-02,-0.017937097411949633
2024-09-09,-0.0020183573850053194
2024-09-23,0.215554314560077
2024-09-30,-0.030512015043736393
2024-10-14,0.016104552428276773
2024-10-21,0.09676386556864291
2024-10-28,0.02201739097340767
2024-11-04,0.06775293089658556
2024-11-11,-0.04567459026530586
2024-11-18,0.05388039447832002
2024-11-25,0.0654784762396473
2024-12-02,0.018358934826912136
2024-12-09,0.025469776086514854
2024-12-16,-0.08115548084401379
2024-12-23,0.017610554668461446
2024-12-30,-0.06036431009817462
2025-01-06,0.019106494608598656
2025-01-13,0.07723463519640394
2025-01-20,-0.0004274840950554194
2025-01-27,0.014820000161728134
2025-02-10,8.109393794319985e-05
2025-02-17,-0.00444864437984165
2025-02-24,0.0030578646818926417
2025-03-03,0.02316639547578865
2025-03-10,0.04453298715929397
2025-03-17,-0.014530211433785335
2025-03-24,-0.00807132586623086
2025-03-31,-0.08729411746442677
2025-04-07,0.09547695658961014
2025-04-14,0.020301054553611187
2025-04-21,0.007010650571007205
2025-04-28,0.0671244320593512
2025-05-12,0.033079793482064676
2025-05-19,-0.019257313567059064
2025-05-26,0.08521955993295349
2025-06-09,0.010873549958566528
2025-06-16,-0.03341388473440465
2025-06-23,0.04712322558675941
2025-06-30,0.016214239405216716
2025-07-07,0.01713430531737592
2025-07-14,0.009276640854442141
2025-07-21,0.01603617590772034
2025-07-28,-0.01452732610250218
2025-08-04,0.022851619423666435
2025-08-11,-0.0017521175512164257
2025-08-18,0.016091131948555607
2025-08-25,-0.03617183507751868
2025-09-01,0.004194969433873252
2025-09-08,0.020191986885019535
2025-09-15,-0.033358263875132216
2025-09-22,0.014455658631200796
2025-09-29,0.01955610223569756
2025-10-13,0.02637259964153785
2025-10-20,0.024944333621962956
2025-10-27,-0.005878834631551234
2025-11-03,0.04144249121557918
2025-11-10,0.011135432694217939
2025-11-17,-0.07007124763078766
2025-11-24,0.02222829259036377
2025-12-01,0.002882062164152277
2025-12-08,-0.023816763475293625
2025-12-15,0.013940282580514541
2025-12-22,0.0006629284927216919
2025-12-29,0.00558518815134972
2026-01-05,0.02355625676057824
2026-01-12,0.029798396575508725
2026-01-19,0.0270592958069625
2026-01-26,-0.02338113146578861
2026-02-02,0.01987571458570636
2026-02-09,0.035201032666642276
2026-03-02,0.0027396692229826004
2026-03-09,0.00036829891362436516
2026-03-16,-0.08997127010864987
2026-03-23,0.08792187547824433
2026-03-30,0.008545671418978563
2026-04-13,0.020780388425770412
2026-04-20,-0.009650357754556471
2026-04-27,0.03344811319382062
2026-05-11,-0.025608994189236237
2026-05-18,-0.024086358702945645
2026-05-25,0.005022602397092457
2026-06-01,-0.060528406614241234
2026-06-08,-0.015505686874684742
2026-06-15,-0.03293385425533029
2026-06-22,-0.044849109751434066
