week,ts_code,weight
2019-04-15,002150.SZ,0.1
2019-04-15,600051.SH,0.1
2019-04-15,300179.SZ,0.1
2019-04-15,002591.SZ,0.1
2019-04-15,002627.SZ,0.1
2019-04-15,002620.SZ,0.1
2019-04-15,002687.SZ,0.1
2019-04-15,000637.SZ,0.1
2019-04-15,300154.SZ,0.1
2019-04-15,002559.SZ,0.1
2019-04-22,600051.SH,0.1
2019-04-22,002150.SZ,0.1
2019-04-22,002591.SZ,0.1
2019-04-22,002687.SZ,0.1
2019-04-22,002627.SZ,0.1
2019-04-22,300179.SZ,0.1
2019-04-22,002620.SZ,0.1
2019-04-22,300154.SZ,0.1
2019-04-22,002559.SZ,0.1
2019-04-22,000637.SZ,0.1
2019-04-29,600051.SH,0.1
2019-04-29,002150.SZ,0.1
2019-04-29,002591.SZ,0.1
2019-04-29,300179.SZ,0.1
2019-04-29,002687.SZ,0.1
2019-04-29,002627.SZ,0.1
2019-04-29,002620.SZ,0.1
2019-04-29,603667.SH,0.1
2019-04-29,300154.SZ,0.1
2019-04-29,000637.SZ,0.1
2019-05-06,603488.SH,0.1
2019-05-06,600051.SH,0.1
2019-05-06,002150.SZ,0.1
2019-05-06,300179.SZ,0.1
2019-05-06,002591.SZ,0.1
2019-05-06,002687.SZ,0.1
2019-05-06,002627.SZ,0.1
2019-05-06,002620.SZ,0.1
2019-05-06,300200.SZ,0.1
2019-05-06,603667.SH,0.1
2019-05-13,603488.SH,0.1
2019-05-13,600051.SH,0.1
2019-05-13,002150.SZ,0.1
2019-05-13,300179.SZ,0.1
2019-05-13,002598.SZ,0.1
2019-05-13,600865.SH,0.1
2019-05-13,002687.SZ,0.1
2019-05-13,002627.SZ,0.1
2019-05-13,002620.SZ,0.1
2019-05-13,603667.SH,0.1
2019-05-20,603488.SH,0.1
2019-05-20,600051.SH,0.1
2019-05-20,300179.SZ,0.1
2019-05-20,002598.SZ,0.1
2019-05-20,002687.SZ,0.1
2019-05-20,600865.SH,0.1
2019-05-20,002620.SZ,0.1
2019-05-20,603667.SH,0.1
2019-05-20,000637.SZ,0.1
2019-05-20,002591.SZ,0.1
2019-05-27,603488.SH,0.1
2019-05-27,600051.SH,0.1
2019-05-27,300640.SZ,0.1
2019-05-27,002687.SZ,0.1
2019-05-27,002598.SZ,0.1
2019-05-27,300179.SZ,0.1
2019-05-27,600865.SH,0.1
2019-05-27,002620.SZ,0.1
2019-05-27,300200.SZ,0.1
2019-05-27,002591.SZ,0.1
2019-06-03,603488.SH,0.1
2019-06-03,300640.SZ,0.1
2019-06-03,600051.SH,0.1
2019-06-03,002687.SZ,0.1
2019-06-03,002598.SZ,0.1
2019-06-03,300179.SZ,0.1
2019-06-03,300112.SZ,0.1
2019-06-03,002620.SZ,0.1
2019-06-03,600865.SH,0.1
2019-06-03,002591.SZ,0.1
2019-06-10,603488.SH,0.1
2019-06-10,300640.SZ,0.1
2019-06-10,600051.SH,0.1
2019-06-10,002150.SZ,0.1
2019-06-10,002687.SZ,0.1
2019-06-10,603696.SH,0.1
2019-06-10,300179.SZ,0.1
2019-06-10,002615.SZ,0.1
2019-06-10,002598.SZ,0.1
2019-06-10,300112.SZ,0.1
2019-06-17,300640.SZ,0.1
2019-06-17,603488.SH,0.1
2019-06-17,600051.SH,0.1
2019-06-17,002150.SZ,0.1
2019-06-17,002687.SZ,0.1
2019-06-17,002598.SZ,0.1
2019-06-17,300179.SZ,0.1
2019-06-17,300112.SZ,0.1
2019-06-17,603289.SH,0.1
2019-06-17,600865.SH,0.1
2019-06-24,603488.SH,0.1
2019-06-24,300640.SZ,0.1
2019-06-24,600051.SH,0.1
2019-06-24,002150.SZ,0.1
2019-06-24,600232.SH,0.1
2019-06-24,002598.SZ,0.1
2019-06-24,002687.SZ,0.1
2019-06-24,300179.SZ,0.1
2019-06-24,600865.SH,0.1
2019-06-24,002627.SZ,0.1
2019-07-01,300640.SZ,0.1
2019-07-01,603488.SH,0.1
2019-07-01,600051.SH,0.1
2019-07-01,300509.SZ,0.1
2019-07-01,002150.SZ,0.1
2019-07-01,002687.SZ,0.1
2019-07-01,002598.SZ,0.1
2019-07-01,600865.SH,0.1
2019-07-01,002627.SZ,0.1
2019-07-01,300179.SZ,0.1
2019-07-08,300640.SZ,0.1
2019-07-08,603488.SH,0.1
2019-07-08,300509.SZ,0.1
2019-07-08,600051.SH,0.1
2019-07-08,002150.SZ,0.1
2019-07-08,002687.SZ,0.1
2019-07-08,002598.SZ,0.1
2019-07-08,300179.SZ,0.1
2019-07-08,600865.SH,0.1
2019-07-08,000637.SZ,0.1
2019-07-15,300640.SZ,0.1
2019-07-15,300509.SZ,0.1
2019-07-15,600051.SH,0.1
2019-07-15,002687.SZ,0.1
2019-07-15,600356.SH,0.1
2019-07-15,002598.SZ,0.1
2019-07-15,002150.SZ,0.1
2019-07-15,600865.SH,0.1
2019-07-15,300179.SZ,0.1
2019-07-15,002788.SZ,0.1
2019-07-22,300640.SZ,0.1
2019-07-22,603488.SH,0.1
2019-07-22,300509.SZ,0.1
2019-07-22,002150.SZ,0.1
2019-07-22,600051.SH,0.1
2019-07-22,002687.SZ,0.1
2019-07-22,002598.SZ,0.1
2019-07-22,600865.SH,0.1
2019-07-22,002788.SZ,0.1
2019-07-22,600052.SH,0.1
2019-07-29,300640.SZ,0.1
2019-07-29,300509.SZ,0.1
2019-07-29,603488.SH,0.1
2019-07-29,600051.SH,0.1
2019-07-29,002150.SZ,0.1
2019-07-29,002687.SZ,0.1
2019-07-29,002598.SZ,0.1
2019-07-29,600865.SH,0.1
2019-07-29,002788.SZ,0.1
2019-07-29,600052.SH,0.1
2019-08-05,300509.SZ,0.1
2019-08-05,300640.SZ,0.1
2019-08-05,603488.SH,0.1
2019-08-05,600051.SH,0.1
2019-08-05,002150.SZ,0.1
2019-08-05,002687.SZ,0.1
2019-08-05,002598.SZ,0.1
2019-08-05,600865.SH,0.1
2019-08-05,600052.SH,0.1
2019-08-05,002788.SZ,0.1
2019-08-12,603088.SH,0.1
2019-08-12,300640.SZ,0.1
2019-08-12,603488.SH,0.1
2019-08-12,300509.SZ,0.1
2019-08-12,002150.SZ,0.1
2019-08-12,002687.SZ,0.1
2019-08-12,600051.SH,0.1
2019-08-12,002598.SZ,0.1
2019-08-12,600865.SH,0.1
2019-08-12,600052.SH,0.1
2019-08-19,603088.SH,0.1
2019-08-19,300640.SZ,0.1
2019-08-19,603488.SH,0.1
2019-08-19,300509.SZ,0.1
2019-08-19,600051.SH,0.1
2019-08-19,002150.SZ,0.1
2019-08-19,002687.SZ,0.1
2019-08-19,002598.SZ,0.1
2019-08-19,002627.SZ,0.1
2019-08-19,600865.SH,0.1
2019-08-26,603088.SH,0.1
2019-08-26,300640.SZ,0.1
2019-08-26,603488.SH,0.1
2019-08-26,300509.SZ,0.1
2019-08-26,600051.SH,0.1
2019-08-26,002150.SZ,0.1
2019-08-26,002598.SZ,0.1
2019-08-26,002687.SZ,0.1
2019-08-26,002627.SZ,0.1
2019-08-26,600865.SH,0.1
2019-09-02,300640.SZ,0.1
2019-09-02,603488.SH,0.1
2019-09-02,300509.SZ,0.1
2019-09-02,002150.SZ,0.1
2019-09-02,600051.SH,0.1
2019-09-02,002598.SZ,0.1
2019-09-02,002687.SZ,0.1
2019-09-02,600865.SH,0.1
2019-09-02,002627.SZ,0.1
2019-09-02,300179.SZ,0.1
2019-09-09,300640.SZ,0.1
2019-09-09,603488.SH,0.1
2019-09-09,600051.SH,0.1
2019-09-09,300509.SZ,0.1
2019-09-09,002150.SZ,0.1
2019-09-09,002687.SZ,0.1
2019-09-09,002598.SZ,0.1
2019-09-09,002627.SZ,0.1
2019-09-09,600865.SH,0.1
2019-09-09,300179.SZ,0.1
2019-09-16,300640.SZ,0.1
2019-09-16,603488.SH,0.1
2019-09-16,600051.SH,0.1
2019-09-16,002150.SZ,0.1
2019-09-16,002687.SZ,0.1
2019-09-16,002598.SZ,0.1
2019-09-16,600865.SH,0.1
2019-09-16,002627.SZ,0.1
2019-09-16,300179.SZ,0.1
2019-09-16,002788.SZ,0.1
2019-09-23,603488.SH,0.1
2019-09-23,300640.SZ,0.1
2019-09-23,600051.SH,0.1
2019-09-23,002150.SZ,0.1
2019-09-23,002687.SZ,0.1
2019-09-23,002598.SZ,0.1
2019-09-23,600865.SH,0.1
2019-09-23,300179.SZ,0.1
2019-09-23,002788.SZ,0.1
2019-09-23,002533.SZ,0.1
2019-09-30,603488.SH,0.1
2019-09-30,300640.SZ,0.1
2019-09-30,002150.SZ,0.1
2019-09-30,002598.SZ,0.1
2019-09-30,002687.SZ,0.1
2019-09-30,600865.SH,0.1
2019-09-30,000419.SZ,0.1
2019-09-30,300179.SZ,0.1
2019-09-30,300154.SZ,0.1
2019-09-30,002788.SZ,0.1
2019-10-14,300640.SZ,0.1
2019-10-14,603488.SH,0.1
2019-10-14,002150.SZ,0.1
2019-10-14,002687.SZ,0.1
2019-10-14,002598.SZ,0.1
2019-10-14,600865.SH,0.1
2019-10-14,000419.SZ,0.1
2019-10-14,300154.SZ,0.1
2019-10-14,300179.SZ,0.1
2019-10-14,002790.SZ,0.1
2019-10-21,603488.SH,0.1
2019-10-21,300640.SZ,0.1
2019-10-21,002150.SZ,0.1
2019-10-21,002598.SZ,0.1
2019-10-21,002687.SZ,0.1
2019-10-21,000419.SZ,0.1
2019-10-21,600865.SH,0.1
2019-10-21,300154.SZ,0.1
2019-10-21,002788.SZ,0.1
2019-10-21,002790.SZ,0.1
2019-10-28,603488.SH,0.1
2019-10-28,300640.SZ,0.1
2019-10-28,002150.SZ,0.1
2019-10-28,002469.SZ,0.1
2019-10-28,002598.SZ,0.1
2019-10-28,002687.SZ,0.1
2019-10-28,000419.SZ,0.1
2019-10-28,600865.SH,0.1
2019-10-28,300154.SZ,0.1
2019-10-28,002788.SZ,0.1
2019-11-04,603088.SH,0.1
2019-11-04,603488.SH,0.1
2019-11-04,300640.SZ,0.1
2019-11-04,002598.SZ,0.1
2019-11-04,002150.SZ,0.1
2019-11-04,002687.SZ,0.1
2019-11-04,002469.SZ,0.1
2019-11-04,600865.SH,0.1
2019-11-04,000419.SZ,0.1
2019-11-04,300154.SZ,0.1
2019-11-11,603088.SH,0.1
2019-11-11,603488.SH,0.1
2019-11-11,300640.SZ,0.1
2019-11-11,002598.SZ,0.1
2019-11-11,002687.SZ,0.1
2019-11-11,002150.SZ,0.1
2019-11-11,002469.SZ,0.1
2019-11-11,603988.SH,0.1
2019-11-11,600865.SH,0.1
2019-11-11,000419.SZ,0.1
2019-11-18,603088.SH,0.1
2019-11-18,603488.SH,0.1
2019-11-18,300640.SZ,0.1
2019-11-18,002598.SZ,0.1
2019-11-18,002469.SZ,0.1
2019-11-18,002687.SZ,0.1
2019-11-18,002150.SZ,0.1
2019-11-18,603696.SH,0.1
2019-11-18,603988.SH,0.1
2019-11-18,000419.SZ,0.1
2019-11-25,603088.SH,0.1
2019-11-25,300640.SZ,0.1
2019-11-25,603488.SH,0.1
2019-11-25,002598.SZ,0.1
2019-11-25,002469.SZ,0.1
2019-11-25,002687.SZ,0.1
2019-11-25,603988.SH,0.1
2019-11-25,603696.SH,0.1
2019-11-25,002150.SZ,0.1
2019-11-25,600865.SH,0.1
2019-12-02,603088.SH,0.1
2019-12-02,300640.SZ,0.1
2019-12-02,603488.SH,0.1
2019-12-02,002598.SZ,0.1
2019-12-02,002469.SZ,0.1
2019-12-02,002687.SZ,0.1
2019-12-02,603696.SH,0.1
2019-12-02,002150.SZ,0.1
2019-12-02,600865.SH,0.1
2019-12-02,000419.SZ,0.1
2019-12-09,603088.SH,0.1
2019-12-09,300640.SZ,0.1
2019-12-09,603488.SH,0.1
2019-12-09,002598.SZ,0.1
2019-12-09,002469.SZ,0.1
2019-12-09,002687.SZ,0.1
2019-12-09,603696.SH,0.1
2019-12-09,002150.SZ,0.1
2019-12-09,600865.SH,0.1
2019-12-09,000419.SZ,0.1
2019-12-16,603088.SH,0.1
2019-12-16,300640.SZ,0.1
2019-12-16,603488.SH,0.1
2019-12-16,002598.SZ,0.1
2019-12-16,002469.SZ,0.1
2019-12-16,603696.SH,0.1
2019-12-16,002687.SZ,0.1
2019-12-16,002150.SZ,0.1
2019-12-16,600865.SH,0.1
2019-12-16,000419.SZ,0.1
2019-12-23,603088.SH,0.1
2019-12-23,300640.SZ,0.1
2019-12-23,603488.SH,0.1
2019-12-23,002598.SZ,0.1
2019-12-23,002687.SZ,0.1
2019-12-23,603696.SH,0.1
2019-12-23,002469.SZ,0.1
2019-12-23,600865.SH,0.1
2019-12-23,002150.SZ,0.1
2019-12-23,000419.SZ,0.1
2019-12-30,603088.SH,0.1
2019-12-30,300640.SZ,0.1
2019-12-30,603488.SH,0.1
2019-12-30,002598.SZ,0.1
2019-12-30,603696.SH,0.1
2019-12-30,002687.SZ,0.1
2019-12-30,002469.SZ,0.1
2019-12-30,600865.SH,0.1
2019-12-30,002150.SZ,0.1
2019-12-30,000419.SZ,0.1
2020-01-06,002843.SZ,0.1
2020-01-06,300640.SZ,0.1
2020-01-06,603488.SH,0.1
2020-01-06,600051.SH,0.1
2020-01-06,002469.SZ,0.1
2020-01-06,002687.SZ,0.1
2020-01-06,603767.SH,0.1
2020-01-06,600865.SH,0.1
2020-01-06,002150.SZ,0.1
2020-01-06,000419.SZ,0.1
2020-01-13,002843.SZ,0.1
2020-01-13,300640.SZ,0.1
2020-01-13,600051.SH,0.1
2020-01-13,000573.SZ,0.1
2020-01-13,002469.SZ,0.1
2020-01-13,600159.SH,0.1
2020-01-13,002687.SZ,0.1
2020-01-13,002150.SZ,0.1
2020-01-13,600865.SH,0.1
2020-01-13,000419.SZ,0.1
2020-01-20,002843.SZ,0.1
2020-01-20,300640.SZ,0.1
2020-01-20,603488.SH,0.1
2020-01-20,600051.SH,0.1
2020-01-20,000573.SZ,0.1
2020-01-20,600159.SH,0.1
2020-01-20,002469.SZ,0.1
2020-01-20,002687.SZ,0.1
2020-01-20,603767.SH,0.1
2020-01-20,002150.SZ,0.1
2020-02-03,603088.SH,0.1
2020-02-03,002843.SZ,0.1
2020-02-03,300640.SZ,0.1
2020-02-03,603488.SH,0.1
2020-02-03,600051.SH,0.1
2020-02-03,000573.SZ,0.1
2020-02-03,600159.SH,0.1
2020-02-03,002687.SZ,0.1
2020-02-03,002469.SZ,0.1
2020-02-03,603767.SH,0.1
2020-02-10,002843.SZ,0.1
2020-02-10,300640.SZ,0.1
2020-02-10,603488.SH,0.1
2020-02-10,600051.SH,0.1
2020-02-10,000573.SZ,0.1
2020-02-10,600159.SH,0.1
2020-02-10,002687.SZ,0.1
2020-02-10,002469.SZ,0.1
2020-02-10,603767.SH,0.1
2020-02-10,002150.SZ,0.1
2020-02-17,603088.SH,0.1
2020-02-17,300640.SZ,0.1
2020-02-17,002843.SZ,0.1
2020-02-17,603488.SH,0.1
2020-02-17,600051.SH,0.1
2020-02-17,000573.SZ,0.1
2020-02-17,600159.SH,0.1
2020-02-17,002687.SZ,0.1
2020-02-17,002469.SZ,0.1
2020-02-17,002150.SZ,0.1
2020-02-24,002843.SZ,0.1
2020-02-24,300640.SZ,0.1
2020-02-24,603488.SH,0.1
2020-02-24,600051.SH,0.1
2020-02-24,000573.SZ,0.1
2020-02-24,600159.SH,0.1
2020-02-24,002687.SZ,0.1
2020-02-24,002469.SZ,0.1
2020-02-24,603767.SH,0.1
2020-02-24,002150.SZ,0.1
2020-03-02,002843.SZ,0.1
2020-03-02,600051.SH,0.1
2020-03-02,603488.SH,0.1
2020-03-02,000573.SZ,0.1
2020-03-02,002687.SZ,0.1
2020-03-02,600159.SH,0.1
2020-03-02,002150.SZ,0.1
2020-03-02,002469.SZ,0.1
2020-03-02,000419.SZ,0.1
2020-03-02,603289.SH,0.1
2020-03-09,603088.SH,0.1
2020-03-09,002843.SZ,0.1
2020-03-09,603488.SH,0.1
2020-03-09,600051.SH,0.1
2020-03-09,000573.SZ,0.1
2020-03-09,002687.SZ,0.1
2020-03-09,002469.SZ,0.1
2020-03-09,002150.SZ,0.1
2020-03-09,603767.SH,0.1
2020-03-09,600865.SH,0.1
2020-03-16,603088.SH,0.1
2020-03-16,002843.SZ,0.1
2020-03-16,603488.SH,0.1
2020-03-16,600051.SH,0.1
2020-03-16,002687.SZ,0.1
2020-03-16,002469.SZ,0.1
2020-03-16,002150.SZ,0.1
2020-03-16,603767.SH,0.1
2020-03-16,603289.SH,0.1
2020-03-16,600865.SH,0.1
2020-03-23,300640.SZ,0.1
2020-03-23,603488.SH,0.1
2020-03-23,000573.SZ,0.1
2020-03-23,002843.SZ,0.1
2020-03-23,600051.SH,0.1
2020-03-23,002687.SZ,0.1
2020-03-23,603289.SH,0.1
2020-03-23,603988.SH,0.1
2020-03-23,603767.SH,0.1
2020-03-23,002469.SZ,0.1
2020-03-30,300640.SZ,0.1
2020-03-30,603488.SH,0.1
2020-03-30,000573.SZ,0.1
2020-03-30,002687.SZ,0.1
2020-03-30,002843.SZ,0.1
2020-03-30,600051.SH,0.1
2020-03-30,603988.SH,0.1
2020-03-30,603289.SH,0.1
2020-03-30,002469.SZ,0.1
2020-03-30,002150.SZ,0.1
2020-04-13,002553.SZ,0.1
2020-04-13,600051.SH,0.1
2020-04-13,603988.SH,0.1
2020-04-13,000151.SZ,0.1
2020-04-13,002827.SZ,0.1
2020-04-13,300154.SZ,0.1
2020-04-13,603889.SH,0.1
2020-04-13,002788.SZ,0.1
2020-04-13,002532.SZ,0.1
2020-04-13,300179.SZ,0.1
2020-04-20,002553.SZ,0.1
2020-04-20,600051.SH,0.1
2020-04-20,002827.SZ,0.1
2020-04-20,000151.SZ,0.1
2020-04-20,603889.SH,0.1
2020-04-20,300154.SZ,0.1
2020-04-20,002788.SZ,0.1
2020-04-20,600683.SH,0.1
2020-04-20,300179.SZ,0.1
2020-04-20,603855.SH,0.1
2020-04-27,002553.SZ,0.1
2020-04-27,600051.SH,0.1
2020-04-27,002150.SZ,0.1
2020-04-27,000151.SZ,0.1
2020-04-27,002827.SZ,0.1
2020-04-27,603889.SH,0.1
2020-04-27,300154.SZ,0.1
2020-04-27,002788.SZ,0.1
2020-04-27,600982.SH,0.1
2020-04-27,600683.SH,0.1
2020-05-11,002553.SZ,0.1
2020-05-11,002150.SZ,0.1
2020-05-11,000151.SZ,0.1
2020-05-11,300154.SZ,0.1
2020-05-11,600051.SH,0.1
2020-05-11,603889.SH,0.1
2020-05-11,002788.SZ,0.1
2020-05-11,600982.SH,0.1
2020-05-11,300179.SZ,0.1
2020-05-11,600683.SH,0.1
2020-05-18,002553.SZ,0.1
2020-05-18,002150.SZ,0.1
2020-05-18,000151.SZ,0.1
2020-05-18,300154.SZ,0.1
2020-05-18,603889.SH,0.1
2020-05-18,002788.SZ,0.1
2020-05-18,600051.SH,0.1
2020-05-18,300179.SZ,0.1
2020-05-18,600052.SH,0.1
2020-05-18,600683.SH,0.1
2020-05-25,002150.SZ,0.1
2020-05-25,002553.SZ,0.1
2020-05-25,300154.SZ,0.1
2020-05-25,600051.SH,0.1
2020-05-25,002788.SZ,0.1
2020-05-25,603889.SH,0.1
2020-05-25,600052.SH,0.1
2020-05-25,000838.SZ,0.1
2020-05-25,300179.SZ,0.1
2020-05-25,600683.SH,0.1
2020-06-01,300154.SZ,0.1
2020-06-01,000151.SZ,0.1
2020-06-01,600051.SH,0.1
2020-06-01,603889.SH,0.1
2020-06-01,002521.SZ,0.1
2020-06-01,300179.SZ,0.1
2020-06-01,000838.SZ,0.1
2020-06-01,600052.SH,0.1
2020-06-01,300187.SZ,0.1
2020-06-01,300099.SZ,0.1
2020-06-08,300154.SZ,0.1
2020-06-08,600051.SH,0.1
2020-06-08,002521.SZ,0.1
2020-06-08,603889.SH,0.1
2020-06-08,000838.SZ,0.1
2020-06-08,600052.SH,0.1
2020-06-08,300179.SZ,0.1
2020-06-08,300187.SZ,0.1
2020-06-08,002394.SZ,0.1
2020-06-08,300099.SZ,0.1
2020-06-15,300154.SZ,0.1
2020-06-15,600051.SH,0.1
2020-06-15,000151.SZ,0.1
2020-06-15,002521.SZ,0.1
2020-06-15,300179.SZ,0.1
2020-06-15,603889.SH,0.1
2020-06-15,000838.SZ,0.1
2020-06-15,600982.SH,0.1
2020-06-15,601616.SH,0.1
2020-06-15,300187.SZ,0.1
2020-06-22,603088.SH,0.1
2020-06-22,300154.SZ,0.1
2020-06-22,600051.SH,0.1
2020-06-22,300179.SZ,0.1
2020-06-22,000838.SZ,0.1
2020-06-22,603889.SH,0.1
2020-06-22,002394.SZ,0.1
2020-06-22,601616.SH,0.1
2020-06-22,300187.SZ,0.1
2020-06-22,300569.SZ,0.1
2020-06-29,603088.SH,0.1
2020-06-29,300154.SZ,0.1
2020-06-29,600051.SH,0.1
2020-06-29,300179.SZ,0.1
2020-06-29,000838.SZ,0.1
2020-06-29,603889.SH,0.1
2020-06-29,601616.SH,0.1
2020-06-29,600052.SH,0.1
2020-06-29,002394.SZ,0.1
2020-06-29,300187.SZ,0.1
2020-07-06,603088.SH,0.1
2020-07-06,002598.SZ,0.1
2020-07-06,600356.SH,0.1
2020-07-06,002469.SZ,0.1
2020-07-06,000419.SZ,0.1
2020-07-06,000421.SZ,0.1
2020-07-06,300150.SZ,0.1
2020-07-06,300129.SZ,0.1
2020-07-06,601616.SH,0.1
2020-07-06,300187.SZ,0.1
2020-07-13,603088.SH,0.1
2020-07-13,002598.SZ,0.1
2020-07-13,603488.SH,0.1
2020-07-13,002469.SZ,0.1
2020-07-13,300150.SZ,0.1
2020-07-13,000419.SZ,0.1
2020-07-13,300129.SZ,0.1
2020-07-13,601616.SH,0.1
2020-07-13,300187.SZ,0.1
2020-07-13,002406.SZ,0.1
2020-07-20,603088.SH,0.1
2020-07-20,002598.SZ,0.1
2020-07-20,002469.SZ,0.1
2020-07-20,603488.SH,0.1
2020-07-20,300150.SZ,0.1
2020-07-20,000419.SZ,0.1
2020-07-20,300129.SZ,0.1
2020-07-20,300187.SZ,0.1
2020-07-20,002443.SZ,0.1
2020-07-20,603166.SH,0.1
2020-07-27,603088.SH,0.1
2020-07-27,002598.SZ,0.1
2020-07-27,300150.SZ,0.1
2020-07-27,000419.SZ,0.1
2020-07-27,300187.SZ,0.1
2020-07-27,300129.SZ,0.1
2020-07-27,002443.SZ,0.1
2020-07-27,002406.SZ,0.1
2020-07-27,002003.SZ,0.1
2020-07-27,603166.SH,0.1
2020-08-03,002598.SZ,0.1
2020-08-03,300150.SZ,0.1
2020-08-03,000419.SZ,0.1
2020-08-03,300187.SZ,0.1
2020-08-03,300129.SZ,0.1
2020-08-03,002443.SZ,0.1
2020-08-03,002406.SZ,0.1
2020-08-03,603166.SH,0.1
2020-08-03,002003.SZ,0.1
2020-08-03,002441.SZ,0.1
2020-08-10,002598.SZ,0.1
2020-08-10,002469.SZ,0.1
2020-08-10,000419.SZ,0.1
2020-08-10,300150.SZ,0.1
2020-08-10,300187.SZ,0.1
2020-08-10,300129.SZ,0.1
2020-08-10,002443.SZ,0.1
2020-08-10,002060.SZ,0.1
2020-08-10,002406.SZ,0.1
