week,ts_code,weight
2020-08-10,603166.SH,0.1
2020-08-17,002598.SZ,0.1
2020-08-17,000419.SZ,0.1
2020-08-17,002469.SZ,0.1
2020-08-17,300150.SZ,0.1
2020-08-17,300187.SZ,0.1
2020-08-17,300129.SZ,0.1
2020-08-17,002443.SZ,0.1
2020-08-17,002060.SZ,0.1
2020-08-17,603166.SH,0.1
2020-08-17,002406.SZ,0.1
2020-08-24,002598.SZ,0.1
2020-08-24,000419.SZ,0.1
2020-08-24,002469.SZ,0.1
2020-08-24,300150.SZ,0.1
2020-08-24,300129.SZ,0.1
2020-08-24,300187.SZ,0.1
2020-08-24,002060.SZ,0.1
2020-08-24,002443.SZ,0.1
2020-08-24,002406.SZ,0.1
2020-08-24,002003.SZ,0.1
2020-08-31,002598.SZ,0.1
2020-08-31,600232.SH,0.1
2020-08-31,002469.SZ,0.1
2020-08-31,300150.SZ,0.1
2020-08-31,002060.SZ,0.1
2020-08-31,002443.SZ,0.1
2020-08-31,002406.SZ,0.1
2020-08-31,603166.SH,0.1
2020-08-31,002003.SZ,0.1
2020-08-31,600790.SH,0.1
2020-09-07,002598.SZ,0.1
2020-09-07,600232.SH,0.1
2020-09-07,002469.SZ,0.1
2020-09-07,002060.SZ,0.1
2020-09-07,002443.SZ,0.1
2020-09-07,002406.SZ,0.1
2020-09-07,603166.SH,0.1
2020-09-07,002003.SZ,0.1
2020-09-07,600790.SH,0.1
2020-09-07,600713.SH,0.1
2020-09-14,002598.SZ,0.1
2020-09-14,600232.SH,0.1
2020-09-14,002060.SZ,0.1
2020-09-14,002406.SZ,0.1
2020-09-14,603797.SH,0.1
2020-09-14,002443.SZ,0.1
2020-09-14,603166.SH,0.1
2020-09-14,002441.SZ,0.1
2020-09-14,600594.SH,0.1
2020-09-14,600713.SH,0.1
2020-09-21,002598.SZ,0.1
2020-09-21,600232.SH,0.1
2020-09-21,002469.SZ,0.1
2020-09-21,300150.SZ,0.1
2020-09-21,002060.SZ,0.1
2020-09-21,603797.SH,0.1
2020-09-21,002406.SZ,0.1
2020-09-21,603166.SH,0.1
2020-09-21,002443.SZ,0.1
2020-09-21,002441.SZ,0.1
2020-09-28,603088.SH,0.1
2020-09-28,002598.SZ,0.1
2020-09-28,600232.SH,0.1
2020-09-28,002469.SZ,0.1
2020-09-28,300150.SZ,0.1
2020-09-28,002060.SZ,0.1
2020-09-28,002406.SZ,0.1
2020-09-28,603166.SH,0.1
2020-09-28,002443.SZ,0.1
2020-09-28,002441.SZ,0.1
2020-10-12,603088.SH,0.1
2020-10-12,002598.SZ,0.1
2020-10-12,600232.SH,0.1
2020-10-12,600159.SH,0.1
2020-10-12,002469.SZ,0.1
2020-10-12,000838.SZ,0.1
2020-10-12,002404.SZ,0.1
2020-10-12,600716.SH,0.1
2020-10-12,603797.SH,0.1
2020-10-12,002443.SZ,0.1
2020-10-19,603088.SH,0.1
2020-10-19,002598.SZ,0.1
2020-10-19,600232.SH,0.1
2020-10-19,600159.SH,0.1
2020-10-19,002469.SZ,0.1
2020-10-19,000838.SZ,0.1
2020-10-19,600716.SH,0.1
2020-10-19,002404.SZ,0.1
2020-10-19,002060.SZ,0.1
2020-10-19,603797.SH,0.1
2020-10-26,603088.SH,0.1
2020-10-26,002598.SZ,0.1
2020-10-26,600232.SH,0.1
2020-10-26,600159.SH,0.1
2020-10-26,002469.SZ,0.1
2020-10-26,000838.SZ,0.1
2020-10-26,600716.SH,0.1
2020-10-26,002404.SZ,0.1
2020-10-26,002060.SZ,0.1
2020-10-26,002443.SZ,0.1
2020-11-02,603088.SH,0.1
2020-11-02,002598.SZ,0.1
2020-11-02,600232.SH,0.1
2020-11-02,600159.SH,0.1
2020-11-02,002469.SZ,0.1
2020-11-02,000838.SZ,0.1
2020-11-02,600716.SH,0.1
2020-11-02,002443.SZ,0.1
2020-11-02,603797.SH,0.1
2020-11-02,002060.SZ,0.1
2020-11-09,603088.SH,0.1
2020-11-09,002598.SZ,0.1
2020-11-09,600159.SH,0.1
2020-11-09,600232.SH,0.1
2020-11-09,002469.SZ,0.1
2020-11-09,000838.SZ,0.1
2020-11-09,600716.SH,0.1
2020-11-09,002443.SZ,0.1
2020-11-09,603797.SH,0.1
2020-11-09,002060.SZ,0.1
2020-11-16,603088.SH,0.1
2020-11-16,002598.SZ,0.1
2020-11-16,600232.SH,0.1
2020-11-16,600159.SH,0.1
2020-11-16,002469.SZ,0.1
2020-11-16,000838.SZ,0.1
2020-11-16,600716.SH,0.1
2020-11-16,002443.SZ,0.1
2020-11-16,603797.SH,0.1
2020-11-16,002060.SZ,0.1
2020-11-23,603088.SH,0.1
2020-11-23,002598.SZ,0.1
2020-11-23,600232.SH,0.1
2020-11-23,600159.SH,0.1
2020-11-23,000838.SZ,0.1
2020-11-23,600716.SH,0.1
2020-11-23,603797.SH,0.1
2020-11-23,002443.SZ,0.1
2020-11-23,002060.SZ,0.1
2020-11-23,002300.SZ,0.1
2020-11-30,603088.SH,0.1
2020-11-30,002598.SZ,0.1
2020-11-30,600232.SH,0.1
2020-11-30,600159.SH,0.1
2020-11-30,000838.SZ,0.1
2020-11-30,600716.SH,0.1
2020-11-30,603797.SH,0.1
2020-11-30,002443.SZ,0.1
2020-11-30,002060.SZ,0.1
2020-11-30,002300.SZ,0.1
2020-12-07,603088.SH,0.1
2020-12-07,600159.SH,0.1
2020-12-07,002598.SZ,0.1
2020-12-07,600232.SH,0.1
2020-12-07,000838.SZ,0.1
2020-12-07,002443.SZ,0.1
2020-12-07,002060.SZ,0.1
2020-12-07,603797.SH,0.1
2020-12-07,600716.SH,0.1
2020-12-07,603166.SH,0.1
2020-12-14,603088.SH,0.1
2020-12-14,002598.SZ,0.1
2020-12-14,600159.SH,0.1
2020-12-14,600232.SH,0.1
2020-12-14,600051.SH,0.1
2020-12-14,000838.SZ,0.1
2020-12-14,002443.SZ,0.1
2020-12-14,002060.SZ,0.1
2020-12-14,603797.SH,0.1
2020-12-14,603166.SH,0.1
2020-12-21,603088.SH,0.1
2020-12-21,002598.SZ,0.1
2020-12-21,600232.SH,0.1
2020-12-21,600159.SH,0.1
2020-12-21,000838.SZ,0.1
2020-12-21,603797.SH,0.1
2020-12-21,002443.SZ,0.1
2020-12-21,002381.SZ,0.1
2020-12-21,002060.SZ,0.1
2020-12-21,603166.SH,0.1
2020-12-28,603088.SH,0.1
2020-12-28,002598.SZ,0.1
2020-12-28,600232.SH,0.1
2020-12-28,600159.SH,0.1
2020-12-28,603701.SH,0.1
2020-12-28,600051.SH,0.1
2020-12-28,603326.SH,0.1
2020-12-28,000838.SZ,0.1
2020-12-28,600571.SH,0.1
2020-12-28,002443.SZ,0.1
2021-01-04,603637.SH,0.1
2021-01-04,002598.SZ,0.1
2021-01-04,300509.SZ,0.1
2021-01-04,600232.SH,0.1
2021-01-04,002133.SZ,0.1
2021-01-04,000635.SZ,0.1
2021-01-04,603326.SH,0.1
2021-01-04,002763.SZ,0.1
2021-01-04,002788.SZ,0.1
2021-01-04,002443.SZ,0.1
2021-01-11,300509.SZ,0.1
2021-01-11,002598.SZ,0.1
2021-01-11,603637.SH,0.1
2021-01-11,600232.SH,0.1
2021-01-11,603089.SH,0.1
2021-01-11,000635.SZ,0.1
2021-01-11,002133.SZ,0.1
2021-01-11,603017.SH,0.1
2021-01-11,600051.SH,0.1
2021-01-11,603326.SH,0.1
2021-01-18,300509.SZ,0.1
2021-01-18,603089.SH,0.1
2021-01-18,603637.SH,0.1
2021-01-18,600232.SH,0.1
2021-01-18,002598.SZ,0.1
2021-01-18,000635.SZ,0.1
2021-01-18,002133.SZ,0.1
2021-01-18,600051.SH,0.1
2021-01-18,002763.SZ,0.1
2021-01-18,002788.SZ,0.1
2021-01-25,300509.SZ,0.1
2021-01-25,603089.SH,0.1
2021-01-25,603637.SH,0.1
2021-01-25,002598.SZ,0.1
2021-01-25,600232.SH,0.1
2021-01-25,000635.SZ,0.1
2021-01-25,002133.SZ,0.1
2021-01-25,600051.SH,0.1
2021-01-25,002388.SZ,0.1
2021-01-25,603488.SH,0.1
2021-02-01,603637.SH,0.1
2021-02-01,300509.SZ,0.1
2021-02-01,603089.SH,0.1
2021-02-01,002598.SZ,0.1
2021-02-01,600232.SH,0.1
2021-02-01,002133.SZ,0.1
2021-02-01,000635.SZ,0.1
2021-02-01,603488.SH,0.1
2021-02-01,002388.SZ,0.1
2021-02-01,600051.SH,0.1
2021-02-08,603088.SH,0.1
2021-02-08,603331.SH,0.1
2021-02-08,300509.SZ,0.1
2021-02-08,603089.SH,0.1
2021-02-08,600232.SH,0.1
2021-02-08,603637.SH,0.1
2021-02-08,002598.SZ,0.1
2021-02-08,603701.SH,0.1
2021-02-08,300412.SZ,0.1
2021-02-08,603696.SH,0.1
2021-02-22,300509.SZ,0.1
2021-02-22,603089.SH,0.1
2021-02-22,603637.SH,0.1
2021-02-22,600232.SH,0.1
2021-02-22,002598.SZ,0.1
2021-02-22,002133.SZ,0.1
2021-02-22,002388.SZ,0.1
2021-02-22,603488.SH,0.1
2021-02-22,600051.SH,0.1
2021-02-22,002763.SZ,0.1
2021-03-01,603637.SH,0.1
2021-03-01,600232.SH,0.1
2021-03-01,300509.SZ,0.1
2021-03-01,603089.SH,0.1
2021-03-01,002598.SZ,0.1
2021-03-01,002133.SZ,0.1
2021-03-01,603488.SH,0.1
2021-03-01,002388.SZ,0.1
2021-03-01,600051.SH,0.1
2021-03-01,002763.SZ,0.1
2021-03-08,600232.SH,0.1
2021-03-08,603637.SH,0.1
2021-03-08,300509.SZ,0.1
2021-03-08,002598.SZ,0.1
2021-03-08,002133.SZ,0.1
2021-03-08,603488.SH,0.1
2021-03-08,002388.SZ,0.1
2021-03-08,600051.SH,0.1
2021-03-08,002763.SZ,0.1
2021-03-08,002788.SZ,0.1
2021-03-15,603637.SH,0.1
2021-03-15,300509.SZ,0.1
2021-03-15,600232.SH,0.1
2021-03-15,002598.SZ,0.1
2021-03-15,603696.SH,0.1
2021-03-15,002133.SZ,0.1
2021-03-15,002388.SZ,0.1
2021-03-15,603488.SH,0.1
2021-03-15,600051.SH,0.1
2021-03-15,002788.SZ,0.1
2021-03-22,603637.SH,0.1
2021-03-22,300509.SZ,0.1
2021-03-22,600232.SH,0.1
2021-03-22,002598.SZ,0.1
2021-03-22,002133.SZ,0.1
2021-03-22,603488.SH,0.1
2021-03-22,002388.SZ,0.1
2021-03-22,600051.SH,0.1
2021-03-22,002788.SZ,0.1
2021-03-22,002763.SZ,0.1
2021-03-29,300509.SZ,0.1
2021-03-29,603637.SH,0.1
2021-03-29,600232.SH,0.1
2021-03-29,002598.SZ,0.1
2021-03-29,002133.SZ,0.1
2021-03-29,603488.SH,0.1
2021-03-29,002388.SZ,0.1
2021-03-29,002536.SZ,0.1
2021-03-29,600051.SH,0.1
2021-03-29,002788.SZ,0.1
2021-04-12,002843.SZ,0.1
2021-04-12,300509.SZ,0.1
2021-04-12,603637.SH,0.1
2021-04-12,603089.SH,0.1
2021-04-12,603527.SH,0.1
2021-04-12,300547.SZ,0.1
2021-04-12,002598.SZ,0.1
2021-04-12,603767.SH,0.1
2021-04-12,300412.SZ,0.1
2021-04-12,603701.SH,0.1
2021-04-19,002843.SZ,0.1
2021-04-19,300509.SZ,0.1
2021-04-19,603637.SH,0.1
2021-04-19,603089.SH,0.1
2021-04-19,603527.SH,0.1
2021-04-19,002598.SZ,0.1
2021-04-19,603767.SH,0.1
2021-04-19,603701.SH,0.1
2021-04-19,002811.SZ,0.1
2021-04-19,603900.SH,0.1
2021-04-26,002843.SZ,0.1
2021-04-26,603637.SH,0.1
2021-04-26,603527.SH,0.1
2021-04-26,300509.SZ,0.1
2021-04-26,002598.SZ,0.1
2021-04-26,603089.SH,0.1
2021-04-26,603767.SH,0.1
2021-04-26,002811.SZ,0.1
2021-04-26,603701.SH,0.1
2021-04-26,603900.SH,0.1
2021-05-10,002843.SZ,0.1
2021-05-10,300509.SZ,0.1
2021-05-10,603637.SH,0.1
2021-05-10,300547.SZ,0.1
2021-05-10,002598.SZ,0.1
2021-05-10,603767.SH,0.1
2021-05-10,603488.SH,0.1
2021-05-10,603500.SH,0.1
2021-05-10,603527.SH,0.1
2021-05-10,002811.SZ,0.1
2021-05-17,002843.SZ,0.1
2021-05-17,603637.SH,0.1
2021-05-17,300509.SZ,0.1
2021-05-17,002598.SZ,0.1
2021-05-17,603767.SH,0.1
2021-05-17,603527.SH,0.1
2021-05-17,603500.SH,0.1
2021-05-17,603701.SH,0.1
2021-05-17,002811.SZ,0.1
2021-05-17,002790.SZ,0.1
2021-05-24,002843.SZ,0.1
2021-05-24,603637.SH,0.1
2021-05-24,300509.SZ,0.1
2021-05-24,002687.SZ,0.1
2021-05-24,603527.SH,0.1
2021-05-24,603767.SH,0.1
2021-05-24,002598.SZ,0.1
2021-05-24,603500.SH,0.1
2021-05-24,603701.SH,0.1
2021-05-24,603488.SH,0.1
2021-05-31,002843.SZ,0.1
2021-05-31,603637.SH,0.1
2021-05-31,300509.SZ,0.1
2021-05-31,002687.SZ,0.1
2021-05-31,603527.SH,0.1
2021-05-31,603500.SH,0.1
2021-05-31,002598.SZ,0.1
2021-05-31,603488.SH,0.1
2021-05-31,603701.SH,0.1
2021-05-31,002790.SZ,0.1
2021-06-07,002843.SZ,0.1
2021-06-07,603637.SH,0.1
2021-06-07,300509.SZ,0.1
2021-06-07,002687.SZ,0.1
2021-06-07,603527.SH,0.1
2021-06-07,002598.SZ,0.1
2021-06-07,603488.SH,0.1
2021-06-07,603500.SH,0.1
2021-06-07,002133.SZ,0.1
2021-06-07,002790.SZ,0.1
2021-06-21,603036.SH,0.1
2021-06-21,603637.SH,0.1
2021-06-21,002687.SZ,0.1
2021-06-21,300509.SZ,0.1
2021-06-21,002811.SZ,0.1
2021-06-21,002790.SZ,0.1
2021-06-21,603900.SH,0.1
2021-06-21,002593.SZ,0.1
2021-06-21,603289.SH,0.1
2021-06-21,601086.SH,0.1
2021-06-28,603637.SH,0.1
2021-06-28,002687.SZ,0.1
2021-06-28,603767.SH,0.1
2021-06-28,300509.SZ,0.1
2021-06-28,603500.SH,0.1
2021-06-28,002811.SZ,0.1
2021-06-28,603006.SH,0.1
2021-06-28,601086.SH,0.1
2021-06-28,002116.SZ,0.1
2021-06-28,600683.SH,0.1
2021-07-05,603088.SH,0.1
2021-07-05,300335.SZ,0.1
2021-07-05,300509.SZ,0.1
2021-07-05,000637.SZ,0.1
2021-07-05,603767.SH,0.1
2021-07-05,002687.SZ,0.1
2021-07-05,603006.SH,0.1
2021-07-05,002790.SZ,0.1
2021-07-05,601086.SH,0.1
2021-07-05,600665.SH,0.1
2021-07-12,603088.SH,0.1
2021-07-12,300509.SZ,0.1
2021-07-12,300335.SZ,0.1
2021-07-12,000637.SZ,0.1
2021-07-12,603767.SH,0.1
2021-07-12,002687.SZ,0.1
2021-07-12,002790.SZ,0.1
2021-07-12,601086.SH,0.1
2021-07-12,600665.SH,0.1
2021-07-12,600683.SH,0.1
2021-07-19,603088.SH,0.1
2021-07-19,300335.SZ,0.1
2021-07-19,300509.SZ,0.1
2021-07-19,603767.SH,0.1
2021-07-19,603500.SH,0.1
2021-07-19,002133.SZ,0.1
2021-07-19,603006.SH,0.1
2021-07-19,002790.SZ,0.1
2021-07-19,002687.SZ,0.1
2021-07-19,600665.SH,0.1
2021-07-26,603088.SH,0.1
2021-07-26,600159.SH,0.1
2021-07-26,300509.SZ,0.1
2021-07-26,603767.SH,0.1
2021-07-26,300335.SZ,0.1
2021-07-26,603006.SH,0.1
2021-07-26,002133.SZ,0.1
2021-07-26,002790.SZ,0.1
2021-07-26,600665.SH,0.1
2021-07-26,002687.SZ,0.1
2021-08-02,603088.SH,0.1
2021-08-02,600159.SH,0.1
2021-08-02,300335.SZ,0.1
2021-08-02,002133.SZ,0.1
2021-08-02,603006.SH,0.1
2021-08-02,600665.SH,0.1
2021-08-02,002790.SZ,0.1
2021-08-02,603900.SH,0.1
2021-08-02,601086.SH,0.1
2021-08-02,600683.SH,0.1
2021-08-09,603088.SH,0.1
2021-08-09,600159.SH,0.1
2021-08-09,300335.SZ,0.1
2021-08-09,002133.SZ,0.1
2021-08-09,603006.SH,0.1
2021-08-09,600665.SH,0.1
2021-08-09,603966.SH,0.1
2021-08-09,603900.SH,0.1
2021-08-09,002790.SZ,0.1
2021-08-09,601086.SH,0.1
2021-08-16,603088.SH,0.1
2021-08-16,600159.SH,0.1
2021-08-16,300335.SZ,0.1
2021-08-16,002133.SZ,0.1
2021-08-16,603006.SH,0.1
2021-08-16,603966.SH,0.1
2021-08-16,600665.SH,0.1
2021-08-16,002790.SZ,0.1
2021-08-16,603900.SH,0.1
2021-08-16,601086.SH,0.1
2021-08-23,600159.SH,0.1
2021-08-23,603088.SH,0.1
2021-08-23,603767.SH,0.1
2021-08-23,002133.SZ,0.1
2021-08-23,300335.SZ,0.1
2021-08-23,600665.SH,0.1
2021-08-23,603966.SH,0.1
2021-08-23,002790.SZ,0.1
2021-08-23,603900.SH,0.1
2021-08-23,601086.SH,0.1
2021-08-30,603088.SH,0.1
2021-08-30,600159.SH,0.1
2021-08-30,300335.SZ,0.1
2021-08-30,002133.SZ,0.1
2021-08-30,600665.SH,0.1
2021-08-30,603900.SH,0.1
2021-08-30,002790.SZ,0.1
2021-08-30,601086.SH,0.1
2021-08-30,600683.SH,0.1
2021-08-30,603918.SH,0.1
2021-09-06,603088.SH,0.1
2021-09-06,603767.SH,0.1
2021-09-06,300335.SZ,0.1
2021-09-06,002133.SZ,0.1
2021-09-06,603900.SH,0.1
2021-09-06,002790.SZ,0.1
2021-09-06,600665.SH,0.1
2021-09-06,603918.SH,0.1
2021-09-06,601086.SH,0.1
2021-09-06,002687.SZ,0.1
2021-09-13,603767.SH,0.1
2021-09-13,300335.SZ,0.1
2021-09-13,603088.SH,0.1
2021-09-13,002790.SZ,0.1
2021-09-13,002133.SZ,0.1
2021-09-13,603900.SH,0.1
2021-09-13,603918.SH,0.1
2021-09-13,002687.SZ,0.1
2021-09-13,600665.SH,0.1
2021-09-13,601086.SH,0.1
2021-09-27,603637.SH,0.1
2021-09-27,603767.SH,0.1
2021-09-27,603006.SH,0.1
2021-09-27,603500.SH,0.1
2021-09-27,603088.SH,0.1
2021-09-27,300335.SZ,0.1
2021-09-27,002133.SZ,0.1
2021-09-27,002790.SZ,0.1
2021-09-27,002687.SZ,0.1
2021-09-27,603900.SH,0.1
2021-10-11,002347.SZ,0.1
2021-10-11,603006.SH,0.1
2021-10-11,002999.SZ,0.1
2021-10-11,002687.SZ,0.1
2021-10-11,002790.SZ,0.1
2021-10-11,002133.SZ,0.1
2021-10-11,603966.SH,0.1
2021-10-11,603918.SH,0.1
2021-10-11,002457.SZ,0.1
2021-10-11,603900.SH,0.1
2021-10-18,002347.SZ,0.1
2021-10-18,603500.SH,0.1
2021-10-18,603006.SH,0.1
2021-10-18,002687.SZ,0.1
2021-10-18,002999.SZ,0.1
2021-10-18,601086.SH,0.1
2021-10-18,603966.SH,0.1
2021-10-18,002133.SZ,0.1
2021-10-18,603918.SH,0.1
2021-10-18,600665.SH,0.1
2021-10-25,603637.SH,0.1
2021-10-25,002347.SZ,0.1
2021-10-25,600159.SH,0.1
2021-10-25,603500.SH,0.1
2021-10-25,603006.SH,0.1
2021-10-25,002687.SZ,0.1
2021-10-25,002999.SZ,0.1
2021-10-25,002133.SZ,0.1
2021-10-25,601086.SH,0.1
2021-10-25,603966.SH,0.1
2021-11-01,002347.SZ,0.1
2021-11-01,600159.SH,0.1
2021-11-01,002133.SZ,0.1
2021-11-01,002999.SZ,0.1
2021-11-01,603500.SH,0.1
2021-11-01,601086.SH,0.1
2021-11-01,603900.SH,0.1
2021-11-01,600665.SH,0.1
2021-11-01,002687.SZ,0.1
2021-11-01,603966.SH,0.1
2021-11-08,603637.SH,0.1
2021-11-08,002347.SZ,0.1
2021-11-08,600159.SH,0.1
2021-11-08,002133.SZ,0.1
2021-11-08,002999.SZ,0.1
2021-11-08,603500.SH,0.1
2021-11-08,601086.SH,0.1
2021-11-08,600665.SH,0.1
2021-11-08,603900.SH,0.1
2021-11-08,002687.SZ,0.1
2021-11-15,603637.SH,0.1
2021-11-15,002347.SZ,0.1
2021-11-15,600159.SH,0.1
2021-11-15,002133.SZ,0.1
2021-11-15,002999.SZ,0.1
2021-11-15,601086.SH,0.1
2021-11-15,603900.SH,0.1
2021-11-15,002687.SZ,0.1
2021-11-15,600665.SH,0.1
2021-11-15,002457.SZ,0.1
2021-11-22,600159.SH,0.1
2021-11-22,002133.SZ,0.1
2021-11-22,002999.SZ,0.1
2021-11-22,002347.SZ,0.1
2021-11-22,603900.SH,0.1
2021-11-22,002687.SZ,0.1
2021-11-22,600665.SH,0.1
2021-11-22,601086.SH,0.1
2021-11-22,002457.SZ,0.1
2021-11-22,603918.SH,0.1
2021-11-29,600159.SH,0.1
2021-11-29,002133.SZ,0.1
2021-11-29,002999.SZ,0.1
2021-11-29,002347.SZ,0.1
2021-11-29,603900.SH,0.1
2021-11-29,601086.SH,0.1
2021-11-29,600665.SH,0.1
2021-11-29,002457.SZ,0.1
2021-11-29,603918.SH,0.1
2021-11-29,603966.SH,0.1
2021-12-06,300509.SZ,0.1
2021-12-06,600159.SH,0.1
2021-12-06,002133.SZ,0.1
2021-12-06,002999.SZ,0.1
2021-12-06,002347.SZ,0.1
2021-12-06,601086.SH,0.1
2021-12-06,603900.SH,0.1
2021-12-06,600665.SH,0.1
2021-12-06,002687.SZ,0.1
2021-12-06,002457.SZ,0.1
2021-12-13,300509.SZ,0.1
2021-12-13,600159.SH,0.1
2021-12-13,002133.SZ,0.1
2021-12-13,002999.SZ,0.1
2021-12-13,002347.SZ,0.1
2021-12-13,601086.SH,0.1
2021-12-13,600665.SH,0.1
2021-12-13,002687.SZ,0.1
2021-12-13,603900.SH,0.1
2021-12-13,603918.SH,0.1
2021-12-20,002999.SZ,0.1
2021-12-20,002687.SZ,0.1
2021-12-20,002347.SZ,0.1
2021-12-20,002133.SZ,0.1
2021-12-20,601086.SH,0.1
2021-12-20,603900.SH,0.1
2021-12-20,600665.SH,0.1
2021-12-20,002457.SZ,0.1
2021-12-20,002788.SZ,0.1
2021-12-20,300154.SZ,0.1
2021-12-27,300509.SZ,0.1
2021-12-27,002687.SZ,0.1
2021-12-27,002347.SZ,0.1
2021-12-27,002999.SZ,0.1
2021-12-27,002133.SZ,0.1
2021-12-27,603900.SH,0.1
2021-12-27,601086.SH,0.1
2021-12-27,600665.SH,0.1
2021-12-27,002457.SZ,0.1
2021-12-27,300154.SZ,0.1
2022-01-10,600232.SH,0.1
2022-01-10,002150.SZ,0.1
2022-01-10,603767.SH,0.1
2022-01-10,002999.SZ,0.1
2022-01-10,002687.SZ,0.1
2022-01-10,002133.SZ,0.1
2022-01-10,600665.SH,0.1
2022-01-10,300154.SZ,0.1
2022-01-10,000404.SZ,0.1
2022-01-10,603648.SH,0.1
2022-01-17,600232.SH,0.1
2022-01-17,002150.SZ,0.1
2022-01-17,002999.SZ,0.1
2022-01-17,002133.SZ,0.1
2022-01-17,002687.SZ,0.1
2022-01-17,600665.SH,0.1
2022-01-17,300154.SZ,0.1
2022-01-17,000404.SZ,0.1
2022-01-17,002788.SZ,0.1
2022-01-17,600533.SH,0.1
2022-01-24,600232.SH,0.1
2022-01-24,002150.SZ,0.1
2022-01-24,002999.SZ,0.1
2022-01-24,002687.SZ,0.1
2022-01-24,002133.SZ,0.1
2022-01-24,600665.SH,0.1
2022-01-24,300154.SZ,0.1
2022-01-24,002788.SZ,0.1
2022-01-24,000404.SZ,0.1
2022-01-24,603648.SH,0.1
2022-02-07,600232.SH,0.1
2022-02-07,002150.SZ,0.1
2022-02-07,002687.SZ,0.1
2022-02-07,002999.SZ,0.1
2022-02-07,002133.SZ,0.1
2022-02-07,600665.SH,0.1
2022-02-07,002788.SZ,0.1
2022-02-07,300154.SZ,0.1
2022-02-07,000404.SZ,0.1
2022-02-07,603889.SH,0.1
2022-02-14,600232.SH,0.1
2022-02-14,002150.SZ,0.1
2022-02-14,002687.SZ,0.1
2022-02-14,002133.SZ,0.1
2022-02-14,600665.SH,0.1
2022-02-14,002788.SZ,0.1
2022-02-14,300154.SZ,0.1
2022-02-14,000404.SZ,0.1
2022-02-14,603889.SH,0.1
2022-02-14,603001.SH,0.1
2022-02-21,600232.SH,0.1
2022-02-21,002150.SZ,0.1
2022-02-21,002687.SZ,0.1
2022-02-21,002788.SZ,0.1
2022-02-21,300154.SZ,0.1
2022-02-21,600665.SH,0.1
2022-02-21,000404.SZ,0.1
2022-02-21,603001.SH,0.1
2022-02-21,603889.SH,0.1
2022-02-21,002546.SZ,0.1
2022-02-28,600232.SH,0.1
2022-02-28,002687.SZ,0.1
2022-02-28,002150.SZ,0.1
2022-02-28,002133.SZ,0.1
2022-02-28,002788.SZ,0.1
2022-02-28,600665.SH,0.1
2022-02-28,300154.SZ,0.1
2022-02-28,000404.SZ,0.1
2022-02-28,603648.SH,0.1
2022-02-28,603889.SH,0.1
2022-03-07,600232.SH,0.1
2022-03-07,002150.SZ,0.1
2022-03-07,002687.SZ,0.1
2022-03-07,603966.SH,0.1
2022-03-07,600665.SH,0.1
2022-03-07,300154.SZ,0.1
2022-03-07,002788.SZ,0.1
2022-03-07,603889.SH,0.1
2022-03-07,603001.SH,0.1
2022-03-07,000404.SZ,0.1
2022-03-14,600232.SH,0.1
2022-03-14,002687.SZ,0.1
2022-03-14,002150.SZ,0.1
2022-03-14,603966.SH,0.1
2022-03-14,002133.SZ,0.1
2022-03-14,300154.SZ,0.1
2022-03-14,600665.SH,0.1
2022-03-14,603889.SH,0.1
2022-03-14,603001.SH,0.1
2022-03-14,000404.SZ,0.1
2022-03-21,600232.SH,0.1
2022-03-21,002687.SZ,0.1
2022-03-21,002150.SZ,0.1
2022-03-21,603966.SH,0.1
2022-03-21,603889.SH,0.1
2022-03-21,300154.SZ,0.1
2022-03-21,603001.SH,0.1
2022-03-21,000404.SZ,0.1
2022-03-21,603648.SH,0.1
2022-03-21,002105.SZ,0.1
2022-03-28,002687.SZ,0.1
2022-03-28,600232.SH,0.1
2022-03-28,002150.SZ,0.1
2022-03-28,603966.SH,0.1
2022-03-28,002790.SZ,0.1
2022-03-28,603889.SH,0.1
2022-03-28,300154.SZ,0.1
2022-03-28,002105.SZ,0.1
2022-03-28,603001.SH,0.1
2022-03-28,300403.SZ,0.1
2022-04-11,002843.SZ,0.1
2022-04-11,600232.SH,0.1
2022-04-11,002150.SZ,0.1
2022-04-11,300112.SZ,0.1
2022-04-11,002790.SZ,0.1
2022-04-11,603088.SH,0.1
2022-04-11,603326.SH,0.1
2022-04-11,000419.SZ,0.1
2022-04-11,603889.SH,0.1
2022-04-11,002788.SZ,0.1
2022-04-18,002843.SZ,0.1
2022-04-18,600232.SH,0.1
2022-04-18,002150.SZ,0.1
2022-04-18,002790.SZ,0.1
2022-04-18,603326.SH,0.1
2022-04-18,603088.SH,0.1
2022-04-18,000419.SZ,0.1
2022-04-18,603889.SH,0.1
2022-04-18,002788.SZ,0.1
2022-04-18,002559.SZ,0.1
2022-04-25,002836.SZ,0.1
2022-04-25,002843.SZ,0.1
2022-04-25,600232.SH,0.1
2022-04-25,603088.SH,0.1
2022-04-25,603017.SH,0.1
2022-04-25,300112.SZ,0.1
2022-04-25,603326.SH,0.1
2022-04-25,002790.SZ,0.1
2022-04-25,603682.SH,0.1
2022-04-25,002133.SZ,0.1
2022-05-09,002836.SZ,0.1
2022-05-09,002843.SZ,0.1
2022-05-09,600232.SH,0.1
2022-05-09,002150.SZ,0.1
2022-05-09,003018.SZ,0.1
2022-05-09,002790.SZ,0.1
2022-05-09,603088.SH,0.1
