label,month,T_date,T-1,T,T+1,T+2,T+3
HS300,2011-01,2011-01-31,0.003393066368497122,0.013097290346375301,0.000251908982521698,-0.011807168856422967,0.020787589663621375
HS300,2011-02,2011-02-28,0.0020940570710465956,0.013116642799935185,0.004733360312314083,-0.0035623290842432542,-0.006653720996343981
HS300,2011-03,2011-03-31,-0.0005828766852088441,-0.0100710056263974,0.015338685218323711,0.011714382706297988,0.00403253694352923
HS300,2011-04,2011-04-29,-0.014870526682791763,0.009787853408970149,0.005765924572848968,-0.025568553394877513,-0.000930320853632538
HS300,2011-05,2011-05-31,-0.0029703291051756953,0.015924828042319206,0.0008718811176604557,-0.01613355822051532,0.010367746442896175
HS300,2011-06,2011-06-30,-0.013664902979682036,0.014639175326456533,0.0018580271470380882,0.023685586827751237,0.00016656096451628244
HS300,2011-07,2011-07-29,-0.006349889935241215,-0.0029932888337544927,0.0018983344655374434,-0.007165882901722376,-0.000511774015748423
HS300,2011-08,2011-08-31,-0.003880035431744755,0.0017721536804915505,-0.004299951945639369,-0.010823997586905776,-0.021412313194624222
HS300,2011-09,2011-09-30,-0.00858235111603134,-0.0026404603998554377,-0.00940166602682091,-0.0019897680246468985,0.03634961524204239
HS300,2011-10,2011-10-31,0.019393951709101742,-0.0050608763252500966,0.0008262509613932156,0.01662852071558696,0.0006968374301246083
HS300,2011-11,2011-11-30,0.013697474974944779,-0.033370403466421616,0.024625226054126204,-0.010180317253396742,-0.01404835000514204
HS300,2011-12,2011-12-30,0.0014874814118983615,0.014874785894544607,-0.020031614730008696,-0.009730493010775776,0.006244989314197591
HS300,2012-01,2012-01-31,-0.017318095305033476,0.0014386033356090788,-0.014310989911778815,0.023566958172807295,0.00798475447644198
HS300,2012-02,2012-02-29,0.0022171421602190655,-0.010636767534421998,-0.00030294482873549633,0.01769194693441234,-0.006431501671309903
HS300,2012-03,2012-03-30,-0.012840114752111331,0.004820471511451263,0.02359893421277226,0.0027849056363495883,-0.009795898929689573
HS300,2012-04,2012-04-27,0.0020933057627789964,-0.002025470769948634,0.02183037800101051,0.00299274786872461,0.009051026223863223
HS300,2012-05,2012-05-31,-0.0032427285697363972,-0.0038663900345839997,0.0003632160884972091,-0.028094210477941806,-7.190235659981781e-05
HS300,2012-06,2012-06-29,-0.00877167532624068,0.014792666452023262,0.0014730184935725088,0.0014128453317692191,-0.001540068723845267
HS300,2012-07,2012-07-31,-0.005668108916235481,-0.001229132889772333,0.011028658480652265,-0.010077370496949456,0.008075354557532277
HS300,2012-08,2012-08-31,-0.0015549838496595747,-0.0029402587536234703,0.010658687957737278,-0.010753156232203853,-0.002055881695168016
HS300,2012-09,2012-09-28,0.030585507469251372,0.01838108430144625,-0.01005274069319062,0.02207128112370893,0.0017067810497306546
HS300,2012-10,2012-10-31,0.0018015487594449375,0.0066691013187303305,0.019098642020205725,0.0038687766658367373,-0.002121577579771494
HS300,2012-11,2012-11-30,-0.00633348065270789,0.01133680204341303,-0.014399944664131414,0.010727647770111925,0.03584610267172028
HS300,2012-12,2012-12-31,0.014503430835549835,0.01729925497439777,0.0005774981053938699,0.004585627764756239,-0.0042015232739940345
HS300,2013-01,2013-01-31,0.004800315112938991,-0.0006802516149930771,0.021006504937693515,0.0017147081423847244,0.008605079715345187
HS300,2013-02,2013-02-28,0.010547613622865049,0.030312058109737583,-0.0016799291669145067,-0.04613284592983591,0.03028304425279349
HS300,2013-03,2013-03-29,-0.032601905145285714,-0.0016880713095097644,-0.0007598945606217544,-0.0027258284276309164,-0.0011438265341211507
HS300,2013-04,2013-04-26,-0.011101231417638857,-0.00833470090665045,0.0009532931313043225,0.017665051870908277,0.01326601179664566
HS300,2013-05,2013-05-31,-0.0031174304017955734,-0.010589817573623428,-0.001459086120227382,-0.014199905249434819,-0.0019983115495157966
HS300,2013-06,2013-06-28,-0.003487529614254803,0.018467789895567632,0.005761053948421413,0.003915842150039817,-0.008171075939340633
HS300,2013-07,2013-07-31,0.006166445309448543,0.0016593678233367548,0.02386798849623406,0.0008457426056531769,0.013823927150493853
HS300,2013-08,2013-08-30,-0.004185895871920531,-0.001898364800926311,0.002780574871105612,0.014721093079302028,-0.001615203554721889
HS300,2013-09,2013-09-30,0.004415286924451589,0.005873140008793465,0.013604606321945267,0.004821011945641995,-0.009890026137285735
HS300,2013-10,2013-10-31,0.014931369577324105,-0.014020106576569269,0.004736030143428938,-0.0018893398631423253,0.001392591497252127
HS300,2013-11,2013-11-29,0.010374486276760964,-0.00024021020442477337,-0.008264232389099568,0.009920671013747384,0.013243495945609363
HS300,2013-12,2013-12-31,-0.0017451870606101094,0.013293567440675336,-0.003454038710297702,-0.013436389147528538,-0.022761689364185878
HS300,2014-01,2014-01-30,0.0035705034788307,-0.011370507244652717,0.004555381506958112,0.024881999093326224,0.007950487181228594
HS300,2014-02,2014-02-28,-0.0042973923051855545,0.01154213252074654,0.005231368384434498,-0.002783547985043544,-0.009292336626419928
HS300,2014-03,2014-03-31,-0.0017358574240380342,-0.0026301543008365735,0.007832064874284006,0.00814196193914829,-0.007208146641005775
HS300,2014-04,2014-04-30,0.011007653975303455,8.756202309978534e-05,-0.0010140554853732553,0.0003978724489559493,-0.009276289929023185
HS300,2014-05,2014-05-30,-0.006540201866732431,0.000603202354901855,-0.003035524822116109,-0.010067360708641115,0.010491130371371282
HS300,2014-06,2014-06-30,0.0005500038155934472,0.006910798611143187,-0.0002581845423665907,0.002914219478424629,0.0042955187950253215
HS300,2014-07,2014-07-31,-0.004013950601556515,0.01216187175685235,-0.008870967398801333,0.019841143778531967,-0.002638048172687424
HS300,2014-08,2014-08-29,-0.007010240183537131,0.011685742693003709,0.007283109387342002,0.013222423987938825,0.009377068964072421
HS300,2014-09,2014-09-30,0.004348430843414075,0.0013028030487798326,0.011177125306202962,0.0014412623069155472,-0.006110505629634555
HS300,2014-10,2014-10-31,0.007155549681322926,0.015958362445193552,0.0016835936332013635,0.0002483534642920837,-0.003869213885878131
HS300,2014-11,2014-11-28,0.011557764216028055,0.01972379641966393,0.0039137445310644114,0.036927284514002956,0.014914464729098409
HS300,2014-12,2014-12-31,0.0006074453291968762,0.022024529479510724,0.030516412660366532,-0.00013236154693851976,0.0007497818629140784
HS300,2015-01,2015-01-30,-0.012346389918424516,-0.013615957506999954,-0.023418721641607854,0.024891471573900592,-0.010378929699238704
HS300,2015-02,2015-02-27,0.025171844421294054,0.0018363600981858852,0.007955009498038512,-0.025925612250139896,0.0065341087260184505
HS300,2015-03,2015-03-31,0.02932776593984876,-0.009044126747905668,0.017943060877704475,0.00021363298532084407,0.011094178205071081
HS300,2015-04,2015-04-30,0.006846468084998669,-0.005119047170218272,0.007969664956169353,-0.03987371079596824,-0.00946498852689115
HS300,2015-05,2015-05-29,-0.06705230001044127,0.0014114587362947795,0.04861749919280345,0.016881007718799523,-0.0035411592196546993
HS300,2015-06,2015-06-30,-0.0333578248574673,0.06714679159107817,-0.0491786603031481,-0.03409929083350394,-0.05406042264890232
HS300,2015-07,2015-07-31,-0.029251123110519472,0.000337578310698472,0.003284513659578714,0.0310558114088062,-0.020580752275429992
HS300,2015-08,2015-08-31,0.04262772110504076,0.0072552139463828436,-0.0013227249976608402,0.0011150828563968318,-0.034269694467725764
HS300,2015-09,2015-09-30,-0.01970486796400084,0.00757914644711577,0.029202793552312922,0.013236231837455703,0.03220787308221418
HS300,2015-10,2015-10-30,0.0023793454544629444,0.00021849225626091595,-0.0164444587810455,-0.0030121157826238365,0.047048153624362765
HS300,2015-11,2015-11-30,-0.05384755340440095,0.0026483050847456724,0.007089478164609364,0.03626643234839477,0.007346678653202154
HS300,2015-12,2015-12-31,0.0008774881880679875,-0.009075540977511065,-0.07020576767004272,0.0027998890767717555,0.01754322421746246
HS300,2016-01,2016-01-29,-0.026138506957016472,0.03235525391799454,-0.015289078066182626,0.02078077328633432,-0.0042869207887124006
HS300,2016-02,2016-02-29,0.010031691648822116,-0.02393598436922284,0.018497872781120694,0.04116398408158051,0.0023232476833070503
HS300,2016-03,2016-03-31,0.025791212565888566,0.0005633846608266158,0.0011830009567797006,0.013219243091175503,-0.0021314234863998305
HS300,2016-04,2016-04-29,-0.0016851368403763,-0.0012133848850527373,0.017991317005332963,-0.0012690059152853372,0.0013890182806397533
HS300,2016-05,2016-05-31,0.001374694326430781,0.033537580513834264,-0.00284329775845793,0.0020730588724040544,0.007017778730630253
HS300,2016-06,2016-06-30,0.004778725679528861,0.0008034552383091587,8.846131529605117e-05,0.01600913068289911,0.0008381450221799369
HS300,2016-07,2016-07-29,0.0008989377122861075,-0.0053415937731287055,-0.008464916524393407,0.003853867198185368,0.0013969668729139073
HS300,2016-08,2016-08-31,0.0012715473001387867,0.004772361727265251,-0.007878194346823908,0.0037975803071017555,0.001679483566346729
HS300,2016-09,2016-09-30,0.00417748669871143,0.002742274580683546,0.012474779330670094,0.0038523098071931994,-0.00198030761302459
HS300,2016-10,2016-10-31,-0.0016645271012449836,-0.0011523517376290648,0.006826171807676529,-0.007650672764420663,0.009519846688858635
HS300,2016-11,2016-11-30,0.008192176697557008,-0.007306034724638311,0.0076413206214469565,-0.010121075916203925,-0.01687383853685842
HS300,2016-12,2016-12-30,-0.0012489824003721894,0.0037346517215908204,0.009711849864655786,0.007804377141349184,-0.0001549738132849976
HS300,2017-01,2017-01-26,0.003404419741711129,0.003571191597865342,-0.0069268822536274754,0.0025896925895498857,-0.0022296302774365007
HS300,2017-02,2017-02-28,-0.007953421145581618,0.0019116586221086251,0.0016296871243999256,-0.006749002511828306,-0.0021059091216082404
HS300,2017-03,2017-03-31,-0.008205892139341309,0.005611975006677872,0.013844727137522828,0.0028976341457915833,0.0009723834007862031
HS300,2017-04,2017-04-28,0.0004461301475133794,-0.002021342029523754,-0.003830798316041939,-0.00392461746069539,-0.002561286889914527
HS300,2017-05,2017-05-31,-0.0014987127251154808,0.003577140092299036,0.0013896825660397738,-0.0032109323225466557,-0.005092202597040685
HS300,2017-06,2017-06-30,0.006215021477354643,-0.0005533103632305858,-0.0043501181003475775,-0.008453383133662618,0.010965518079637748
HS300,2017-07,2017-07-31,0.002612201840744177,0.00429405374848435,0.008697192226702288,-0.0025275953471026735,-0.008781520783056718
HS300,2017-08,2017-08-31,-6.180667965904885e-05,-0.003183892757478546,0.0022097845891726475,0.00393626169483241,0.0029722156346343453
HS300,2017-09,2017-09-29,0.0003501517847794844,0.003652808683654696,0.011913459686313077,0.0019720741320592428,0.003296517126695875
HS300,2017-10,2017-10-31,-0.00304477883582821,-0.0007491793069893671,-0.002519519097555434,0.0001281081873643064,-0.001110045347491484
HS300,2017-11,2017-11-30,-0.0005106238610511626,-0.011755282513582377,-0.0019877192251115394,0.005182665121946872,0.005303249157658341
HS300,2017-12,2017-12-29,0.006937750910939844,0.0029751944376779083,0.014028540850152371,0.0058694999585309215,0.004236764579977015
HS300,2018-01,2018-01-31,-0.010673130609867298,0.004651204317941637,-0.007016303943639501,0.005966937021788521,0.0006822387545326603
HS300,2018-02,2018-02-28,-0.014432240729328583,-0.008706374507881365,0.006323874321789713,-0.008057373935747458,0.00040732376089303024
HS300,2018-03,2018-03-30,0.013358784088853826,0.001142255785687274,-0.002970118997141613,-0.006287500791115286,-0.0019720495567742136
HS300,2018-04,2018-04-27,-0.019120584239928906,0.00036799419730138005,0.0018020291327156546,0.00779935201132087,-0.0048515686791458235
HS300,2018-05,2018-05-31,-0.02119789937405514,0.021218132381078503,-0.00835951214701347,0.009809873205485875,0.009911287437841088
HS300,2018-06,2018-06-29,-0.010330816226119754,0.025546476219685976,-0.02934248632292258,0.00038644785756192235,-0.013355605875727372
HS300,2018-07,2018-07-31,-0.0017456987992250372,0.0007331271928738836,-0.01997580206819527,-0.022170698511452924,-0.016515784686663038
HS300,2018-08,2018-08-31,-0.01047637242722943,-0.004950920505363388,-0.003802365749858261,0.012665932933231927,-0.019547857872028285
HS300,2018-09,2018-09-28,-0.003994743127569866,0.010363762967924961,-0.043027581201233844,-0.0006709414877034137,-0.0021567858326567713
HS300,2018-10,2018-10-31,0.010846023644669467,0.014006224560004554,0.007359322320878547,0.03563450552764147,-0.008330686620600991
HS300,2018-11,2018-11-30,-0.012984864099011895,0.011166304506488034,0.027818664918413116,0.0020727088731813392,-0.004806119516762464
HS300,2018-12,2018-12-28,-0.0038397325544831107,0.006737323629286696,-0.013657502209653338,-0.0015803821136980423,0.023958106367894194
HS300,2019-01,2019-01-31,-0.007979726791337072,0.010462738939340799,0.014293955615774623,0.018191493063521413,0.007217057939701288
HS300,2019-02,2019-02-28,-0.0017100474856384107,-0.0024527021589869635,0.021895856781954492,0.011838236196147323,0.00577448588652274
HS300,2019-03,2019-03-29,-0.004004929225858933,0.03860803375178867,0.026234001602647883,-0.000665085024187495,0.012809707689072747
HS300,2019-04,2019-04-30,0.002843461273235093,0.003301769361744089,-0.05841622135887892,0.009784466006769854,-0.014301464145685783
HS300,2019-05,2019-05-31,-0.006202664967934424,-0.00312920278931339,0.0006124322928964254,-0.009236202964087115,-0.0003782167179015028
HS300,2019-06,2019-06-28,0.010670128673539558,-0.0024068945141320075,0.028812310372238414,0.00034503689328579945,-0.01108283642383645
HS300,2019-07,2019-07-31,0.004163434320896053,-0.009032593454231352,-0.008314478074797571,-0.014731814561917078,-0.019146152423643037
HS300,2019-08,2019-08-30,-0.0032601515180203933,0.002479824874076053,0.012826134215675244,0.001374625810743435,0.00840562485565477
HS300,2019-09,2019-09-30,0.0029978087228814676,-0.009896035304494122,0.0060691650447972645,0.0014487923560047022,0.00817019186160417
HS300,2019-10,2019-10-31,-0.004859054182545952,-0.001149766166241628,0.016886850511686813,0.0065110020855752015,0.006206699092360379
HS300,2019-11,2019-11-29,-0.0034355811124832103,-0.008708016952579833,0.0019299129985086427,0.0039175622689848755,-0.00032925768750469153
HS300,2019-12,2019-12-31,0.014819890567616678,0.0036627496886663113,0.013586445093386468,-0.0017523067663942626,-0.0037802490491475327
HS300,2020-01,2020-01-23,0.0042833448541044206,-0.030985512584794095,-0.07880889162843929,0.026374880095695552,0.01132939810938094
HS300,2020-02,2020-02-28,0.0029120933755462097,-0.03545468699661869,0.03289782256459817,0.0053306572749074466,0.005790493676798514
HS300,2020-03,2020-03-31,-0.009689600707266321,0.0032780718927654107,-0.0030058421308925,0.016178173234559834,-0.005707008457019103
HS300,2020-04,2020-04-30,0.004646484013210994,0.011777766514474264,0.006051510296155138,-0.002885738572764973,0.009867015550734548
HS300,2020-05,2020-05-29,0.002865342179428465,0.0026943191120336607,0.026975782927646685,0.003078809671294813,2.0333535246219725e-05
HS300,2020-06,2020-06-30,-0.007072500071877541,0.013199695550738744,0.02012986186476673,0.020731049585160255,0.019316193110268554
HS300,2020-07,2020-07-31,-0.0048850098140460485,0.008353680969539035,0.0162435008637829,0.0009414603240074371,0.0002734618659938626
HS300,2020-08,2020-08-31,0.023866574937993157,-0.005790557331079582,0.005379120325816,0.00036450960962985945,-0.005530888726347438
HS300,2020-09,2020-09-30,0.0021587072113393724,-0.0009593187856613561,0.020435563102806586,0.030337902660911187,0.00332645194838177
HS300,2020-10,2020-10-30,0.007525005952793151,-0.016255457874843948,0.005430497596124351,0.012016737727587046,0.007555110233024687
HS300,2020-11,2020-11-30,0.01243477354113387,-0.004118443652732062,0.02154043786485027,9.2755261493771e-06,-0.0019900752790774634
HS300,2020-12,2020-12-31,0.014034483086836858,0.01908164149284164,0.010828223113321656,0.019132952827011662,0.00915748425306484
HS300,2021-01,2021-01-29,-0.027290320339855012,-0.0046824122029114346,0.012272875476577294,0.015401883732223842,-0.0028885179321700427
HS300,2021-02,2021-02-26,0.005883328723429226,-0.024279471160289168,0.015369434756399958,-0.012761719234425928,0.019175528181289314
HS300,2021-03,2021-03-31,0.0094815070785359,-0.009101171033827349,0.012363616627257823,0.00993586689460324,-0.004110193881419866
HS300,2021-04,2021-04-30,0.008776103962266246,-0.007877162811674054,-0.012172562062187864,-0.012857025435456748,-0.0007265735571660992
HS300,2021-05,2021-05-31,-0.003211549589536511,0.0019695216524286963,0.0018964398660130666,-0.009679913435473586,-0.006557122314234887
HS300,2021-06,2021-06-30,-0.011656282846131627,0.006453466149212828,0.0010763698064391036,-0.02840469292099823,0.0009200732830987324
HS300,2021-07,2021-07-30,0.018861951612892947,-0.008062429449876451,0.025475300186856842,0.00014654209305087207,0.008995717666313352
HS300,2021-08,2021-08-31,-0.002853506203796985,-0.0015914336822989705,0.013286138492303534,-9.446636565990651e-06,-0.005411330977949547
HS300,2021-09,2021-09-30,-0.010217395043396249,0.00671379466140154,0.013060832462391758,0.0012679664929053924,-0.010606354047816513
HS300,2021-10,2021-10-29,-0.006946887252675227,0.009175726511049032,-0.003684018603438477,-0.010395269702450638,-0.0038707843183440893
HS300,2021-11,2021-11-30,-0.0017906943153325194,-0.0039982083607221774,0.0024472136532378563,0.0025417792578672493,0.009236716312858384
HS300,2021-12,2021-12-31,0.007787684192420041,0.0038325628043907045,-0.004575970275928709,-0.010095030955112438,-0.010248101885717342
HS300,2022-01,2022-01-28,-0.019615640818273605,-0.012144048887892112,0.015407868754179432,-0.005463208526377383,0.009392521610415816
HS300,2022-02,2022-02-28,0.009737666964945602,0.0017977777700035613,0.008302692962310898,-0.008893461590246843,-0.005891100796946325
HS300,2022-03,2022-03-31,0.02901568015047351,-0.007405093299427068,0.01268437409489942,-0.0028803893588588148,-0.012838424322107689
HS300,2022-04,2022-04-29,0.0065641801282287915,0.02426202600439109,-0.0015016529137569234,-0.025284212048745536,-0.00802775265649558
HS300,2022-05,2022-05-31,0.006927500294279465,0.015512216624497643,-0.0020383637658111242,0.0015654476893851577,0.018710040104470638
HS300,2022-06,2022-06-30,-0.015401344655860294,0.014396937410844579,-0.004078696796953163,0.006562312642078849,-0.001443940543101374
HS300,2022-07,2022-07-29,0.00015076794611945665,-0.013150804617394818,0.004454807100641611,-0.019494212853264692,-0.009751343064954177
HS300,2022-08,2022-08-31,-0.0033566286507953347,0.0007478299315004655,-0.008605876031941406,-0.0049770769082772,-0.002034489897512537
HS300,2022-09,2022-09-30,-0.0004090150468435416,-0.0058158250643298715,-0.022063735943731344,0.0018143284377909463,0.015189043500701827
HS300,2022-10,2022-10-31,-0.024734897670018685,-0.00921264305010916,0.035759357301157424,0.012006032734269922,-0.008132024400423488
HS300,2022-11,2022-11-30,0.030852264371753924,0.0011989329652517533,0.01083119908560426,-0.006116408957758446,0.01961509677089346
HS300,2022-12,2022-12-30,-0.0037623360839417197,0.003872222366271716,0.0042010685927440505,0.0012986448464840095,0.019427436482583493
HS300,2023-01,2023-01-31,0.00473941696418545,-0.010588989954407269,0.00940037148258921,-0.0035231735111120877,-0.009451466701744793
HS300,2023-02,2023-02-28,-0.004235363065417941,0.0063340706678916,0.014125464834514823,-0.002230465075593435,0.00311214630754697
HS300,2023-03,2023-03-31,0.008083084382388694,0.0030704271806099026,0.009785910678200338,0.0030648555408443467,-0.001575636012239534
HS300,2023-04,2023-04-28,0.0073713772339238925,0.010196524035344323,0.00028815468322118676,-0.0033174145405976407,0.011398407270125643
HS300,2023-05,2023-05-31,0.0009945379962810197,-0.01021717389910859,0.0021913665318518127,0.014438907374489274,-0.004553535962446786
HS300,2023-06,2023-06-30,-0.004935171041233866,0.005392161480165081,0.01312443200331459,0.0015749257234101144,-0.007747601764856782
HS300,2023-07,2023-07-31,0.023163764351947558,0.005482954303537957,-0.004142100268268778,-0.007030013249121336,0.00883877281389056
HS300,2023-08,2023-08-31,-0.00042136013574289866,-0.006134865685981983,0.006964444496381228,0.015155251588359286,-0.007439427667583209
HS300,2023-09,2023-09-28,0.0020585486771482753,-0.002966630140021853,-0.001298001879378674,-0.0074909192754528675,0.00284977876069914
HS300,2023-10,2023-10-31,0.006003562220254111,-0.0031438941986263735,-0.0004137153062065968,-0.004715170173734462,0.008425832165931624
HS300,2023-11,2023-11-30,-0.008587694325147166,0.002263562238071337,-0.003810419475070548,-0.006529938863831575,-0.019039992046559928
HS300,2023-12,2023-12-29,0.023433643342124277,0.004852776655127844,-0.01304475811034922,-0.002378665891791365,-0.009248742783716235
HS300,2024-01,2024-01-31,-0.017833448346832204,-0.009148734421990046,0.0007339789652824891,-0.011835432081998665,0.006539444236873138
HS300,2024-02,2024-02-29,-0.01274097677483621,0.01907740286239301,0.006177899150247246,0.0008663566438389392,0.006960438242702427
HS300,2024-03,2024-03-29,0.005189581895787443,0.004691611532633866,0.01644191182207444,-0.004163645652646153,-0.003595131198689705
HS300,2024-04,2024-04-30,0.011060553769820292,-0.005386166831267691,0.014838277946306766,0.00030919574386989446,-0.007866886325474054
HS300,2024-05,2024-05-31,-0.0053161430869939075,-0.0040027131757064405,0.002464576771859628,0.007502059213965406,-0.005774031984657757
HS300,2024-06,2024-06-28,-0.007512933641547481,0.0021826121748012017,0.004774014294310458,-0.0018391786746125849,-0.0024114389538986147
HS300,2024-07,2024-07-31,-0.006299506125797882,0.021577547455289947,-0.006629412115040756,-0.010199264988450696,-0.012135414573725578
HS300,2024-08,2024-08-30,-0.0026821879594559617,0.013348461915604348,-0.016986945092675287,0.0025779384578066278,-0.006495940495425345
HS300,2024-09,2024-09-30,0.04466874640370966,0.08482632837295823,0.05929556940208136,-0.07051344706510365,0.01056728237525717
HS300,2024-10,2024-10-31,-0.008968954930746675,0.0004090553700537569,-0.00026214071302266273,0.014072421221484666,0.02530216018101994
HS300,2024-11,2024-11-29,-0.008828667189653583,0.01137028279291874,0.007927573601784976,0.0010791279430302225,-0.005398679923439231
HS300,2024-12,2024-12-31,0.004527219205276323,-0.01603954335200275,-0.029102564200308434,-0.011839351690073996,-0.0016407234228764667
HS300,2025-01,2025-01-27,0.00765561509922863,-0.004118069412324621,-0.005762258061135728,0.012581272883216199,0.0129776685527756
HS300,2025-02,2025-02-28,0.0020644246972367775,-0.019673820019374566,-0.0004046222565889934,-0.0008368321351770458,0.004465898970972271
HS300,2025-03,2025-03-31,-0.0043856035430672735,-0.0071159179457525035,9.749682685145089e-05,-0.0008485769809026822,-0.0058907636882638
HS300,2025-04,2025-04-30,-0.001729946882538913,-0.001193882932718937,0.01007062592658392,0.0060613746677862235,0.005550905659658545
HS300,2025-05,2025-05-30,0.005855739844994101,-0.004786067846684228,0.0030677834047527774,0.004343183680844298,0.0022780008907286042
HS300,2025-06,2025-06-30,-0.006148473651932718,0.003651678660437474,0.0016978825882305593,0.000234099851829761,0.006182796039744476
HS300,2025-07,2025-07-31,-0.0001893052641314119,-0.018222756681259833,-0.005069694186683682,0.0038900804428387836,0.00804455643165336
HS300,2025-08,2025-08-29,0.017704685705635104,0.007387681566886517,0.005993650093322644,-0.007351928538317121,-0.006819579227307471
HS300,2025-09,2025-09-30,0.015385328817338007,0.00446748121720697,0.014823001650831058,-0.01967265189674794,-0.004950578686606422
HS300,2025-10,2025-10-31,-0.007988267501966129,-0.014701551685371683,0.0027442169963463048,-0.007457768003330201,0.0018529027329992065
HS300,2025-11,2025-11-28,-0.0004918513599512231,0.0024934651458574653,0.011006786015832493,-0.00484017650223334,-0.005112930866965404
HS300,2025-12,2025-12-31,0.002567157796357078,-0.004588412398990105,0.018964824598158847,0.01546246872977064,-0.0029281770031649446
HS300,2026-01,2026-01-30,0.007604719890309308,-0.00999816991209257,-0.021324426199551993,0.011751679338598775,0.00827770515189763
HS300,2026-02,2026-02-27,-0.0019029174266440574,-0.0034329241693347168,0.0038258014238807814,-0.015389531388219524,-0.011441833872184004
HS300,2026-03,2026-03-31,-0.002358652947094808,-0.00932802012489009,0.017082283813054655,-0.01041765630461422,-0.008512329436928256
HS300,2026-04,2026-04-30,0.010957484213072854,-0.0006319710407587387,0.014516859439182905,0.004801219742740281,-0.005835719139436479
HS300,2026-05,2026-05-29,0.0012310082042765735,-0.00449573421100502,-0.009784304190350146,0.014512861110738351,0.004934318623502021
HS300,2026-06,2026-06-12,-0.005513632035082372,0.011627109197587915,,,
SSE,2009-01,2009-01-23,0.010042740209650569,-0.007129351290879438,0.010562341980562273,0.024419851437825768,0.022777958936494924
SSE,2009-02,2009-02-27,-0.038667635891658225,-0.018102053929497264,0.005086775248553277,-0.01051662640611395,0.06115385933685458
SSE,2009-03,2009-03-31,-0.006906055243388165,0.00643458126240426,0.014665350307789815,0.007173537396122809,-0.002273129286341047
SSE,2009-04,2009-04-30,0.02779751132446484,0.003799137182196599,0.03323499769330329,0.002900882100979274,0.00980899663737178
SSE,2009-05,2009-05-27,-0.008212612212213699,0.017134910133953962,0.033555772466415945,0.0011105068203196566,0.01992693908384635
SSE,2009-06,2009-06-30,0.016085930966040163,-0.0053614509258518295,0.0164859858307298,0.017320944766717083,0.009186492363052245
