trade_date,e_lian,e_shou,n_lian,n_shou,e_lian_exec,pct_rank
2023-09-07,0.22212661454489985,-0.11740397979681316,3,14,0.22597581602328934,0.1086978052529271
2023-09-08,0.030670350658789355,-0.013132872234745562,5,32,-0.02636947410508217,0.6480947858369764
2023-09-11,0.0034693160509960998,0.008179864867653368,8,19,0.0034693160509960998,0.3235004963898765
2023-09-12,0.09422991738637349,0.005444184866235626,6,21,0.09422991738637349,0.4950613008129678
2023-09-13,-0.007620035385740159,-0.03685890900247358,5,17,0.022501699428776223,0.3502282667604273
2023-09-14,-0.04012263716225578,0.0010685880906894582,5,17,-0.04012263716225578,0.4946311094582366
2023-09-15,-0.14135424639548994,-0.0642940136009004,8,24,-0.1418254121607803,0.736619535275345
2023-09-18,-0.133754012605888,0.025931683370916447,7,35,-0.133754012605888,0.5393643070253651
2023-09-19,-0.14516324183131496,-0.008893699085233579,4,15,-0.17175824411541793,0.2405587903455698
2023-09-20,-0.15374812118502426,0.05553850947593325,2,16,-0.15374812118502426,0.2199177681143322
2023-09-21,0.07734235397651786,0.00703749352455944,4,13,0.07734235397651786,0.4120457871816175
2023-09-22,0.1530576271778959,0.060788229221000155,5,26,0.16295408546484105,0.573323870966874
2023-09-25,0.02120619560659924,0.024620214262372524,11,16,-0.00412696723827753,0.7094445897878336
