trade_date,e20_log,e20_exec_log,n_active,n_base,cov_codes,pct_rank
2021-01-18,0.03005205245899705,0.03733178576498739,90,2159,1.0,0.5758795671648905
2021-01-19,-0.0007028255064562977,-0.027119470548446732,75,2153,1.0,0.5460997192667214
2021-01-20,-0.0011286531242050007,-0.014427579854564585,80,2149,1.0,0.5787189218525585
2021-01-21,-0.009638979286205718,-0.021580185605695315,84,2138,1.0,0.6170298401749964
2021-01-22,-0.08047281171314437,-0.09630060327124448,53,2155,1.0,0.4747918636776189
2021-01-25,-0.08898180268565226,-0.10890737903344339,48,2189,1.0,0.3482977970243161
2021-01-26,-0.03573956731037252,-0.034282253508812914,54,2194,1.0,0.3910557431336517
2021-01-27,-0.05201365628646228,-0.053616959475237744,66,2190,1.0,0.5205439594408572
2021-01-28,0.0017866433772018436,-0.016597973283601263,45,2205,1.0,0.317618988818388
2021-01-29,-0.02851427680864884,-0.03825083580242317,36,2408,1.0,0.2974663550874523
2021-02-01,-0.061210834943152076,-0.05831460344936955,83,2232,1.0,0.6616535066346667
2021-02-02,-0.09039391706237915,-0.09585812615845991,70,2222,1.0,0.5231840994308881
2021-02-03,-0.08173865157746345,-0.0921033231772335,42,2252,1.0,0.3505602135899671
2021-02-04,-0.09936131283880568,-0.10430760308406828,48,2275,1.0,0.5100553990883029
2021-02-05,-0.044125529661507575,-0.05249065780289024,51,2295,1.0,0.3124901727787071
2021-02-08,-0.06538386985622716,-0.09735734925813241,58,2297,1.0,0.3144985392221305
2021-02-09,-0.0712303089035641,-0.09472241672623063,68,2270,1.0,0.5251910515361582
2021-02-10,-0.09665022618038338,-0.1293863446346479,41,2263,1.0,0.3867635291982004
2021-02-18,-0.020682753482536197,-0.030121312478354006,100,2231,1.0,0.5969743836979232
2021-02-19,-0.0005713680708932488,-0.016374616261014364,100,2197,1.0,0.648139703531028
2021-02-22,-0.006654467992392013,-0.011797248292719865,80,2192,1.0,0.4666397141455667
2021-02-23,-0.08099238228216188,-0.09003450485705004,53,2204,1.0,0.4466661153296842
2021-02-24,-0.020710153934541304,-0.014133235158474693,43,2208,1.0,0.4035112901040133
2021-02-25,-0.0743784750639269,-0.07050481748069415,40,2217,1.0,0.4087123001925978
2021-02-26,-0.05281599728240388,-0.05091212322719084,41,2228,1.0,0.4551903547501787
2021-03-01,-0.050689533090300096,-0.06280957014953394,87,2199,1.0,0.577059858614986
2021-03-02,0.06923475550330829,0.0635967835274812,38,2206,1.0,0.2604724095041554
2021-03-03,-0.024291997969793543,-0.027390177392475793,81,2183,1.0,0.5933630491154983
2021-03-04,-0.03922372692088654,-0.04589930872641314,43,2192,1.0,0.4295019244284072
2021-03-05,-0.03831969240833143,-0.04451741238158467,60,2195,1.0,0.4765887919269841
2021-03-08,0.03846151012663939,-0.012126059373069771,53,2211,1.0,0.4011304751172115
2021-03-09,-0.040962565200320544,-0.0642941210182146,35,2243,1.0,0.3786178457950102
2021-03-10,0.037356056798798165,-0.00665392547709398,32,2261,1.0,0.2345717406323684
2021-03-11,0.023108698861285484,0.0002527086415408594,69,2233,1.0,0.4889741919371467
2021-03-12,0.013762669326220774,0.009097291120106096,47,2227,1.0,0.3544559822046831
2021-03-15,-0.04935984828523994,-0.06137244818778269,45,2233,1.0,0.3911494978534153
2021-03-16,0.003686466002486259,-0.00775125324444273,63,2388,1.0,0.5422613996431387
2021-03-17,-0.017546262746704386,-0.02446087943082612,53,2213,1.0,0.4960204906340761
2021-03-18,0.006272336808349401,0.007759417482162741,57,2215,1.0,0.4867358291074653
2021-03-19,-0.012802899780523461,-0.02325830863944147,53,2232,1.0,0.4819379685627584
2021-03-22,-0.014890594866031491,-0.05170154806915338,77,2220,1.0,0.6635296035371682
2021-03-23,-0.01685077153439111,-0.06001174956923701,49,2236,1.0,0.4366948156128435
2021-03-24,-0.04019646968178595,-0.06523297235586764,58,2246,1.0,0.6191626768475968
2021-03-25,-0.037314795062050835,-0.07177514891152506,44,2260,1.0,0.4166932210578915
2021-03-26,-0.03495131124151227,-0.05951787849908136,71,2239,1.0,0.6343874009532451
2021-03-29,-0.04522855677362066,-0.06947136790570399,64,2243,1.0,0.6022445660498092
2021-03-30,-0.08635462576790291,-0.09911533627710703,54,2261,1.0,0.6185470274203655
2021-03-31,-0.07203562540444484,-0.08605149588354326,71,2262,1.0,0.6522044905316099
2021-04-01,-0.03661274033184893,-0.053388246276901044,68,2257,1.0,0.577213736829048
2021-04-02,-0.0634309750992905,-0.08261952295198507,61,2246,1.0,0.6398500151756291
2021-04-06,-0.04044063877271695,-0.05867082130013096,75,2240,1.0,0.6996674722763488
2021-04-07,-0.021096919352199296,-0.03277433836994752,91,2229,1.0,0.6780382204421592
2021-04-08,0.020184147499802987,-0.019773642316199207,39,2245,1.0,0.3379457789379022
2021-04-09,-0.022697077984180258,-0.030150616850701542,57,2240,1.0,0.7567317520008666
2021-04-12,-0.06548447707829523,-0.08135958551083278,64,2259,1.0,0.7033369804148969
2021-04-13,-0.09044799161522898,-0.10023486229421423,53,2268,1.0,0.5547278211393797
2021-04-14,-0.03778644362365023,-0.0337264766899115,67,2261,1.0,0.6040400886575001
2021-04-15,0.007097766143359747,-0.03998630127183742,44,2268,1.0,0.3477112894397881
2021-04-16,0.02765126254546456,-0.010212873316672094,68,2248,1.0,0.5869335475390781
2021-04-19,0.05181569741760071,0.018203713608495063,72,2236,1.0,0.5642420167160181
2021-04-20,0.031974336313119835,-0.0059524797044828055,42,2238,1.0,0.3833513195894689
2021-04-21,0.038197113856828224,-0.0394026780045605,38,2242,1.0,0.3852609469953087
2021-04-22,0.0712942369426147,0.029888904285949272,44,2235,1.0,0.4596017115798753
2021-04-23,0.05027987730336575,-0.004563237843019706,36,2248,1.0,0.4511244174873769
2021-04-26,0.027298337462177684,-0.01007555085094278,47,2263,1.0,0.4942970109176332
2021-04-27,0.10748241451452893,0.05349799914007557,40,2261,1.0,0.4317339794865616
2021-04-28,0.06631367600467726,0.024638658612910674,63,2251,1.0,0.5706419344000037
2021-04-29,0.08576192037437944,0.049187079128025835,45,2246,1.0,0.4193020025846513
2021-04-30,0.10104310510070157,0.07006915287886549,42,2233,1.0,0.4390459731144465
2021-05-06,0.05952656543382493,0.015238365394586305,63,2221,1.0,0.5853230278041334
2021-05-07,0.02538455282264039,-0.05348987953257762,50,2225,1.0,0.5380627776925794
2021-05-10,-0.0419980917611576,-0.08531031857035372,89,2226,1.0,0.8557256305583184
2021-05-11,0.03279441794966493,-0.00909405192512757,57,2221,1.0,0.4771392621616594
2021-05-12,0.00034596046486586735,-0.04449576244888679,80,2206,1.0,0.7585907483393401
2021-05-13,-0.006031273084374358,-0.05436517074551905,48,2211,1.0,0.450931574967911
2021-05-14,-0.025122607591329556,-0.058119621873712446,78,2204,1.0,0.6162800909452495
2021-05-17,-0.01379528489417866,-0.06323060653728992,36,2227,1.0,0.3569365351382885
2021-05-18,-0.04657528787291247,-0.07653734544046391,72,2214,1.0,0.732285085671565
2021-05-19,-0.04973351994255554,-0.0913916140056614,58,2220,1.0,0.4934287696851067
2021-05-20,-0.011857411165799775,-0.02728583041358177,51,2233,1.0,0.4576549873717228
2021-05-21,-0.031798479131728674,-0.05736490124223152,66,2233,1.0,0.6088077415424505
2021-05-24,-0.05076346041747282,-0.06662916965323923,58,2227,1.0,0.4737697573702092
2021-05-25,-0.00033737547530876544,-0.034144855680288924,50,2221,1.0,0.3951178567263435
2021-05-26,-0.04723113898912043,-0.06947352395671291,61,2218,1.0,0.4713193693671856
2021-05-27,0.029690106205518138,-0.0005375008196408376,66,2214,1.0,0.5076052881668309
2021-05-28,0.005646574027808979,-0.02178274322493172,52,2219,1.0,0.4038587197437763
2021-05-31,-0.0044305242864921875,-0.004066008166778426,86,2212,1.0,0.7315872967726121
2021-06-01,-0.025846810403988493,-0.03914781993061504,68,2200,1.0,0.5351133989879946
2021-06-02,-0.050847293558832565,-0.07512783479962053,55,2216,1.0,0.4719324653350862
2021-06-03,-0.044073372492641594,-0.06326933410666025,64,2223,1.0,0.4633115842126582
2021-06-04,0.010395751832877314,-0.014280218965731693,51,2219,1.0,0.3701682772047993
2021-06-07,0.03128543318187467,0.02012545396871175,59,2215,1.0,0.5163459026011812
2021-06-08,-0.03803846912092199,-0.07013070029601096,55,2219,1.0,0.4763990468891695
2021-06-09,0.006880798171999469,-0.014178481996675301,53,2215,1.0,0.4724389278184951
2021-06-10,0.04934865702348195,0.04562261796696018,62,2206,1.0,0.5680163887767253
2021-06-11,-0.020718046650572846,-0.025664010974714126,61,2213,1.0,0.5793568296155882
2021-06-15,0.024427176329177604,0.02514104009154857,40,2234,1.0,0.3941267010454996
2021-06-16,-0.07922760191224679,-0.08277395948545807,38,2243,1.0,0.4312345936583145
2021-06-17,-0.0037141573577847593,-0.015894792217418692,49,2236,1.0,0.3577493946455521
2021-06-18,0.003580673441646977,0.015851241801590286,58,2222,1.0,0.4752938133901173
2021-06-21,0.015279031789530193,0.01835290525761333,68,2212,1.0,0.4345586737709286
2021-06-22,-0.00036906081560081957,0.0008432743434649531,65,2220,1.0,0.4665585193058351
2021-06-23,0.0379742797806823,0.041767351206314515,53,2210,1.0,0.4137132938204914
2021-06-24,0.05328818838166463,0.030217987559822145,56,2226,1.0,0.5025476771140731
2021-06-25,0.028861582361535146,0.01854055937967783,57,2227,1.0,0.4562991187735825
2021-06-28,0.008424055312434474,0.006985471828749078,63,2225,1.0,0.4618752897038609
2021-06-29,0.002947666167483584,0.006259252120811158,46,2237,1.0,0.4006544858491427
2021-06-30,0.04009084276325002,0.006880117653584726,53,2232,1.0,0.4306689900711215
2021-07-01,-0.059192175345962085,-0.08760158863648833,51,2249,1.0,0.3692407168658911
2021-07-02,0.052475235067879676,0.016432989839638666,38,2259,1.0,0.3478695015715347
2021-07-05,0.0961639157158515,0.08924671785178323,69,2237,1.0,0.56616120919404
2021-07-06,-0.002187176666846002,-0.009841200206155998,42,2238,1.0,0.3281527221833894
2021-07-07,0.06203508508608009,0.05524806307847127,65,2242,1.0,0.5316660246470565
2021-07-08,0.02991386528628133,0.0294838374421652,48,2244,1.0,0.4771802457640441
2021-07-09,0.08174165270410137,0.061996284035771405,68,2234,1.0,0.5433110963762283
2021-07-12,0.044290356033108116,0.02357411047208927,87,2225,1.0,0.5811696406771867
2021-07-13,0.011376837456542348,0.0016149100639786841,65,2210,1.0,0.5044276440754157
2021-07-14,-0.02290869851300243,-0.04439822157062667,56,2218,1.0,0.4853685222845484
2021-07-15,0.03109757403856616,0.022673400558150286,48,2234,1.0,0.4457966935595278
2021-07-16,0.07999242801647183,0.07803673686887008,37,2238,1.0,0.3278940755641817
2021-07-19,0.010202439650924114,-0.012291514285595929,51,2247,1.0,0.3862328864153619
2021-07-20,0.025484468173270342,0.0016430074749093602,49,2246,1.0,0.5253227180222253
2021-07-21,-0.010599371545043056,-0.03537349745696499,82,2228,1.0,0.6647666840211105
2021-07-22,0.062418797519298325,0.06716045867593612,54,2210,1.0,0.5128015480771693
2021-07-23,0.011163586098944248,0.011207198881985885,48,2224,1.0,0.4849115336660354
2021-07-26,0.016373528482061243,-0.002453390039055023,41,2247,1.0,0.5606812659465841
2021-07-27,-0.039697892467895554,-0.047645348927923103,28,2283,1.0,0.2867007582864642
2021-07-28,-0.05848387578602889,-0.07335988381799535,38,2314,1.0,0.5277542630590069
2021-07-29,0.0011642419423892603,-0.004690381900065807,112,2279,1.0,0.9305528749462544
2021-07-30,0.02006842119743279,0.010139955487547862,79,2260,1.0,0.6075911260188727
2021-08-02,0.02667954398786207,0.031919282753099014,98,2239,1.0,0.5913253978157671
2021-08-03,-0.04970648208350943,-0.0637766025303697,49,2250,1.0,0.3127098900782542
2021-08-04,0.035446214968356565,0.021198560552243374,84,2237,1.0,0.498049696730527
2021-08-05,0.024733298973539986,0.01341435821997615,45,2239,1.0,0.419146755649748
2021-08-06,0.029823943899771804,0.025414845339977468,57,2245,1.0,0.4190056325162145
2021-08-09,-0.009157896057462367,-0.01786759161652697,77,2233,1.0,0.482788914383911
2021-08-10,-0.001208071211279589,-0.01965096276842908,70,2223,1.0,0.5324599436931469
2021-08-11,-0.011337226738064629,-0.014066102883492242,90,2206,1.0,0.7069434533757072
2021-08-12,0.030507229350666194,0.023212814522019433,60,2199,1.0,0.5299561908729565
2021-08-13,0.032002081183816145,0.024451913762337123,66,2197,1.0,0.62211182256516
2021-08-16,-0.040302366627424806,-0.046693510935852195,73,2213,1.0,0.5548824817431667
2021-08-17,-0.027962460820302813,-0.02136807120030138,29,2248,1.0,0.202372643046396
2021-08-18,-0.014290015098205041,-0.014047658288459303,70,2232,1.0,0.8070493490299153
2021-08-19,-0.05331004524901359,-0.059699037070057845,47,2240,1.0,0.4238312397379625
2021-08-20,0.029015486346924566,0.013900978212064083,45,2237,1.0,0.3981143161721007
2021-08-23,0.05584438731962685,0.057727273966875645,116,2210,1.0,0.9064783404138012
2021-08-24,0.052950130791076105,0.046668494972948574,68,2205,1.0,0.4636076086210844
2021-08-25,0.02338342399355619,0.0196550808088931,78,2193,1.0,0.601947632771908
2021-08-26,-0.016998763692377974,-0.021603045016719905,54,2203,1.0,0.4118099556241339
2021-08-27,-0.001397017673438923,-0.010094755416816325,74,2202,1.0,0.5580339859549409
2021-08-30,-0.0312784511212646,-0.031224094068838186,77,2208,1.0,0.5872178876779796
2021-08-31,-0.03845228289050925,-0.045874399047774926,80,2205,1.0,0.644159884395747
2021-09-01,-0.04597854414119702,-0.04900724638624147,65,2219,1.0,0.4696578447396803
2021-09-02,-0.043368733413527406,-0.045515098366310694,105,2208,1.0,0.6368751796491312
2021-09-03,-0.007754267345778783,-0.041742124481229485,51,2193,1.0,0.2725885072316688
2021-09-06,0.002623113532703253,-0.030857871566216423,77,2186,1.0,0.6472806971879039
2021-09-07,-0.03195565578458241,-0.06946811265915177,95,2168,1.0,0.6135885688319309
2021-09-08,-0.03847830427361092,-0.0783393106906872,89,2150,1.0,0.6783930622456752
2021-09-09,-0.05010138489357523,-0.08787894993082049,73,2162,1.0,0.5501617897354154
2021-09-10,-0.01937336993122054,-0.05211884619229649,54,2170,1.0,0.4380243666635516
2021-09-13,-0.023134724694572367,-0.0515676576135921,86,2170,1.0,0.727542050162454
2021-09-14,0.016450683152230104,0.0008523565607074512,61,2187,1.0,0.4850522736710516
2021-09-15,-0.04783676498290691,-0.06461282775056927,91,2172,1.0,0.6589571428281689
2021-09-16,-0.01622361421903718,-0.03273677631925646,49,2188,1.0,0.3319425409049362
2021-09-17,0.014175821534785478,0.006717635701074504,50,2195,1.0,0.5020799173788488
2021-09-22,-0.0021633323053831532,-0.010758977069244807,97,2195,1.0,0.9902949584301868
2021-09-23,-0.024496935208716736,-0.02764828301947625,70,2190,1.0,0.5737068971375681
2021-09-24,0.01923269377073135,0.03469960959039388,40,2221,1.0,0.3928453933392719
2021-09-27,-0.0068934565731175075,-0.00449176254886546,40,2254,1.0,0.3035887310304375
2021-09-28,-0.07787765087648792,-0.0755590686464231,70,2260,1.0,0.4741062444011324
2021-09-29,-0.0365799377584609,-0.03902033650594045,19,2299,1.0,0.1825403114264138
2021-09-30,0.03541021741064073,0.018953892554774185,72,2269,1.0,0.5766289429505622
2021-10-08,0.005490171481924776,-0.013681704423360239,64,2260,1.0,0.3754149612489557
2021-10-11,0.028064387042981025,0.004485259000893277,44,2274,1.0,0.4876692750124987
2021-10-12,-0.013467234643111867,-0.039274919889727346,36,2304,1.0,0.4681667893948261
2021-10-13,0.02369520552264046,0.012023889349680288,57,2311,1.0,0.4894480681435405
2021-10-14,-0.001156234330777356,-0.006084878920552683,73,2290,1.0,0.6221048878919564
2021-10-15,-0.032219629349569484,-0.05377956009138554,29,2316,1.0,0.1604178818068923
2021-10-18,-0.05784482468934298,-0.08158669953928172,74,2306,1.0,0.7368837419603641
2021-10-19,0.008318341473151213,-0.011959452380565571,66,2296,1.0,0.6026527322216143
2021-10-20,-0.015866430961741937,-0.025053468919118534,49,2292,1.0,0.5122954342674746
2021-10-21,-0.06768182893896003,-0.08363812314055022,41,2298,1.0,0.4997984852184018
2021-10-22,0.011616875160708404,-0.028145357521026662,40,2316,1.0,0.4056785558850456
2021-10-25,-0.01372889441404787,-0.029166054561061867,63,2313,1.0,0.5761393731840853
2021-10-26,-0.018008415593431623,-0.030787295679151783,31,2323,1.0,0.2710162199627308
2021-10-27,-0.1239129389025493,-0.12786789075195407,42,2355,1.0,0.6093576921254042
2021-10-28,-0.053510252780943485,-0.04884997274522368,39,2387,1.0,0.4125962281101501
2021-10-29,-0.03274061161488498,-0.03753809661429924,66,2361,1.0,0.5992648429730562
2021-11-01,-0.013054221314834746,-0.021662562220380585,89,2338,1.0,0.6113566205293538
2021-11-02,-0.06932865359699224,-0.06932865359699224,44,2353,1.0,0.3745847344860773
2021-11-03,-0.03496408175800929,-0.037946121222719384,46,2347,1.0,0.3927378831371593
2021-11-04,-0.053534201069499514,-0.05614654551089194,96,2328,1.0,0.7681209986221664
2021-11-05,-0.0757701560432604,-0.0887306968273612,48,2335,1.0,0.435820708820411
2021-11-08,-0.014367244240527946,-0.029190467682662216,54,2334,1.0,0.5103861044864332
2021-11-09,-0.03866153166384953,-0.039476114030224156,57,2319,1.0,0.5832656954938701
2021-11-10,-0.03833429395813866,-0.03325076806960471,44,2311,1.0,0.384554861502428
2021-11-11,-0.01113303083893788,-0.02042558187282641,69,2290,1.0,0.5589566254562391
2021-11-12,-0.012710356381280097,-0.02933024455699871,78,2282,1.0,0.5289896525156108
2021-11-15,0.005109363712746812,-0.004912387150253803,77,2340,1.0,0.5451875905972702
2021-11-16,0.018552668015800244,-0.022290197764628015,60,2347,1.0,0.3595738073961816
2021-11-17,0.019898440998060936,0.0038572415700855386,93,2335,1.0,0.6100754945009117
2021-11-18,0.012725481212863939,0.012725481212863939,52,2336,1.0,0.3582310520336156
2021-11-19,0.016841374896225857,-0.00489485486995548,68,2321,1.0,0.4776273663286646
2021-11-22,-0.056044201811416304,-0.08175231480651697,83,2308,1.0,0.6982423294964745
2021-11-23,-0.019832751233426447,-0.04754454857301785,55,2305,1.0,0.4314559243987548
2021-11-24,-0.016449281699200517,-0.03616238342023115,75,2298,1.0,0.6146323776093555
2021-11-25,0.0286194212610676,0.02219943351508041,58,2300,1.0,0.4778428981916462
2021-11-26,-0.022139691861467053,-0.06869763178375186,53,2297,1.0,0.322581640713761
2021-11-29,-0.014909933246874785,-0.025966483519070552,71,2300,1.0,0.5084737208698767
2021-11-30,0.004208720670511533,-0.017182376371063467,71,2293,1.0,0.5505183973017722
2021-12-01,-0.00039637424451516735,-0.01493895601960116,85,2275,1.0,0.7002889234949642
2021-12-02,-0.005798803172197373,-0.004628247785340888,51,2291,1.0,0.3431138583039681
2021-12-03,-0.04261124517727471,-0.04989285768379764,53,2289,1.0,0.3070704341264863
2021-12-06,-0.02270474938287432,-0.05913253732721876,38,2308,1.0,0.1587202137480588
2021-12-07,-0.006656040953202824,-0.026589497479055473,50,2323,1.0,0.4757116873429292
2021-12-08,-0.05567814827202981,-0.07262160547921478,78,2299,1.0,0.5918516513561791
2021-12-09,-0.012790009999680947,-0.02644639885102871,65,2290,1.0,0.4413555182444935
2021-12-10,-0.0507654189253838,-0.07953676060511444,66,2291,1.0,0.5576902964823419
2021-12-13,-0.010929088119950931,-0.04144240483653496,78,2286,1.0,0.6581514218779452
2021-12-14,0.00048143096774829613,-0.016136398444778335,88,2270,1.0,0.8489041068303518
2021-12-15,-0.022001440541079255,-0.05599756333136681,79,2271,1.0,0.5682497753695986
2021-12-16,-0.07377527375135967,-0.08354323554701565,87,2253,1.0,0.8816883767484657
2021-12-17,-0.09628268244925042,-0.10772462699719243,86,2266,1.0,0.8399795372141201
2021-12-20,-0.11111096537374193,-0.12867752727238024,98,2279,1.0,0.9843001897872308
2021-12-21,-0.08296089378278126,-0.08531126777496773,135,2262,1.0,1.0
2021-12-22,-0.0418119753960955,-0.03869251686823156,77,2263,1.0,0.3352884844853067
2021-12-23,-0.07927131949551612,-0.08583564251627279,70,2269,1.0,0.2993526225897989
2021-12-24,-0.01042852875858372,-0.01870313722264363,53,2301,1.0,0.195585560212546
2021-12-27,-0.05648031908537629,-0.08630599673361819,63,2298,1.0,0.3161581861641934
2021-12-28,-0.00949949067318935,-0.0010350626821441292,61,2287,1.0,0.3412770361520884
2021-12-29,-0.08599999568074568,-0.09126610976324045,65,2293,1.0,0.4772565985782014
2021-12-30,-0.07864922413422853,-0.07958807581561872,86,2273,1.0,0.6669525694872093
2021-12-31,-0.032461918550640054,-0.08353700009596284,57,2259,1.0,0.3288941638806439
2022-01-04,-0.0003478548617024263,-0.03718220832413473,93,2248,1.0,0.6961073170444729
2022-01-05,-0.01147629668163467,-0.042931603500627545,48,2256,1.0,0.2511702761646602
2022-01-06,-0.04208358206372642,-0.06891881467438467,83,2252,1.0,0.4862064551200047
2022-01-07,0.02775093795544091,-0.02535974288139685,44,2281,1.0,0.1060598719756625
2022-01-10,0.019433222098283624,-0.0024468632461937673,70,2272,1.0,0.5749980758924529
2022-01-11,-0.0162312234608971,-0.04962541544606859,58,2285,1.0,0.3015821437154379
2022-01-12,-0.015122457815950882,-0.032735932283538244,94,2265,1.0,0.6469148400635294
2022-01-13,-0.020369510988966624,-0.03797527165994022,58,2273,1.0,0.4284012600229616
2022-01-14,-0.12063656237172934,-0.14426917377809312,75,2290,1.0,0.5624419648211937
2022-01-17,-0.023182375665674507,-0.05029487463059562,112,2269,1.0,0.7871684825114685
2022-01-18,-0.005213155542190602,-0.0496829959997059,43,2280,1.0,0.1461936700390563
2022-01-19,-0.009310878777450772,-0.006805529356784704,58,2285,1.0,0.535158044837083
2022-01-20,-0.11432216405328915,-0.11511102646790708,43,2331,1.0,0.4253334885334642
2022-01-21,-0.038452608236227266,-0.05344574123391098,49,2349,1.0,0.3358002424725581
2022-01-24,-0.012621054103952568,-0.012974230549182252,56,2349,1.0,0.5068639097613205
2022-01-25,-0.05280029393551563,-0.050247712859204756,28,2422,1.0,0.2888881904039562
2022-01-26,-0.020375831874418156,-0.022054106500715872,52,2407,1.0,0.3200067627262216
2022-01-27,-0.007613240357530207,0.06247479385310173,14,2465,1.0,0.0
2022-01-28,0.05861755262397294,0.04383471748592798,56,2445,1.0,0.4505209258763065
2022-02-07,-0.017514719036893542,-0.017973421860417563,83,2437,1.0,0.4815687977965826
2022-02-08,0.001164674364991139,0.00413117503383344,73,2412,1.0,0.5552581189260493
2022-02-09,-0.01839493735937109,-0.008463437411237187,95,2383,1.0,0.6938582642597899
2022-02-10,-0.08127998522694221,-0.07452120608692914,54,2385,1.0,0.419186444224724
2022-02-11,-0.11033830242449698,-0.11808252134118118,50,2424,1.0,0.493390003132733
2022-02-14,-0.011272066121199943,-0.020738878728397518,83,2436,1.0,0.5434979367840705
2022-02-15,0.04082002958594776,0.025638249390411594,56,2430,1.0,0.3054622967842761
2022-02-16,0.044093308855656904,-0.0073577942547061875,70,2402,1.0,0.5221614449811485
2022-02-17,0.0019305693132429802,-0.06729983976023121,44,2420,1.0,0.2028802524093336
2022-02-18,0.0809201097485549,-0.03815056321673697,51,2405,1.0,0.4310634377120972
2022-02-21,0.040256307670871606,-0.007575127707699317,100,2374,1.0,0.9234313390013696
2022-02-22,0.027394886124627184,-0.03709607640992478,50,2401,1.0,0.4449231428961173
2022-02-23,0.0004815050173611196,-0.023132658593858012,89,2375,1.0,0.7206777832407061
2022-02-24,0.014183438536743826,-0.019047583797370406,38,2420,1.0,0.2058109383559604
2022-02-25,0.02656551444718937,0.012833486777484332,59,2408,1.0,0.5378802497952403
2022-02-28,0.01240321445444633,-0.0006073424035113947,45,2412,1.0,0.3636220084790915
2022-03-01,0.06128180370045766,0.07073791797197408,53,2404,1.0,0.5489983299708409
2022-03-02,0.021235729973806405,0.02646939144456678,64,2395,1.0,0.6605449257893561
2022-03-03,-0.06771728925080742,-0.07748450439520133,76,2392,1.0,0.759796008118143
2022-03-04,-0.03366878839666273,-0.04834940201549379,45,2411,1.0,0.3365949218534936
2022-03-07,-0.07430400544099514,-0.06214785774598442,51,2442,1.0,0.53532467215742
2022-03-08,-0.04386439336019404,-0.09581483921465364,20,2491,1.0,0.009595416572663
2022-03-09,-0.07664627534683285,-0.09997317936662356,45,2505,1.0,0.6026235850555168
2022-03-10,-0.01107772790529958,-0.03020412123997958,83,2470,1.0,0.5803477088339676
2022-03-11,0.02575470509284089,0.024687119788658396,69,2460,1.0,0.4659163753698101
2022-03-14,-0.039300541433487095,-0.046732711916426244,42,2502,1.0,0.259172086114685
2022-03-15,-0.09703922885664854,-0.15629820575807948,30,2598,1.0,0.2331488113302881
2022-03-16,-0.05184477773851981,-0.07401604995902458,129,2557,1.0,0.994224356052496
2022-03-17,-0.011738991702358183,-0.022515155847800762,98,2524,1.0,0.4779600970474575
2022-03-18,-0.020931156139410295,-0.02866488625960613,105,2510,1.0,0.6702575751047553
2022-03-21,-0.04492367128677649,-0.05024786397549366,116,2482,1.0,0.7884626767540802
2022-03-22,-0.05794125824948884,-0.0715614151308282,79,2490,1.0,0.5213384786399449
2022-03-23,-0.07107861029333384,-0.07897751560722649,69,2485,1.0,0.4516549971715596
2022-03-24,-0.05526626847921162,-0.04211791471717932,63,2501,1.0,0.4604275202469555
2022-03-25,-0.034293388769208205,-0.04104428230234211,75,2510,1.0,0.5118075481815635
2022-03-28,-0.023749446069956437,-0.014612877563272952,60,2523,1.0,0.4323248906234453
2022-03-29,-0.0831975226282855,-0.1105239081189755,55,2530,1.0,0.4748211101629888
2022-03-30,-0.022717322926880446,-0.04550294630200302,79,2514,1.0,0.4922065374691475
2022-03-31,-0.04009310689814796,-0.03915819866391909,53,2508,1.0,0.3230510429972543
2022-04-01,-0.06585575883280143,-0.07281254480671365,70,2515,1.0,0.5863530790110675
2022-04-06,-0.05776965821061231,-0.05637530150248918,80,2494,1.0,0.593863989346859
2022-04-07,-0.053045899013920025,-0.06227041720367678,31,2536,1.0,0.1781683970746299
2022-04-08,-0.07837440239824522,-0.09764746058123841,62,2541,1.0,0.5874285518126368
2022-04-11,0.03742309883609772,0.03116442162353702,52,2595,1.0,0.2893022541582286
2022-04-12,-0.05102957839784915,-0.059925731155210674,93,2570,1.0,0.6194696364120927
2022-04-13,-0.045306118845669145,-0.03555138036271286,52,2604,1.0,0.2971069123187438
2022-04-14,-0.0910406289097108,-0.08787956380881594,74,2592,1.0,0.5260457693011316
2022-04-15,-0.0030414418525149117,-0.02309052066746172,38,2620,1.0,0.201699514687227
2022-04-18,0.004689212954738439,0.004162797470320362,75,2618,1.0,0.5912730837615441
2022-04-19,-0.026715568654217925,-0.028523812298333007,56,2603,1.0,0.3697096397385791
2022-04-20,-0.05083262099933409,-0.04490724407702409,52,2616,1.0,0.4609311658229827
2022-04-21,-0.08625719674945859,-0.07729288500069365,31,2671,1.0,0.2671843087039098
2022-04-22,-0.08102944094612277,-0.08316710527794252,73,2694,1.0,0.6326423266018495
2022-04-25,-0.11630722122413256,-0.13751426366819744,25,2801,1.0,0.1331782667855141
2022-04-26,-0.048952910920713966,-0.10068985771570496,40,2855,1.0,0.2196826761116874
2022-04-27,0.06669362461914677,0.05740704467163649,133,2805,1.0,0.6804380014564928
2022-04-28,-0.03950337368369007,-0.06435847966299474,67,2821,1.0,0.4604008488480848
2022-04-29,-0.01941087537290795,-0.025684978148692195,210,2765,1.0,0.9898836297318816
2022-05-05,-0.031883082225590956,-0.037194497467929605,151,2718,1.0,0.6965496016995284
2022-05-06,-0.15593850819807042,-0.15991291786657502,84,2741,1.0,0.5284624908630302
2022-05-09,-0.11472357810055252,-0.11897791529628039,138,2719,1.0,0.702398192533115
2022-05-10,-0.11785889210800234,-0.09637778911278042,110,2694,1.0,0.6702632524955429
