trade_date,limit_up_count,max_lianban,fengban_ratio,prev_limit_premium,promotion_rate,sentiment_score,pct_rank,stage
2020-01-22,51,10.0,0.7083333333333334,-0.24010357142857153,0.19642857142857142,,,
2020-01-23,26,8.0,0.6666666666666666,1.371886274509804,0.23529411764705882,,,
2020-02-03,79,9.0,0.9080459770114943,2.685784615384615,0.5769230769230769,,,
2020-02-04,150,10.0,0.8287292817679558,5.224735443037974,0.4050632911392405,,,
2020-02-05,168,11.0,0.7088607594936709,7.264648,0.44666666666666666,,,
2020-02-06,240,12.0,0.851063829787234,7.893155952380952,0.6309523809523809,,,
2020-02-07,173,13.0,0.7654867256637168,3.992754583333333,0.3541666666666667,,,
2020-02-10,147,8.0,0.7538461538461538,1.3086260115606936,0.19653179190751446,,,
2020-02-11,56,7.0,0.717948717948718,-1.5917095238095238,0.11564625850340136,,,
2020-02-12,112,8.0,0.875,3.1741214285714285,0.26785714285714285,,,
2020-02-13,57,8.0,0.6477272727272727,1.406399107142857,0.19642857142857142,,,
2020-02-14,65,9.0,0.6989247311827957,3.459778947368421,0.3157894736842105,,,
2020-02-17,168,10.0,0.8704663212435233,6.802623076923077,0.5846153846153846,,,
2020-02-18,131,11.0,0.8238993710691824,3.9638303571428573,0.2976190476190476,,,
2020-02-19,90,12.0,0.6818181818181818,1.3673251908396946,0.22137404580152673,,,
2020-02-20,115,13.0,0.782312925170068,3.7952822222222222,0.3111111111111111,,,
2020-02-21,102,14.0,0.7555555555555555,3.5217347826086955,0.2608695652173913,,,
2020-02-24,160,15.0,0.8040201005025126,5.4292421568627445,0.4117647058823529,,,
2020-02-25,139,16.0,0.8475609756097561,5.9625075,0.36875,,,
2020-02-26,85,17.0,0.6538461538461539,-0.04433985507246369,0.23741007194244604,,,
2020-02-27,93,18.0,0.75,-0.7616588235294117,0.27058823529411763,,,
2020-02-28,46,19.0,0.8214285714285714,-3.0460709677419358,0.15053763440860216,,,
2020-03-02,196,20.0,0.7626459143968871,6.056621739130435,0.43478260869565216,,,
2020-03-03,102,21.0,0.5425531914893617,3.7165678571428575,0.25,,,
2020-03-04,94,22.0,0.8545454545454545,3.477323529411765,0.3137254901960784,,,
2020-03-05,147,23.0,0.8305084745762712,5.309376344086021,0.43617021276595747,,,
2020-03-06,101,10.0,0.7709923664122137,2.0695292517006805,0.23129251700680273,,,
2020-03-09,84,11.0,0.7304347826086957,2.8238079207920794,0.39603960396039606,,,
2020-03-10,125,12.0,0.7621951219512195,0.0032654761904762353,0.25,,,
2020-03-11,77,13.0,0.5422535211267606,2.513388,0.32,,,
2020-03-12,58,14.0,0.7532467532467533,1.2989623376623376,0.3246753246753247,,,
2020-03-13,71,15.0,0.7717391304347826,1.5794758620689655,0.3103448275862069,,,
2020-03-16,47,7.0,0.5164835164835165,0.5563478873239437,0.29577464788732394,,,
2020-03-17,70,6.0,0.7954545454545454,1.4787489361702126,0.3829787234042553,,,
2020-03-18,50,7.0,0.45045045045045046,2.0775671428571427,0.2857142857142857,,,
2020-03-19,74,6.0,0.8043478260869565,2.455992,0.38,,,
2020-03-20,93,7.0,0.8017241379310345,2.313072972972973,0.22972972972972974,,,
2020-03-23,43,7.0,0.7288135593220338,0.255358064516129,0.16129032258064516,,,
2020-03-24,77,6.0,0.6936936936936937,-0.9561813953488372,0.20930232558139536,,,
2020-03-25,99,7.0,0.7734375,3.312566233766234,0.22077922077922077,,,
2020-03-26,50,8.0,0.7246376811594203,0.4198777777777778,0.1414141414141414,,,
2020-03-27,42,9.0,0.6461538461538462,-1.084484,0.12,,,
2020-03-30,36,3.0,0.782608695652174,1.7445214285714283,0.19047619047619047,,,
2020-03-31,61,4.0,0.8026315789473685,2.8853742857142857,0.2222222222222222,,,
2020-04-01,35,4.0,0.5737704918032787,0.9928114754098359,0.14754098360655737,,,
2020-04-02,90,5.0,0.9375,4.729531428571429,0.34285714285714286,,,
2020-04-03,60,6.0,0.7407407407407407,2.5636844444444447,0.16666666666666666,,,
2020-04-07,142,7.0,0.8452380952380952,7.155121666666667,0.5666666666666667,,,
2020-04-08,77,8.0,0.77,2.2697255319148937,0.19014084507042253,,,
2020-04-09,94,9.0,0.7580645161290323,2.142592207792208,0.3116883116883117,,,
2020-04-10,35,10.0,0.6481481481481481,-2.854486170212766,0.11702127659574468,,,
2020-04-13,49,6.0,0.7777777777777778,1.3543514285714284,0.2857142857142857,,,
2020-04-14,72,5.0,0.8181818181818182,2.960734693877551,0.22448979591836735,,,
2020-04-15,52,6.0,0.6933333333333334,1.8205013888888888,0.18055555555555555,,,
2020-04-16,75,7.0,0.8620689655172413,3.869134615384615,0.38461538461538464,,,
2020-04-17,48,8.0,0.5581395348837209,0.09778108108108102,0.14666666666666667,,,
2020-04-20,74,5.0,0.7789473684210526,4.490814583333333,0.3333333333333333,,,
2020-04-21,59,6.0,0.4097222222222222,2.860010810810811,0.21621621621621623,,,
2020-04-22,86,7.0,0.4056603773584906,4.077774576271186,0.3050847457627119,,,
2020-04-23,72,6.0,0.8,2.2766162790697675,0.2441860465116279,,,
2020-04-24,33,5.0,0.6346153846153846,-1.7972708333333334,0.1527777777777778,,,
2020-04-27,46,5.0,0.6666666666666666,1.1878575757575756,0.24242424242424243,,,
2020-04-28,34,3.0,0.7391304347826086,0.5379391304347828,0.17391304347826086,,,
2020-04-29,48,4.0,0.7164179104477612,2.32465,0.29411764705882354,,,
2020-04-30,81,5.0,0.8181818181818182,4.314002173913043,0.3541666666666667,,,
2020-05-06,89,5.0,0.8811881188118812,5.36760987654321,0.30864197530864196,,,
2020-05-07,55,5.0,0.7432432432432432,1.981943820224719,0.21348314606741572,,,
2020-05-08,70,6.0,0.8641975308641975,2.554369090909091,0.2727272727272727,,,
2020-05-11,55,7.0,0.7333333333333333,2.652951428571429,0.21428571428571427,,,
2020-05-12,53,8.0,0.8153846153846154,3.4555581818181818,0.32727272727272727,,,
2020-05-13,73,9.0,0.8202247191011236,3.6122320754716983,0.39622641509433965,,,
2020-05-14,48,10.0,0.6956521739130435,3.0329506849315067,0.2876712328767123,,,
2020-05-15,59,11.0,0.7866666666666666,3.8922729166666667,0.3958333333333333,,,
2020-05-18,65,12.0,0.8227848101265823,3.1058084745762713,0.3728813559322034,,,
2020-05-19,79,12.0,0.8777777777777778,4.380559375,0.35384615384615387,,,
2020-05-20,67,13.0,0.7790697674418605,2.5596139240506326,0.3291139240506329,,,
2020-05-21,61,14.0,0.7176470588235294,1.9586716417910448,0.34328358208955223,,,
2020-05-22,45,15.0,0.7377049180327869,0.6061081967213114,0.3114754098360656,,,
2020-05-25,51,16.0,0.6986301369863014,1.1521088888888888,0.26666666666666666,,,
2020-05-26,101,17.0,0.8487394957983193,5.360186274509804,0.43137254901960786,,,
2020-05-27,64,18.0,0.6736842105263158,2.902987,0.22772277227722773,,,
2020-05-28,53,19.0,0.7162162162162162,2.624696875,0.296875,0.47261847845789245,,
2020-05-29,70,20.0,0.7526881720430108,4.390994339622641,0.37735849056603776,0.8240008737488663,,
2020-06-01,131,21.0,0.8733333333333333,5.72574347826087,0.4,1.5996081141569183,,
2020-06-02,83,22.0,0.7410714285714286,2.3603689922480617,0.22137404580152673,0.40352540951406624,,
2020-06-03,83,23.0,0.6974789915966386,2.9248048192771083,0.3132530120481928,0.5741376411934318,,
2020-06-04,73,24.0,0.7373737373737373,3.016180722891566,0.37349397590361444,0.7590363580521643,,
2020-06-05,57,25.0,0.75,1.1556890410958904,0.3013698630136986,0.3899775924819421,,
2020-06-08,41,26.0,0.5616438356164384,0.4097035087719298,0.21052631578947367,-0.3388555493861505,,
2020-06-09,56,12.0,0.717948717948718,4.177248780487805,0.4146341463414634,0.3113828411298797,,
2020-06-10,41,10.0,0.6507936507936508,1.3161857142857143,0.19642857142857142,-0.7174738960220952,,
2020-06-11,50,11.0,0.6493506493506493,4.461326829268293,0.2926829268292683,-0.12122077496225432,,
2020-06-12,60,12.0,0.8,5.456468,0.42,0.6520021597861894,,
2020-06-15,70,13.0,0.6796116504854369,3.7455,0.31666666666666665,0.1021088173788792,,
2020-06-16,68,8.0,0.6938775510204082,2.502915714285714,0.24285714285714285,-0.35291389355324776,,
2020-06-17,66,9.0,0.7333333333333333,3.798130882352941,0.27941176470588236,-0.03159577649946624,,
2020-06-18,52,6.0,0.6582278481012658,-0.6848575757575758,0.15151515151515152,-1.0978164848122092,,
2020-06-19,60,7.0,0.759493670886076,2.3728307692307693,0.25,-0.2819753769444845,,
2020-06-22,47,5.0,0.6714285714285714,1.3638166666666665,0.16666666666666666,-0.8937406702119667,,
2020-06-23,48,6.0,0.7384615384615385,3.090289361702128,0.23404255319148937,-0.3853792314669996,,
2020-06-24,38,7.0,0.6909090909090909,1.8764937499999998,0.20833333333333334,-0.6764150085329195,,
2020-06-29,49,8.0,0.7903225806451613,1.958323684210526,0.3157894736842105,-0.12563950101134197,,
2020-06-30,83,9.0,0.8058252427184466,4.983091836734694,0.40816326530612246,0.6291015983412993,,
2020-07-01,62,10.0,0.7294117647058823,3.391743373493976,0.25301204819277107,-0.09570782665647196,,
2020-07-02,86,11.0,0.7678571428571429,5.023967741935484,0.3709677419354839,0.5694791680971585,,
2020-07-03,91,12.0,0.7777777777777778,5.244858823529412,0.38372093023255816,0.7047148963173715,,
2020-07-06,196,13.0,0.8412017167381974,8.131581111111112,0.6263736263736264,2.1876663577432494,,
2020-07-07,117,14.0,0.5939086294416244,3.292653571428571,0.24489795918367346,0.012281381885158992,,
2020-07-08,153,15.0,0.7927461139896373,4.851930769230769,0.3076923076923077,0.9599495652581475,,
2020-07-09,193,16.0,0.8464912280701754,6.319058169934641,0.41830065359477125,1.6664732311299626,,
2020-07-10,132,17.0,0.7374301675977654,2.9354642487046627,0.27979274611398963,0.535007186396338,,
2020-07-13,222,18.0,0.8102189781021898,4.817233333333334,0.36363636363636365,1.5100027057606091,,
2020-07-14,117,19.0,0.7647058823529411,2.4830346846846845,0.23873873873873874,0.449324122486114,,
2020-07-15,77,20.0,0.6062992125984252,0.44505042735042744,0.26495726495726496,-0.21267787148651335,,
2020-07-16,31,12.0,0.5166666666666667,-4.037115584415584,0.19480519480519481,-1.5114608883558138,,
2020-07-17,61,13.0,0.7530864197530864,1.635435483870968,0.41935483870967744,0.19591457614913355,,
2020-07-20,148,14.0,0.8087431693989071,4.9385916666666665,0.3770491803278688,1.0112380866303905,,
2020-07-21,91,15.0,0.7338709677419355,1.9097358108108107,0.13513513513513514,-0.16830414175924407,,
2020-07-22,77,16.0,0.6814159292035398,3.43269010989011,0.2857142857142857,0.13600575527288075,,
2020-07-23,78,17.0,0.8387096774193549,4.219142857142858,0.35064935064935066,0.7352392683195189,,
2020-07-24,43,18.0,0.5972222222222222,0.8401500000000001,0.21794871794871795,-0.5265982873423125,,
2020-07-27,75,19.0,0.7894736842105263,0.6241558139534884,0.32558139534883723,0.29163490802240594,,
2020-07-28,67,20.0,0.7613636363636364,1.3275770270270268,0.24,0.12155245628629494,,
2020-07-29,115,21.0,0.8582089552238806,4.995379104477612,0.3582089552238806,1.200638586033163,,
2020-07-30,98,15.0,0.784,4.184786842105263,0.26956521739130435,0.4502377606667146,,
2020-07-31,123,16.0,0.8367346938775511,4.626267346938775,0.37755102040816324,0.9888872735982932,,
2020-08-03,225,17.0,0.8754863813229572,6.2596341463414635,0.4634146341463415,1.910478176290587,,
2020-08-04,96,18.0,0.64,1.278054017857143,0.20444444444444446,-0.19534218545435122,,
2020-08-05,123,19.0,0.75,3.0215604166666665,0.3125,0.6015950353421322,,
2020-08-06,103,20.0,0.7923076923076923,4.101209756097561,0.36585365853658536,0.8476595437635494,,
2020-08-07,74,12.0,0.7254901960784313,2.5223823529411766,0.2815533980582524,-0.082078574051856,,
2020-08-10,103,13.0,0.7253521126760564,3.610247297297297,0.4189189189189189,0.4811224392413441,,
2020-08-11,45,14.0,0.45,0.2172368932038835,0.1941747572815534,-1.142528302850903,,
2020-08-12,58,15.0,0.7733333333333333,1.9546355555555557,0.37777777777777777,0.20967691364395305,,
2020-08-13,77,14.0,0.6875,3.671237931034483,0.3620689655172414,0.20903365560226028,,
2020-08-14,52,11.0,0.7027027027027027,-0.24023552631578945,0.15584415584415584,-0.7993539117602598,,
2020-08-17,103,12.0,0.7518248175182481,4.889461538461538,0.36538461538461536,0.5237925977090057,,
2020-08-18,89,9.0,0.7295081967213115,3.5848764705882354,0.21359223300970873,-0.15133717019054882,,
2020-08-19,57,10.0,0.6627906976744186,0.3786573033707864,0.16853932584269662,-0.8163249061249728,,
2020-08-20,40,11.0,0.6779661016949152,-0.3022561403508772,0.24561403508771928,-0.730172524503416,,
2020-08-21,59,12.0,0.7283950617283951,2.6784100000000004,0.3,-0.08221957061440724,,
2020-08-24,49,6.0,0.8909090909090909,4.687743103448276,0.3050847457627119,0.19077144731129947,,
2020-08-25,43,7.0,0.8431372549019608,3.1858142857142853,0.24489795918367346,-0.1743005664251231,,
2020-08-26,26,7.0,0.6666666666666666,2.2436697674418604,0.23255813953488372,-0.7616212611855682,,
2020-08-27,38,8.0,0.8444444444444444,3.263034615384616,0.34615384615384615,0.06535590589185374,,
2020-08-28,44,9.0,0.7333333333333333,0.6674972972972973,0.21052631578947367,-0.6439948947453104,,
2020-08-31,49,10.0,0.6282051282051282,2.3686295454545454,0.20454545454545456,-0.6523557328694942,,
2020-09-01,41,11.0,0.8541666666666666,2.740212244897959,0.22448979591836735,-0.07322942568195154,,
2020-09-02,41,12.0,0.7592592592592593,4.56139756097561,0.21951219512195122,-0.07080905224212716,,
2020-09-03,33,13.0,0.673469387755102,2.7524853658536585,0.2682926829268293,-0.3359472127870669,,
2020-09-04,29,14.0,0.8055555555555556,2.8246666666666664,0.30303030303030304,0.05810424501136011,,
2020-09-07,36,15.0,0.72,8.865631034482758,0.4827586206896552,0.9016122621463275,,
2020-09-08,52,5.0,0.896551724137931,7.744447222222222,0.4166666666666667,0.701397496209116,,
2020-09-09,34,5.0,0.6071428571428571,0.043242857142857104,0.23076923076923078,-1.1479333893657429,,
2020-09-10,20,6.0,0.625,-8.133141176470588,0.17647058823529413,-1.959051810803576,,
2020-09-11,40,7.0,0.851063829787234,0.6308,0.15,-0.5812974573510962,,
2020-09-14,53,8.0,0.7464788732394366,5.427239999999999,0.275,-0.01606310276466103,,
2020-09-15,35,3.0,0.7142857142857143,0.22126415094339627,0.11320754716981132,-1.1759404881284392,,
2020-09-16,26,4.0,0.7878787878787878,2.8232199999999996,0.2,-0.599584333530799,,
2020-09-17,27,5.0,0.6428571428571429,3.549546153846154,0.3076923076923077,-0.584483511881328,,
2020-09-18,50,6.0,0.8928571428571429,4.4510962962962966,0.37037037037037035,0.3308750223614223,,
2020-09-21,30,7.0,0.7142857142857143,1.1397041666666665,0.16,-0.849580101960173,,
2020-09-22,25,8.0,0.8333333333333334,5.01598,0.5,0.4740460204906235,,
2020-09-23,49,9.0,0.7777777777777778,8.448252,0.8,1.3595356610060871,,
2020-09-24,22,10.0,0.7586206896551724,0.4265877551020409,0.32653061224489793,-0.39939039790889774,,
2020-09-25,29,11.0,0.7435897435897436,1.8152863636363634,0.4090909090909091,-0.07381167174951701,,
2020-09-28,18,12.0,0.6923076923076923,0.6596758620689656,0.27586206896551724,-0.5577868965559956,,
2020-09-29,33,13.0,0.8048780487804879,3.507622222222222,0.5,0.4911116490976343,,
2020-09-30,25,14.0,0.8333333333333334,2.9861151515151514,0.3333333333333333,0.19018936887168725,,
2020-10-09,85,15.0,0.8018867924528302,7.1076880000000005,0.6,1.3214317140216039,,
2020-10-12,75,16.0,0.7894736842105263,5.5028107142857134,0.23529411764705882,0.45211276711599335,,
2020-10-13,41,17.0,0.82,2.576534666666667,0.17333333333333334,0.015002582897617866,,
2020-10-14,36,18.0,0.6545454545454545,2.0782878048780487,0.21951219512195122,-0.2958365753297703,,
2020-10-15,27,19.0,0.6136363636363636,1.8855583333333332,0.2777777777777778,-0.29717864077971057,,
2020-10-16,22,20.0,0.6470588235294118,3.5348296296296295,0.2962962962962963,-0.024051389072186097,,
2020-10-19,24,21.0,0.7058823529411765,4.257181818181818,0.3181818181818182,0.261099298397535,,
2020-10-20,34,22.0,0.8292682926829268,5.148575,0.375,0.8083055052492748,,
2020-10-21,22,23.0,0.7586206896551724,1.30795,0.20588235294117646,-0.04185221980913776,,
2020-10-22,20,14.0,0.6451612903225806,4.1059636363636365,0.3181818181818182,-0.19734549594702688,,
2020-10-23,19,15.0,0.6785714285714286,5.16378,0.35,0.06913824113024421,,
2020-10-26,23,16.0,0.71875,3.222763157894737,0.3684210526315789,0.0787734171446826,,
2020-10-27,19,17.0,0.7037037037037037,2.1444869565217393,0.17391304347826086,-0.40294697431271925,,
2020-10-28,29,6.0,0.7435897435897436,4.20271052631579,0.2631578947368421,-0.34516784694139246,,
2020-10-29,23,7.0,0.5897435897435898,0.7149724137931036,0.20689655172413793,-1.1008824023566046,,
2020-10-30,7,4.0,0.28,-0.31599565217391307,0.08695652173913043,-2.2501427903612665,,
2020-11-02,36,2.0,0.6792452830188679,9.104071428571428,0.14285714285714285,-0.38072614366325913,,
2020-11-03,45,2.0,0.7142857142857143,3.248755555555556,0.1111111111111111,-0.8379646960059727,,
2020-11-04,28,2.0,0.6666666666666666,1.4118488888888887,0.08888888888888889,-1.220370435178149,,
2020-11-05,51,3.0,0.7846153846153846,3.6233857142857144,0.21428571428571427,-0.37882546830124364,,
2020-11-06,21,4.0,0.6,1.702564705882353,0.13725490196078433,-1.193134343140232,,
2020-11-09,61,5.0,0.7922077922077922,7.293785714285714,0.5238095238095238,0.6732280306362185,,
2020-11-10,26,4.0,0.5416666666666666,-0.7814557377049179,0.11475409836065574,-1.5449855348484163,,
2020-11-11,31,5.0,0.62,1.8729884615384615,0.3076923076923077,-0.7174135558378505,,
2020-11-12,40,6.0,0.7547169811320755,3.683990322580645,0.3870967741935484,-0.03868032658491174,,
2020-11-13,27,4.0,0.7297297297297297,-0.5087775000000001,0.175,-0.9973185740453989,,
2020-11-16,50,5.0,0.684931506849315,4.062407407407408,0.25925925925925924,-0.37451247605246374,,
2020-11-17,27,6.0,0.6,1.137342,0.16,-1.0715834245361102,,
2020-11-18,30,7.0,0.625,5.0168740740740745,0.2962962962962963,-0.36296849103113515,,
2020-11-19,36,8.0,0.6666666666666666,2.2302133333333334,0.23333333333333334,-0.5703961471447992,,
2020-11-20,46,4.0,0.7931034482758621,3.0153305555555554,0.2777777777777778,-0.2522133414993388,,
2020-11-23,44,5.0,0.6285714285714286,4.30705652173913,0.2826086956521739,-0.44720406017966435,0.4062677483441748,中性
2020-11-24,33,3.0,0.717391304347826,1.8647186046511628,0.1590909090909091,-0.836724357634955,0.31849464128713445,回暖
2020-11-25,31,4.0,0.7380952380952381,1.1447272727272726,0.24242424242424243,-0.6697736879470165,0.35611470653019406,中性
2020-11-26,25,4.0,0.78125,-0.2528741935483871,0.16129032258064516,-0.8802989763407261,0.3086756929611609,回暖
2020-11-27,28,4.0,0.6363636363636364,2.1174720000000002,0.32,-0.6625239872601086,0.35774832808645324,中性
2020-11-30,27,4.0,0.4909090909090909,2.961574074074074,0.25,-1.0240933072322373,0.2762735940667258,回暖
2020-12-01,44,5.0,0.7586206896551724,4.582511111111111,0.3333333333333333,-0.030222587820016612,0.5002288580817915,中性
2020-12-02,49,6.0,0.8032786885245902,5.036302272727273,0.4318181818181818,0.35247822649905464,0.5864652872627379,中性
2020-12-03,45,7.0,0.8653846153846154,2.459769387755102,0.32653061224489793,0.07107758306825168,0.5230554753398896,中性
2020-12-04,38,7.0,0.7169811320754716,0.7259844444444445,0.2,-0.6717184982962244,0.3556764699399525,中性
2020-12-07,35,5.0,0.7,1.228121052631579,0.13157894736842105,-0.8792945742097323,0.30890202133569733,回暖
2020-12-08,35,6.0,0.7446808510638298,0.1335657142857143,0.22857142857142856,-0.660086082406447,0.35829767682415253,中性
2020-12-09,33,3.0,0.6875,1.9177314285714284,0.2857142857142857,-0.6355580554878474,0.36382473445552366,中性
2020-12-10,30,4.0,0.5769230769230769,1.930078787878788,0.21212121212121213,-0.9793695855761257,0.28635147713098824,回暖
2020-12-11,22,5.0,0.6666666666666666,2.6918233333333332,0.23333333333333334,-0.6782590598648277,0.354202643249727,中性
2020-12-14,47,6.0,0.7966101694915254,4.215509090909091,0.45454545454545453,0.3135947292120505,0.577703419415489,中性
2020-12-15,35,6.0,0.7446808510638298,2.221244680851064,0.23404255319148937,-0.4492573260854885,0.40580507276771355,中性
2020-12-16,27,7.0,0.574468085106383,1.9065914285714285,0.3142857142857143,-0.6840374676410631,0.3529005575620846,中性
2020-12-17,50,8.0,0.9090909090909091,3.2326444444444444,0.4074074074074074,0.46984572257642776,0.6129124579635111,中性
2020-12-18,41,9.0,0.7068965517241379,2.0596799999999997,0.2,-0.4568078879891404,0.4041036562237243,中性
2020-12-21,52,10.0,0.7123287671232876,3.768282926829268,0.2682926829268293,-0.06492479724029362,0.49240918664885047,中性
2020-12-22,36,11.0,0.6545454545454545,1.1686557692307693,0.21153846153846154,-0.5721027859301124,0.37812351735492755,中性
2020-12-23,53,4.0,0.7571428571428571,4.240977777777777,0.3611111111111111,0.02304601004221951,0.5122322129094745,中性
2020-12-24,39,5.0,0.65,2.0301264150943394,0.24528301886792453,-0.6535212721725142,0.35977696762167066,中性
2020-12-25,71,6.0,0.7473684210526316,5.129558974358974,0.5128205128205128,0.534754531929286,0.6275387763081345,中性
2020-12-28,65,7.0,0.8024691358024691,4.181519718309859,0.2676056338028169,0.111369524079493,0.5321347168454534,中性
2020-12-29,62,8.0,0.775,1.2936707692307692,0.3076923076923077,-0.10982090504106559,0.48229245870890564,中性
2020-12-30,68,9.0,0.7906976744186046,1.9639677419354837,0.24193548387096775,-0.0708881998030367,0.4910654148993848,中性
2020-12-31,62,10.0,0.7209302325581395,3.077523529411765,0.29411764705882354,-0.01179660435907358,0.5043809031215862,中性
2021-01-04,111,11.0,0.7762237762237763,4.468104838709677,0.3548387096774194,0.6253005406378437,0.64794208922375,中性
2021-01-05,81,12.0,0.75,2.975765765765766,0.1981981981981982,0.02577935985774795,0.5128481361554519,中性
2021-01-06,53,13.0,0.7066666666666667,0.829967901234568,0.13580246913580246,-0.481224040925028,0.3986018078744513,中性
2021-01-07,37,14.0,0.6271186440677966,1.8566188679245283,0.20754716981132076,-0.4604080655312397,0.40329240512617837,中性
2021-01-08,53,15.0,0.803030303030303,1.7325567567567568,0.2702702702702703,0.13232453054740093,0.5368566428608744,中性
2021-01-11,43,6.0,0.6615384615384615,1.1781557692307691,0.16981132075471697,-0.7930814562700415,0.32832897618266604,回暖
2021-01-12,73,7.0,0.8202247191011236,2.8375904761904764,0.2558139534883721,0.042693559057297846,0.5166595211508552,中性
2021-01-13,41,8.0,0.6119402985074627,2.593204109589041,0.1917808219178082,-0.6548077114675194,0.35948708600394613,中性
2021-01-14,69,9.0,0.8625,2.3237200000000002,0.3170731707317073,0.2574853704576479,0.5650599377149819,中性
2021-01-15,80,10.0,0.8421052631578947,2.040415942028986,0.2028985507246377,0.06741643445201766,0.5222304852391328,中性
2021-01-18,91,11.0,0.7777777777777778,3.8663137499999998,0.2625,0.3055008210095534,0.5758795671648905,中性
2021-01-19,77,12.0,0.7857142857142857,2.829902197802198,0.25274725274725274,0.17334353957789736,0.5460997192667214,中性
2021-01-20,80,13.0,0.851063829787234,1.7186723684210528,0.2857142857142857,0.31810133521719985,0.5787189218525585,中性
2021-01-21,84,14.0,0.7433628318584071,3.5853762500000004,0.375,0.48811787902079995,0.6170298401749964,中性
2021-01-22,54,15.0,0.7605633802816901,0.6041761904761905,0.2261904761904762,-0.14310711428713707,0.4747918636776189,中性
2021-01-25,50,5.0,0.5813953488372093,2.5620018518518517,0.24074074074074073,-0.7044636404621065,0.3482977970243161,回暖
2021-01-26,55,6.0,0.7638888888888888,0.65227,0.2,-0.5147120360639372,0.3910557431336517,中性
2021-01-27,67,7.0,0.7528089887640449,3.4865981818181817,0.32727272727272727,0.05993195483591551,0.5205439594408572,中性
2021-01-28,45,8.0,0.6081081081081081,0.44957761194029855,0.19402985074626866,-0.840610336171318,0.31761898881838807,回暖
2021-01-29,36,9.0,0.75,-2.5153044444444443,0.13333333333333333,-0.9300438785008642,0.29746635508745234,回暖
2021-02-01,85,10.0,0.8095238095238095,4.941316666666667,0.4166666666666667,0.6861491942574898,0.6616535066346667,高潮
2021-02-02,70,11.0,0.8433734939759037,2.0889083333333334,0.21176470588235294,0.0716483922359509,0.5231840994308881,中性
