BP,reversal,lowvol,ROE,IC均值,ICIR,IC>0占比
0.05,0.35000000000000003,0.4,0.2,0.08936466732133228,0.6951529362036483,0.74
0.2,0.35000000000000003,0.15000000000000002,0.30000000000000004,0.0854838235644537,0.6949356621387979,0.75
0.0,0.45,0.25,0.30000000000000004,0.07915601854794865,0.6947044222725683,0.71
0.05,0.35000000000000003,0.35000000000000003,0.25,0.0875269953681007,0.6945542902276518,0.72
0.1,0.35000000000000003,0.25,0.30000000000000004,0.08589800561463747,0.6943394072092642,0.73
0.2,0.45,0.05,0.30000000000000004,0.07826983238899195,0.6941255723381059,0.73
0.25,0.35000000000000003,0.30000000000000004,0.1,0.0935200629639788,0.6936728075261769,0.75
0.45,0.45,0.0,0.1,0.08108425409494803,0.6936540294093962,0.71
0.35000000000000003,0.35000000000000003,0.15000000000000002,0.15000000000000002,0.0904949034372803,0.6936255957951291,0.73
0.25,0.4,0.35000000000000003,0.0,0.09185771725338121,0.69357653609698,0.73
0.1,0.4,0.5,0.0,0.09073501460549699,0.6934832808640675,0.74
0.15000000000000002,0.65,0.05,0.15000000000000002,0.0762440360309209,0.6934380135889431,0.73
0.05,0.35000000000000003,0.45,0.15000000000000002,0.09050111345541549,0.6934193630650507,0.74
0.15000000000000002,0.4,0.45,0.0,0.09130965824037558,0.6934014820429231,0.75
0.25,0.35000000000000003,0.1,0.30000000000000004,0.08412944828049816,0.6933924092445132,0.72
0.4,0.45,0.15000000000000002,0.0,0.08678151485370568,0.6929414896553433,0.73
0.05,0.4,0.55,0.0,0.08970906753036599,0.6925335220043044,0.73
0.1,0.5,0.1,0.30000000000000004,0.07697161693782147,0.6924980135603156,0.74
0.0,0.7000000000000001,0.2,0.1,0.0771548958213748,0.6921915061034383,0.73
0.45,0.5,0.0,0.05,0.07978395322586312,0.691967377145478,0.72
0.2,0.35000000000000003,0.35000000000000003,0.1,0.09343983021008183,0.6914304914137858,0.75
0.05,0.5,0.15000000000000002,0.30000000000000004,0.07702009948448857,0.6912466367781829,0.71
0.45,0.45,0.05,0.05,0.08334383910670208,0.6912288269575496,0.71
0.05,0.7000000000000001,0.15000000000000002,0.1,0.07713013210469301,0.6911351188149513,0.74
0.0,0.4,0.30000000000000004,0.30000000000000004,0.08113501652135763,0.6910168482154576,0.71
0.30000000000000004,0.35000000000000003,0.25,0.1,0.09288447325773014,0.6908494036773579,0.72
0.4,0.35000000000000003,0.05,0.2,0.08543608998669434,0.6908459703886057,0.71
0.35000000000000003,0.35000000000000003,0.05,0.25,0.08402257190061382,0.6908444093832136,0.74
0.1,0.35000000000000003,0.45,0.1,0.0923759876320343,0.6908062330805937,0.72
0.30000000000000004,0.7000000000000001,0.0,0.0,0.0749615413003995,0.6906744022780956,0.75
0.1,0.7000000000000001,0.1,0.1,0.07650111396477788,0.6901946711425084,0.74
0.0,0.35000000000000003,0.45,0.2,0.0871842391197215,0.6901137503186449,0.74
0.15000000000000002,0.35000000000000003,0.4,0.1,0.09288537556684898,0.6901084236889811,0.72
0.25,0.45,0.0,0.30000000000000004,0.07621037903438493,0.6899369743521224,0.73
0.45,0.4,0.0,0.15000000000000002,0.08185877464936052,0.6895867484981032,0.7
