date,portfolio_value,period_return,n_stocks,position
2018-08-31,0.9251844937495324,-0.07481550625046765,20,1.0
2018-09-28,0.9251844937495324,0.0,0,0.0
2018-10-31,0.9251844937495324,-0.0,0,0.0
2018-11-30,0.9251844937495324,0.0,0,0.0
2018-12-28,0.8816133619518821,-0.0470945331358373,20,1.0
2019-01-31,0.8816133619518821,0.0,0,0.0
2019-02-28,1.0466593686694265,0.18720905766688292,20,1.0
2019-03-29,1.1102272929793042,0.06073410912156533,20,1.0
2019-04-30,1.0690109548244615,-0.037124234303624604,20,1.0
2019-05-31,1.0690109548244615,-0.0,0,0.0
2019-06-28,1.0690109548244615,-0.0,0,0.0
2019-07-31,1.0690109548244615,-0.0,0,0.0
2019-08-30,1.0690109548244615,-0.0,0,0.0
2019-09-30,1.066514371127455,-0.0023354145116470217,20,1.0
2019-10-31,1.0579471379001137,-0.008032928068549623,20,1.0
2019-11-29,1.0579471379001137,0.0,0,0.0
2019-12-31,1.0579471379001137,0.0,0,0.0
2020-01-23,1.0169483008276698,-0.03875320004534551,20,1.0
2020-02-28,0.9476036024343234,-0.06818901052974713,20,1.0
2020-03-31,0.9210950385805937,-0.027974317304863654,20,1.0
2020-04-30,0.9210950385805937,0.0,0,0.0
2020-05-29,0.900661759521536,-0.022183681599832826,20,1.0
2020-06-30,0.9212062902293049,0.022810484058613717,19,1.0
2020-07-31,1.047404430874356,0.1369922697918597,20,1.0
2020-08-31,1.0736690349034235,0.02507589547539175,20,1.0
2020-09-30,1.0213682842336993,-0.048712171972463095,20,1.0
2020-10-30,1.0213682842336993,-0.0,0,0.0
2020-11-30,1.0816439613426503,0.05901463560147041,20,1.0
2020-12-31,1.0816439613426503,0.0,0,0.0
2021-01-29,1.0816439613426503,-0.0,0,0.0
2021-02-26,1.0816439613426503,0.0,0,0.0
2021-03-31,1.0816439613426503,0.0,0,0.0
2021-04-30,1.0816439613426503,0.0,0,0.0
2021-05-31,1.1161804191490665,0.031929598870543315,20,1.0
2021-06-30,1.0929379714789178,-0.020823199611284905,20,1.0
2021-07-30,1.0929379714789178,-0.0,0,0.0
2021-08-31,1.0929379714789178,0.0,0,0.0
2021-09-30,1.1117952505105835,0.017253750463211398,20,1.0
2021-10-29,1.1117952505105835,-0.0,0,0.0
2021-11-30,1.1117952505105835,0.0,0,0.0
2021-12-31,1.1985688634713683,0.07804819540372629,20,1.0
2022-01-28,1.1985688634713683,-0.0,0,0.0
2022-02-28,1.1985688634713683,0.0,0,0.0
2022-03-31,1.1985688634713683,0.0,0,0.0
2022-04-29,1.1985688634713683,-0.0,0,0.0
2022-05-31,1.1985688634713683,0.0,0,0.0
2022-06-30,1.2076550187250759,0.007580837055445999,20,1.0
2022-07-29,1.1936388953930732,-0.011606065568956436,20,1.0
2022-08-31,1.1830052708773482,-0.008908577423847491,20,1.0
2022-09-30,1.1830052708773482,-0.0,0,0.0
2022-10-31,1.1830052708773482,-0.0,0,0.0
2022-11-30,1.3809995271259006,0.16736548950598884,20,1.0
2022-12-30,1.368558438908662,-0.00900875631951209,20,1.0
2023-01-31,1.368558438908662,0.0,0,0.0
2023-02-28,1.423650771460017,0.04025573989758706,20,1.0
2023-03-31,1.3821674340566419,-0.02913870327961972,20,1.0
2023-04-28,1.3821674340566419,0.0,0,0.0
2023-05-31,1.3821674340566419,-0.0,0,0.0
2023-06-30,1.3821674340566419,-0.0,0,0.0
2023-07-31,1.538851629710225,0.11336122657275846,20,1.0
2023-08-31,1.538851629710225,-0.0,0,0.0
2023-09-28,1.538851629710225,0.0,0,0.0
2023-10-31,1.538851629710225,-0.0,0,0.0
2023-11-30,1.538851629710225,-0.0,0,0.0
2023-12-29,1.5017552909575018,-0.02410650775975634,20,1.0
2024-01-31,1.5017552909575018,-0.0,0,0.0
2024-02-29,1.5017552909575018,0.0,0,0.0
2024-03-29,1.5017552909575018,0.0,0,0.0
2024-04-30,1.557352963399137,0.03702179228294036,20,1.0
2024-05-31,1.557352963399137,0.0,0,0.0
2024-06-28,1.397049523628854,-0.10293327430436752,20,1.0
2024-07-31,1.397049523628854,0.0,0,0.0
2024-08-30,1.397049523628854,-0.0,0,0.0
2024-09-30,1.397049523628854,0.0,0,0.0
2024-10-31,1.3950718801553705,-0.0014155858042502357,20,1.0
2024-11-29,1.475693929967705,0.057790606318690665,20,1.0
2024-12-31,1.4402442074514936,-0.02402240857424092,20,1.0
2025-01-27,1.4402442074514936,-0.0,0,0.0
2025-02-28,1.4402442074514936,0.0,0,0.0
2025-03-31,1.4710871332451783,0.021415066718623484,20,1.0
2025-04-30,1.50163757151321,0.02076725271917662,20,1.0
2025-05-30,1.50163757151321,0.0,0,0.0
2025-06-30,1.5088796365986472,0.004822778294058905,20,1.0
2025-07-31,1.5088796365986472,0.0,0,0.0
2025-08-29,1.535278985821987,0.01749599410251828,20,1.0
2025-09-30,1.485283007183555,-0.03256475148825426,20,1.0
2025-10-31,1.548682652073287,0.042685228729541946,20,1.0
2025-11-28,1.548682652073287,-0.0,0,0.0
2025-12-31,1.548682652073287,-0.0,0,0.0
2026-01-30,1.628464294133121,0.051515810520010016,20,1.0
2026-02-27,1.6614769513565812,0.02027226347080202,20,1.0
2026-03-31,1.5731662647789575,-0.05315191793995033,20,1.0
2026-04-30,1.5731662647789575,-0.0,0,0.0
2026-05-29,1.4732428153392574,-0.06351741178084583,20,1.0
2026-06-18,1.3800328269627804,-0.06326858506010269,20,1.0
