date,EP_Q1,EP_Q2,EP_Q3,EP_Q4,EP_Q5,BP_Q1,BP_Q2,BP_Q3,BP_Q4,BP_Q5,momentum_1m_Q1,momentum_1m_Q2,momentum_1m_Q3,momentum_1m_Q4,momentum_1m_Q5,liquidity_avg_Q1,liquidity_avg_Q2,liquidity_avg_Q3,liquidity_avg_Q4,liquidity_avg_Q5,ROE_Q1,ROE_Q2,ROE_Q3,ROE_Q4,ROE_Q5,grossprofit_margin_Q1,grossprofit_margin_Q2,grossprofit_margin_Q3,grossprofit_margin_Q4,grossprofit_margin_Q5,momentum_3m_Q1,momentum_3m_Q2,momentum_3m_Q3,momentum_3m_Q4,momentum_3m_Q5,turnover_change_Q1,turnover_change_Q2,turnover_change_Q3,turnover_change_Q4,turnover_change_Q5,volatility_60d_Q1,volatility_60d_Q2,volatility_60d_Q3,volatility_60d_Q4,volatility_60d_Q5,dividend_yield_Q1,dividend_yield_Q2,dividend_yield_Q3,dividend_yield_Q4,dividend_yield_Q5,momentum_6m_Q1,momentum_6m_Q2,momentum_6m_Q3,momentum_6m_Q4,momentum_6m_Q5
2018-01-31,-0.03062907365357915,-0.01374203168793103,-0.007172087889196096,-0.013215177493555857,-0.03661674961552612,-0.0036777317621334298,-0.020365892315900965,-0.024430138641225587,-0.025132630624237255,-0.03472295508180769,0.021983992258822343,-0.019240620377611657,-0.03510810536383309,-0.04147329796585514,-0.03580874926623314,-0.03244445678025523,-0.032564371157584496,-0.02457791798779334,-0.006135348622103295,-0.01188619542171405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,0.05571444265340014,0.06958234829104927,0.06546995320977941,0.02095090062923047,-0.009225677283530633,0.07227444379977982,0.05919451707076852,0.03855963833737092,0.02680906036370326,0.003045407528360995,0.08247996211210323,0.05742696110519017,0.03452336587877594,0.012852098029545475,0.011101894539886959,0.05585926808893671,0.05273798375903092,0.03794967184301557,0.040639627235913516,0.012873614369964365,0.0318282773855885,0.04027438206149617,0.041605986633586584,0.03919511295292508,0.04688184464046907,0.011710685147204601,0.029705256063819577,0.027583091468454397,0.05730998767254191,0.07679008608992374,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,-0.03849509472884344,-0.04177517372673039,-0.027410691884721228,-0.03835118750637017,-0.05750321117964897,-0.033311625487777885,-0.038725508177796034,-0.04103577714935408,-0.04179958121052852,-0.04835526882931093,-0.04821895062550358,-0.03589970093893441,-0.03646045463399949,-0.037751631955532605,-0.047166865523631585,-0.021970842213097426,-0.033998805707070916,-0.03318711564847098,-0.05066799785479317,-0.06428199851871472,-0.04641652811273453,-0.03833131639748312,-0.03784087262046279,-0.03832363618300971,-0.04239681847270481,-0.049866674037399285,-0.05291607780771173,-0.03696162627252297,-0.045839606853528364,-0.018224480703497237,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-27,-0.014562235117431753,-0.010123478151991766,-0.017809114796168486,-0.0006138177665187129,-0.0028269680624461225,-0.030867509144858675,-0.000861506312902636,0.007616325624308196,-0.011547907169403286,-0.00424816560541586,0.00024753315958212174,0.002406149990734592,0.005085653800048807,-0.0028662086194482014,-0.05044681746527286,0.004411893385680236,0.0023452808952819553,-0.001747007414891611,-0.01936792233268282,-0.033882297947220134,-0.0017330291770568554,-0.01289721400130742,-0.006375989261536885,-0.015414669623556821,-0.0035208612874695717,0.0010905429316593728,-0.0058550232201800565,-0.005557045068082966,-0.007840531765357475,-0.020698948772458647,0.018570377148325733,0.008243400622069696,0.005157611266190178,-0.023417358704023186,-0.05606178625200187,-0.008223837248340757,-0.0010844282944092556,0.0019339986803626505,-0.019745444431415456,-0.021090470416403037,-0.008556730926999672,-0.004658031643488119,-0.00947482516396106,-0.017718210831406015,-0.006938578936101398,,,,,,,,,,
2018-05-31,-0.13786095241992444,-0.12739667596694756,-0.1233014721814341,-0.13548763297653255,-0.12077938806272415,-0.12140194823606264,-0.1328714016376421,-0.13261029809688377,-0.13784771065030813,-0.12043177601215631,-0.1001271662832838,-0.13078102053931012,-0.13297577106447594,-0.14796654791511088,-0.14731498108149066,-0.12141916543575901,-0.15009512526666224,-0.14528853248834436,-0.12337888676012616,-0.10463226225561263,-0.1362227404713446,-0.13445450489672403,-0.14193849620976584,-0.1253834516149317,-0.10712931342104545,-0.12683835250527856,-0.12761163457940006,-0.13653298333430672,-0.13270017103649992,-0.12197118476287475,-0.1140944697773008,-0.13123306111064678,-0.13572824866828492,-0.14619434065749015,-0.1333158993274843,-0.136027342949055,-0.12844369527106383,-0.12908119913654584,-0.11856360122374113,-0.13266026602480938,-0.12749827765100027,-0.1392910745794907,-0.14160559485678695,-0.12439342963302052,-0.11295249778329786,,,,,,,,,,
2018-06-29,0.006320350277861197,-0.009006499191211596,0.004711274108871019,0.0016519947164481195,0.005668664537172624,-0.03000006874750104,-0.002454811979195614,0.012257351551712172,0.016238859923203324,0.02865700099534284,0.015040028088853267,0.023183947956557146,0.0141722215860793,-0.0032338766203193338,-0.024830408131588072,0.037956464969865274,0.017809577053585497,0.00594803770728923,-0.007564129323252796,-0.029614576399327616,0.02464183621163996,0.006925941554102519,0.0021394958545243835,-0.0016667574953888793,-0.007342184381316305,0.019823639370775643,0.013490519407251458,0.0024666177767234654,0.00569062301306021,-0.01622739804595467,0.01749740383497847,0.030883696564455394,0.007975361739099072,-0.009681126671453731,-0.02220263752789921,0.006545725919784275,0.00860239817272571,0.01460991751800336,0.006590977610773289,-0.011741931197030963,0.019799388611340642,0.008485020582011145,0.01985293567516248,0.004538316109661072,-0.02831280528938874,0.03483941533840767,-0.007147949928774804,0.0012963806872376684,0.01178488999694375,0.0104456210462231,,,,,
2018-07-31,-0.05786431779929092,-0.04505651915508803,-0.04885277045398281,-0.057526862778559736,-0.05811607091159539,-0.05093720279046917,-0.06199383494074287,-0.06321539080127501,-0.04714011288811132,-0.046033435251767924,-0.0703529905060452,-0.05794389134360858,-0.046319087755415614,-0.04392817360284699,-0.04804113636995003,-0.045015370047594996,-0.05557576012255959,-0.05502384305882996,-0.05770975279668721,-0.05780049020331368,-0.04937531124199806,-0.05751226026657779,-0.05059955540001261,-0.05463172917053859,-0.0572046147577772,-0.05835330412985016,-0.051436951512989826,-0.0546598675411894,-0.05743540755011817,-0.04848100805095295,-0.05924907074171838,-0.04558435736121938,-0.054912854246231164,-0.05038668386737478,-0.051694318550694285,-0.06492818134111047,-0.05291985707562583,-0.05698664619159374,-0.04846703130199525,-0.04744670055432186,-0.04017827445494744,-0.04943872250784886,-0.052499580197346754,-0.05369960592578207,-0.07530338602256482,-0.05025523237356466,-0.04495194908530827,-0.056129345943765445,-0.0502018228560356,-0.05239333334360173,-0.06784825327600716,-0.055559335718145246,-0.05165658919715676,-0.04647172816270771,-0.047371202616959256
2018-08-31,-0.04463912792927676,-0.06108221385178068,-0.054871445012658795,-0.042331291858105476,-0.03354723055280244,-0.07511826479314897,-0.05213767535270758,-0.04507958969496531,-0.033821751997254575,-0.021619773103708825,-0.03424953549750907,-0.04401666245404653,-0.04332430182224059,-0.03939203817828509,-0.0655829011299738,-0.03236342432656481,-0.042925110261578824,-0.04589188987491333,-0.04043900270938135,-0.06532589037039303,-0.03351561542614268,-0.037432467505604146,-0.045280409736961104,-0.050432560558043335,-0.06113165157236822,-0.030097383499222603,-0.041614586198817444,-0.04710609749531637,-0.052206458440559315,-0.057844071838178635,-0.049220977466652514,-0.04670453465839191,-0.03968025622767357,-0.048034588668989166,-0.049009974048641554,-0.047573990055904916,-0.042717792565524645,-0.0423836800922495,-0.04371523049893692,-0.050561429008914915,-0.03379122391361451,-0.03925481272835561,-0.04618274763821509,-0.05593515355874307,-0.0518076011081517,-0.029513082008083957,-0.06171185759943347,-0.051153682332707645,-0.04067681924740457,-0.02671196197541799,-0.05194267513061763,-0.04901104385696362,-0.04443394808868043,-0.03844153671927046,-0.050527719540573175
2018-09-28,-0.06897790180753749,-0.058943398123924476,-0.048297096506977256,-0.060472508798926884,-0.06763115404693315,-0.04907567111818922,-0.05948122799323877,-0.05892034613808678,-0.07184806529517272,-0.06978964308217224,-0.05323757943112342,-0.06100561731305278,-0.06276848534175843,-0.06365955359874467,-0.07311200647704684,-0.04112885743906794,-0.056842290248800394,-0.06792445872199779,-0.06448800202094007,-0.07844701939764798,-0.06826835105655982,-0.06999003291526883,-0.058257112961803505,-0.05218979944673266,-0.06038799567010929,-0.06647245718292309,-0.06680708082061775,-0.05125048233999265,-0.06580402937518617,-0.06330073700115377,-0.05154867604148945,-0.06203562497838358,-0.06322578609590773,-0.07077724820308459,-0.06659760241830638,-0.05458337724946147,-0.06172992707217623,-0.06326022400233926,-0.06396396452985804,-0.06530276764422689,-0.05810916271370618,-0.06708641992698508,-0.05712161670223481,-0.06309231087682493,-0.06512641136968048,,,,,,-0.05083767156040734,-0.06291670613180973,-0.06324877201825656,-0.06563894361479936,-0.06925001891724172
2018-10-31,0.09503701923036917,0.06640348448839231,0.06989771672433062,0.07891518270453446,0.06628134457542344,0.053267175749446755,0.0745922167844685,0.07918516352518441,0.09495169406011891,0.099261771067375,0.10155635597882313,0.100528863439432,0.0882476066384252,0.07202180723056315,0.04271658959896397,0.10533694654129178,0.09154122802189876,0.09050623072525561,0.07112349120172036,0.04404450204020032,0.11530690797199249,0.10103186982133078,0.07474609216205616,0.0618711607687474,0.04830199046246672,0.09060500282268655,0.08045507031571808,0.07562100430094026,0.07712486605519411,0.07881396866568546,0.09867015287563773,0.09311026944308173,0.0946693953479826,0.07399085925138178,0.04614649299052272,0.08999050268311692,0.084821923426487,0.07541928190731845,0.08676706847716928,0.06552068109999147,0.0723914225423408,0.09731897504376595,0.09008924453108351,0.08608539457703587,0.05671807364345078,,,,,,0.091306339920513,0.098657177996485,0.09892480996269261,0.07570846463769268,0.03925991651612057
