date,EP_Q1,EP_Q2,EP_Q3,EP_Q4,EP_Q5,BP_Q1,BP_Q2,BP_Q3,BP_Q4,BP_Q5,momentum_1m_Q1,momentum_1m_Q2,momentum_1m_Q3,momentum_1m_Q4,momentum_1m_Q5,liquidity_avg_Q1,liquidity_avg_Q2,liquidity_avg_Q3,liquidity_avg_Q4,liquidity_avg_Q5,ROE_Q1,ROE_Q2,ROE_Q3,ROE_Q4,ROE_Q5,grossprofit_margin_Q1,grossprofit_margin_Q2,grossprofit_margin_Q3,grossprofit_margin_Q4,grossprofit_margin_Q5,momentum_3m_Q1,momentum_3m_Q2,momentum_3m_Q3,momentum_3m_Q4,momentum_3m_Q5,turnover_change_Q1,turnover_change_Q2,turnover_change_Q3,turnover_change_Q4,turnover_change_Q5,volatility_60d_Q1,volatility_60d_Q2,volatility_60d_Q3,volatility_60d_Q4,volatility_60d_Q5,dividend_yield_Q1,dividend_yield_Q2,dividend_yield_Q3,dividend_yield_Q4,dividend_yield_Q5,momentum_6m_Q1,momentum_6m_Q2,momentum_6m_Q3,momentum_6m_Q4,momentum_6m_Q5
2018-11-30,-0.039709223002950454,-0.03409097088122513,-0.038804471062223546,-0.04071750558534598,-0.04695593239837493,-0.03493094014683338,-0.03731909723972439,-0.03765861760735644,-0.04497974377219728,-0.05483165836958015,-0.029750738871612125,-0.0340814783542859,-0.04171633447361973,-0.05099459084660422,-0.05386969175124542,-0.03428415394395802,-0.03478420127110805,-0.0353599259040962,-0.04472743883062306,-0.06080549781362174,-0.04969284409567225,-0.043253497706600044,-0.04019413304121008,-0.033192963242593625,-0.043379501314360545,-0.04227777473749742,-0.042587022091035,-0.032289627033949636,-0.04673166192683203,-0.044849686236478906,-0.044744096688318795,-0.03606331086849019,-0.03909590859928536,-0.04520849332286747,-0.039162513694346424,-0.035775130987916084,-0.04364525976572872,-0.03977282632042091,-0.046498777124851905,-0.04426601716224438,-0.03399279907216059,-0.04404459692072848,-0.041249409179035086,-0.04079026953957855,-0.05151189801195162,,,,,,-0.04194454576063646,-0.04224117022608117,-0.04111135738943916,-0.043086921373407465,-0.03769075841331411
2018-12-28,-0.004536850678951164,0.004954117168620088,0.010511661848927038,0.015510893720456127,0.030121239723093253,-0.006997571917052816,-0.0008987821091084951,0.006204646854748952,0.019812388560664865,0.029688618913679,0.009959860812310563,0.031451419944222576,0.0166155458029606,0.0058003797187444976,-0.01581412777325259,0.02226378540829179,0.009427438799432955,0.010997365164251639,0.0017214713847811679,0.0034040686873045454,0.0004217496705419171,0.015247864636352687,0.0016972598687027196,0.0014055475689141652,0.02902099136015964,0.018044579495192635,0.018192431557469094,0.006861199886689378,0.009498410852832652,-0.00575550203156285,0.009094334783589543,0.019827330526338165,0.01800070611015671,0.009004654456745524,-0.010259060770175332,0.00426212465963982,0.014448478449442598,0.017210383671678178,0.010076563542369582,0.0018584362797247067,0.02417283390561293,0.02523113015781074,0.015889043561034204,0.001391827438466531,-0.018827189110723747,,,,,,-0.00039708474754923776,0.016545057245342373,0.014966184364517788,0.010937746417760245,0.009655592907982827
2019-01-31,0.37829698214601737,0.35040065691727673,0.3198001361399304,0.3376237998025131,0.30227294023712376,0.33874335645227194,0.32470296155453254,0.34440092349945556,0.36564429371602203,0.37801109754207335,0.42386085636348714,0.36066675730234654,0.34330008074521046,0.3305387073530228,0.2872616528945958,0.3120473013232741,0.31577705263019007,0.34974796470086755,0.3815122330373926,0.3925415115465928,0.4317902163278759,0.3858320515828558,0.33984450928254495,0.31411346853733757,0.27994280887384665,0.3749978718465566,0.34963628357347565,0.34034985996277217,0.3467640172296781,0.3300712589012857,0.41869075683099743,0.37233336216317026,0.3298468688523615,0.3162350377143189,0.3050669898311753,0.348559758171781,0.3535527124407043,0.33687115297373166,0.33925926573187537,0.3733736477340652,0.2655081354799345,0.32415822778972553,0.3543463418329914,0.3835362294324142,0.42450488784591356,0.3890341910023282,0.3786160578800283,0.34479521370471483,0.3299354496322342,0.30172527641300634,0.41486178455965256,0.36941274758669757,0.32731018500246717,0.3312211847009125,0.29199133296256524
2019-02-28,0.09335032494520024,0.07255321754859576,0.07287021715709208,0.08010590302321066,0.06402618593068829,0.06581825169173551,0.07710519998326525,0.08251848565040538,0.08554579447889486,0.07010592049971584,0.06517157831900731,0.0832189928014759,0.08580727294512325,0.0843106575958173,0.06260725890168126,0.09674641365095277,0.08296672275916685,0.07562181879983115,0.06916135678831277,0.05626363805514986,0.07695008863874449,0.08818525181413318,0.07766647149835955,0.07195492166191773,0.06637435042537038,0.0793998671372196,0.0741454971236672,0.07660069256644568,0.07637977312033432,0.07762763454606374,0.07995255726680202,0.08333800047289525,0.08477541291610947,0.06615384443801368,0.06974167637639159,0.0767395651548999,0.08225720467670077,0.07692036527816971,0.07673597410565981,0.06812150985344238,0.07471800763085229,0.09000152205513258,0.07851887194078638,0.078629599859883,0.05795772095383145,0.0807289677036439,0.08300779640983182,0.07744207850640232,0.06784839345339715,0.0781938759466743,0.07428613801742387,0.08116259802519282,0.08275614716458295,0.07994113032793278,0.07147564928049284
2019-03-29,-0.0587675475483606,-0.07163587879309026,-0.0621512003206914,-0.04917550428502238,-0.040297475590265516,-0.07541820067092742,-0.056964817802182426,-0.042873335875079174,-0.04981644972458433,-0.0446740526007082,-0.052839741413522406,-0.041049494324395176,-0.03828146956086478,-0.06196000591169012,-0.07646559724810112,-0.027735197798307812,-0.045080061365532983,-0.05693398774996079,-0.07500167006378072,-0.06540924254693235,-0.0473031847839963,-0.054078803753106995,-0.05835256034486065,-0.05274479594452972,-0.05705938696717952,-0.044505357509416636,-0.058440861029600236,-0.05962002608043651,-0.058258042554949124,-0.0474647488940202,-0.048750581090720724,-0.045191219580991975,-0.042357948237059385,-0.06591166106921725,-0.06697838540648225,-0.05375901570476037,-0.05773564327439466,-0.035877962441023606,-0.05509895205949488,-0.0676278496469777,-0.02792508905300783,-0.04529444637722557,-0.053404432910524845,-0.062399881712100654,-0.08110215290903895,-0.05205640978069891,-0.06766168988105561,-0.060178993006676444,-0.04858858786588412,-0.034798315097440524,-0.05412555872471962,-0.0454551920438041,-0.0407028951370363,-0.06409786719856286,-0.06454821153630871
2019-04-30,-0.036902635349546506,-0.04896588554038149,-0.054390634374038294,-0.06743435701942022,-0.08578811016267007,-0.05987503132229935,-0.052941523859052854,-0.04836893248482664,-0.058014904167176466,-0.06139062792199987,-0.04218210027765396,-0.03922266162774428,-0.05195004092647029,-0.06802700940345148,-0.08020236171295485,-0.03725731416498885,-0.03879620178007321,-0.05015052823114249,-0.07106504022405231,-0.08337785830945482,-0.034217379264935406,-0.03490479548695159,-0.06039951891228714,-0.06574636838351929,-0.08538537624941153,-0.036516659059200825,-0.0492404533236105,-0.06541498969033502,-0.05759991401845154,-0.07120145964356729,-0.042190436570229875,-0.042817199617958906,-0.048925753344528554,-0.06499294554806039,-0.08689093921079506,-0.03483196740879205,-0.04641202029789496,-0.055570889272665305,-0.06959104264963101,-0.07424620544559205,-0.06218156214366999,-0.06184373928818707,-0.044884440804587,-0.05555989044555614,-0.05825754451791056,-0.03911605950717334,-0.06160635993501635,-0.05610876524564104,-0.06240369299042705,-0.0753844011549579,-0.03838801861425393,-0.05539785612791147,-0.048945356521984694,-0.06230742313984801,-0.08347374969626403
2019-05-31,0.015100924541137936,0.008426945655899108,0.01186594139833619,0.02250543189686208,0.01354024030301992,0.005631487943613578,0.012797429007697928,0.017281996713335426,0.014758151513670086,0.02124813332321871,0.03503533798685982,0.021599377674617132,0.02272599237167462,0.011176785123623334,-0.021484719298623722,0.025182776851519335,0.011099428336624384,0.013143592474090585,0.009643022337737974,0.01246255439826746,0.014534845094129934,0.007570694886034722,0.017903543393927527,0.01089861579230823,0.020791527523750106,0.0027371832353870877,0.012072686930978205,0.015642922877298567,0.014078319209830702,0.023780220201893684,0.024359173343916567,0.02305669733265937,0.031275982758837584,0.015056378781783201,-0.023508738547120253,0.005850988084523087,0.018886437274620138,0.026409062866636992,0.020647912610161055,-0.00023486195703795277,0.019168776591444336,0.020818347660290608,0.01913317174221691,0.015954260537708667,-0.003530465404613716,0.019021106827272767,0.011408906442110615,0.01346720287144302,0.015102699513986783,0.018565405760996613,0.014234498364267547,0.0314923422795055,0.01940966152154969,0.020622977056776716,-0.009626192507886098
2019-06-28,-0.026101067037880985,-0.01990663131344207,-0.01764162051791973,-0.015121809087619606,-0.017348506109762667,-0.016878096043566274,-0.02416024094526343,-0.020372163779723552,-0.024505908433253707,-0.021916012586363526,-0.015037241818587286,-0.018044374051038155,-0.016215631485119605,-0.016083813191516614,-0.04375104795427213,-0.012228825465758176,-0.014501715997475784,-0.02555021672054249,-0.02406098732591399,-0.032025253039758145,-0.03152611278517768,-0.02636064493132135,-0.015272558048214736,-0.021662569520778326,-0.012999732253247234,-0.02180704364888196,-0.017236165904423395,-0.019938609929226365,-0.03000772928985099,-0.01953897741135833,-0.01655048545878535,-0.01779763823813102,-0.016370911251645047,-0.0242616673176391,-0.03171351911265063,-0.014002869122352154,-0.010651988332938043,-0.024122618310913703,-0.02192412135539365,-0.037661642860781976,-0.010860446204605164,-0.01501833695302857,-0.019661252594904286,-0.02683828506001378,-0.03599157684550092,-0.02803839181991014,-0.03298898197989283,-0.02289426607141524,-0.0070157434787011,-0.017186810559029046,-0.026446838824139368,-0.014040766806124956,-0.017800820516772276,-0.020300945436321147,-0.028018864151821185
2019-07-31,0.01746691111855805,0.011681779037334989,0.016191347903628125,-0.0012974119568122675,-0.01615932901046671,0.04105189307396421,0.010592903040631818,0.0009894039121229538,-0.005961758863128563,-0.01566879322052045,0.01431507246249559,-0.0025121952116398485,-0.002294866168628498,0.006209885106017713,0.01665794714231473,-0.008199617424801907,0.004190472943974264,0.0019101071716421819,0.0055746523023242605,0.02762902283773946,0.008186325608661489,0.00043828389115585953,0.003002446456823945,0.006702800263429388,0.012743128363221449,-0.004318328035855908,0.0019027666941735042,0.007318601665809706,0.01100944384618919,0.017522903167167758,0.01169104377994867,-0.0025267719895203243,-0.004254324194150345,-0.0017708407756604437,0.02606686715136747,0.011074349111655977,-0.0008917858589334554,0.003738335867793305,0.010628861057936385,0.0065586675022131224,-0.009959928307224397,-0.0027591261672505777,0.003435738758081789,0.012598895827707585,0.027792426721670385,0.002469269846601217,0.02264071133454159,0.0067884549190637645,0.00050640343001192,-0.008360117290086138,0.004711606611060555,-0.007456751471989893,-0.0006609558845872191,0.009560207368817998,0.021602256432486526
2019-08-30,0.012501519982924583,0.019552360248166402,0.031026969947266617,0.023418486342012376,0.010594760105911993,0.019795150838062416,0.02804508713093238,0.020415811063332037,0.016424458651698528,0.003598086240365877,0.02400046683167017,0.02059801334244784,0.016920236303089163,0.014791334999877288,0.00965900138836529,0.015887143919953113,0.018114976193365488,0.018928491151900248,0.028546468174855053,0.006663372610698579,0.005518477962508421,0.009944764364203922,0.02271643155271528,0.020321906918053655,0.029747175155270516,0.009805923342044352,0.013881438117884568,0.015560754566883491,0.021432072412390417,0.027543398810259318,0.020530585312692574,0.013050783149823284,0.019559792186926182,0.010627629887530502,0.02114074658326789,0.014817855099169408,0.01990988193263513,0.013346142918267386,0.015308918639514254,0.024745925838846744,0.008176116345091678,0.015997718303650748,0.024113694192378247,0.026016446395746084,0.013190343436294742,0.006515017390616108,0.02569207339694648,0.02019360124899402,0.016865051439748733,0.01422726376648965,0.036927808789708645,0.01314561071919474,0.020061003826480312,0.010966876120188936,0.006438155291765752
2019-09-30,0.014441938394722565,0.009964504858517475,0.009738881214531467,0.01586724038487848,0.02066357756912312,0.016013490177228827,0.01536505268241721,0.015267758440708027,0.006606161700601762,0.005964789639672204,-0.0004874472553969176,0.01098408791953774,0.011509657710307566,0.024013489237036764,0.009886104821003605,0.01749867406349388,0.013848090321086805,0.007370151189198297,0.01197693000805831,0.003953183396092113,-0.0014071904438739448,0.00821721120516352,0.014539125922189061,0.01380874461184785,0.024095959413833266,0.005506361163811,0.004392984284948324,0.00443448545615129,0.02477826141144025,0.02002394747000875,-0.00776740259437415,0.01286428516399544,0.014730713825514764,0.01621786235418813,0.023789780662281487,0.009866287890847616,0.014321900829853865,0.01416441621265212,0.019670998894394408,-0.0033765748498186064,0.013233719851600757,0.024112948844511393,0.010862797340375556,0.012855939096652566,-0.006418376155210867,0.009998529066880174,0.024310125846113872,0.009269919087091159,0.016944823339275744,0.008577984062843902,0.002461364953188912,0.008112710896954997,0.01204838110154036,0.012488323301195441,0.026809422091782675
2019-10-31,-0.029382801327690868,-0.031624913657294335,-0.030847938687515015,-0.01938824293451858,-0.0131016105321424,-0.02957981449626287,-0.032100944346240674,-0.022152914266668506,-0.026146174263822645,-0.01922547164847622,-0.019515848819194822,-0.025712307816847114,-0.03179761565663576,-0.02804093520755445,-0.02363887893040895,-0.029313600572617348,-0.022727800128153005,-0.0259546459420904,-0.03034138016065088,-0.020143141936291728,-0.030910323383857338,-0.03460168613893701,-0.018549898732276793,-0.029108981673449472,-0.015998064456351456,-0.018774664192306747,-0.024263137008109486,-0.03184711202940476,-0.02276287031763201,-0.030860463672845576,-0.02842974594320094,-0.023976362852758733,-0.024592550321771635,-0.032140172276728066,-0.017997021095384334,-0.031617003623469475,-0.030460057008244574,-0.01732365583535178,-0.01770520007943731,-0.0313698333584658,-0.02019122313535062,-0.017293070105440577,-0.028947941038051078,-0.028530955738344778,-0.03353646319424238,-0.02466004137449451,-0.030313128692677768,-0.026776860678026686,-0.019721315676670067,-0.022931454870797997,-0.0272954288057964,-0.022625475540838595,-0.03116793057339688,-0.03000430501186722,-0.01448010584643462
2019-11-29,0.07290507966843895,0.07922794032998343,0.07789633752103352,0.0665961450328864,0.0703802221468898,0.07602763528374482,0.08338550565752632,0.08598022957218561,0.07076440944104442,0.05931582427473943,0.08834683161673329,0.07449810996636184,0.07216324840213453,0.06196934912381496,0.07807870300924653,0.06325412393352257,0.07946136095468807,0.0683218163002936,0.08145450640190287,0.0848667663628735,0.07452809438050333,0.06837299110972823,0.08374320721474186,0.07379048269606496,0.07504194637685761,0.07184292587509,0.0795773176730567,0.07157459839175354,0.08075335256616321,0.07225263208374784,0.08918042546714378,0.07085504732016056,0.07191644124517735,0.06913742171628733,0.07522045695760253,0.07941424582996756,0.07362821342295851,0.07066340126424928,0.07705580705027866,0.07656330945880699,0.05802002687042696,0.07207716898023417,0.0765590272630058,0.07986622277156977,0.09084700976671979,0.07209221978475965,0.07546145178488066,0.07932970828696913,0.07723422832184712,0.06881681935694023,0.08260019620531432,0.07106490648744576,0.0706156788191107,0.07186857247082337,0.0753998440620004
2019-12-31,-0.03707911044254288,-0.0014296070732478365,0.0056394922983637845,-0.007665012692254555,-0.06216508960184963,0.015837590700545922,5.788857293372553e-05,-0.045050667252963986,-0.03395797072148032,-0.0661226905517778,-0.037255919401095454,-0.04665425267734583,-0.036044807434682725,-0.027991482551850123,0.015795052560596937,-0.06416567818628534,-0.039456377114118424,-0.03320386996934082,-0.010126362619640743,0.015536876636876808,-0.06871062589050683,-0.04233433935383596,-0.01151158737432853,-0.009145890485949923,0.002405604218064158,-0.07441791317323346,-0.05322132598161836,-0.029670151108513718,-0.009701114655438738,0.042701473233472724,-0.05586385670129547,-0.03716082791242231,-0.039805839919680404,-0.016464698270165622,0.015504468542136909,-0.01836501159078763,-0.01473081395082825,-0.029651204262602933,-0.044861987445298596,-0.024085410515292446,-0.06605967036940012,-0.03427399086250144,-0.015877239315277073,-0.0021832931263141633,-0.01336443984384739,-0.04674998408837777,0.009882486360870534,-0.010282531624299217,-0.03615428216003643,-0.05031260722562368,-0.06566663264999903,-0.05696135449101688,-0.03204312620903046,-0.01218487879912082,0.03370545537888194
2020-01-23,0.013551752791878703,0.03052120814520867,-0.0018656421428704508,0.020837122656659185,-0.02929450792221313,0.032390563175298134,0.02547256841076119,0.0004871033876241948,-0.0011746724094149402,-0.014695667267703142,-0.02572335626052415,-0.027474525942963953,-0.00018402539417800278,0.03380160686524149,0.0614637783162616,-0.029318644584673717,-0.010883913037808533,0.009311975009964682,0.03156033153056651,0.04176888607310459,0.007985811045031346,-0.00192060788726517,0.00728492337616599,0.014298268654464083,0.014806075233944253,-0.0002408151977022488,0.007263934575315916,0.005913438530789623,0.0175353488987626,0.014139639112007664,-0.020570236528759472,-0.024405636827804156,0.010688316893588222,0.03021498233256929,0.04742364217934286,-0.01142675002515958,0.0017904006505449778,0.005225665093832108,0.014307083227895126,0.0325338624581472,-0.036981686648246595,-0.0012587541277322613,0.021214464884951684,0.03437801112667221,0.024272922567311492,,,,,,-0.01757155645677678,-0.02265122618054801,0.0046885446528203934,0.03283277097038721,0.04703718725983223
2020-02-28,-0.036025633955173615,-0.0353095115398378,-0.01676787555820987,0.0022562067454473403,-0.000725688264655048,-0.06708952417593082,-0.02835422936902583,-0.0017251723256333862,0.0001076333462342152,0.007871995104585671,0.0039768177137288006,0.020459735215403934,-0.0012586316730026196,-0.02282562228183382,-0.09009075815027624,0.050333518106442994,0.02158941437039109,-0.01169431453771503,-0.055662991082560655,-0.09360992881959855,-0.019272717233972093,-0.0012064890654525924,-0.020570768729548362,-0.018534730284875935,-0.02907434764323425,-0.01937685421241191,-0.0026121142612951986,-0.01657514882656267,-0.02117217054972758,-0.027856877453211054,0.020115741573569462,0.018233537791052586,0.0002855556039226254,-0.02360995319083133,-0.10199019068024827,-0.0030768532357234395,-0.015602841050916846,-0.014235273847629647,-0.017552605410629425,-0.0384675047548644,0.029106179615088136,0.02124104426854354,-0.006411058012729824,-0.035320981895610774,-0.09761607624816486,,,,,,0.014105053366814401,0.021477147892757252,0.004984988549934784,-0.03252017833531408,-0.09417235811741777
