本金,市值区间,成交额阈值,成本,单票上限,年化收益,夏普比率,最大回撤,总收益,胜率,调仓次数,止损次数
10万元,0-30亿,1000万,0.15%,2%,14.5%,0.49,-23.0%,125.6%,55%,29,585
