,date,portfolio_value,period_return,n_stocks,n_sl_events
0,2018-10-08,0.8844128080715064,-0.12183719192849365,79,45
1,2018-12-03,0.8706368712267293,-0.023026365153299852,80,69
2,2019-01-02,0.80816906598269,-0.07609955174597875,79,7
