本金,市值区间,成交额阈值,成本,单票上限,年化收益,夏普比率,最大回撤,总收益,胜率,调仓次数,止损次数
10万元,0-30亿,2000万,0.15%,2%,17.1%,0.55,-19.8%,158.5%,52%,29,652
