rebalance_date,stock_code,weight,raw_score,industry,circ_mv
2018-07-31,002255.SZ,0.0125,86.19347502998286,专用机械,254247.1771
2018-07-31,002363.SZ,0.0125,84.7028687342194,汽车配件,227078.0918
2018-07-31,603385.SH,0.0125,84.04660892791152,家居用品,274276.0041
2018-07-31,002403.SZ,0.0125,83.64875070739951,家用电器,261343.914
2018-07-31,002620.SZ,0.0125,83.57484018218169,装修装饰,220104.247
2018-07-31,600051.SH,0.0125,83.50845980012525,综合类,200517.6
2018-07-31,600561.SH,0.0125,83.10939452755306,公共交通,146979.68
2018-07-31,603558.SH,0.0125,82.80384989354447,纺织,254400.0
2018-07-31,002109.SZ,0.0125,82.75650824028942,化工原料,209275.5587
2018-07-31,000701.SZ,0.0125,82.34274828655273,商贸代理,276618.6657
2018-07-31,300340.SZ,0.0125,82.26357157382184,电气设备,295998.3654
2018-07-31,000570.SZ,0.0125,82.25192751097029,农用机械,179359.2061
2018-07-31,002514.SZ,0.0125,82.2279562615018,机械基件,202532.0402
