run_id,date,code,volume,available_volume,cost_price,last_price,unrealized_pnl,holding_days
20260815_193137_7a9a27,2019-01-03,300087.SZ,3600,0,90.561884,87.04176,-12672.4464,1
20260815_193137_7a9a27,2019-01-03,603663.SH,18800,0,17.724743,17.8947,3195.1916,1
20260815_193137_7a9a27,2019-01-03,002155.SZ,15900,0,20.962125,21.97608,16121.8845,1
20260815_193137_7a9a27,2019-01-04,300087.SZ,3600,3600,90.561884,95.7216,18574.9776,2
20260815_193137_7a9a27,2019-01-04,603663.SH,18800,18800,17.724743,17.9958,5095.8716,2
20260815_193137_7a9a27,2019-01-04,002155.SZ,15900,15900,20.962125,21.8694,14425.6725,2
20260815_193137_7a9a27,2019-01-07,300087.SZ,1500,1500,90.561884,98.1552,11389.974,3
20260815_193137_7a9a27,2019-01-07,603663.SH,7300,7300,17.724743,19.43142,12458.7421,3
20260815_193137_7a9a27,2019-01-07,002155.SZ,5700,5700,20.962125,21.78939,4715.4105,3
20260815_193137_7a9a27,2019-01-07,601989.SH,17000,0,7.612146,7.78766,2983.738,1
20260815_193137_7a9a27,2019-01-07,600863.SH,3200,0,40.536798,40.48618,-161.9776,1
20260815_193137_7a9a27,2019-01-07,600820.SH,1100,0,117.051962,119.91701,3151.5528,1
20260815_193137_7a9a27,2019-01-07,603665.SH,4700,0,27.178988,28.15005,4563.9914,1
20260815_193137_7a9a27,2019-01-07,300610.SZ,6300,0,20.555508,20.18162,-2355.4944,1
20260815_193137_7a9a27,2019-01-08,300087.SZ,1500,1500,90.561884,97.26288,10051.494,4
20260815_193137_7a9a27,2019-01-08,603663.SH,7300,7300,17.724743,19.08768,9949.4401,4
20260815_193137_7a9a27,2019-01-08,002155.SZ,5700,5700,20.962125,20.82927,-757.2735,4
20260815_193137_7a9a27,2019-01-08,601989.SH,17000,17000,7.612146,7.61946,124.338,2
20260815_193137_7a9a27,2019-01-08,600863.SH,3200,3200,40.536798,40.65629,382.3744,2
20260815_193137_7a9a27,2019-01-08,600820.SH,1100,1100,117.051962,118.6771,1787.6518,2
20260815_193137_7a9a27,2019-01-08,603665.SH,4700,4700,27.178988,28.341,5461.4564,2
20260815_193137_7a9a27,2019-01-08,300610.SZ,6300,6300,20.555508,19.8334,-4549.2804,2
20260815_193137_7a9a27,2019-01-09,300087.SZ,1500,1500,90.561884,98.5608,11998.374,5
20260815_193137_7a9a27,2019-01-09,603663.SH,7300,7300,17.724743,19.21911,10908.8791,5
20260815_193137_7a9a27,2019-01-09,002155.SZ,5700,5700,20.962125,21.12264,914.9355,5
20260815_193137_7a9a27,2019-01-09,601989.SH,17000,17000,7.612146,7.51854,-1591.302,3
20260815_193137_7a9a27,2019-01-09,600863.SH,3200,3200,40.536798,40.31607,-706.3296,3
20260815_193137_7a9a27,2019-01-09,600820.SH,1100,1100,117.051962,118.14571,1203.1228,3
20260815_193137_7a9a27,2019-01-09,603665.SH,4700,4700,27.178988,28.542,6406.1564,3
20260815_193137_7a9a27,2019-01-09,300610.SZ,6300,6300,20.555508,19.59116,-6075.3924,3
20260815_193137_7a9a27,2019-01-10,300087.SZ,1500,1500,90.561884,88.74528,-2724.906,6
20260815_193137_7a9a27,2019-01-10,603663.SH,7300,7300,17.724743,19.58307,13565.7871,6
20260815_193137_7a9a27,2019-01-10,002155.SZ,5700,5700,20.962125,21.54936,3347.2395,6
