date,code,reason,pnl,sue
2020-04-24,002182.SZ,止损,-8.83813306852036,1.762863
2020-04-24,000008.SZ,SUE=0.34,0.0,0.33634300000000006
2020-04-28,603327.SH,止损,-8.003108003107995,0.65109
2020-04-28,000068.SZ,SUE=1.05,0.0,1.0451439999999999
2020-04-29,002114.SZ,止损,-8.042488619119881,1.099178
2020-04-29,603385.SH,止损,-8.674463937621834,0.37776699999999996
2020-04-29,000034.SZ,止损,-8.834062873060077,0.36885199999999996
2020-04-29,000068.SZ,止损,-9.718670076726355,1.0451439999999999
2020-04-29,000023.SZ,SUE=0.93,0.0,0.930989
2020-04-29,000061.SZ,SUE=6.25,0.0,6.252522
2020-04-29,000517.SZ,SUE=2.10,0.0,2.104205
2020-04-29,000557.SZ,SUE=0.63,0.0,0.6273029999999999
2020-05-18,000622.SZ,止损,-9.048723897911826,2.760853
2020-05-20,000876.SZ,止损,-9.940606439512345,1.957797
2020-05-20,300147.SZ,SUE=0.36,0.0,0.355693
2020-05-21,603613.SH,止损,-33.97156398104265,0.6933710000000001
2020-05-22,000905.SZ,止损,-8.280254777070073,2.398097
2020-05-22,000008.SZ,止损,-8.074534161490687,0.33634300000000006
2020-05-26,002591.SZ,SUE=1.42,0.0,1.422207
2020-05-27,002714.SZ,到期,-3.0860033726812786,10.753670999999999
2020-05-28,000401.SZ,止损,-8.571428571428575,0.41861800000000005
2020-05-29,002224.SZ,SUE=0.58,0.0,0.578887
2020-06-08,002607.SZ,到期,18.18582122413033,0.5652429999999999
2020-06-10,000739.SZ,到期,27.52075919335706,0.493413
2020-06-16,002080.SZ,到期,30.67978533094813,0.484225
2020-06-17,002801.SZ,到期,10.167499265354095,0.699354
2020-06-18,000999.SZ,到期,0.06993006993005757,0.475125
2020-06-18,002736.SZ,到期,-5.030891438658436,0.4343
2020-06-18,600030.SH,到期,1.853486319505726,0.3023
2020-06-18,600456.SH,到期,8.563194730341706,0.70109
2020-06-18,600720.SH,到期,35.742652899126284,0.8848480000000001
2020-06-18,600785.SH,到期,10.410764872521261,0.325928
2020-06-18,601975.SH,到期,0.0,1.435562
2020-06-19,600276.SH,到期,12.97691373025518,0.31051100000000004
2020-06-19,601601.SH,到期,6.105422828972307,0.539542
2020-06-22,000099.SZ,到期,7.886435331230279,0.405444
2020-06-22,000656.SZ,到期,2.898550724637672,0.46061399999999997
2020-06-22,000807.SZ,到期,11.442786069651767,1.337803
2020-06-24,000061.SZ,止损,-8.499999999999996,6.252522
2020-06-24,000923.SZ,SUE=2.94,0.0,2.94054
2020-06-29,002432.SZ,SUE=4.24,0.0,4.237678
2020-06-30,000428.SZ,到期,18.928571428571427,1.105178
2020-06-30,300209.SZ,SUE=1.05,0.0,1.051685
2020-07-01,000157.SZ,到期,21.265377855887515,1.1642409999999999
2020-07-15,603880.SH,SUE=2.61,0.0,2.605659
2020-07-16,002107.SZ,SUE=1.90,0.0,1.901448
2020-07-17,300209.SZ,止损,-8.449883449883444,1.051685
2020-07-17,603229.SH,SUE=0.69,0.0,0.694598
2020-07-20,002560.SZ,SUE=0.69,0.0,0.690058
2020-07-20,688002.SH,SUE=3.77,0.0,3.767049
2020-07-21,002245.SZ,SUE=1.83,0.0,1.8335059999999999
2020-07-21,300617.SZ,SUE=0.80,0.0,0.795422
2020-07-22,300443.SZ,SUE=1.22,0.0,1.218797
2020-07-22,603638.SH,SUE=0.62,0.0,0.619251
2020-07-24,603880.SH,止损,-10.200759631036348,2.605659
2020-07-24,603229.SH,止损,-9.131304154632303,0.694598
2020-07-24,300692.SZ,SUE=0.71,0.0,0.708152
2020-07-27,002567.SZ,SUE=8.59,0.0,8.590632000000001
2020-07-27,688516.SH,SUE=0.57,0.0,0.5661200000000001
2020-07-28,002560.SZ,止损,-9.315589353612175,0.690058
2020-07-28,002311.SZ,SUE=0.64,0.0,0.638197
2020-07-28,002702.SZ,SUE=5.07,0.0,5.072147
2020-07-28,002837.SZ,SUE=0.40,0.0,0.401155
2020-07-28,688321.SH,SUE=0.64,0.0,0.639724
2020-07-28,688389.SH,SUE=0.37,0.0,0.371983
2020-07-29,000023.SZ,到期,17.72616136919316,0.930989
2020-07-29,000517.SZ,到期,1.5625,2.104205
2020-07-29,000557.SZ,到期,26.881720430107524,0.6273029999999999
2020-07-29,300019.SZ,SUE=0.61,0.0,0.606773
2020-07-29,688396.SH,SUE=1.45,0.0,1.452661
2020-07-30,300480.SZ,SUE=0.32,0.0,0.317572
2020-07-31,000570.SZ,SUE=0.45,0.0,0.448417
2020-07-31,000628.SZ,SUE=1.27,0.0,1.265198
2020-07-31,002134.SZ,SUE=0.77,0.0,0.76539
2020-07-31,002324.SZ,SUE=3.73,0.0,3.7280990000000003
2020-07-31,002982.SZ,SUE=1.14,0.0,1.143694
2020-07-31,300037.SZ,SUE=0.77,0.0,0.77306
2020-07-31,300371.SZ,SUE=0.47,0.0,0.46984499999999996
2020-07-31,300390.SZ,SUE=5.79,0.0,5.790324000000001
2020-08-06,002324.SZ,止损,-8.038976857490876,3.7280990000000003
2020-08-06,002258.SZ,SUE=0.60,0.0,0.601105
2020-08-07,300390.SZ,止损,-9.024896265560178,5.790324000000001
2020-08-07,002511.SZ,SUE=0.65,0.0,0.646931
2020-08-12,688321.SH,止损,-15.080128205128196,0.639724
2020-08-12,300019.SZ,止损,-9.777227722772274,0.606773
2020-08-12,300371.SZ,止损,-9.728260869565208,0.46984499999999996
2020-08-12,000875.SZ,SUE=1.05,0.0,1.053497
2020-08-12,002015.SZ,SUE=0.32,0.0,0.317742
2020-08-12,002493.SZ,SUE=2.07,0.0,2.065541
2020-08-14,300147.SZ,到期,14.204545454545459,0.355693
2020-08-14,000037.SZ,SUE=3.06,0.0,3.058304
2020-08-19,688396.SH,止损,-8.861449064826587,1.452661
2020-08-19,000609.SZ,SUE=0.90,0.0,0.899558
2020-08-20,002591.SZ,到期,13.953488372093027,1.422207
2020-08-20,000011.SZ,SUE=0.36,0.0,0.35944400000000004
2020-08-24,688389.SH,止损,-10.64516129032258,0.371983
2020-08-24,000011.SZ,止损,-9.56883509833586,0.35944400000000004
2020-08-24,000657.SZ,SUE=0.40,0.0,0.39590600000000004
2020-08-24,002703.SZ,SUE=1.93,0.0,1.926603
2020-08-25,002224.SZ,到期,11.95840554592722,0.578887
2020-08-25,000807.SZ,SUE=0.51,0.0,0.513781
2020-08-27,000037.SZ,止损,-9.395604395604396,3.058304
2020-08-27,000531.SZ,SUE=1.37,0.0,1.3744290000000001
2020-09-02,002258.SZ,止损,-9.04977375565611,0.601105
2020-09-04,002107.SZ,止损,-10.008936550491498,1.901448
2020-09-04,002511.SZ,止损,-9.465828750981931,0.646931
2020-09-07,002567.SZ,止损,-12.747631352282507,8.590632000000001
2020-09-07,002837.SZ,止损,-10.424564063684604,0.401155
2020-09-07,000875.SZ,止损,-8.7248322147651,1.053497
2020-09-07,000531.SZ,止损,-8.325358851674636,1.3744290000000001
2020-09-09,300037.SZ,止损,-9.41876750700279,0.77306
2020-09-10,002432.SZ,止损,-8.2813891362422,4.237678
2020-09-10,000628.SZ,止损,-10.515247108307047,1.265198
2020-09-10,002134.SZ,止损,-10.321324245374864,0.76539
2020-09-16,002982.SZ,止损,-8.93636363636363,1.143694
2020-09-16,002015.SZ,止损,-8.429752066115704,0.317742
2020-09-17,000807.SZ,止损,-8.429752066115704,0.513781
2020-09-18,000923.SZ,到期,2.052091554853974,2.94054
2020-09-22,002703.SZ,止损,-8.301158301158296,1.926603
2020-09-24,000609.SZ,止损,-8.937605396290039,0.899558
2020-09-30,000657.SZ,止损,-8.876560332871009,0.39590600000000004
2020-10-13,300511.SZ,SUE=0.97,0.0,0.9702580000000001
2020-10-14,300115.SZ,SUE=1.19,0.0,1.193241
2020-10-15,000903.SZ,SUE=1.02,0.0,1.02345
2020-10-15,600143.SH,SUE=3.02,0.0,3.017566
2020-10-15,603319.SH,SUE=0.69,0.0,0.6857989999999999
2020-10-16,002107.SZ,SUE=1.71,0.0,1.7117490000000002
2020-10-16,300122.SZ,SUE=0.41,0.0,0.405944
2020-10-16,300225.SZ,SUE=1.56,0.0,1.555959
2020-10-19,300453.SZ,SUE=1.05,0.0,1.054576
2020-10-19,300877.SZ,SUE=2.29,0.0,2.291325
2020-10-19,603005.SH,SUE=4.16,0.0,4.164537
2020-10-20,688002.SH,到期,29.055232558139554,3.767049
2020-10-20,300511.SZ,止损,-8.022598870056486,0.9702580000000001
2020-10-20,001914.SZ,SUE=1.37,0.0,1.366059
2020-10-20,002134.SZ,SUE=1.89,0.0,1.889901
2020-10-20,002139.SZ,SUE=0.32,0.0,0.323913
2020-10-20,002429.SZ,SUE=0.66,0.0,0.660239
2020-10-20,002434.SZ,SUE=0.46,0.0,0.462965
2020-10-20,002641.SZ,SUE=0.64,0.0,0.642743
2020-10-20,002714.SZ,SUE=14.13,0.0,14.132768
2020-10-20,002985.SZ,SUE=0.68,0.0,0.683215
2020-10-20,300101.SZ,SUE=5.20,0.0,5.198373
2020-10-21,002245.SZ,到期,41.9068736141907,1.8335059999999999
2020-10-21,300617.SZ,到期,25.156412930135552,0.795422
2020-10-21,000533.SZ,SUE=12.08,0.0,12.075544
2020-10-21,002138.SZ,SUE=0.37,0.0,0.37026800000000004
2020-10-22,300443.SZ,到期,27.108433734939762,1.218797
2020-10-22,603638.SH,到期,7.946376530017485,0.619251
2020-10-22,000739.SZ,SUE=0.46,0.0,0.459912
2020-10-22,000807.SZ,SUE=0.95,0.0,0.951941
2020-10-23,300115.SZ,止损,-8.35189309576837,1.193241
2020-10-23,300122.SZ,止损,-11.274388737960006,0.405944
2020-10-23,300225.SZ,止损,-8.651685393258424,1.555959
2020-10-23,000619.SZ,SUE=0.98,0.0,0.9759180000000001
2020-10-23,000948.SZ,SUE=1.13,0.0,1.125382
2020-10-23,002233.SZ,SUE=0.31,0.0,0.308169
2020-10-26,300692.SZ,到期,20.067340067340055,0.708152
2020-10-26,000547.SZ,SUE=0.36,0.0,0.357877
2020-10-27,688516.SH,到期,37.63810903821769,0.5661200000000001
2020-10-27,000661.SZ,SUE=0.82,0.0,0.8218850000000001
2020-10-28,002311.SZ,到期,2.350391731955326,0.638197
2020-10-28,002702.SZ,到期,-4.225352112676051,5.072147
2020-10-28,002985.SZ,止损,-8.327953518398967,0.683215
2020-10-28,000589.SZ,SUE=2.15,0.0,2.1453469999999997
2020-10-28,000633.SZ,SUE=2.16,0.0,2.160845
2020-10-28,000750.SZ,SUE=0.58,0.0,0.5770000000000001
2020-10-29,002641.SZ,止损,-10.869565217391298,0.642743
2020-10-29,000159.SZ,SUE=6.71,0.0,6.714308999999999
2020-10-30,300480.SZ,到期,7.019562715765271,0.317572
2020-10-30,600143.SH,止损,-10.399529964747355,3.017566
2020-10-30,300877.SZ,止损,-15.413686057497644,2.291325
2020-10-30,002134.SZ,止损,-8.90052356020944,1.889901
2020-10-30,300101.SZ,止损,-12.337662337662348,5.198373
2020-10-30,000619.SZ,止损,-8.082408874801894,0.9759180000000001
2020-10-30,000004.SZ,SUE=6.78,0.0,6.7780949999999995
2020-10-30,000021.SZ,SUE=0.62,0.0,0.6224580000000001
2020-10-30,000061.SZ,SUE=0.67,0.0,0.6728749999999999
2020-10-30,000090.SZ,SUE=4.51,0.0,4.514239
2020-10-30,000498.SZ,SUE=0.62,0.0,0.623394
2020-10-30,000518.SZ,SUE=1.29,0.0,1.2949350000000002
2020-11-02,000570.SZ,到期,-7.984031936127733,0.448417
2020-11-02,002107.SZ,止损,-9.322865554465153,1.7117490000000002
2020-11-02,000948.SZ,止损,-9.424520433694749,1.125382
2020-11-06,300453.SZ,止损,-8.851540616246512,1.054576
2020-11-06,000661.SZ,止损,-8.623448854841676,0.8218850000000001
2020-11-10,000903.SZ,止损,-8.734939759036141,1.02345
2020-11-11,000547.SZ,止损,-9.774436090225569,0.357877
2020-11-12,002493.SZ,到期,26.506666666666657,2.065541
2020-11-12,002714.SZ,止损,-9.065420560747672,14.132768
2020-11-12,688981.SH,SUE=1.69,0.0,1.686309
2020-11-25,001914.SZ,止损,-8.690523004325602,1.366059
2020-11-25,002429.SZ,止损,-9.633027522935777,0.660239
2020-11-26,002434.SZ,止损,-8.47145488029466,0.462965
2020-11-26,688160.SH,SUE=0.68,0.0,0.681719
2020-12-09,000533.SZ,止损,-8.28220858895704,12.075544
2020-12-09,000589.SZ,止损,-10.315186246418351,2.1453469999999997
2020-12-09,000004.SZ,止损,-8.270676691729328,6.7780949999999995
2020-12-09,688160.SH,止损,-13.09949892627058,0.681719
2020-12-15,000090.SZ,止损,-9.064327485380119,4.514239
2020-12-16,688981.SH,止损,-10.766246362754606,1.686309
2020-12-24,000021.SZ,止损,-10.995752713544139,0.6224580000000001
2020-12-28,603005.SH,止损,-9.172555948174333,4.164537
2020-12-28,002139.SZ,止损,-9.318996415770597,0.323913
2021-01-08,603319.SH,到期,5.094691917844751,0.6857989999999999
2021-01-12,000061.SZ,止损,-8.51063829787233,0.6728749999999999
2021-01-14,002138.SZ,到期,3.5825545171339623,0.37026800000000004
2021-01-15,000739.SZ,到期,1.2676056338028152,0.459912
2021-01-15,000807.SZ,到期,20.21276595744681,0.951941
2021-01-18,002233.SZ,到期,-7.743857036485469,0.308169
2021-01-21,000633.SZ,到期,56.71641791044777,2.160845
2021-01-21,000750.SZ,到期,2.037037037037037,0.5770000000000001
2021-01-21,002107.SZ,SUE=0.87,0.0,0.867198
2021-01-22,000159.SZ,到期,8.286252354048962,6.714308999999999
2021-01-25,000498.SZ,到期,-7.200000000000006,0.623394
2021-01-25,000518.SZ,到期,-5.161290322580648,1.2949350000000002
2021-01-25,002107.SZ,止损,-10.804851157662632,0.867198
2021-01-27,300617.SZ,SUE=1.08,0.0,1.080783
2021-02-01,300617.SZ,止损,-8.367439745338789,1.080783
2021-02-02,002984.SZ,SUE=0.32,0.0,0.323773
2021-02-03,000690.SZ,SUE=1.06,0.0,1.0583
2021-02-04,000690.SZ,止损,-9.077380952380942,1.0583
2021-02-05,601218.SH,SUE=2.57,0.0,2.574814
2021-02-08,300443.SZ,SUE=1.55,0.0,1.545002
2021-02-09,002130.SZ,SUE=0.89,0.0,0.888227
2021-02-09,002245.SZ,SUE=1.36,0.0,1.363303
2021-02-09,002577.SZ,SUE=1.27,0.0,1.267521
2021-02-09,603856.SH,SUE=0.58,0.0,0.581519
2021-02-25,002402.SZ,SUE=0.31,0.0,0.30537600000000004
2021-02-26,002245.SZ,止损,-8.061594202898537,1.363303
2021-03-02,300033.SZ,SUE=0.92,0.0,0.920488
2021-03-03,300873.SZ,SUE=0.52,0.0,0.516539
2021-03-03,688057.SH,SUE=0.50,0.0,0.500868
2021-03-04,300443.SZ,止损,-8.279220779220786,1.545002
2021-03-05,300692.SZ,SUE=0.62,0.0,0.624285
2021-03-05,603738.SH,SUE=2.39,0.0,2.392373
2021-03-05,688177.SH,SUE=0.50,0.0,0.498127
2021-03-08,605369.SH,SUE=0.99,0.0,0.988571
2021-03-09,002402.SZ,止损,-11.52700978307104,0.30537600000000004
2021-03-09,688177.SH,止损,-9.694656488549613,0.498127
2021-03-09,002139.SZ,SUE=0.61,0.0,0.612674
2021-03-09,002887.SZ,SUE=0.35,0.0,0.346637
2021-03-09,300629.SZ,SUE=2.95,0.0,2.949147
2021-03-09,688208.SH,SUE=0.32,0.0,0.324433
2021-03-10,603536.SH,SUE=2.88,0.0,2.877328
2021-03-11,000100.SZ,SUE=0.68,0.0,0.6762999999999999
2021-03-11,688585.SH,SUE=0.52,0.0,0.51979
2021-03-12,300873.SZ,止损,-8.096126924871673,0.516539
2021-03-12,000739.SZ,SUE=0.48,0.0,0.475838
2021-03-12,002056.SZ,SUE=0.47,0.0,0.466679
2021-03-12,600211.SH,SUE=0.34,0.0,0.338672
2021-03-15,688208.SH,止损,-9.713876967095858,0.324433
2021-03-15,300206.SZ,SUE=3.95,0.0,3.9537419999999996
2021-03-15,600973.SH,SUE=0.45,0.0,0.448477
2021-03-15,688586.SH,SUE=0.71,0.0,0.7131010000000001
2021-03-16,002649.SZ,SUE=0.34,0.0,0.342585
2021-03-16,002727.SZ,SUE=0.31,0.0,0.308059
2021-03-16,300007.SZ,SUE=2.98,0.0,2.980508
2021-03-16,300496.SZ,SUE=0.87,0.0,0.86612
2021-03-16,300501.SZ,SUE=0.54,0.0,0.536423
2021-03-16,300677.SZ,SUE=38.30,0.0,38.295636
2021-03-16,300681.SZ,SUE=1.17,0.0,1.165826
2021-03-16,300690.SZ,SUE=1.12,0.0,1.115847
2021-03-23,300629.SZ,止损,-8.454545454545448,2.949147
2021-03-23,300677.SZ,止损,-8.34254143646409,38.295636
2021-03-23,000049.SZ,SUE=0.33,0.0,0.333571
2021-03-23,000513.SZ,SUE=0.32,0.0,0.31625
2021-03-29,000049.SZ,止损,-8.518024032042737,0.333571
2021-03-29,000404.SZ,SUE=2.79,0.0,2.7887259999999996
2021-04-12,300033.SZ,止损,-8.24492979719188,0.920488
2021-04-12,002768.SZ,SUE=0.85,0.0,0.84543
2021-04-15,605369.SH,止损,-15.787887918047605,0.988571
2021-04-15,000012.SZ,SUE=0.45,0.0,0.45279800000000003
2021-04-22,000404.SZ,止损,-8.533916849015332,2.7887259999999996
2021-04-22,000401.SZ,SUE=0.82,0.0,0.81676
2021-04-26,688057.SH,止损,-8.26219512195121,0.500868
2021-04-26,300690.SZ,止损,-40.99931553730322,1.115847
2021-04-26,000541.SZ,SUE=0.35,0.0,0.351016
2021-04-26,000818.SZ,SUE=1.17,0.0,1.1733660000000001
2021-04-27,603536.SH,止损,-11.134751773049645,2.877328
2021-04-27,002056.SZ,止损,-11.125916055962692,0.466679
2021-04-27,300007.SZ,止损,-8.793969849246231,2.980508
2021-04-27,000019.SZ,SUE=0.64,0.0,0.63966
2021-04-27,000020.SZ,SUE=14.87,0.0,14.868496
2021-04-27,000049.SZ,SUE=1.85,0.0,1.853777
2021-04-28,603856.SH,止损,-14.947368421052643,0.581519
2021-04-28,000004.SZ,SUE=19.85,0.0,19.850422000000002
2021-04-29,002984.SZ,止损,-9.32568149210904,0.323773
2021-04-29,000006.SZ,SUE=1.11,0.0,1.105268
2021-04-30,688585.SH,止损,-15.288220551378451,0.51979
2021-04-30,000010.SZ,SUE=1.14,0.0,1.1352719999999998
2021-05-06,002887.SZ,止损,-8.750000000000002,0.346637
2021-05-07,002727.SZ,止损,-10.081112398609504,0.308059
2021-05-11,000049.SZ,止损,-35.7389264523251,1.853777
2021-05-12,300692.SZ,止损,-46.64536741214058,0.624285
2021-05-13,601218.SH,到期,-7.635467980295562,2.574814
2021-05-14,688981.SH,SUE=1.36,0.0,1.3638990000000002
2021-05-17,002130.SZ,到期,25.818181818181806,0.888227
2021-05-17,002577.SZ,到期,16.929133858267733,1.267521
2021-05-28,000100.SZ,止损,-9.070548712206051,0.6762999999999999
2021-06-02,000401.SZ,止损,-9.77747808496291,0.81676
2021-06-03,603738.SH,到期,19.94597028365601,2.392373
2021-06-07,002139.SZ,到期,41.502683363148485,0.612674
2021-06-10,000739.SZ,到期,-0.49410870391485284,0.475838
2021-06-10,600211.SH,到期,38.918572344518054,0.338672
2021-06-11,300206.SZ,到期,-2.9842012873025237,3.9537419999999996
2021-06-11,600973.SH,到期,-5.116279069767438,0.448477
2021-06-11,688586.SH,到期,13.918439716312058,0.7131010000000001
2021-06-15,002649.SZ,到期,1.0923535253227312,0.342585
2021-06-15,300496.SZ,到期,28.59655619329753,0.86612
2021-06-15,300501.SZ,到期,12.222222222222223,0.536423
2021-06-15,300681.SZ,到期,11.639871382636645,1.165826
2021-06-22,000513.SZ,到期,22.003881610868504,0.31625
2021-07-02,002768.SZ,止损,-8.968609865470857,0.84543
2021-07-06,000006.SZ,止损,-8.097928436911484,1.105268
2021-07-14,000012.SZ,到期,59.8611111111111,0.45279800000000003
2021-07-15,002261.SZ,SUE=0.68,0.0,0.683238
2021-07-19,000010.SZ,止损,-8.333333333333337,1.1352719999999998
2021-07-19,002261.SZ,止损,-9.109109109109115,0.683238
2021-07-20,300855.SZ,SUE=1.25,0.0,1.246351
2021-07-20,600873.SH,SUE=0.58,0.0,0.579572
2021-07-20,600976.SH,SUE=1.92,0.0,1.922427
2021-07-21,300106.SZ,SUE=5.21,0.0,5.213687
2021-07-21,300590.SZ,SUE=0.72,0.0,0.7221850000000001
2021-07-22,002968.SZ,SUE=0.38,0.0,0.383652
2021-07-22,300453.SZ,SUE=0.60,0.0,0.599848
2021-07-23,000541.SZ,到期,3.2478632478632585,0.351016
2021-07-23,000818.SZ,到期,53.489419180549305,1.1733660000000001
2021-07-23,002458.SZ,SUE=0.35,0.0,0.352017
2021-07-23,002985.SZ,SUE=1.10,0.0,1.09647
2021-07-23,300852.SZ,SUE=0.37,0.0,0.372213
2021-07-26,000019.SZ,到期,5.485232067510548,0.63966
2021-07-26,000020.SZ,到期,6.034482758620685,14.868496
2021-07-26,600976.SH,止损,-8.838339989581534,1.922427
2021-07-26,300453.SZ,止损,-11.420612813370468,0.599848
2021-07-26,300685.SZ,SUE=0.38,0.0,0.377672
2021-07-27,000004.SZ,到期,40.49535603715173,19.850422000000002
2021-07-27,000990.SZ,SUE=4.58,0.0,4.581544
2021-07-27,002311.SZ,SUE=0.39,0.0,0.38819499999999996
2021-07-27,002568.SZ,SUE=0.74,0.0,0.7394499999999999
2021-07-27,002611.SZ,SUE=0.50,0.0,0.502514
2021-07-27,002648.SZ,SUE=3.48,0.0,3.480994
2021-07-27,002759.SZ,SUE=7.09,0.0,7.089789
2021-07-27,605003.SH,SUE=0.35,0.0,0.346306
2021-07-27,688201.SH,SUE=4.84,0.0,4.843448
2021-07-28,002759.SZ,止损,-9.010120957788192,7.089789
