date,portfolio_value,period_return,n_stocks,n_sl_events
2018-10-08,0.8876517697695521,-0.11754823023044793,20,6
2018-12-03,0.9105489652620878,0.020795245694694157,20,5
2019-01-02,0.8088666479592624,-0.11567144347207914,19,0
2019-02-01,0.8415019661999237,0.036346969828708886,20,0
2019-04-01,1.116963911173093,0.3233455749807781,20,0
2019-06-03,0.9729168779030629,-0.13436301467676284,20,7
2019-08-01,0.9407615342909716,-0.03705045306788801,20,0
2019-10-08,0.9351735595053313,-0.009939841906750454,20,0
2019-12-02,0.945948540676716,0.00752190527829311,20,0
2020-01-02,1.0095300602838218,0.06321456492931499,20,0
2020-02-03,0.8651116482415862,-0.14705508842563186,20,0
2020-04-01,0.8819681430612079,0.015484762289218915,20,0
2020-06-01,0.8907036987978068,0.005304615949368534,20,3
2020-08-03,0.9880837992276292,0.10512939939651943,20,1
2020-10-09,0.949448933160663,-0.043100799038671145,20,0
2020-12-01,0.9859646958028305,0.034259954365958946,20,1
2021-01-04,1.005606723623952,0.015921634014621548,20,0
2021-02-01,0.9255474745619868,-0.08381288163771618,20,1
2021-04-01,1.022982073987493,0.1012723950995782,20,0
2021-06-01,0.9943719145405086,-0.03196741035301298,19,0
2021-08-02,0.9323465278131347,-0.06737644670006127,20,5
2021-10-08,1.1427205798940943,0.22163933666852653,20,0
2021-12-01,1.0731324147447932,-0.06609692123664247,20,6
2022-01-04,1.1687872631098877,0.08513610944073724,20,0
2022-02-07,1.1530820251101028,-0.017637208374427858,20,1
2022-04-01,1.1924427497107244,0.029935233871903645,20,1
2022-06-01,1.1707742135248143,-0.023571552631073286,20,7
2022-08-01,1.1633343914677787,-0.010554617287509857,20,1
2022-10-10,1.1158955242085429,-0.04477835883402559,20,0
2022-12-01,1.1963993021825012,0.06814275550666471,20,0
2023-01-03,1.1818791076455688,-0.016136578908433227,20,0
2023-02-01,1.2393551908244724,0.044631101782822924,20,0
2023-04-03,1.227322274921676,-0.013709013196444238,20,0
2023-06-01,1.1592735100890683,-0.060444903285040034,20,5
2023-08-01,1.2499630382247386,0.07422962169531733,20,0
2023-10-09,1.168676604472767,-0.06903106993261077,20,0
2023-12-01,1.1536810313913461,-0.016831242641488383,20,0
2024-01-02,1.1324597622998935,-0.02239439889711947,20,0
2024-02-01,1.0695829498238942,-0.05952233692462838,20,0
2024-04-01,1.1661651637966646,0.08629894688268225,20,0
2024-06-03,1.1531867644115976,-0.015129126291865354,20,0
2024-08-01,1.0885842490140631,-0.060620860966521146,20,3
2024-10-08,1.3258774108741527,0.21358327697190857,20,2
2024-12-02,1.3508627338130639,0.014644368818711876,20,1
2025-01-02,1.2747858477266008,-0.06031725872822169,20,0
2025-02-05,1.2460903461317339,-0.026510056607579432,20,0
2025-04-01,1.2779112895860074,0.021536626259128114,20,0
2025-06-03,1.3139326191669303,0.024187660500747613,20,0
2025-08-01,1.3354755224716333,0.012195744340651052,20,1
2025-10-09,1.3424026892300471,0.001187041351078836,20,0
2025-12-01,1.3614359030777583,0.010178468205116479,20,0
2026-01-05,1.3257712334445912,-0.03039636337821041,20,1
2026-02-02,1.3593574308656498,0.021333327933051874,20,0
2026-04-01,1.361123299533016,-0.002700953386305601,20,0
2026-06-01,1.300264794632207,-0.049311970562614556,20,3
