date,code,reason,pnl
2020-02-07,002645.SZ,买入,0.0
2020-02-07,600150.SH,买入,0.0
2020-02-07,600226.SH,买入,0.0
2020-02-07,600900.SH,买入,0.0
2020-02-07,601288.SH,买入,0.0
2020-02-07,601988.SH,买入,0.0
2020-02-07,601398.SH,买入,0.0
2020-02-07,000688.SZ,买入,0.0
2020-02-07,600036.SH,买入,0.0
2020-02-07,601328.SH,买入,0.0
2020-02-21,002645.SZ,调仓,17.032258064516135
2020-02-21,600150.SH,调仓,7.506561679790025
2020-02-21,600226.SH,调仓,5.693950177935947
2020-02-21,601225.SH,买入,0.0
2020-02-21,600028.SH,买入,0.0
2020-02-21,603288.SH,买入,0.0
2020-02-21,600919.SH,买入,0.0
2020-02-21,600276.SH,买入,0.0
2020-02-21,601088.SH,买入,0.0
2020-02-21,601939.SH,买入,0.0
2020-03-06,601857.SH,买入,0.0
2020-03-06,600256.SH,买入,0.0
2020-03-06,601318.SH,买入,0.0
2020-03-06,600011.SH,买入,0.0
2020-03-18,600036.SH,止损,-12.987012987012992
2020-03-18,601318.SH,止损,-13.644790507971816
2020-03-19,601225.SH,止损,-15.34653465346535
2020-03-19,600276.SH,止损,-12.416851441241683
2020-03-19,600256.SH,止损,-12.374581939799334
2020-03-20,000688.SZ,调仓,23.470122390208758
2020-03-20,603288.SH,调仓,-4.605702298083337
2020-03-20,601991.SH,买入,0.0
2020-03-20,601985.SH,买入,0.0
2020-03-20,601600.SH,买入,0.0
2020-03-20,600256.SH,买入,0.0
2020-03-20,000630.SZ,买入,0.0
2020-04-01,601857.SH,止损,-12.50000000000001
2020-04-03,000977.SZ,买入,0.0
2020-04-03,601127.SH,买入,0.0
2020-04-03,002294.SZ,买入,0.0
2020-04-13,600011.SH,止损,-12.67893660531698
2020-04-20,601991.SH,调仓,1.4218009478673022
2020-04-20,000977.SZ,调仓,1.1313962458215476
2020-04-20,601127.SH,调仓,-6.63716814159292
2020-04-20,603588.SH,买入,0.0
2020-04-20,601231.SH,买入,0.0
2020-04-20,600188.SH,买入,0.0
2020-04-21,600919.SH,止损,-12.556053811659208
2020-05-07,601231.SH,调仓,5.523917995444205
2020-05-07,300015.SZ,买入,0.0
2020-05-07,002079.SZ,买入,0.0
2020-05-07,601766.SH,买入,0.0
2020-05-21,600256.SH,调仓,-2.9962546816479474
2020-05-21,603588.SH,调仓,-4.628099173553723
2020-05-21,002079.SZ,调仓,2.1505376344086002
2020-05-21,603306.SH,买入,0.0
2020-05-21,002532.SZ,买入,0.0
2020-05-21,600893.SH,买入,0.0
2020-05-26,600028.SH,止损,-12.108559498956161
2020-05-28,300015.SZ,止损,-19.17131816230142
2020-05-28,002532.SZ,止损,-13.540197461212976
2020-06-04,002294.SZ,调仓,12.297372833985465
2020-06-04,603306.SH,调仓,0.27137042062415073
2020-06-04,002532.SZ,买入,0.0
2020-06-04,300666.SZ,买入,0.0
2020-06-04,600919.SH,买入,0.0
2020-06-04,601857.SH,买入,0.0
2020-06-15,601088.SH,止损,-12.724014336917556
2020-06-18,002532.SZ,调仓,14.516129032258052
2020-06-18,601111.SH,买入,0.0
2020-06-18,002254.SZ,买入,0.0
2020-06-18,002049.SZ,买入,0.0
2020-07-06,601398.SH,调仓,2.941176470588225
2020-07-06,601939.SH,调仓,7.090103397341219
2020-07-06,601600.SH,调仓,11.14864864864864
2020-07-06,000630.SZ,调仓,12.00000000000001
2020-07-06,600188.SH,调仓,21.809744779582374
2020-07-06,601766.SH,调仓,1.1345218800648427
2020-07-06,600893.SH,调仓,5.989477944152166
2020-07-06,300666.SZ,调仓,16.33281972265024
2020-07-06,600919.SH,调仓,12.100840336134455
2020-07-06,603379.SH,买入,0.0
2020-07-06,300283.SZ,买入,0.0
2020-07-06,603698.SH,买入,0.0
2020-07-06,002580.SZ,买入,0.0
2020-07-06,603662.SH,买入,0.0
