run_id,date,code,volume,available_volume,cost_price,last_price,unrealized_pnl,holding_days
20260814_130548_428be0,2020-03-03,600568.SH,41900,0,23.838619,23.403512,-18230.9833,1
20260814_130548_428be0,2020-07-02,002950.SZ,21800,0,44.326705,43.7361,-12875.189,1
20260814_130548_428be0,2020-09-02,002646.SZ,80700,0,11.902171,11.614685,-23200.1202,1
20260814_130548_428be0,2020-11-03,002594.SZ,1300,0,175.817589,167.345192,-11014.1161,1
20260814_130548_428be0,2020-11-03,600166.SH,2800,0,82.242944,79.960935,-6389.6252,1
20260814_130548_428be0,2020-11-03,600733.SH,3600,0,64.632773,63.1773,-5239.7028,1
20260814_130548_428be0,2020-11-04,002594.SZ,2600,1300,173.262101,171.373797,-4909.5904,2
20260814_130548_428be0,2020-11-04,600166.SH,5700,2800,80.90611,82.844772,11050.3734,2
20260814_130548_428be0,2020-11-05,002594.SZ,2600,2600,173.262101,188.508117,39639.6416,3
20260814_130548_428be0,2020-11-05,600166.SH,5700,5700,80.90611,86.777277,33465.6519,3
20260814_130548_428be0,2020-11-06,002594.SZ,2600,2600,173.262101,194.229756,54515.903,4
20260814_130548_428be0,2020-11-06,600166.SH,5700,5700,80.90611,80.747436,-904.4418,4
20260814_130548_428be0,2020-11-09,002594.SZ,2600,2600,173.262101,194.749905,55868.2904,5
20260814_130548_428be0,2020-11-09,600166.SH,5700,5700,80.90611,80.747436,-904.4418,5
20260814_130548_428be0,2020-11-10,002594.SZ,2600,2600,173.262101,186.213342,33673.2266,6
20260814_130548_428be0,2020-11-10,600166.SH,5700,5700,80.90611,77.077098,-21825.3684,6
20260814_130548_428be0,2020-11-11,002594.SZ,2600,2600,173.262101,167.620565,-14667.9936,7
20260814_130548_428be0,2020-11-11,600166.SH,5700,5700,80.90611,74.979762,-33780.1836,7
20260814_130548_428be0,2021-01-05,000633.SZ,22600,0,39.20215,37.76794,-32413.146,1
20260814_130548_428be0,2021-02-02,300731.SZ,23900,0,35.897516,35.575,-7708.1324,1
20260814_130548_428be0,2021-06-02,002568.SZ,1500,0,538.916508,518.41328,-30754.842,1
20260814_130548_428be0,2021-07-02,300827.SZ,1900,0,82.031678,85.69,6950.8118,1
20260814_130548_428be0,2021-07-02,688018.SH,700,0,224.471769,238.64868,9923.8377,1
20260814_130548_428be0,2021-07-02,603628.SH,17300,0,9.420052,9.65265,4023.9454,1
20260814_130548_428be0,2021-07-02,600869.SH,3200,0,50.160553,50.2618,323.9904,1
20260814_130548_428be0,2021-07-02,002309.SZ,7500,0,21.586591,21.91532,2465.4675,1
20260814_130548_428be0,2021-07-05,300827.SZ,9700,1900,85.419274,83.2546,-20997.3378,2
20260814_130548_428be0,2021-07-06,300827.SZ,9700,9700,85.419274,79.52032,-57219.8538,3
20260814_130548_428be0,2021-07-07,300827.SZ,9700,9700,85.419274,88.54032,30274.1462,4
20260814_130548_428be0,2021-07-08,300827.SZ,9700,9700,85.419274,93.33896,76820.9542,5
20260814_130548_428be0,2021-07-09,300827.SZ,9700,9700,85.419274,95.7924,100619.3222,6
20260814_130548_428be0,2021-07-12,300827.SZ,9700,9700,85.419274,94.8002,90994.9822,7
20260814_130548_428be0,2021-07-13,300827.SZ,9700,9700,85.419274,97.88504,120917.9302,8
20260814_130548_428be0,2021-07-14,300827.SZ,9700,9700,85.419274,94.3492,86620.2822,9
20260814_130548_428be0,2021-07-15,300827.SZ,9700,9700,85.419274,97.37992,116018.2662,10
20260814_130548_428be0,2021-07-16,300827.SZ,9700,9700,85.419274,97.37992,116018.2662,11
20260814_130548_428be0,2021-07-19,300827.SZ,9700,9700,85.419274,92.70756,70696.3742,12
20260814_130548_428be0,2021-07-20,300827.SZ,9700,9700,85.419274,86.28532,8400.6462,13
