entry_date,exit_date,stocks,n_stocks,period_return
2018-08-01,2018-09-03,600926.SH;000030.SZ;600655.SH;603116.SH;600126.SH...(20),20,-0.08346800285624645
2022-04-01,2022-05-05,601577.SH;600928.SH;601997.SH;601916.SH;002958.SZ...(20),20,-0.04247536525384424
2022-05-05,2022-06-01,300677.SZ;601828.SH;002936.SZ;600390.SH;601916.SH...(20),20,0.05222436470213172
2022-06-01,2022-07-01,002966.SZ;601997.SH;601077.SH;601916.SH;002958.SZ...(20),20,-0.00032263577053710194
2022-07-01,2022-08-01,601077.SH;601997.SH;600782.SH;601916.SH;601577.SH...(20),20,-0.02992366944930627
2022-08-01,2022-09-01,601577.SH;601077.SH;600782.SH;002936.SZ;601916.SH...(20),20,-0.027245234637205032
2022-09-01,2022-10-10,601825.SH;601577.SH;600782.SH;600649.SH;601916.SH...(20),20,-0.0716415922186691
2022-10-10,2022-11-01,000959.SZ;600782.SH;601916.SH;000425.SZ;002936.SZ...(20),20,-0.02687713023803838
2022-11-01,2022-12-01,601997.SH;601916.SH;601577.SH;002958.SZ;600782.SH...(20),20,0.1743210039936666
2022-12-01,2023-01-03,002030.SZ;601077.SH;600269.SH;601577.SH;601997.SH...(20),20,-0.05560810930310646
2023-01-03,2023-02-01,300639.SZ;000402.SZ;601860.SH;002958.SZ;601997.SH...(20),20,0.033181415629522606
2023-02-01,2023-03-01,601825.SH;601077.SH;002958.SZ;601997.SH;601577.SH...(20),20,0.026678545418913773
2023-03-01,2023-04-03,002936.SZ;601825.SH;600928.SH;601997.SH;601077.SH...(20),20,-0.040156604944133895
2023-04-03,2023-05-04,601997.SH;601825.SH;600269.SH;603323.SH;002936.SZ...(20),20,0.004640824354136567
2023-05-04,2023-06-01,002432.SZ;002030.SZ;601997.SH;601828.SH;600649.SH...(20),20,-0.06812480287932059
2023-06-01,2023-07-03,002958.SZ;601825.SH;603323.SH;002936.SZ;601860.SH...(20),20,-0.029367176152208355
2023-07-03,2023-08-01,601997.SH;601077.SH;601825.SH;002807.SZ;002958.SZ...(20),20,0.08041560359059055
2023-08-01,2023-09-01,600508.SH;600483.SH;603599.SH;601918.SH;600728.SH...(20),20,-0.045727179061664666
2023-09-01,2023-10-09,002948.SZ;002958.SZ;002807.SZ;002936.SZ;603323.SH...(20),20,0.024908457731590852
2023-10-09,2023-11-01,601577.SH;601825.SH;603323.SH;600928.SH;601155.SH...(20),20,-0.0437564295592168
2023-11-01,2023-12-01,601577.SH;601825.SH;603323.SH;601997.SH;600928.SH...(20),20,-0.0268577954381802
2023-12-01,2024-01-02,600153.SH;601825.SH;601577.SH;002958.SZ;601997.SH...(20),20,-0.010620255935349267
2024-01-02,2024-02-01,600153.SH;600208.SH;002958.SZ;001227.SZ;002948.SZ...(20),20,-0.006234728623768551
2024-02-01,2024-03-01,600153.SH;600682.SH;000959.SZ;002807.SZ;603323.SH...(20),20,0.05229460251167557
2024-03-01,2024-04-01,603323.SH;601825.SH;002807.SZ;600153.SH;601577.SH...(20),20,-0.019570701246288732
2024-04-01,2024-05-06,001227.SZ;603323.SH;601577.SH;600153.SH;002936.SZ...(20),20,0.034242791374293285
2024-05-06,2024-06-03,601825.SH;601577.SH;600153.SH;601963.SH;002807.SZ...(20),20,0.022966830529503348
2024-06-03,2024-07-01,002936.SZ;600928.SH;002958.SZ;601860.SH;601963.SH...(20),20,-0.09322877817334431
2024-07-01,2024-08-01,600928.SH;601997.SH;002958.SZ;000709.SZ;600739.SH...(20),20,-0.006126839029720612
2024-08-01,2024-09-02,601577.SH;002958.SZ;600153.SH;601997.SH;001227.SZ...(20),20,-0.041916191430413
2024-09-02,2024-10-08,002958.SZ;601997.SH;601577.SH;600928.SH;600739.SH...(20),20,0.3500030421713821
2024-10-08,2024-11-01,601187.SH;600928.SH;601577.SH;601860.SH;002958.SZ...(20),20,-0.11790224890171157
2024-11-01,2024-12-02,603323.SH;600908.SH;002807.SZ;002948.SZ;601860.SH...(20),20,0.03685242455720693
2024-12-02,2025-01-02,603323.SH;601997.SH;601963.SH;601577.SH;601665.SH...(20),20,0.008985183426878422
2025-01-02,2025-02-05,000932.SZ;603323.SH;600325.SH;601860.SH;600739.SH...(20),20,-0.027888364317553146
2025-02-05,2025-03-03,601860.SH;601963.SH;000778.SZ;600928.SH;601528.SH...(20),20,-0.021750550276400233
2025-03-03,2025-04-01,603323.SH;601528.SH;601997.SH;002807.SZ;002839.SZ...(20),20,0.029664004617621458
2025-04-01,2025-05-06,601528.SH;601860.SH;001227.SZ;601997.SH;600908.SH...(20),20,-0.0030416584510261266
2025-05-06,2025-06-03,601528.SH;601577.SH;601997.SH;002807.SZ;601860.SH...(20),20,0.04334802985315106
2025-06-03,2025-07-01,600248.SH;001227.SZ;600782.SH;000709.SZ;600153.SH...(20),20,-0.0021146943035616115
2025-07-01,2025-08-01,000932.SZ;603323.SH;601333.SH;600248.SH;601860.SH...(20),20,0.05817020451816521
2025-08-01,2025-09-01,600908.SH;603323.SH;601577.SH;002839.SZ;600064.SH...(20),20,0.00842478352646274
2025-09-01,2025-10-09,603323.SH;002958.SZ;601577.SH;600269.SH;601860.SH...(20),20,-0.047896662525911085
2025-10-09,2025-11-03,601577.SH;601963.SH;603323.SH;600908.SH;002807.SZ...(20),20,0.04037371798430078
2025-11-03,2025-12-01,603323.SH;601860.SH;600248.SH;601528.SH;002936.SZ...(20),20,-0.009202435182039555
2025-12-01,2026-01-05,603323.SH;601997.SH;601528.SH;600248.SH;601860.SH...(20),20,-0.011673443673447234
2026-01-05,2026-02-02,002958.SZ;600908.SH;002936.SZ;600269.SH;600248.SH...(20),20,0.03342681175048777
2026-02-02,2026-03-02,603323.SH;002936.SZ;600908.SH;600269.SH;600248.SH...(20),20,0.002161352597581093
2026-03-02,2026-04-01,600908.SH;601997.SH;002807.SZ;601577.SH;002958.SZ...(20),20,-0.0053153720078780295
2026-04-01,2026-05-06,603323.SH;600908.SH;601577.SH;601997.SH;001227.SZ...(20),20,-0.03264925277881475
2026-05-06,2026-06-01,600269.SH;601577.SH;002807.SZ;000401.SZ;600704.SH...(20),20,-0.06276843795615057
