date,portfolio_value,period_return,n_stocks,n_sl_events
2018-09-28,1.1606606870395753,0.16066068703957526,20,9
2018-11-30,1.7996706790333892,0.5505571086617027,20,18
2018-12-28,1.6542241937541546,-0.08081838914959408,19,0
2019-01-31,1.6597900403372532,0.0033646265144189114,20,0
2019-03-29,2.138790189698205,0.2885908083070696,20,0
2019-05-31,2.0763246558996813,-0.029206012866244666,20,3
2019-07-31,1.9948342725811898,-0.03924741879211626,20,0
2019-09-30,2.1055556537485476,0.05550404998009737,20,0
2019-11-29,2.11684326540936,0.0053608707234677816,20,0
2019-12-31,2.2349278686411203,0.055783347383975924,20,0
2020-01-23,2.147257694781725,-0.039227294576044035,20,0
2020-03-31,2.1587293599688895,0.005342472501108354,20,2
2020-05-29,2.286870549903359,0.059359543771765756,20,0
2020-07-31,3.122224581078885,0.36528260474158775,20,2
2020-09-30,3.0453132296168954,-0.02463351032724661,20,0
2020-11-30,3.199674323019085,0.050688084201311746,20,0
2020-12-31,3.306437956975995,0.03336703150968565,20,0
2021-01-29,3.1441228659975526,-0.049090620507784476,20,0
2021-03-31,3.4281302843483563,0.09032961829266647,20,0
2021-05-31,3.523511933974025,0.02782322774054056,19,0
2021-07-30,3.752036298238731,0.06485698602614431,20,9
2021-09-30,4.612368567086856,0.22929742690708485,20,0
2021-11-30,4.959753358361887,0.0753159220089035,20,8
2021-12-31,5.352021746239004,0.07909030137875159,20,0
2022-01-28,6.496625500003113,0.2138638084885304,20,3
2022-03-31,6.966907487368048,0.07238865582827733,20,0
2022-05-31,7.608564578511604,0.09210070498380618,20,4
2022-07-29,7.787490380574919,0.023516367669224183,20,3
2022-09-30,7.388405614908362,-0.051246903195159364,20,0
2022-11-30,8.02569099047225,0.08625479011032786,20,0
2022-12-30,8.039479506644394,0.0017180472296417953,20,2
2023-01-31,8.451121144604757,0.05120252344945373,20,0
2023-03-31,8.373010185365644,-0.009242674185185562,20,0
2023-05-31,8.511692631102335,0.016563033206275148,20,0
2023-07-31,9.203506099120178,0.08127801343412086,20,0
2023-09-28,8.66244854325288,-0.05878819984907926,20,0
2023-11-30,8.348898836344748,-0.03619642937473535,20,0
2023-12-29,8.226858724545226,-0.014617509948527974,20,0
2024-01-31,7.924385872925402,-0.036766506117016616,20,0
2024-03-29,9.778253257274399,0.23394461275326733,20,2
2024-05-31,10.071119512173441,0.02995077415091172,20,0
2024-07-31,11.232987479220618,0.11536631708548109,20,8
2024-09-30,13.79266687930684,0.2278716507804583,20,1
2024-11-29,14.540784465488155,0.05424024176961149,20,0
2024-12-31,14.24753582309113,-0.020167319245604463,20,0
2025-01-27,13.738376434187188,-0.03573666318344972,20,0
2025-03-31,13.819025986043684,0.005870384484137659,20,0
2025-05-30,14.522079434029365,0.05087575989043789,20,0
2025-07-31,16.725228224140427,0.15171028364907949,20,3
2025-09-30,16.764421936161753,0.002343388771506061,20,0
2025-11-28,17.128199639914232,0.021699388451193326,20,0
2025-12-31,17.81090853953275,0.03985876589315236,20,1
2026-01-30,18.900800183024195,0.061192366524837484,20,0
2026-03-31,21.67417866424076,0.1467333898226954,20,1
2026-05-29,22.099618502217574,0.019628879348435335,20,1
2026-06-18,21.247080456107323,-0.03857704810717457,20,0
