entry_date,exit_date,stocks,n_stocks,period_return,n_sl_events
2018-07-31,2018-09-28,002682.SZ;002627.SZ;002775.SZ;603116.SH;000926.SZ...(20),20,0.16066068703957526,9
2018-09-28,2018-11-30,000900.SZ;000850.SZ;000552.SZ;002100.SZ;000665.SZ...(20),20,0.5505571086617027,18
2018-11-30,2018-12-28,002110.SZ;600738.SH;000900.SZ;002193.SZ;000791.SZ...(19),19,-0.08081838914959408,0
2018-12-28,2019-01-31,600525.SH;000900.SZ;000698.SZ;002110.SZ;600322.SH...(20),20,0.0033646265144189114,0
2019-01-31,2019-03-29,600051.SH;600382.SH;000926.SZ;000900.SZ;600322.SH...(20),20,0.2885908083070696,0
2019-03-29,2019-05-31,000926.SZ;000900.SZ;600051.SH;002133.SZ;000736.SZ...(20),20,-0.029206012866244666,3
2019-05-31,2019-07-31,002110.SZ;600327.SH;000926.SZ;002277.SZ;002818.SZ...(20),20,-0.03924741879211626,0
2019-07-31,2019-09-30,600052.SH;000665.SZ;000900.SZ;002543.SZ;000537.SZ...(20),20,0.05550404998009737,0
2019-09-30,2019-11-29,000959.SZ;600382.SH;600533.SH;000543.SZ;000537.SZ...(20),20,0.0053608707234677816,0
2019-11-29,2019-12-31,600382.SH;000900.SZ;002936.SZ;000537.SZ;600533.SH...(20),20,0.055783347383975924,0
2019-12-31,2020-01-23,000926.SZ;000791.SZ;000059.SZ;000900.SZ;000543.SZ...(20),20,-0.039227294576044035,0
2020-01-23,2020-03-31,000900.SZ;000059.SZ;000791.SZ;002133.SZ;600382.SH...(20),20,0.005342472501108354,2
2020-03-31,2020-05-29,000600.SZ;000415.SZ;000937.SZ;000552.SZ;000543.SZ...(20),20,0.059359543771765756,0
2020-05-29,2020-07-31,000761.SZ;000552.SZ;002936.SZ;000531.SZ;000937.SZ...(20),20,0.36528260474158775,2
2020-07-31,2020-09-30,600382.SH;000543.SZ;002936.SZ;000900.SZ;000926.SZ...(20),20,-0.02463351032724661,0
2020-09-30,2020-11-30,002582.SZ;000537.SZ;600382.SH;000778.SZ;000965.SZ...(20),20,0.050688084201311746,0
2020-11-30,2020-12-31,002582.SZ;600491.SH;002936.SZ;300206.SZ;000539.SZ...(20),20,0.03336703150968565,0
2020-12-31,2021-01-29,002582.SZ;600665.SH;000537.SZ;002244.SZ;600491.SH...(20),20,-0.049090620507784476,0
2021-01-29,2021-03-31,000537.SZ;000937.SZ;002582.SZ;000543.SZ;600960.SH...(20),20,0.09032961829266647,0
2021-03-31,2021-05-31,600533.SH;600512.SH;600684.SH;000761.SZ;000537.SZ...(19),19,0.02782322774054056,0
2021-05-31,2021-07-30,002110.SZ;000048.SZ;600512.SH;600533.SH;002922.SZ...(20),20,0.06485698602614431,9
2021-07-30,2021-09-30,000537.SZ;002146.SZ;600491.SH;600533.SH;002244.SZ...(20),20,0.22929742690708485,0
2021-09-30,2021-11-30,000949.SZ;600512.SH;000498.SZ;600533.SH;002966.SZ...(20),20,0.0753159220089035,8
2021-11-30,2021-12-31,000877.SZ;002110.SZ;002936.SZ;000761.SZ;002966.SZ...(20),20,0.07909030137875159,0
2021-12-31,2022-01-28,000877.SZ;002110.SZ;002936.SZ;002966.SZ;002958.SZ...(20),20,0.2138638084885304,3
2022-01-28,2022-03-31,000877.SZ;002029.SZ;000900.SZ;000949.SZ;000685.SZ...(20),20,0.07238865582827733,0
2022-03-31,2022-05-31,001872.SZ;000528.SZ;002267.SZ;000501.SZ;000726.SZ...(20),20,0.09210070498380618,4
2022-05-31,2022-07-29,002966.SZ;002839.SZ;002958.SZ;002948.SZ;000685.SZ...(20),20,0.023516367669224183,3
2022-07-29,2022-09-30,002948.SZ;002958.SZ;002110.SZ;002936.SZ;000685.SZ...(20),20,-0.051246903195159364,0
2022-09-30,2022-11-30,000685.SZ;600716.SH;002932.SZ;300149.SZ;300070.SZ...(20),20,0.08625479011032786,0
2022-11-30,2022-12-30,002958.SZ;002936.SZ;000778.SZ;000528.SZ;000685.SZ...(20),20,0.0017180472296417953,2
2022-12-30,2023-01-31,300639.SZ;002958.SZ;000778.SZ;002061.SZ;002042.SZ...(20),20,0.05120252344945373,0
2023-01-31,2023-03-31,000552.SZ;000685.SZ;002958.SZ;001227.SZ;000778.SZ...(20),20,-0.009242674185185562,0
2023-03-31,2023-05-31,001227.SZ;002839.SZ;000517.SZ;002958.SZ;002936.SZ...(20),20,0.016563033206275148,0
2023-05-31,2023-07-31,002061.SZ;002958.SZ;002839.SZ;000501.SZ;300729.SZ...(20),20,0.08127801343412086,0
2023-07-31,2023-09-28,002807.SZ;002839.SZ;002948.SZ;002958.SZ;000726.SZ...(20),20,-0.05878819984907926,0
2023-09-28,2023-11-30,002131.SZ;000560.SZ;002958.SZ;000897.SZ;000498.SZ...(20),20,-0.03619642937473535,0
2023-11-30,2023-12-29,002948.SZ;002839.SZ;002958.SZ;002807.SZ;000498.SZ...(20),20,-0.014617509948527974,0
2023-12-29,2024-01-31,002839.SZ;002958.SZ;002948.SZ;001227.SZ;002807.SZ...(20),20,-0.036766506117016616,0
2024-01-31,2024-03-29,000910.SZ;002932.SZ;000498.SZ;002807.SZ;000707.SZ...(20),20,0.23394461275326733,2
2024-03-29,2024-05-31,002807.SZ;002839.SZ;001227.SZ;002948.SZ;002958.SZ...(20),20,0.02995077415091172,0
2024-05-31,2024-07-31,002958.SZ;002393.SZ;002936.SZ;000900.SZ;001227.SZ...(20),20,0.11536631708548109,8
2024-07-31,2024-09-30,002958.SZ;001227.SZ;000726.SZ;002948.SZ;002839.SZ...(20),20,0.2278716507804583,1
2024-09-30,2024-11-29,002948.SZ;002839.SZ;002958.SZ;002807.SZ;001227.SZ...(20),20,0.05424024176961149,0
2024-11-29,2024-12-31,002948.SZ;002839.SZ;000498.SZ;002807.SZ;002958.SZ...(20),20,-0.020167319245604463,0
2024-12-31,2025-01-27,002839.SZ;000498.SZ;002061.SZ;002029.SZ;000726.SZ...(20),20,-0.03573666318344972,0
2025-01-27,2025-03-31,000498.SZ;002839.SZ;002807.SZ;002061.SZ;001227.SZ...(20),20,0.005870384484137659,0
2025-03-31,2025-05-30,600668.SH;002839.SZ;002958.SZ;002948.SZ;002936.SZ...(20),20,0.05087575989043789,0
2025-05-30,2025-07-31,002839.SZ;002958.SZ;002807.SZ;001227.SZ;000900.SZ...(20),20,0.15171028364907949,3
2025-07-31,2025-09-30,002807.SZ;600668.SH;002839.SZ;002948.SZ;000498.SZ...(20),20,0.002343388771506061,0
2025-09-30,2025-11-28,002958.SZ;002839.SZ;002948.SZ;002807.SZ;002936.SZ...(20),20,0.021699388451193326,0
2025-11-28,2025-12-31,002948.SZ;002958.SZ;000690.SZ;600668.SH;000778.SZ...(20),20,0.03985876589315236,1
